,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id
379,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2022-02-02 21:13:06.000000,2020-08-05 17:45:59,622,,908,150.0,66.0,53.0,292.0,5411,A Python scikit for building and analyzing recommender systems.,38.0,27,False,2020-07-19 14:50:48.000,1.1.1,9.0,scikit-surprise,conda-forge/scikit-surprise,,,,26.0,,https://pypi.org/project/scikit-surprise,2020-07-19 14:50:48.000,26.0,195845.0,200181.0,https://anaconda.org/conda-forge/scikit-surprise,2021-11-18 20:15:44.176,229829.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
380,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2022-06-15 16:58:44.000000,2022-06-08 21:40:05,4077,58.0,523,104.0,294.0,27.0,325.0,5127,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",92.0,27,True,2022-05-30 12:56:13.000,speaker_encoder_model,30.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",,,https://pypi.org/project/tts,2017-07-14 20:02:42.000,,4748.0,17219.0,https://anaconda.org/conda-forge/tts,2021-12-15 19:29:56.367,2252.0,,,,,3.0,,182861.0,,,,,,,,,,,,,,,,,,
381,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2022-04-18 14:51:39.000000,2021-03-19 15:48:33,667,,592,159.0,128.0,73.0,100.0,4411,A collection of infrastructure and tools for research in neural network interpretability.,40.0,27,False,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,,,['tensorflow'],646.0,640.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000,6.0,1960.0,1960.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
382,T5,google-research/text-to-text-transfer-transformer,nlp,,https://github.com/google-research/text-to-text-transfer-transformer,https://github.com/google-research/text-to-text-transfer-transformer,Apache-2.0,2019-10-17 21:45:14.000,2022-06-15 13:43:16.000000,2022-06-02 19:22:43,560,16.0,576,99.0,535.0,64.0,340.0,4223,Code for the paper Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.,48.0,27,True,2021-10-18 13:55:26.000,0.9.3,28.0,t5,,,,['tensorflow'],104.0,102.0,https://pypi.org/project/t5,2021-10-18 13:55:26.000,2.0,7815.0,7815.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
383,lightfm,lyst/lightfm,recommender-systems,,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00.000,2022-03-14 22:25:39.000000,2022-03-09 16:54:36,461,,620,92.0,197.0,104.0,348.0,4053,"A Python implementation of LightFM, a hybrid recommendation algorithm.",44.0,27,True,2020-11-27 19:48:30.000,1.16,14.0,lightfm,conda-forge/lightfm,,,,797.0,752.0,https://pypi.org/project/lightfm,2020-11-27 19:55:08.000,45.0,421444.0,423732.0,https://anaconda.org/conda-forge/lightfm,2022-03-09 22:21:56.668,121264.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
384,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2022-01-04 14:23:20.000000,2021-06-14 05:10:42,518,,639,173.0,76.0,14.0,249.0,3659,A python wrapper for Alpha Vantage API for financial data.,39.0,27,True,2020-12-21 02:37:29.000,2.3.1,28.0,alpha_vantage,conda-forge/alpha_vantage,,,,104.0,,https://pypi.org/project/alpha_vantage,2018-08-26 18:55:11.000,104.0,15747.0,15823.0,https://anaconda.org/conda-forge/alpha_vantage,2021-01-14 18:10:30.064,1306.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
385,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2022-06-16 08:39:25.000000,2022-06-14 21:49:18,944,210.0,322,58.0,151.0,28.0,84.0,3499,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",13.0,27,False,2022-04-20 21:15:28.000,2.0.0,17.0,cleanlab,conda-forge/cleanlab,,,,47.0,45.0,https://pypi.org/project/cleanlab,2022-04-20 21:15:28.000,2.0,7429.0,7597.0,https://anaconda.org/conda-forge/cleanlab,2022-04-30 16:01:09.036,4377.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
386,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2022-06-15 18:21:27.000000,2022-06-15 18:21:27,736,42.0,387,60.0,352.0,1.0,377.0,2720,On-device wake word detection powered by deep learning.,31.0,27,True,2022-05-12 18:43:08.000,2.1.3,28.0,pvporcupine,,,,,20.0,9.0,https://pypi.org/project/pvporcupine,2022-05-12 18:43:08.000,11.0,1249.0,1249.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
387,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2022-06-14 05:13:57.000000,2022-06-14 05:13:57,447,22.0,708,60.0,528.0,76.0,315.0,2620,A high-performance distributed training framework for Reinforcement Learning.,31.0,27,True,2022-05-13 04:46:41.000,2.0.4,24.0,parl,,,,['paddle'],93.0,92.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,712.0,712.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
388,fastNLP,fastnlp/fastNLP,nlp,,https://github.com/fastnlp/fastNLP,https://github.com/fastnlp/fastNLP,Apache-2.0,2018-03-07 13:30:20.000,2022-06-16 14:37:49.000000,2021-12-06 11:37:15,1769,,420,80.0,228.0,45.0,150.0,2620,fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.,54.0,27,True,2020-11-06 15:31:29.000,0.6.0,10.0,fastnlp,,,,,83.0,80.0,https://pypi.org/project/fastnlp,2019-02-04 02:35:37.000,3.0,1221.0,1222.0,,,,,,,,2.0,,66.0,,,,,,,,,,,,,,,,,,
389,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2022-03-11 12:17:58.000000,2021-06-22 10:51:48,116,,436,94.0,46.0,49.0,253.0,2546,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,27,True,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,522.0,508.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,14.0,184575.0,184990.0,https://anaconda.org/conda-forge/neuralcoref,2020-02-21 22:10:40.453,11459.0,,,,,2.0,,406.0,,,,,,,,,,,,,,,,,,
390,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2022-06-13 17:38:49.000000,2022-06-02 05:29:11,1945,71.0,613,159.0,53.0,3.0,485.0,2508,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,24.0,27,True,2022-06-02 18:41:21.000,1.4.0,18.0,,bioconda/deepvariant,,,['tensorflow'],,,,,,,860.0,https://anaconda.org/bioconda/deepvariant,2022-06-05 19:39:33.507,41723.0,,,,,3.0,,3971.0,,,,,,,,,,,,,,,,,,
391,pygal,Kozea/pygal,graph,,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000,2022-03-03 16:14:41.000000,2021-11-24 21:04:02,1018,,391,137.0,127.0,177.0,244.0,2470,PYthon svg GrAph plotting Library.,71.0,27,False,2021-11-24 21:07:22.000,3.0.0,75.0,pygal,conda-forge/pygal,,,,628.0,,https://pypi.org/project/pygal,2021-11-24 21:07:22.000,628.0,111534.0,111953.0,https://anaconda.org/conda-forge/pygal,2019-06-04 02:55:56.728,15114.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
392,pytorch-optimizer,jettify/pytorch-optimizer,pytorch-utils,,https://github.com/jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer,Apache-2.0,2020-01-03 03:16:39.000,2022-06-06 10:08:51.000000,2021-11-11 16:56:57,430,,236,33.0,396.0,16.0,29.0,2446,torch-optimizer -- collection of optimizers for Pytorch.,25.0,27,True,2021-10-31 03:00:19.000,0.3.0,21.0,torch_optimizer,conda-forge/torch-optimizer,,,['pytorch'],642.0,619.0,https://pypi.org/project/torch_optimizer,2021-10-31 03:00:19.000,23.0,47383.0,47515.0,https://anaconda.org/conda-forge/torch-optimizer,2021-10-31 17:20:09.384,1858.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
393,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2022-03-12 00:28:06.000000,2021-10-29 06:15:49,2535,,363,61.0,926.0,281.0,736.0,2413,StellarGraph - Machine Learning on Graphs.,36.0,27,True,2020-06-30 05:15:21.000,1.2.1,25.0,stellargraph,,,,['tensorflow'],148.0,143.0,https://pypi.org/project/stellargraph,2020-06-30 05:10:43.000,5.0,18993.0,18993.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
394,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2022-06-16 13:19:57.000000,2022-02-11 14:44:37,857,,181,53.0,93.0,2.0,217.0,2268,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,9.0,27,True,2022-02-11 16:12:12.000,0.2.5,17.0,vidgear,,,,,217.0,212.0,https://pypi.org/project/vidgear,2022-02-11 16:12:12.000,5.0,7781.0,7796.0,,,,,,,,3.0,,599.0,,,,,,,,,,,,,,,,,,
395,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2021-08-11 23:58:11.000000,2018-08-19 12:37:47,130,,256,65.0,57.0,21.0,39.0,2212,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,27,False,2018-08-19 12:21:01.000,0.3.7,27.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],2107.0,2067.0,https://pypi.org/project/scikit-plot,2018-08-19 12:18:46.000,40.0,494923.0,496853.0,https://anaconda.org/conda-forge/scikit-plot,2019-06-05 14:23:59.043,113902.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
396,Essentia,MTG/essentia,audio,,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000,2022-06-16 12:54:48.000000,2022-06-16 12:53:42,3138,20.0,455,109.0,306.0,369.0,602.0,2137,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",74.0,27,False,2015-03-31 16:33:30.000,2.0,13.0,essentia,,,,,317.0,303.0,https://pypi.org/project/essentia,2022-03-14 12:38:50.000,14.0,3160.0,3160.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
397,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2021-11-19 13:23:59.000000,2021-11-19 13:23:56,211,,305,62.0,37.0,93.0,158.0,2130,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,21.0,27,True,2019-02-28 09:16:54.000,0.4.1,9.0,hyperas,,,,['tensorflow'],265.0,241.0,https://pypi.org/project/hyperas,2019-02-28 09:16:54.000,24.0,14670.0,14670.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
398,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2022-06-08 18:38:10.000000,2022-04-29 17:52:14,384,2.0,271,48.0,63.0,25.0,98.0,2120,A python library for decision tree visualization and model interpretation.,19.0,27,True,2022-04-29 17:54:45.000,1.3.6,29.0,dtreeviz,conda-forge/dtreeviz,,,,406.0,392.0,https://pypi.org/project/dtreeviz,2022-04-29 17:54:38.000,14.0,111154.0,111800.0,https://anaconda.org/conda-forge/dtreeviz,2022-04-29 20:01:45.971,12280.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
399,zenml,zenml-io/zenml,data-pipelines,,https://github.com/zenml-io/zenml,https://github.com/zenml-io/zenml,Apache-2.0,2020-11-19 09:25:46.000,2022-06-16 13:13:40.000000,2022-06-14 08:49:41,4689,374.0,162,36.0,605.0,21.0,70.0,2107,"ZenML : Build portable, production-ready MLOps pipelines. https://zenml.io.",37.0,27,True,2022-06-14 08:33:14.000,0.9.0,56.0,zenml,,,,,,,https://pypi.org/project/zenml,2022-06-14 08:26:24.000,,1425.0,1425.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
400,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2022-06-13 12:25:10.000000,2022-06-07 16:59:20,1076,17.0,289,44.0,49.0,43.0,185.0,2096,Graph Neural Networks with Keras and Tensorflow 2.,22.0,27,True,2022-04-09 13:44:22.000,1.1,32.0,spektral,,,,['tensorflow'],134.0,132.0,https://pypi.org/project/spektral,2022-04-09 13:00:34.000,2.0,6414.0,6414.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
401,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,BSD-3-Clause,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242,,277,65.0,14.0,26.0,45.0,1966,Stand-alone language identification system.,9.0,27,False,2016-04-05 22:34:15.000,1.1.6,8.0,langid,,,,,1181.0,1017.0,https://pypi.org/project/langid,2016-04-05 22:34:15.000,164.0,368813.0,368813.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
402,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,Apache-2.0,2016-02-03 16:52:45.000,2022-03-06 19:51:43.000000,2022-03-06 19:51:43,1716,,233,90.0,109.0,29.0,222.0,1936,"NLP, before and after spaCy.",32.0,27,True,2021-12-06 15:00:07.000,0.12.0,31.0,textacy,conda-forge/textacy,,,,100.0,,https://pypi.org/project/textacy,2021-12-06 15:00:07.000,100.0,35804.0,37575.0,https://anaconda.org/conda-forge/textacy,2022-02-06 16:50:51.205,108044.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
403,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2022-06-04 06:50:39.000000,2022-03-07 19:11:16,438,,331,61.0,130.0,26.0,61.0,1819,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,18.0,27,True,2022-03-06 22:27:38.000,3.2.3,19.0,pytextrank,,,,,271.0,258.0,https://pypi.org/project/pytextrank,2022-03-06 22:27:38.000,13.0,21381.0,21381.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
404,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2022-03-11 12:26:19.000000,2022-01-17 10:12:52,12562,,76,42.0,43.0,9.0,65.0,1818,The friendly PIL fork.,384.0,27,False,2022-01-02 09:51:23.000,9.0.0,47.0,pillow-simd,,,,,49.0,,https://pypi.org/project/pillow-simd,2022-01-04 16:11:51.000,49.0,58790.0,58790.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
405,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2022-06-14 18:55:55.000000,2022-05-12 23:59:17,841,21.0,164,45.0,152.0,91.0,119.0,1621,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",21.0,27,True,2022-05-13 00:01:55.000,0.25.2,140.0,graphistry,,,,['jupyter'],74.0,70.0,https://pypi.org/project/graphistry,2022-05-13 00:01:55.000,4.0,2390.0,2390.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
406,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930,,318,73.0,742.0,54.0,168.0,1471,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:02.000,0.13.1,24.0,chainercv,,,,,328.0,297.0,https://pypi.org/project/chainercv,2019-06-12 11:55:40.000,31.0,5435.0,5435.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
407,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2022-05-14 18:25:00.000000,2022-05-14 18:24:18,585,2.0,294,38.0,32.0,9.0,204.0,1368,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",19.0,27,True,2022-02-23 05:45:04.000,1.3.3,16.0,ogb,conda-forge/ogb,,,,328.0,315.0,https://pypi.org/project/ogb,2022-02-23 05:45:04.000,13.0,10568.0,10978.0,https://anaconda.org/conda-forge/ogb,2022-02-23 11:52:44.440,8621.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
408,alibi-detect,SeldonIO/alibi-detect,others,,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,Apache-2.0,2019-10-07 13:29:13.000,2022-06-15 07:06:33.000000,2022-06-08 09:41:45,503,32.0,145,34.0,298.0,85.0,159.0,1335,"Algorithms for outlier, adversarial and drift detection.",16.0,27,True,2022-04-01 13:40:23.000,0.9.1,25.0,alibi-detect,,,,,100.0,95.0,https://pypi.org/project/alibi-detect,2022-06-01 16:23:29.000,5.0,19591.0,19591.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
409,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2022-05-23 02:25:22.000000,2022-05-23 02:25:22,1143,101.0,243,26.0,294.0,48.0,75.0,1327,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,26.0,27,True,2022-04-21 09:53:00.000,2.2.3post0,18.0,pgl,,,,['paddle'],28.0,26.0,https://pypi.org/project/pgl,2022-04-21 08:39:32.000,2.0,5054.0,5054.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
410,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2022-06-10 18:18:47.000000,2022-06-10 18:18:42,653,6.0,218,41.0,304.0,95.0,14.0,1275,Mesh TensorFlow: Model Parallelism Made Easier.,48.0,27,True,2022-05-15 21:06:13.000,0.1.21,27.0,mesh-tensorflow,,,,['tensorflow'],717.0,685.0,https://pypi.org/project/mesh-tensorflow,2022-05-15 21:06:13.000,32.0,19915.0,19915.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
411,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2022-04-07 21:15:18.000000,2022-03-11 06:00:21,281,,219,49.0,180.0,52.0,117.0,1243,Metric learning algorithms in Python.,22.0,27,True,2020-07-02 12:59:23.000,0.6.2,10.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],221.0,210.0,https://pypi.org/project/metric-learn,2020-07-02 12:59:23.000,11.0,28511.0,28732.0,https://anaconda.org/conda-forge/metric-learn,2020-07-02 13:51:25.681,5987.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
412,Optimus,hi-primus/optimus,data-pipelines,,https://github.com/hi-primus/optimus,https://github.com/hi-primus/optimus,Apache-2.0,2017-07-13 02:31:18.000,2022-06-14 00:51:21.000000,2022-06-14 00:49:55,6380,121.0,212,39.0,1003.0,31.0,196.0,1226,"Agile Data Preparation Workflows madeeasy with Pandas, Dask, cuDF, Dask-cuDF, Vaex and PySpark.",25.0,27,True,2020-07-19 03:05:40.000,2.2.32,85.0,optimuspyspark,,,,['spark'],,,https://pypi.org/project/optimuspyspark,2019-05-30 02:22:54.000,,43127.0,43127.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
413,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2022-06-15 19:55:53.000000,2022-06-14 21:03:27,623,29.0,202,43.0,262.0,38.0,144.0,1158,Training PyTorch models with differential privacy.,51.0,27,True,2022-05-06 09:43:18.000,1.1.2,16.0,opacus,conda-forge/opacus,,,['pytorch'],123.0,112.0,https://pypi.org/project/opacus,2022-05-06 09:43:18.000,11.0,4182.0,4400.0,https://anaconda.org/conda-forge/opacus,2022-05-06 12:24:58.491,1088.0,,,,,2.0,,47.0,,,,,,,,,,,,,,,,,,
414,spacy-transformers,explosion/spacy-transformers,nlp,,https://github.com/explosion/spacy-transformers,https://github.com/explosion/spacy-transformers,MIT,2019-07-26 19:12:34.000,2022-06-14 18:33:46.000000,2022-06-09 15:37:54,1396,7.0,143,28.0,163.0,1.0,,1123,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",18.0,27,True,2022-06-02 14:01:51.000,1.1.6,60.0,spacy-transformers,conda-forge/spacy-transformers,,,['spacy'],546.0,526.0,https://pypi.org/project/spacy-transformers,2022-06-02 14:00:39.000,20.0,94944.0,95186.0,https://anaconda.org/conda-forge/spacy-transformers,2022-06-02 18:43:51.018,1694.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
415,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2022-06-10 06:34:26.000000,2022-06-10 06:34:21,505,21.0,337,32.0,42.0,10.0,92.0,1083,MiniSom is a minimalistic implementation of the Self Organizing Maps.,26.0,27,False,2022-02-25 07:50:44.000,2.3.0,2.0,minisom,,,,,277.0,272.0,https://pypi.org/project/minisom,2022-02-25 07:34:51.000,5.0,11908.0,11908.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
416,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2022-05-26 02:48:57.000000,2022-01-30 22:27:10,4173,,273,79.0,626.0,11.0,599.0,1037,PySAL: Python Spatial Analysis Library Meta-Package.,75.0,27,True,2022-01-30 19:38:41.000,2.6.0,28.0,pysal,conda-forge/pysal,,,,30.0,,https://pypi.org/project/pysal,2022-01-30 19:38:41.000,30.0,23139.0,29347.0,https://anaconda.org/conda-forge/pysal,2022-01-31 17:47:09.921,440792.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
417,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2022-04-08 00:39:29.000000,2021-02-12 19:04:59,2079,,224,40.0,34.0,58.0,589.0,970,"pyclustring is a Python, C++ data mining library.",26.0,27,False,2020-11-25 22:33:07.000,0.10.1.2,46.0,pyclustering,conda-forge/pyclustering,,,,349.0,321.0,https://pypi.org/project/pyclustering,2020-11-25 22:41:20.000,28.0,50876.0,52143.0,https://anaconda.org/conda-forge/pyclustering,2021-09-13 14:29:08.300,37877.0,,,,,3.0,,407.0,,,,,,,,,,,,,,,,,,
418,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2022-06-15 16:29:37.000000,2022-06-15 16:29:37,2752,291.0,149,27.0,399.0,66.0,453.0,956,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,57.0,27,True,2022-06-14 08:39:37.000,0.2.0,3.0,avalanche-lib,,,,,9.0,9.0,https://pypi.org/project/avalanche-lib,2022-06-14 08:38:26.000,,731.0,731.0,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,
419,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2022-06-10 17:17:26.000000,2022-06-10 17:17:22,527,17.0,170,44.0,57.0,4.0,60.0,926,Training neural models with structured signals.,34.0,27,True,2020-08-18 00:35:35.000,1.3.1,7.0,neural-structured-learning,,,,['tensorflow'],239.0,237.0,https://pypi.org/project/neural-structured-learning,2020-08-18 00:35:35.000,2.0,17281.0,17281.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
