,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
519,Node2Vec,eliorc/node2vec,graph,,https://github.com/eliorc/node2vec,https://github.com/eliorc/node2vec,MIT,2017-12-08 13:30:06.000,2024-04-02 13:45:44.000000,2023-12-24 06:07:13,78.0,,226.0,20.0,19.0,5.0,87.0,1174.0,Implementation of the node2vec algorithm.,13.0,25,True,2022-08-01 11:35:00.616,0.4.6,18.0,node2vec,conda-forge/node2vec,,,,605.0,584.0,https://pypi.org/project/node2vec,2022-08-01 11:35:00.616,21.0,97889.0,98274.0,https://anaconda.org/conda-forge/node2vec,2023-06-16 16:13:35.056,27403.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
520,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2024-04-03 21:43:53.000000,2024-03-08 17:11:00,1922.0,31.0,364.0,53.0,494.0,156.0,251.0,1079.0,Machine learning on FPGAs using HLS.,59.0,25,True,2023-12-19 21:00:58.000,0.8.1,16.0,hls4ml,conda-forge/hls4ml,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/hls4ml,2023-12-19 21:00:58.000,,1257.0,1426.0,https://anaconda.org/conda-forge/hls4ml,2023-06-16 19:22:51.232,7295.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
521,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2024-04-01 17:55:56.000000,2024-04-01 17:54:36,803.0,8.0,115.0,31.0,407.0,68.0,316.0,1003.0,BAyesian Model-Building Interface (Bambi) in Python.,37.0,25,True,2023-10-25 02:06:14.000,0.13.0,28.0,bambi,conda-forge/bambi,,,,123.0,114.0,https://pypi.org/project/bambi,2023-10-25 02:06:14.000,9.0,23716.0,24448.0,https://anaconda.org/conda-forge/bambi,2023-10-27 17:16:55.433,29281.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
522,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,BSD-1-Clause,2016-08-17 10:58:05.000,2024-03-12 10:20:37.000000,2024-02-13 12:59:29,2071.0,1.0,215.0,41.0,588.0,85.0,432.0,990.0,SMAC3: A Versatile Bayesian Optimization Package for Hyperparameter Optimization.,41.0,25,False,2023-08-01 13:38:54.000,2.0.2,47.0,smac,conda-forge/smac,,,,49.0,,https://pypi.org/project/smac,2023-08-01 13:30:07.000,49.0,55526.0,56030.0,https://anaconda.org/conda-forge/smac,2023-08-11 21:35:06.370,18651.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
523,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2023-09-20 15:32:40.000000,2023-09-20 15:32:36,567.0,,191.0,48.0,61.0,1.0,68.0,976.0,Training neural models with structured signals.,38.0,25,True,2022-07-29 21:05:16.715,1.4.0,8.0,neural-structured-learning,,,,['tensorflow'],433.0,430.0,https://pypi.org/project/neural-structured-learning,2022-07-29 21:05:16.715,3.0,26675.0,26675.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
524,python-soundfile,bastibe/python-soundfile,audio,,https://github.com/bastibe/python-soundfile,https://github.com/bastibe/python-soundfile,BSD-3-Clause,2013-08-27 13:36:52.000,2024-01-05 08:05:26.000000,2024-01-05 08:05:26,564.0,,96.0,15.0,193.0,101.0,135.0,655.0,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",33.0,25,True,2023-02-15 15:39:02.000,0.12.1,15.0,soundfile,anaconda/pysoundfile,,,,312.0,,https://pypi.org/project/soundfile,2023-02-15 15:39:00.786,312.0,2685478.0,2685622.0,https://anaconda.org/anaconda/pysoundfile,,,,,,,3.0,17651.0,,,,,,,,,,,,,,,,,,
525,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2024-04-04 09:37:46.000000,2024-04-01 20:54:36,839.0,7.0,135.0,29.0,88.0,35.0,75.0,591.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,19.0,25,True,2023-08-10 00:37:12.000,1.14.0,42.0,ml-metadata,,,,,446.0,422.0,https://pypi.org/project/ml-metadata,2023-08-10 00:37:12.000,24.0,65166.0,65200.0,,,,,,,,3.0,2132.0,,,,,,,,,,,,,,,,,,
526,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2024-04-01 23:32:17.000000,2024-04-01 23:32:17,475.0,5.0,51.0,8.0,57.0,169.0,234.0,582.0,python binding for libvips using cffi.,16.0,25,True,2024-01-04 12:00:44.000,2.2.2,25.0,pyvips,conda-forge/pyvips,,,,741.0,691.0,https://pypi.org/project/pyvips,2024-01-04 12:00:44.000,50.0,44461.0,46244.0,https://anaconda.org/conda-forge/pyvips,2023-09-26 03:23:28.071,74913.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
527,whoosh,mchaput/whoosh,nlp,,https://github.com/mchaput/whoosh,https://github.com/mchaput/whoosh,BSD-1-Clause,2015-04-17 19:34:47.000,2024-01-03 13:23:50.000000,2022-01-15 18:08:37,1718.0,,65.0,16.0,13.0,35.0,7.0,521.0,Pure-Python full-text search library.,42.0,25,False,2016-04-04 01:19:40.000,2.7.4,141.0,whoosh,conda-forge/whoosh,,,,3708.0,,https://pypi.org/project/whoosh,2016-04-04 01:19:40.000,3708.0,457104.0,463802.0,https://anaconda.org/conda-forge/whoosh,2023-09-23 13:28:08.196,234448.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
528,lightwood,mindsdb/lightwood,hyperopt,,https://github.com/mindsdb/lightwood,https://github.com/mindsdb/lightwood,GPL-3.0,2019-05-20 21:31:14.000,2024-04-03 16:48:08.000000,2024-03-19 09:57:11,5646.0,61.0,92.0,14.0,750.0,16.0,438.0,415.0,Lightwood is Legos for Machine Learning.,46.0,25,False,2024-03-19 10:28:37.000,24.3.3.1,203.0,lightwood,,,,['pytorch'],60.0,58.0,https://pypi.org/project/lightwood,2024-03-19 10:24:49.000,2.0,7269.0,7269.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
529,pymap3d,geospace-code/pymap3d,geospatial-data,,https://github.com/geospace-code/pymap3d,https://github.com/geospace-code/pymap3d,BSD-2-Clause,2014-08-03 04:28:03.000,2024-02-11 07:50:28.337000,2024-02-11 00:53:13,766.0,9.0,85.0,13.0,30.0,7.0,47.0,365.0,pure-Python (Numpy optional) 3D coordinate conversions for geospace ecef enu eci.,18.0,25,True,2024-02-11 00:59:05.000,3.1.0,58.0,pymap3d,conda-forge/pymap3d,,,,406.0,379.0,https://pypi.org/project/pymap3d,2024-02-11 00:59:05.000,27.0,118009.0,119586.0,https://anaconda.org/conda-forge/pymap3d,2024-02-11 07:50:28.337,67846.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
530,gokart,m3dev/gokart,ml-experiments,,https://github.com/m3dev/gokart,https://github.com/m3dev/gokart,MIT,2018-12-23 07:40:27.000,2024-04-04 02:35:55.000000,2024-04-03 08:52:01,536.0,19.0,56.0,39.0,289.0,20.0,60.0,301.0,"Gokart solves reproducibility, task dependencies, constraints of good code, and ease of use for Machine Learning..",40.0,25,True,2024-03-25 00:48:37.000,1.2.8,75.0,gokart,,,,,80.0,75.0,https://pypi.org/project/gokart,2024-03-25 00:48:37.000,5.0,4427.0,4427.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
531,lkpy,lenskit/lkpy,recommender-systems,,https://github.com/lenskit/lkpy,https://github.com/lenskit/lkpy,MIT,2018-06-08 21:05:10.000,2024-03-26 18:21:30.000000,2024-03-12 17:13:40,2600.0,62.0,59.0,8.0,248.0,31.0,81.0,257.0,Python recommendation toolkit.,14.0,25,False,2024-02-16 21:04:30.000,0.14.4,25.0,lenskit,conda-forge/lenskit,,,,104.0,98.0,https://pypi.org/project/lenskit,2024-02-16 21:03:49.000,6.0,1170.0,1792.0,https://anaconda.org/conda-forge/lenskit,2024-01-22 16:23:58.143,25511.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
532,PyText,facebookresearch/pytext,nlp,,https://github.com/facebookresearch/pytext,https://github.com/facebookresearch/pytext,BSD-3-Clause,2018-07-31 23:40:46.000,2022-10-17 19:55:31.000000,2022-10-17 19:51:05,1735.0,,824.0,168.0,1588.0,145.0,74.0,6363.0,A natural language modeling framework based on PyTorch.,234.0,24,False,2020-06-08 23:30:58.000,0.3.3,13.0,pytext-nlp,,,,['pytorch'],22.0,21.0,https://pypi.org/project/pytext-nlp,2020-06-08 22:49:33.000,1.0,75.0,80.0,,,,,,,,3.0,355.0,,,,,,,,,,,,,,,,,,
533,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2022-07-17 19:07:49.000000,2020-07-14 02:41:10,174.0,,749.0,136.0,43.0,141.0,98.0,4940.0,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,24,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],1127.0,1111.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,16.0,747.0,759.0,,,,,,,,3.0,906.0,,,,,,,,,,,,,,,,,,
534,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2023-12-19 09:38:24.000000,2023-04-28 16:55:30,521.0,,437.0,62.0,90.0,32.0,88.0,4929.0,Finding duplicate images made easy!.,15.0,24,True,2023-04-28 17:26:08.000,0.3.2,8.0,imagededup,,,,['tensorflow'],98.0,98.0,https://pypi.org/project/imagededup,,,19501.0,19501.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
535,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2024-01-13 08:14:49.000000,2022-07-29 10:37:24,205.0,,1003.0,92.0,63.0,253.0,269.0,4589.0,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,24,False,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],28.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,28.0,26362.0,26362.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
536,Image Super-Resolution,idealo/image-super-resolution,image,,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000,2024-03-12 11:21:52.000000,2021-06-02 09:45:13,150.0,,718.0,101.0,35.0,103.0,113.0,4476.0,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,10.0,24,False,2020-01-08 15:37:35.000,2.2.0,11.0,ISR,,idealo/image-super-resolution-gpu,,['tensorflow'],129.0,124.0,https://pypi.org/project/ISR,2020-01-08 15:37:35.000,5.0,5558.0,5561.0,,,,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,1.0,234.0,3.0,,,,,,,,,,,,,,,,,,,
537,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2023-11-13 07:16:00.000000,2023-03-05 22:07:59,1158.0,,1370.0,351.0,59.0,51.0,,4278.0,Python Algorithmic Trading Library.,11.0,24,False,,,8.0,pyalgotrade,,,,,204.0,183.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000,21.0,723.0,723.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
538,Stable Baselines,hill-a/stable-baselines,reinforcement-learning,,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000,2022-09-04 14:04:44.000000,2022-09-04 14:04:44,839.0,,721.0,62.0,247.0,129.0,824.0,4023.0,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",114.0,24,False,2021-04-06 12:38:10.521,2.10.2,31.0,stable-baselines,,,,,36.0,,https://pypi.org/project/stable-baselines,2021-04-06 12:38:10.521,36.0,5676.0,5676.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
539,MatchZoo,NTMC-Community/MatchZoo,nlp,,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000,2021-06-03 02:58:49.000000,2021-06-02 17:38:16,1810.0,,888.0,177.0,385.0,33.0,430.0,3817.0,"Facilitating the design, comparison and sharing of deep text matching models.",36.0,24,False,2019-10-09 19:24:22.000,2.2,2.0,matchzoo,,,,['tensorflow'],16.0,16.0,https://pypi.org/project/matchzoo,,,157.0,157.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
540,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2023-09-22 09:55:14.000000,2023-05-19 17:52:25,508.0,,811.0,62.0,629.0,111.0,396.0,3175.0,A high-performance distributed training framework for Reinforcement Learning.,42.0,24,True,2023-03-14 02:03:08.557,2.2.1,29.0,parl,,,,['paddle'],124.0,123.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,1014.0,1014.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
541,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2023-08-28 05:14:10.000000,2022-06-05 10:44:18,1342.0,,508.0,110.0,73.0,183.0,117.0,3075.0,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,24,False,2019-04-25 02:10:05.000,0.4.4,15.0,xlearn,,,,,130.0,130.0,https://pypi.org/project/xlearn,,,876.0,938.0,,,,,,,,3.0,4526.0,,,,,,,,,,,,,,,,,,
542,Towhee,towhee-io/towhee,ml-frameworks,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2024-01-20 00:01:11.000000,2024-01-20 00:01:11,1576.0,3.0,246.0,29.0,2015.0,3.0,650.0,2947.0,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,35.0,24,True,2023-12-05 02:33:36.000,1.1.3,26.0,towhee,,,,,,,https://pypi.org/project/towhee,2023-12-04 07:25:10.000,,3182.0,3276.0,,,,,,,,3.0,2638.0,,,,,,,,,,,,,,,,,,
543,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2024-01-02 10:00:14.000000,2023-11-02 03:13:52,1297.0,,316.0,93.0,2157.0,206.0,982.0,2672.0,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",53.0,24,True,2023-02-03 19:04:11.785,0.8.1,118.0,pymars,,,,,1.0,,https://pypi.org/project/pymars,2022-06-12 11:43:21.000,1.0,17709.0,17709.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
544,promptsource,bigscience-workshop/promptsource,nlp,,https://github.com/bigscience-workshop/promptsource,https://github.com/bigscience-workshop/promptsource,Apache-2.0,2021-05-19 15:26:25.000,2023-10-23 17:59:41.000000,2023-10-23 17:59:40,755.0,,317.0,30.0,695.0,49.0,150.0,2468.0,"Toolkit for creating, sharing and using natural language prompts.",65.0,24,True,2022-07-02 17:57:17.000,0.2.3,5.0,promptsource,,,,,89.0,88.0,https://pypi.org/project/promptsource,2022-04-18 22:31:03.000,1.0,368.0,368.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
545,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,645.0,89.0,29.0,25.0,52.0,2322.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,24,False,2020-01-14 14:12:10.000,0.6.1,6.0,python_speech_features,,,,,735.0,554.0,https://pypi.org/project/python_speech_features,2017-08-16 01:46:13.000,181.0,34675.0,34675.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
546,polyglot,aboSamoor/polyglot,nlp,,https://github.com/aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,,2014-06-30 02:07:45.000,2023-11-10 03:06:08.000000,2020-09-22 22:35:28,271.0,,329.0,78.0,55.0,154.0,68.0,2246.0,Multilingual text (NLP) processing toolkit.,26.0,24,False,,,,polyglot,,,,,1209.0,1209.0,https://pypi.org/project/polyglot,,,82986.0,82986.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
547,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242.0,,304.0,64.0,14.0,28.0,46.0,2240.0,Stand-alone language identification system.,9.0,24,False,,,,langid,,,,,10976.0,10976.0,https://pypi.org/project/langid,,,397454.0,397454.0,,,,,,,,3.0,,,,,,,,,,,,-4.0,,,,,,,
548,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2023-07-04 21:11:26.000000,2023-07-04 21:11:26,451.0,,254.0,56.0,56.0,19.0,50.0,2205.0,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,24,True,2019-11-04 05:16:00.000,0.5.0,5.0,pytorch-nlp,,,,['pytorch'],660.0,660.0,https://pypi.org/project/pytorch-nlp,,,7200.0,7200.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
549,kubric,google-research/kubric,image,,https://github.com/google-research/kubric,https://github.com/google-research/kubric,Apache-2.0,2020-07-22 19:56:38.000,2024-04-04 10:48:55.000000,2024-04-04 10:48:55,541.0,9.0,199.0,42.0,125.0,62.0,127.0,2155.0,A data generation pipeline for creating semi-realistic synthetic multi-object videos with rich annotations such as..,28.0,24,True,2023-12-27 00:46:01.000,2023.12.27,773.0,kubric-nightly,,,,,3.0,3.0,https://pypi.org/project/kubric-nightly,2023-12-27 00:46:01.000,,1467.0,1467.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
550,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2023-10-24 16:13:23.000000,2018-12-16 15:30:13,118.0,,241.0,70.0,21.0,93.0,66.0,2087.0,Open source time series library for Python.,6.0,24,False,2017-11-21 16:27:06.000,0.4.16,36.0,pyflux,,,,,282.0,265.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,17.0,30046.0,30046.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
551,FinTA,peerchemist/finta,financial-data,,https://github.com/peerchemist/finta,https://github.com/peerchemist/finta,LGPL-3.0,2016-09-01 21:02:46.000,2022-07-24 08:40:51.000000,2022-07-24 08:40:51,394.0,,669.0,82.0,48.0,24.0,64.0,2040.0,Common financial technical indicators implemented in Pandas.,28.0,24,False,2021-04-03 08:51:49.000,1.3,19.0,finta,,,,,502.0,490.0,https://pypi.org/project/finta,2020-10-21 11:39:44.000,12.0,8820.0,8820.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
552,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2024-01-09 01:46:07.000000,2023-09-26 17:27:56,255.0,,199.0,29.0,65.0,35.0,83.0,1976.0,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,15.0,24,True,2021-05-24 16:45:59.000,0.0.11,10.0,checklist,conda-forge/checklist,,,['jupyter'],336.0,329.0,https://pypi.org/project/checklist,2021-05-24 16:45:59.000,7.0,3836.0,4012.0,https://anaconda.org/conda-forge/checklist,2023-06-16 19:24:18.549,6881.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
553,Multicore-TSNE,DmitryUlyanov/Multicore-TSNE,data-viz,,https://github.com/DmitryUlyanov/Multicore-TSNE,https://github.com/DmitryUlyanov/Multicore-TSNE,BSD-3-Clause,2016-10-19 05:46:52.000,2024-02-06 10:59:55.000000,2024-02-06 10:59:47,125.0,7.0,228.0,42.0,36.0,45.0,24.0,1846.0,Parallel t-SNE implementation with Python and Torch wrappers.,18.0,24,True,2017-11-08 13:32:20.000,0.0.1,3.0,MulticoreTSNE,conda-forge/multicore-tsne,,,['pytorch'],457.0,435.0,https://pypi.org/project/MulticoreTSNE,2019-01-09 07:23:04.000,22.0,2353.0,3254.0,https://anaconda.org/conda-forge/multicore-tsne,2023-10-11 19:12:48.654,32449.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
554,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2024-03-29 21:12:28.000000,2023-12-04 14:09:45,571.0,,128.0,56.0,450.0,67.0,102.0,1821.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,29.0,24,True,2023-08-31 20:07:52.000,1.1.10,27.0,hivemind,,,,,102.0,95.0,https://pypi.org/project/hivemind,2023-08-31 20:07:10.000,7.0,6037.0,6037.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
555,Talos,autonomio/talos,hyperopt,,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000,2024-03-29 11:40:20.000000,2024-03-29 09:49:56,639.0,1.0,269.0,27.0,184.0,10.0,389.0,1614.0,"Hyperparameter Optimization for TensorFlow, Keras and PyTorch.",23.0,24,True,2022-05-28 10:07:13.000,1.3,17.0,talos,,,,['tensorflow'],181.0,173.0,https://pypi.org/project/talos,2022-05-28 10:07:34.000,8.0,1624.0,1624.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
556,Higher,facebookresearch/higher,pytorch-utils,,https://github.com/facebookresearch/higher,https://github.com/facebookresearch/higher,Apache-2.0,2019-09-06 18:58:36.000,2022-03-25 15:56:51.000000,2021-10-26 07:08:33,31.0,,120.0,28.0,31.0,58.0,50.0,1567.0,higher is a pytorch library allowing users to obtain higher order gradients over losses spanning training loops rather..,9.0,24,False,2020-07-14 12:20:32.000,0.2.1,2.0,higher,,,,['pytorch'],416.0,411.0,https://pypi.org/project/higher,2020-07-14 12:20:32.000,5.0,120600.0,120600.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
557,fklearn,nubank/fklearn,ml-frameworks,,https://github.com/nubank/fklearn,https://github.com/nubank/fklearn,Apache-2.0,2019-02-27 14:32:57.000,2024-03-05 19:49:22.000000,2023-11-08 21:41:55,157.0,,162.0,103.0,185.0,35.0,25.0,1485.0,fklearn: Functional Machine Learning.,55.0,24,True,2023-11-09 12:59:48.000,3.0.0,31.0,fklearn,,,,,13.0,13.0,https://pypi.org/project/fklearn,2023-11-09 12:59:48.000,,437.0,437.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
558,Vulkan Kompute,KomputeProject/kompute,gpu-utilities,,https://github.com/KomputeProject/kompute,https://github.com/KomputeProject/kompute,Apache-2.0,2020-07-29 05:23:33.000,2024-03-23 16:41:37.000000,2024-02-25 11:49:35,1255.0,44.0,113.0,32.0,161.0,71.0,141.0,1455.0,"General purpose GPU compute framework built on Vulkan to support 1000s of cross vendor graphics cards (AMD, Qualcomm,..",24.0,24,True,2024-01-20 15:39:17.000,0.9.0,14.0,kp,,,,,,,https://pypi.org/project/kp,2024-01-20 15:33:09.000,,153.0,164.0,,,,,,,,3.0,493.0,,,,,,,,,,,,,,,,,,
559,CrypTen,facebookresearch/CrypTen,privacy-ml,,https://github.com/facebookresearch/CrypTen,https://github.com/facebookresearch/CrypTen,MIT,2019-08-15 00:00:31.000,2024-03-14 13:20:54.000000,2024-03-14 13:15:40,347.0,7.0,292.0,40.0,253.0,69.0,194.0,1446.0,A framework for Privacy Preserving Machine Learning.,35.0,24,True,2022-12-08 22:11:59.883,0.4.1,3.0,crypten,,,,['pytorch'],34.0,33.0,https://pypi.org/project/crypten,2022-12-08 22:11:59.883,1.0,465.0,465.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
560,NiftyNet,NifTK/NiftyNet,medical-data,,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51,3284.0,,404.0,91.0,165.0,103.0,224.0,1354.0,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,61.0,24,False,2019-10-10 10:59:33.000,0.6.0,11.0,niftynet,,,,['tensorflow'],43.0,42.0,https://pypi.org/project/niftynet,2019-10-10 10:59:33.000,1.0,113.0,113.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
