,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
547,stop-words,Alir3z4/python-stop-words,,nlp,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000000,2019-10-16 15:01:43.000000,2018-07-23 21:04:09.000000,23,3.0,9.0,129.0,90.0,Get list of common stop words in various languages in Python.,8.0,22,False,2018-07-23 20:58:34.000000,2018.7.23,8.0,stop-words,,,,,1526.0,1268.0,https://pypi.org/project/stop-words,2018-07-23 20:55:55.000000,258.0,114737.0,114737.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
548,Qlib,microsoft/qlib,,financial-data,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000000,2021-07-29 10:13:12.000000,2021-07-29 10:13:12.000000,898,87.0,194.0,5375.0,,"Qlib is an AI-oriented quantitative investment platform, which aims to realize the potential, empower the research,..",55.0,21,True,2021-07-11 14:44:17.000000,0.7.0,17.0,pyqlib,,,,['pytorch'],5.0,5.0,https://pypi.org/project/pyqlib,2021-07-11 14:44:17.000000,,4228.0,4254.0,,,,,,,,3.0,267.0,,,,,,,,,,,,,,,,,,,,
549,vit-pytorch,lucidrains/vit-pytorch,,image,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000000,2021-07-08 17:15:51.000000,2021-07-08 17:15:07.000000,671,54.0,67.0,5171.0,,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",10.0,21,True,2021-07-08 17:15:51.000000,0.20.1,85.0,vit-pytorch,,,,['pytorch'],28.0,28.0,https://pypi.org/project/vit-pytorch,2021-07-08 17:15:51.000000,0.0,4695.0,4695.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
550,MMF,facebookresearch/mmf,,image,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000000,2021-07-29 07:02:36.000000,2021-07-27 04:44:34.000000,711,159.0,397.0,4516.0,921.0,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,69.0,21,True,2019-08-26 19:04:21.000000,0.3.1,12.0,mmf,,,,['pytorch'],8.0,8.0,https://pypi.org/project/mmf,2020-06-12 22:15:02.000000,0.0,515.0,515.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
551,mace,XiaoMi/mace,,ml-frameworks,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000000,2021-07-27 11:05:20.000000,2021-07-27 11:04:41.000000,770,41.0,610.0,4433.0,3232.0,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,63.0,21,True,2021-03-18 10:07:32.000000,1.0.4,11.0,,,,,,,,,,,,38.0,,,,,,,,3.0,1364.0,,,,,,,,,,,,,,,,,,,,
552,deep-daze,lucidrains/deep-daze,,image,https://github.com/lucidrains/deep-daze,https://github.com/lucidrains/deep-daze,MIT,2021-01-17 06:00:50.000000,2021-07-04 20:22:19.000000,2021-07-04 20:22:19.000000,235,55.0,64.0,3541.0,,Simple command line tool for text to image generation using OpenAI's CLIP and Siren (Implicit neural representation..,12.0,21,True,2021-04-08 01:08:57.000000,0.10.2,64.0,deep-daze,,,,,23.0,23.0,https://pypi.org/project/deep-daze,2021-04-07 18:15:40.000000,,4488.0,4488.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
553,TRFL,deepmind/trfl,,reinforcement-learning,https://github.com/deepmind/trfl,https://github.com/deepmind/trfl,Apache-2.0,2018-08-08 14:44:11.000000,2020-11-06 04:44:44.000000,2020-04-20 13:05:56.000000,372,6.0,16.0,3074.0,116.0,TensorFlow Reinforcement Learning.,12.0,21,False,2020-04-20 14:11:57.000000,1.1.0,4.0,trfl,,,,['tensorflow'],57.0,55.0,https://pypi.org/project/trfl,2020-04-20 14:11:57.000000,2.0,2130.0,2130.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
554,NeMo,NVIDIA/NeMo,,nlp,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000000,2021-07-29 00:40:57.000000,2021-07-27 18:00:58.000000,564,95.0,577.0,2965.0,,NeMo: a toolkit for conversational AI.,104.0,21,True,2021-07-02 21:51:32.000000,1.1.0,40.0,nemo-toolkit,,,,['pytorch'],4.0,,https://pypi.org/project/nemo-toolkit,2021-07-02 21:07:07.000000,4.0,5981.0,6244.0,,,,,,,,3.0,5801.0,,,,,,,,,,,,,,,,,,,,
555,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,,graph,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,BSD-3-Clause,2018-10-01 20:41:16.000000,2021-07-07 20:28:21.000000,2021-07-07 20:28:16.000000,378,45.0,114.0,2841.0,149.0,Generate embeddings from large-scale graph-structured data.,22.0,21,True,2019-10-14 16:45:11.000000,1.0.0,3.0,torchbiggraph,,,,['pytorch'],4.0,,https://pypi.org/project/torchbiggraph,2019-05-01 21:31:13.000000,4.0,851.0,855.0,,,,,,,,3.0,118.0,,,,,,,,,,,,,,,,,,,,
556,finmarketpy,cuemacro/finmarketpy,,financial-data,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000000,2021-07-23 10:48:32.000000,2021-07-23 10:48:25.000000,438,23.0,3.0,2614.0,675.0,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,21,True,2021-06-01 16:13:24.000000,0.11.9,10.0,finmarketpy,,,,,3.0,3.0,https://pypi.org/project/finmarketpy,2021-06-01 16:13:24.000000,,167.0,167.0,,,,,,,,3.0,39.0,,,,,,,,,,,,,,,,,,,,
557,Texthero,jbesomi/texthero,,nlp,https://github.com/jbesomi/texthero,https://github.com/jbesomi/texthero,MIT,2020-04-06 15:16:05.000000,2021-07-19 13:56:08.000000,2021-07-19 13:56:08.000000,196,76.0,58.0,2289.0,269.0,"Text preprocessing, representation and visualization from zero to hero.",18.0,21,True,2021-07-01 17:11:02.000000,1.1.0,10.0,texthero,,,,,0.0,,https://pypi.org/project/texthero,2021-07-01 17:11:02.000000,0.0,5180.0,5185.0,,,,,,,,3.0,78.0,,,,,,,,,,,,,,,,,,,,
558,DeepWalk,phanein/deepwalk,,graph,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,GPL-3.0,2014-08-23 03:38:20.000000,2021-07-13 03:49:24.000000,2020-04-02 01:05:35.000000,767,29.0,80.0,2277.0,46.0,DeepWalk - Deep Learning for Graphs.,10.0,21,False,2018-04-29 21:05:18.000000,1.0.3,4.0,deepwalk,,,,,50.0,43.0,https://pypi.org/project/deepwalk,2018-04-29 21:05:18.000000,7.0,2842.0,2842.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
559,Kashgari,BrikerMan/Kashgari,,nlp,https://github.com/BrikerMan/Kashgari,https://github.com/BrikerMan/Kashgari,Apache-2.0,2019-01-19 01:53:28.000000,2021-07-09 03:57:16.000000,2021-07-09 03:57:16.000000,410,33.0,318.0,2148.0,,Kashgari is a production-level NLP Transfer learning framework built on top of tf.keras for text-labeling and text-..,21.0,21,True,2021-07-04 10:44:36.000000,2.0.2,24.0,kashgari-tf,,,,['tensorflow'],42.0,40.0,https://pypi.org/project/kashgari-tf,2019-10-18 07:57:55.000000,2.0,190.0,190.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
560,PARL,PaddlePaddle/PARL,,reinforcement-learning,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000000,2021-07-29 08:23:53.000000,2021-07-29 08:23:53.000000,507,52.0,191.0,2117.0,1.0,A high-performance distributed training framework for Reinforcement Learning.,25.0,21,True,2021-07-08 13:09:56.000000,2.0.2,22.0,parl,,,,['paddle'],74.0,74.0,https://pypi.org/project/parl,2021-07-08 13:09:56.000000,,718.0,718.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
561,cleanlab,cgnorthcutt/cleanlab,,others,https://github.com/cgnorthcutt/cleanlab,https://github.com/cgnorthcutt/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000000,2021-06-06 01:28:39.000000,2021-06-06 01:28:39.000000,199,21.0,45.0,2076.0,808.0,The standard package for machine learning with noisy labels and finding mislabeled data. Works with most datasets and..,6.0,21,False,2021-04-18 19:52:49.000000,1.0,15.0,cleanlab,,,,,18.0,18.0,https://pypi.org/project/cleanlab,2020-02-17 07:33:06.000000,,7605.0,7605.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
562,vissl,facebookresearch/vissl,,image,https://github.com/facebookresearch/vissl,https://github.com/facebookresearch/vissl,MIT,2020-04-09 19:40:33.000000,2021-07-28 18:00:08.000000,2021-07-28 18:00:01.000000,165,37.0,46.0,1824.0,221.0,"VISSL is FAIR's library of extensible, modular and scalable components for SOTA Self-Supervised Learning with images.",24.0,21,True,2021-03-02 18:51:51.000000,0.1.5,5.0,vissl,,,,['pytorch'],,,https://pypi.org/project/vissl,2021-01-25 17:22:19.000000,,378.0,378.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
563,Sweetviz,fbdesignpro/sweetviz,,data-viz,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000000,2021-07-08 14:32:09.000000,2021-07-08 14:31:20.000000,172,23.0,61.0,1682.0,102.0,"Visualize and compare datasets, target values and associations, with one line of code.",6.0,21,True,2021-07-08 14:32:09.000000,2.1.3,31.0,sweetviz,,,,,0.0,,https://pypi.org/project/sweetviz,2021-07-08 14:32:09.000000,0.0,25144.0,25144.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
564,reformer-pytorch,lucidrains/reformer-pytorch,,pytorch-utils,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000000,2021-05-09 14:50:10.000000,2021-05-09 14:49:27.000000,206,10.0,102.0,1551.0,243.0,"Reformer, the efficient Transformer, in Pytorch.",10.0,21,True,2021-05-09 14:49:45.000000,1.4.2,137.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,2021-05-09 14:50:10.000000,,2316.0,2316.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
565,hiddenlayer,waleedka/hiddenlayer,,ml-experiments,https://github.com/waleedka/hiddenlayer,https://github.com/waleedka/hiddenlayer,MIT,2018-05-18 22:34:51.000000,2021-06-12 16:54:12.000000,2020-04-24 06:58:09.000000,213,45.0,34.0,1479.0,58.0,"Neural network graphs and training metrics for PyTorch, Tensorflow, and Keras.",6.0,21,False,2018-12-03 04:33:29.000000,0.2,3.0,hiddenlayer,,,,"['pytorch', 'tensorflow', 'jupyter']",85.0,77.0,https://pypi.org/project/hiddenlayer,2020-04-24 07:32:11.000000,8.0,3326.0,3326.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
566,anaGo,Hironsan/anago,,nlp,https://github.com/Hironsan/anago,https://github.com/Hironsan/anago,MIT,2017-06-26 21:28:36.000000,2021-06-01 21:53:57.000000,2021-04-01 12:34:50.000000,360,37.0,72.0,1416.0,298.0,"Bidirectional LSTM-CRF and ELMo for Named-Entity Recognition, Part-of-Speech Tagging and so on.",11.0,21,True,2018-07-17 01:59:21.000000,1.0.8,14.0,anago,,,,['tensorflow'],32.0,27.0,https://pypi.org/project/anago,2018-07-17 01:59:21.000000,5.0,683.0,683.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
567,CausalNex,quantumblacklabs/causalnex,,interpretability,https://github.com/quantumblacklabs/causalnex,https://github.com/quantumblacklabs/causalnex,Apache-2.0,2019-12-12 15:26:09.000000,2021-06-19 10:57:44.000000,2021-05-11 18:43:42.000000,130,33.0,51.0,1190.0,117.0,A Python library that helps data scientists to infer causation rather than observing correlation.,18.0,21,True,2021-05-11 18:35:56.000000,0.10.0,15.0,causalnex,,,,"['pytorch', 'sklearn']",14.0,14.0,https://pypi.org/project/causalnex,2021-05-11 18:35:56.000000,,1890.0,1890.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
568,TaskTiger,closeio/tasktiger,,data-pipelines,https://github.com/closeio/tasktiger,https://github.com/closeio/tasktiger,MIT,2015-05-14 00:26:32.000000,2021-06-14 12:52:20.000000,2021-06-14 12:52:20.000000,59,36.0,35.0,1086.0,269.0,Python task queue using Redis.,22.0,21,True,2021-04-21 06:15:46.000000,0.15,25.0,tasktiger,,,,,38.0,20.0,https://pypi.org/project/tasktiger,2021-04-16 07:36:13.000000,18.0,2258.0,2258.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
569,luminol,linkedin/luminol,,time-series-data,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000000,2020-12-27 09:54:35.000000,2018-01-09 07:46:55.000000,191,31.0,12.0,946.0,69.0,Anomaly Detection and Correlation library.,8.0,21,False,2016-01-20 01:01:44.000000,0.3.1,5.0,luminol,,,,,69.0,41.0,https://pypi.org/project/luminol,2017-12-11 06:04:15.000000,28.0,40548.0,40548.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
570,TF Recommenders,tensorflow/recommenders,,recommender-systems,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000000,2021-07-27 18:53:23.000000,2021-07-27 18:53:15.000000,122,85.0,78.0,936.0,,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,26.0,21,True,2021-07-16 21:31:01.000000,0.5.2,11.0,tensorflow-recommenders,,,,['tensorflow'],32.0,32.0,https://pypi.org/project/tensorflow-recommenders,2021-07-16 21:31:01.000000,0.0,19400.0,19400.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
571,geoplotlib,andrea-cuttone/geoplotlib,,geospatial-data,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000000,2020-04-10 20:00:31.000000,2019-05-06 07:06:50.000000,155,30.0,18.0,920.0,159.0,python toolbox for visualizing geographical data and making maps.,8.0,21,False,2016-07-27 14:55:01.000000,0.3.2,4.0,geoplotlib,,,,,121.0,110.0,https://pypi.org/project/geoplotlib,2016-07-27 14:55:01.000000,11.0,1685.0,1685.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
572,TFEncrypted,tf-encrypted/tf-encrypted,,privacy-ml,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000000,2021-04-21 08:39:31.000000,2020-08-19 16:56:56.000000,159,171.0,232.0,907.0,595.0,A Framework for Encrypted Machine Learning in TensorFlow.,28.0,21,True,2019-09-27 20:00:01.000000,0.5.9,35.0,tf-encrypted,,,,['tensorflow'],70.0,54.0,https://pypi.org/project/tf-encrypted,2019-10-21 18:05:53.000000,16.0,975.0,975.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
573,Explainability 360,Trusted-AI/AIX360,,interpretability,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000000,2021-05-02 10:43:29.000000,2021-05-02 10:43:29.000000,178,29.0,23.0,888.0,307.0,Interpretability and explainability of data and machine learning models.,27.0,21,True,2020-10-28 09:32:21.000000,0.2.1,4.0,aix360,,,,,24.0,23.0,https://pypi.org/project/aix360,2020-10-28 09:18:17.000000,1.0,813.0,813.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
574,keras-ocr,faustomorales/keras-ocr,,ocr,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000000,2021-06-30 10:06:10.000000,2021-06-18 05:03:36.000000,215,42.0,100.0,887.0,180.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,10.0,21,True,2021-06-14 13:06:32.000000,0.8.7,27.0,keras-ocr,,,,['tensorflow'],2.0,,https://pypi.org/project/keras-ocr,2021-06-14 13:06:32.000000,2.0,5941.0,13231.0,,,,,,,,3.0,72902.0,,,,,,,,,,,,,,,,,,,,
575,attention-ocr,emedvedev/attention-ocr,,ocr,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000000,2021-02-23 04:33:25.000000,2020-10-31 19:40:19.000000,233,21.0,126.0,873.0,196.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,27.0,21,True,2020-10-12 06:56:40.000000,0.7.6,21.0,aocr,,,,['tensorflow'],18.0,18.0,https://pypi.org/project/aocr,2019-04-19 05:28:27.000000,,1415.0,1415.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
576,lightning-flash,PyTorchLightning/lightning-flash,,pytorch-utils,https://github.com/PyTorchLightning/lightning-flash,https://github.com/PyTorchLightning/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000000,2021-07-29 12:19:37.000000,2021-07-29 12:13:44.000000,79,115.0,125.0,870.0,510.0,"Collection of tasks for fast prototyping, baselining, finetuning and solving problems with deep learning.",38.0,21,True,2021-06-22 11:20:42.000000,0.4.0,22.0,lightning-flash,,,,['pytorch'],14.0,14.0,https://pypi.org/project/lightning-flash,2021-06-22 11:20:42.000000,0.0,894.0,894.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
577,Satpy,pytroll/satpy,,geospatial-data,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000000,2021-07-27 21:12:44.000000,2021-07-23 12:05:29.000000,201,307.0,372.0,727.0,,Python package for earth-observing satellite data processing.,110.0,21,False,2021-06-06 14:38:31.000000,0.29.0,68.0,satpy,conda-forge/satpy,,,,50.0,44.0,https://pypi.org/project/satpy,2021-06-06 14:38:31.000000,6.0,1701.0,3603.0,https://anaconda.org/conda-forge/satpy,2021-06-06 21:57:26.187000,68500.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
578,TreeInterpreter,andosa/treeinterpreter,,interpretability,https://github.com/andosa/treeinterpreter,https://github.com/andosa/treeinterpreter,BSD-3-Clause,2015-08-02 20:26:21.000000,2021-02-28 18:33:06.000000,2021-02-28 18:33:06.000000,132,24.0,4.0,673.0,37.0,Package for interpreting scikit-learn's decision tree and random forest predictions.,11.0,21,True,2021-01-10 20:12:39.000000,0.2.3,5.0,treeinterpreter,,,,['sklearn'],168.0,150.0,https://pypi.org/project/treeinterpreter,2021-01-10 20:12:39.000000,18.0,207812.0,207812.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
579,Prince,MaxHalford/prince,,others,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000000,2021-04-15 19:05:12.000000,2021-01-11 21:14:58.000000,123,32.0,66.0,669.0,179.0,"Python factor analysis library (PCA, CA, MCA, MFA, FAMD).",9.0,21,True,2020-10-06 11:26:47.000000,0.7.1,41.0,prince,,,,['sklearn'],146.0,140.0,https://pypi.org/project/prince,2020-10-06 11:26:47.000000,6.0,19746.0,19746.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
580,Labml,labmlai/labml,,ml-experiments,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000000,2021-07-26 11:10:18.000000,2021-07-26 11:10:12.000000,54,6.0,9.0,642.0,1075.0,Monitor deep learning model training and hardware usage from your mobile phone.,6.0,21,True,2021-07-22 09:57:59.000000,0.4.128,105.0,labml,,,,,31.0,31.0,https://pypi.org/project/labml,2021-07-22 09:57:59.000000,0.0,1191.0,1191.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
581,Objax,google/objax,,ml-frameworks,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000000,2021-07-27 16:24:03.000000,2021-07-27 16:24:03.000000,50,40.0,55.0,630.0,413.0,Objax is a machine learning framework that provides an Object Oriented layer for JAX.,21.0,21,True,2021-04-01 00:14:18.000000,1.4.0,7.0,objax,,,,['jax'],14.0,14.0,https://pypi.org/project/objax,2021-04-01 00:02:37.000000,0.0,306.0,306.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
582,pdpipe,pdpipe/pdpipe,,data-pipelines,https://github.com/pdpipe/pdpipe,https://github.com/pdpipe/pdpipe,MIT,2017-01-24 20:37:22.000000,2021-06-20 13:05:01.000000,2021-06-20 12:59:10.000000,28,7.0,15.0,608.0,343.0,Easy pipelines for pandas DataFrames.,8.0,21,True,2021-02-23 19:40:09.000000,0.0.51,49.0,pdpipe,,,,['pandas'],32.0,32.0,https://pypi.org/project/pdpipe,2020-11-09 09:32:37.000000,0.0,2697.0,2697.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
583,explainerdashboard,oegedijk/explainerdashboard,,interpretability,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000000,2021-07-08 17:17:35.000000,2021-07-08 17:17:31.000000,77,10.0,99.0,597.0,1213.0,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,12.0,21,True,2021-07-08 14:22:49.000000,0.3.6.2,77.0,explainerdashboard,,,,,32.0,32.0,https://pypi.org/project/explainerdashboard,2021-07-08 14:24:19.000000,,5794.0,5794.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
584,Feature Engine,solegalli/feature_engine,,others,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2018-12-31 01:47:18.000000,2021-07-18 20:00:34.000000,2021-07-14 06:30:35.000000,163,40.0,97.0,593.0,124.0,Feature engineering package with sklearn like functionality.,24.0,21,True,2021-06-22 09:56:39.000000,1.1.0,26.0,feature_engine,conda-forge/feature_engine,,,,2.0,,https://pypi.org/project/feature_engine,2021-06-22 08:04:44.000000,2.0,27504.0,27868.0,https://anaconda.org/conda-forge/feature_engine,2021-06-22 09:58:00.823000,4014.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
585,pickleDB,patx/pickledb,,data-containers,https://github.com/patx/pickledb,https://github.com/patx/pickledb,BSD-3-Clause,2011-10-28 00:04:40.000000,2021-03-23 21:52:22.000000,2019-11-15 03:38:30.000000,99,22.0,39.0,569.0,105.0,pickleDB is an open source key-value store using Python's json module.,11.0,21,False,2019-01-14 18:48:25.000000,0.9.2,20.0,pickledb,,,,,774.0,662.0,https://pypi.org/project/pickledb,2019-01-14 18:48:25.000000,112.0,17743.0,17743.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
586,scikit-lego,koaning/scikit-lego,,sklearn-utils,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000000,2021-07-03 14:39:23.330000,2021-07-03 12:36:19.000000,75,25.0,198.0,553.0,,Extra blocks for scikit-learn pipelines.,47.0,21,True,2021-07-03 12:36:43.000000,0.6.8,34.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],28.0,28.0,https://pypi.org/project/scikit-lego,2021-07-03 12:38:43.000000,0.0,12549.0,13163.0,https://anaconda.org/conda-forge/scikit-lego,2021-07-03 14:39:23.330000,12902.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
587,nnAudio,KinWaiCheuk/nnAudio,,audio,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000000,2021-06-29 14:21:06.000000,2021-06-29 14:21:05.000000,53,7.0,31.0,511.0,257.0,Audio processing by using pytorch 1D convolution network.,11.0,21,True,2021-06-11 06:57:25.000000,0.2.4,34.0,nnAudio,,,,,16.0,16.0,https://pypi.org/project/nnAudio,2021-06-11 06:57:25.000000,,5617.0,5617.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
588,combo,yzhao062/combo,,sklearn-utils,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000000,2021-03-29 00:05:33.000000,2021-03-15 01:39:54.000000,87,9.0,3.0,507.0,202.0,(AAAI' 20) A Python Toolbox for Machine Learning Model Combination.,1.0,21,True,2020-12-23 02:21:49.000000,0.1.2,12.0,combo,,,,"['sklearn', 'xgboost']",377.0,377.0,https://pypi.org/project/combo,2020-12-23 02:21:49.000000,0.0,46105.0,46105.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
