,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,helm_id,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,npm_latest_release_published_at,npm_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,dnf_id,yay_id,snap_id
407,Sweetviz,fbdesignpro/sweetviz,data-viz,,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000,2023-12-04 12:10:57.449000,2023-11-29 13:26:08,135.0,9.0,259.0,52.0,19.0,31.0,97.0,2734.0,"Visualize and compare datasets, target values and associations, with one line of code.",11.0,27,True,2023-11-29 13:30:45.000,2.3.1,13.0,sweetviz,conda-forge/sweetviz,,,,1894.0,1894.0,https://pypi.org/project/sweetviz,56876.0,57660.0,https://anaconda.org/conda-forge/sweetviz,2023-12-04 12:10:57.449,26676.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
408,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2023-09-26 21:01:12.000000,2023-09-26 21:01:10,548.0,,469.0,97.0,43.0,82.0,240.0,2695.0,Learning to Rank in TensorFlow.,33.0,27,True,2023-08-11 17:56:48.000,0.5.3,22.0,tensorflow_ranking,,,,['tensorflow'],13.0,,https://pypi.org/project/tensorflow_ranking,104295.0,104295.0,,,,,,,,3.0,,2023-08-11 17:56:48.000,13.0,,,,,,,,,,,,,,,,
409,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2023-12-27 10:07:19.000000,2023-12-27 10:07:15,3503.0,50.0,329.0,154.0,1163.0,20.0,60.0,2669.0,Neural Network Libraries.,73.0,27,True,2023-12-07 00:57:13.000,1.38.0,73.0,nnabla,,,,,,,https://pypi.org/project/nnabla,3033.0,3044.0,,,,,,,,3.0,907.0,,,,,,,,,,,,,,,,,,
410,Essentia,MTG/essentia,audio,,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000,2023-12-15 01:37:16.000000,2023-12-01 12:25:37,3438.0,21.0,504.0,110.0,339.0,361.0,663.0,2598.0,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",79.0,27,False,2015-03-31 16:33:30.000,2.0,6.0,essentia,,,,,551.0,551.0,https://pypi.org/project/essentia,4552.0,4552.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
411,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2023-11-09 09:05:16.000000,2023-11-09 09:05:15,1698.0,2.0,413.0,45.0,350.0,32.0,345.0,2590.0,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",33.0,27,True,2022-04-02 15:26:45.000,3.3.3,70.0,foolbox,conda-forge/foolbox,,,,558.0,544.0,https://pypi.org/project/foolbox,2149.0,2453.0,https://anaconda.org/conda-forge/foolbox,2023-06-16 19:20:41.396,12476.0,,,,,2.0,,2022-04-02 15:26:45.000,14.0,,,,,,,,,,,,,,,,
412,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2023-01-05 06:02:49.000000,2023-01-05 06:02:49,213.0,,317.0,65.0,38.0,96.0,160.0,2162.0,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,22.0,27,True,2019-02-28 09:16:54.000,0.4.1,9.0,hyperas,,,,['tensorflow'],354.0,330.0,https://pypi.org/project/hyperas,9705.0,9705.0,,,,,,,,2.0,,2019-02-28 09:16:54.000,24.0,,,,,,,,,,,,,,,,
413,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2023-12-11 14:10:11.000000,2023-12-11 01:57:13,644.0,11.0,227.0,66.0,31.0,55.0,92.0,2156.0,Fast and Easy Infinite Neural Networks in Python.,29.0,27,True,2023-12-11 14:10:12.000,0.6.5,17.0,neural-tangents,,,,,91.0,91.0,https://pypi.org/project/neural-tangents,1619.0,1627.0,,,,,,,,3.0,353.0,,,,,,,,,,,,,,,,,,
414,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-09-22 23:38:28.000000,2023-04-03 00:19:55,1816.0,,246.0,92.0,124.0,31.0,230.0,2136.0,"NLP, before and after spaCy.",35.0,27,False,2023-04-02 22:46:00.000,0.13.0,29.0,textacy,conda-forge/textacy,,,,1624.0,1624.0,https://pypi.org/project/textacy,34262.0,35996.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,137053.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
415,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2023-12-06 14:39:14.000000,2023-08-22 16:20:29,468.0,,312.0,63.0,151.0,7.0,91.0,2076.0,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,19.0,27,True,2023-08-07 19:46:52.000,3.2.5,21.0,pytextrank,,,,,548.0,548.0,https://pypi.org/project/pytextrank,43719.0,43719.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
416,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,,2021-04-26 00:15:19.000,2023-12-26 18:03:19.000000,2023-12-15 15:51:55,1080.0,33.0,230.0,30.0,403.0,83.0,297.0,2065.0,Scalable and user friendly neural forecasting algorithms.,32.0,27,False,2023-10-05 19:39:43.000,1.6.4,15.0,neuralforecast,conda-forge/neuralforecast,,,,84.0,84.0,https://pypi.org/project/neuralforecast,12529.0,13114.0,https://anaconda.org/conda-forge/neuralforecast,2023-10-06 19:47:12.240,12292.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
417,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2023-12-14 21:45:46.000000,2023-12-14 21:45:38,856.0,20.0,432.0,62.0,319.0,113.0,92.0,1834.0,Library for training machine learning models with privacy for training data.,58.0,27,True,2023-10-11 15:51:39.000,0.8.12,30.0,tensorflow-privacy,,,,['tensorflow'],14.0,,https://pypi.org/project/tensorflow-privacy,17551.0,17553.0,,,,,,,,2.0,128.0,2023-10-11 15:51:39.000,14.0,,,,,,,,,,,,,,,,
418,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2023-12-28 06:46:36.000000,2023-12-28 04:16:10,1654.0,194.0,116.0,29.0,121.0,18.0,20.0,1726.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,27,True,2023-09-10 04:20:57.000,0.4.168,144.0,labml,,,,,123.0,117.0,https://pypi.org/project/labml,2234.0,2234.0,,,,,,,,3.0,,2023-09-10 04:20:57.000,6.0,,,,,,,,,,,,,,,,
419,FARM,deepset-ai/FARM,nlp,,https://github.com/deepset-ai/FARM,https://github.com/deepset-ai/FARM,Apache-2.0,2019-07-17 14:51:12.000,2023-12-20 21:18:02.000000,2022-08-31 09:45:24,594.0,,238.0,53.0,446.0,3.0,402.0,1706.0,Fast & easy transfer learning for NLP. Harvesting language models for the industry. Focus on Question Answering.,37.0,27,False,2021-06-10 09:45:12.000,0.8.0,22.0,farm,conda-forge/farm,,,['pytorch'],215.0,215.0,https://pypi.org/project/farm,1687.0,1786.0,https://anaconda.org/conda-forge/farm,2023-06-16 19:25:45.236,3172.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
420,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930.0,,318.0,74.0,742.0,54.0,168.0,1476.0,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:40.000,0.13.1,25.0,chainercv,,,,,411.0,380.0,https://pypi.org/project/chainercv,2478.0,2478.0,,,,,,,,3.0,,2019-06-12 11:55:40.000,31.0,,,,,,,,,,,,,,,,
421,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2023-12-28 11:19:15.000000,2023-12-21 01:18:38,6224.0,115.0,260.0,47.0,2483.0,307.0,1343.0,1473.0,cuGraph - RAPIDS Graph Analytics Library.,107.0,27,True,2023-12-06 19:21:19.000,23.12.00,33.0,cugraph,conda-forge/libcugraph,,,,4.0,2.0,https://pypi.org/project/cugraph,270.0,820.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,17613.0,,,,,2.0,,2020-06-01 20:09:06.000,2.0,,,,,,,,,,,,,,,,
422,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2023-12-28 14:08:29.000000,2023-06-07 07:35:59,3033.0,,118.0,37.0,330.0,11.0,187.0,1410.0,Multi-class confusion matrix library in Python.,17.0,27,True,2023-06-07 14:06:28.000,4.0,43.0,pycm,,,,,261.0,261.0,https://pypi.org/project/pycm,76216.0,76216.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
423,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2023-12-24 09:54:24.000000,2023-12-24 09:54:24,533.0,18.0,390.0,32.0,47.0,12.0,118.0,1327.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,28.0,27,False,2023-03-02 15:10:38.000,2.3.1,3.0,minisom,,,,,503.0,503.0,https://pypi.org/project/minisom,28567.0,28567.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
424,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2023-11-29 23:41:32.898000,2023-11-29 13:48:39,684.0,4.0,157.0,24.0,124.0,2.0,128.0,1301.0,"Extensible, parallel implementations of t-SNE.",11.0,27,True,2023-11-29 14:50:50.000,1.0.1,27.0,opentsne,conda-forge/opentsne,,,,724.0,706.0,https://pypi.org/project/opentsne,31052.0,36838.0,https://anaconda.org/conda-forge/opentsne,2023-11-29 23:41:32.898,231460.0,,,,,3.0,,2023-11-29 14:45:37.000,18.0,,,,,,,,,,,,,,,,
425,underthesea,undertheseanlp/underthesea,nlp,,https://github.com/undertheseanlp/underthesea,https://github.com/undertheseanlp/underthesea,GPL-3.0,2017-03-01 10:24:26.000,2023-10-05 01:24:33.000000,2023-10-05 01:24:32,851.0,2.0,262.0,75.0,481.0,38.0,198.0,1282.0,Underthesea - Vietnamese NLP Toolkit.,18.0,27,False,2023-09-22 23:57:31.000,6.8.0,45.0,underthesea,,,,,887.0,887.0,https://pypi.org/project/underthesea,11419.0,11489.0,,,,,,,,2.0,5602.0,,,,,,,,,,,,,,,,,,
426,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2023-12-11 14:44:53.000000,2023-12-11 14:44:44,4204.0,4.0,285.0,84.0,640.0,15.0,607.0,1229.0,PySAL: Python Spatial Analysis Library Meta-Package.,78.0,27,True,2023-08-01 02:38:24.000,23.07,34.0,pysal,conda-forge/pysal,,,,38.0,,https://pypi.org/project/pysal,20039.0,32913.0,https://anaconda.org/conda-forge/pysal,2023-10-04 23:43:19.864,527845.0,,,,,3.0,,2023-08-01 02:39:38.000,38.0,,,,,,,,,,,,,,,,
427,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2023-12-16 09:45:00.000000,2023-12-08 13:02:59,1011.0,14.0,105.0,25.0,114.0,27.0,52.0,1228.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",22.0,27,True,2023-10-05 02:21:28.000,1.4.1,33.0,imodels,,,,,59.0,59.0,https://pypi.org/project/imodels,36680.0,36680.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
428,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2023-12-22 06:36:32.000000,2023-12-22 06:36:30,1398.0,34.0,253.0,74.0,104.0,21.0,53.0,1222.0,Model analysis tools for TensorFlow.,57.0,27,True,2023-08-14 20:20:00.000,0.45.0,56.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/tensorflow-model-analysis,86347.0,86347.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
429,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2023-10-25 17:26:07.000000,2021-10-21 17:45:17,202.0,,172.0,26.0,36.0,3.0,114.0,1208.0,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,27,False,2021-10-21 17:50:40.000,0.7.0,29.0,fancyimpute,,,,['sklearn'],1531.0,1498.0,https://pypi.org/project/fancyimpute,25168.0,25168.0,,,,,,,,2.0,,2021-10-21 17:50:40.000,33.0,,,,,,,,,,,,,,,,
430,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000,2023-11-28 23:16:10.000000,2023-09-10 06:51:22,1752.0,,187.0,41.0,257.0,59.0,211.0,1192.0,Python audio and music signal processing library.,20.0,27,True,2018-11-14 14:57:41.000,0.16.1,11.0,madmom,,,,,419.0,386.0,https://pypi.org/project/madmom,2490.0,2490.0,,,,,,,,3.0,,2018-11-14 14:56:22.000,33.0,,,,,,,,,,,,,,,,
431,Prince,MaxHalford/prince,others,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2023-12-21 17:09:16.000000,2023-12-21 17:09:15,394.0,16.0,171.0,24.0,30.0,3.0,129.0,1143.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,27,True,,,5.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],471.0,471.0,https://pypi.org/project/prince,105887.0,106245.0,https://anaconda.org/conda-forge/prince-factor-analysis,2023-06-16 16:19:02.748,17551.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
432,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2023-12-25 11:24:04.000000,2023-12-25 11:24:04,482.0,23.0,106.0,23.0,320.0,28.0,255.0,1092.0,Extra blocks for scikit-learn pipelines.,62.0,27,True,2023-12-12 20:03:47.000,0.7.0,43.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],135.0,127.0,https://pypi.org/project/scikit-lego,36903.0,37953.0,https://anaconda.org/conda-forge/scikit-lego,2023-07-19 07:17:55.286,45171.0,,,,,2.0,,2023-12-12 19:57:11.000,8.0,,,,,,,,,,,,,,,,
433,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2023-12-21 22:25:30.000000,2023-12-21 22:25:28,1028.0,41.0,203.0,23.0,123.0,24.0,183.0,1021.0,Survival analysis built on top of scikit-learn.,18.0,27,False,2023-10-08 13:11:29.000,0.22.1,27.0,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],411.0,397.0,https://pypi.org/project/scikit-survival,39583.0,42320.0,https://anaconda.org/conda-forge/scikit-survival,2023-10-20 18:47:48.968,68447.0,,,,,2.0,,2023-10-08 13:11:29.000,14.0,,,,,,,,,,,,,,,,
434,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2023-11-24 07:58:55.401000,2023-11-09 17:20:43,139.0,9.0,106.0,21.0,103.0,35.0,73.0,1004.0,Python 3.8+ toolbox for submitting jobs to Slurm.,23.0,27,True,2023-11-09 17:23:02.000,1.5.1,23.0,submitit,conda-forge/submitit,,,,1970.0,1952.0,https://pypi.org/project/submitit,271826.0,272654.0,https://anaconda.org/conda-forge/submitit,2023-11-24 07:58:55.401,33133.0,,,,,3.0,,2023-11-09 17:23:02.000,18.0,,,,,,,,,,,,,,,,
435,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2023-12-22 13:09:21.000000,2023-12-22 13:08:06,795.0,21.0,110.0,30.0,397.0,64.0,306.0,965.0,BAyesian Model-Building Interface (Bambi) in Python.,35.0,27,True,2023-10-25 02:04:11.000,0.13.0,23.0,bambi,conda-forge/bambi,,,,101.0,101.0,https://pypi.org/project/bambi,17411.0,18193.0,https://anaconda.org/conda-forge/bambi,2023-10-27 17:16:55.433,28165.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
436,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,BSD-1-Clause,2016-08-17 10:58:05.000,2023-12-18 18:31:36.000000,2023-08-01 13:02:51,2070.0,,204.0,42.0,583.0,74.0,431.0,940.0,SMAC3: A Versatile Bayesian Optimization Package for Hyperparameter Optimization.,41.0,27,False,2023-08-01 13:38:54.000,2.0.2,47.0,smac,conda-forge/smac,,,,46.0,,https://pypi.org/project/smac,53189.0,53734.0,https://anaconda.org/conda-forge/smac,2023-08-11 21:35:06.370,18000.0,,,,,2.0,,2023-08-01 13:30:07.000,46.0,,,,,,,,,,,,,,,,
437,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2023-08-25 16:48:20.000000,2023-04-19 21:43:19,547.0,,169.0,34.0,85.0,88.0,122.0,878.0,A scikit-learn based module for multi-label et. al. classification.,28.0,27,True,2018-12-10 16:24:47.000,0.2.0,7.0,scikit-multilearn,,,,['sklearn'],1405.0,1381.0,https://pypi.org/project/scikit-multilearn,61967.0,61967.0,,,,,,,,2.0,,2018-12-10 16:24:47.000,24.0,,,,,,,,,,,,,,,,
438,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,MIT,2010-01-31 00:13:06.000,2023-07-26 22:41:29.989000,2023-06-09 22:11:37,1299.0,,149.0,50.0,56.0,21.0,65.0,816.0,Computer Vision in Python.,34.0,27,True,2022-06-28 14:25:55.000,1.4.13,59.0,mahotas,conda-forge/mahotas,,,,1311.0,1183.0,https://pypi.org/project/mahotas,9254.0,18544.0,https://anaconda.org/conda-forge/mahotas,2023-07-26 22:41:29.989,390180.0,,,,,3.0,,2022-06-28 08:11:26.000,128.0,,,,,,,,,,,,,,,,
439,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/JoaquinAmatRodrigo/skforecast,https://github.com/JoaquinAmatRodrigo/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2023-12-27 22:37:18.000000,2023-11-29 09:03:49,2598.0,165.0,92.0,10.0,500.0,15.0,91.0,760.0,Time series forecasting with scikit-learn models.,9.0,27,True,2023-11-16 21:42:02.000,0.11.0,25.0,skforecast,,,,['sklearn'],235.0,229.0,https://pypi.org/project/skforecast,44369.0,44369.0,,,,,,,,2.0,,2023-11-16 21:34:56.000,6.0,,,,,,,,,,,,,,,,
440,Cython BLIS,explosion/cython-blis,others,,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,,2017-10-15 09:56:16.000,2023-11-03 15:14:22.000000,2023-11-03 14:46:16,569.0,1.0,38.0,14.0,69.0,7.0,25.0,205.0,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,12.0,27,False,2023-09-22 06:31:01.000,0.7.11,15.0,blis,conda-forge/cython-blis,,,,37087.0,37087.0,https://pypi.org/project/blis,5860957.0,5913015.0,https://anaconda.org/conda-forge/cython-blis,2023-10-01 08:59:57.840,2030271.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
441,CNTK,microsoft/CNTK,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,,2015-11-26 09:52:06.000,2023-03-11 07:31:35.000000,2022-09-23 14:06:50,16117.0,,4246.0,1256.0,557.0,755.0,2543.0,17421.0,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",274.0,26,False,2019-04-26 14:13:32.000,2.7,32.0,cntk,,,,,2.0,2.0,https://pypi.org/project/cntk,462.0,612.0,,,,,,,,3.0,14322.0,,,,-4.0,,,,,,,,,,,,,,
442,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2023-10-14 18:53:31.974373,2023-10-12 07:20:40,1894.0,1.0,878.0,218.0,453.0,57.0,264.0,14534.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",48.0,26,True,2021-06-06 17:15:00.281,5.14.0,50.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,39111.0,39518.0,,,,https://hub.docker.com/r/remnux/ciphey,2023-10-14 18:53:31.974373,14.0,21605.0,3.0,,2021-06-06 17:15:00.281,,,,,,,,,,,,,,,,,
443,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2023-12-07 17:31:04.000000,2023-11-15 06:26:56,1617.0,3.0,808.0,148.0,1561.0,114.0,125.0,7837.0,Trax Deep Learning with Clear Code and Speed.,79.0,26,True,2021-10-26 20:29:38.000,1.4.1,24.0,trax,,,,,134.0,133.0,https://pypi.org/project/trax,3215.0,3215.0,,,,,,,,3.0,,2021-10-26 20:29:00.538,1.0,,,,,,,,,,,,,,,,
444,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2023-10-03 15:31:03.000000,2022-09-22 23:59:07,1084.0,,979.0,182.0,327.0,334.0,292.0,5765.0,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,86.0,26,False,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,,,121.0,118.0,https://pypi.org/project/mmdnn,276.0,326.0,,,,,,,,2.0,3713.0,2020-07-24 06:34:39.000,3.0,,,,,,,,,,,,,,,,
445,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2023-10-22 09:33:23.000000,2023-10-22 09:33:23,779.0,1.0,1146.0,212.0,91.0,182.0,120.0,5538.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",28.0,26,True,,,,pyAudioAnalysis,,,,,416.0,416.0,https://pypi.org/project/pyAudioAnalysis,9523.0,9523.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
446,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2023-10-23 02:26:28.000000,2020-05-03 07:13:22,108.0,,584.0,140.0,31.0,58.0,54.0,5489.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,1.0,flashtext,conda-forge/flashtext,,,,1457.0,1457.0,https://pypi.org/project/flashtext,1039817.0,1040259.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,18149.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
447,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2023-12-05 20:52:12.000000,2023-11-08 00:58:38,213.0,4.0,293.0,66.0,179.0,22.0,54.0,4852.0,"A data augmentations library for audio, image, text, and video.",34.0,26,True,2023-12-05 20:52:12.000,1.0.1,18.0,augly,,,,,99.0,95.0,https://pypi.org/project/augly,1649.0,1649.0,,,,,,,,3.0,,2023-12-05 20:52:12.000,4.0,,,,,,,,,,,,,,,,
448,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2023-11-05 23:29:16.000000,2023-10-05 16:17:35,6152.0,1.0,513.0,154.0,1902.0,296.0,1326.0,4308.0,ArrayFire: a general purpose GPU library.,88.0,26,True,2023-08-29 19:49:26.000,3.9.0,34.0,arrayfire,,,,,7.0,,https://pypi.org/project/arrayfire,844.0,893.0,,,,,,,,3.0,5046.0,2022-02-22 21:42:15.000,7.0,,,,,,,,,,,,,,,,
449,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000,2023-07-29 21:28:21.000000,2023-07-05 18:14:28,901.0,,548.0,103.0,617.0,89.0,606.0,4132.0,Visual analysis and diagnostic tools to facilitate machine learning model selection.,113.0,26,True,2022-08-21 12:49:43.000,1.5,24.0,yellowbrick,conda-forge/yellowbrick,,,['sklearn'],85.0,,https://pypi.org/project/yellowbrick,408774.0,410602.0,https://anaconda.org/conda-forge/yellowbrick,2023-06-16 19:21:13.554,73143.0,,,,,2.0,,2022-08-21 16:11:55.287,85.0,,,,,,,,,,,,,,,,
