,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
406,TensorLayer,tensorlayer/tensorlayer,reinforcement-learning,,https://github.com/tensorlayer/TensorLayer,https://github.com/tensorlayer/TensorLayer,Apache-2.0,2016-06-07 15:55:16.000,2023-12-02 01:27:38.759000,2023-02-18 07:58:21,3353.0,,1609.0,458.0,699.0,33.0,441.0,7327.0,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,136.0,27,False,2022-02-15 02:05:47.000,2.2.5,84.0,tensorlayer,,,['tensorflow'],2467.0,1954.0,11.0,,https://pypi.org/project/tensorlayer,2022-02-15 02:05:47.000,11.0,1929.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
407,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57.0,,1354.0,350.0,14.0,42.0,66.0,6401.0,Python library for processing Chinese text.,8.0,27,False,2015-09-27 16:35:23.000,0.12.3,17.0,snownlp,,,,,23319.0,1424.0,1416.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000,8.0,23319.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
408,NuPIC,numenta/nupic,ml-frameworks,,https://github.com/numenta/nupic-legacy,https://github.com/numenta/nupic-legacy,AGPL-3.0,2013-04-05 23:14:27.000,2023-09-01 15:42:16.000000,2023-08-31 21:49:25,6626.0,,1586.0,627.0,2111.0,453.0,1338.0,6334.0,"Numenta Platform for Intelligent Computing is an implementation of Hierarchical Temporal Memory (HTM), a theory of..",122.0,27,False,2018-06-01 15:39:25.550,1.0.5,53.0,nupic,,,,13.0,1860.0,21.0,21.0,https://pypi.org/project/nupic,2016-09-01 21:30:21.000,,1860.0,,,,3.0,,,,,,numenta/nupic-legacy,,,,,,,,,,,,,,,,,,
409,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2024-07-03 08:05:36.000000,2020-05-03 07:13:22,108.0,,599.0,142.0,31.0,69.0,55.0,5581.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,27,False,,,18.0,flashtext,conda-forge/flashtext,,,,1640908.0,1839.0,1783.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000,56.0,1640514.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,19712.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
410,Edward,blei-lab/edward,probabilistics,,https://github.com/blei-lab/edward,https://github.com/blei-lab/edward,Apache-2.0,2016-02-10 20:06:05.000,2024-03-18 16:23:03.000000,2018-07-25 01:28:08,1796.0,,780.0,271.0,438.0,221.0,329.0,4829.0,"A probabilistic programming language in TensorFlow. Deep generative models, variational inference.",87.0,27,False,2018-01-22 06:03:37.000,1.3.5,28.0,edward,,,['tensorflow'],25.0,966.0,331.0,329.0,https://pypi.org/project/edward,2018-01-22 06:03:05.000,2.0,966.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
411,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,https://github.com/PaddlePaddle/VisualDL,https://github.com/PaddlePaddle/VisualDL,Apache-2.0,2017-12-20 12:34:31.000,2023-09-20 11:21:28.000000,2023-09-20 11:21:28,918.0,,634.0,147.0,789.0,141.0,356.0,4767.0,Deep Learning Visualization Toolkit.,33.0,27,True,2023-06-05 07:21:00.910,2.5.3,43.0,visualdl,,,['paddle'],450.0,160344.0,84.0,2.0,https://pypi.org/project/visualdl,2023-06-05 07:21:00.910,82.0,160336.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
412,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2024-03-16 11:54:12.000000,2022-04-01 13:57:36,131.0,,999.0,147.0,31.0,52.0,77.0,4396.0,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,11.0,27,False,2020-05-22 15:07:00.000,3.3.2,15.0,vadersentiment,conda-forge/vadersentiment,,,,329004.0,9270.0,9173.0,https://pypi.org/project/vadersentiment,2020-05-22 15:07:00.000,97.0,328655.0,https://anaconda.org/conda-forge/vadersentiment,2023-06-16 19:25:16.902,14662.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
413,pytorch-summary,sksq96/pytorch-summary,pytorch-utils,,https://github.com/sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary,MIT,2018-04-23 13:58:04.000,2024-03-02 15:10:25.000000,2021-05-10 18:34:53,57.0,,412.0,37.0,56.0,138.0,43.0,4007.0,Model summary in PyTorch similar to `model.summary()` in Keras.,11.0,27,False,2018-09-26 05:07:28.000,1.5.1,12.0,torchsummary,,,['pytorch'],,197268.0,16095.0,15960.0,https://pypi.org/project/torchsummary,2018-09-26 05:07:28.000,135.0,197268.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
414,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,964.0,282.0,226.0,12.0,356.0,3872.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,27,False,2022-04-21 20:41:22.000,2.2.5,32.0,tensorflowonspark,conda-forge/tensorflowonspark,,"['tensorflow', 'spark']",,700619.0,5.0,,https://pypi.org/project/tensorflowonspark,2022-04-21 20:05:56.000,5.0,700195.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,24182.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
415,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2024-09-25 12:12:06.000000,2024-09-14 13:26:49,1669.0,21.0,670.0,43.0,28.0,9.0,553.0,3434.0,[EMNLP 2022] An Open Toolkit for Knowledge Graph Extraction and Construction.,31.0,27,True,2023-09-21 04:12:03.000,2.2.7,111.0,deepke,,,['pytorch'],,2414.0,23.0,23.0,https://pypi.org/project/deepke,2023-09-21 04:12:03.000,,2414.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
416,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2024-02-12 06:44:22.000000,2020-04-27 18:40:41,522.0,,1130.0,166.0,215.0,49.0,146.0,3280.0,Performance analysis of predictive (alpha) stock factors.,26.0,27,False,2020-04-30 15:42:52.000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,1948.0,713.0,708.0,https://pypi.org/project/alphalens,2020-04-27 21:03:10.000,5.0,1670.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,21977.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
417,Sweetviz,fbdesignpro/sweetviz,data-viz,,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000,2024-08-06 11:36:13.000000,2023-11-29 13:26:08,135.0,,272.0,52.0,21.0,41.0,97.0,2924.0,"Visualize and compare datasets, target values and associations, with one line of code.",11.0,27,True,2023-11-29 13:30:45.000,2.3.1,35.0,sweetviz,conda-forge/sweetviz,,,,77961.0,2544.0,2514.0,https://pypi.org/project/sweetviz,2023-11-29 13:27:52.000,30.0,77171.0,https://anaconda.org/conda-forge/sweetviz,2023-12-04 12:10:57.449,34011.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
418,TextAttack,QData/TextAttack,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000,2024-07-25 18:53:58.000000,2024-07-25 18:53:58,2707.0,2.0,381.0,38.0,522.0,59.0,217.0,2914.0,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP..",66.0,27,True,2024-03-11 02:20:29.000,0.3.10,47.0,textattack,conda-forge/textattack,,,,4142.0,309.0,298.0,https://pypi.org/project/textattack,2024-03-11 02:20:29.000,11.0,3967.0,https://anaconda.org/conda-forge/textattack,2023-06-16 19:22:50.186,8424.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
419,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2024-03-14 19:50:06.000000,2024-03-14 19:50:06,769.0,,748.0,181.0,75.0,21.0,565.0,2809.0,Python sync/async framework for Interactive Brokers API.,36.0,27,True,2023-07-02 12:44:10.283,0.9.86,111.0,ib_insync,conda-forge/ib-insync,,,,46892.0,44.0,,https://pypi.org/project/ib_insync,2022-11-21 09:32:01.715,44.0,46141.0,https://anaconda.org/conda-forge/ib-insync,2023-06-16 16:16:07.159,46602.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
420,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2024-04-03 16:17:05.000000,2024-03-04 15:46:26,1711.0,,421.0,46.0,365.0,22.0,350.0,2732.0,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",35.0,27,True,2024-03-04 20:59:17.000,3.3.4,71.0,foolbox,conda-forge/foolbox,,,,4129.0,641.0,627.0,https://pypi.org/project/foolbox,2024-03-04 20:59:17.000,14.0,3834.0,https://anaconda.org/conda-forge/foolbox,2023-06-16 19:20:41.396,14752.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
421,EvaDB,georgia-tech-db/eva,ml-frameworks,,https://github.com/georgia-tech-db/evadb,https://github.com/georgia-tech-db/evadb,Apache-2.0,2018-09-10 02:26:03.000,2024-05-17 16:33:06.000000,2023-12-03 09:09:14,2415.0,,256.0,27.0,1132.0,77.0,224.0,2630.0,Database system for AI-powered apps.,73.0,27,True,2023-11-19 16:35:30.000,0.3.9,45.0,evadb,,,['pytorch'],414989.0,16465.0,147.0,147.0,https://pypi.org/project/evadb,2023-11-19 16:35:24.000,,504.0,,,,3.0,,,,,,georgia-tech-db/evadb,,,,,,,,,,,,,,,,,,
422,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapters,https://github.com/adapter-hub/adapters,Apache-2.0,2020-04-21 16:21:43.000,2024-08-22 18:44:14.000000,2024-08-22 18:30:45,140.0,22.0,336.0,31.0,326.0,41.0,340.0,2536.0,A Unified Library for Parameter-Efficient and Modular Transfer Learning.,13.0,27,True,2024-08-10 15:47:41.000,1.0.0,21.0,adapter-transformers,,,['huggingface'],,19854.0,110.0,98.0,https://pypi.org/project/adapter-transformers,2024-07-07 11:49:43.000,12.0,19854.0,,,,3.0,,,,,,adapter-hub/adapters,,,,,,,,,,,,,,,,,,
423,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2024-07-05 14:45:32.000000,2024-07-05 14:45:32,437.0,1.0,827.0,90.0,286.0,199.0,103.0,2413.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",73.0,27,True,2024-04-08 20:03:12.000,0.6.1,12.0,aif360,conda-forge/aif360,,,,33359.0,519.0,487.0,https://pypi.org/project/aif360,2024-04-08 20:03:12.000,32.0,33059.0,https://anaconda.org/conda-forge/aif360,2024-04-09 06:44:48.814,14443.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
424,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-09-22 23:38:28.000000,2023-04-03 00:19:55,1816.0,,255.0,87.0,124.0,33.0,230.0,2208.0,"NLP, before and after spaCy.",35.0,27,False,2023-04-02 23:06:15.139,0.13.0,32.0,textacy,conda-forge/textacy,,,,32534.0,1930.0,1864.0,https://pypi.org/project/textacy,2023-04-02 23:06:15.139,66.0,30695.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,161856.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
425,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2024-04-26 00:01:37.000000,2021-07-09 11:06:18,56.0,,523.0,43.0,25.0,74.0,38.0,2199.0,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,27,False,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,,['tensorflow'],,105577.0,6142.0,6071.0,https://pypi.org/project/mtcnn,2021-07-09 11:16:39.000,71.0,105340.0,https://anaconda.org/conda-forge/mtcnn,2023-06-16 19:18:00.316,13040.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
426,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2024-09-26 04:04:54.000000,2023-06-01 12:18:23,739.0,,320.0,44.0,44.0,99.0,56.0,2198.0,A modular active learning framework for Python.,20.0,27,False,2024-09-26 04:04:54.000,0.64.145,1265.0,modAL,,,['sklearn'],41.0,378791.0,54.0,,https://pypi.org/project/modAL,2024-09-26 04:04:54.000,54.0,378791.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
427,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2023-01-05 06:02:49.000000,2023-01-05 06:02:49,213.0,,317.0,63.0,38.0,97.0,160.0,2176.0,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,22.0,27,False,2019-02-28 09:16:54.000,0.4.1,9.0,hyperas,,,['tensorflow'],,13744.0,380.0,374.0,https://pypi.org/project/hyperas,2019-02-28 09:16:54.000,6.0,13744.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
428,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2024-09-26 12:27:55.000000,2024-09-23 17:14:22,14660.0,13.0,85.0,42.0,57.0,13.0,78.0,2154.0,The friendly PIL fork.,435.0,27,False,,,72.0,pillow-simd,,,,,32627.0,65.0,,https://pypi.org/project/pillow-simd,2024-09-23 18:27:59.000,65.0,32627.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
429,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2024-07-16 08:39:07.000000,2024-05-21 15:42:46,481.0,,336.0,64.0,160.0,13.0,92.0,2131.0,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,19.0,27,True,2024-02-21 23:17:37.000,3.3.0,22.0,pytextrank,,,,,61543.0,731.0,712.0,https://pypi.org/project/pytextrank,2024-02-21 23:17:37.000,19.0,61543.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
430,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2024-09-26 09:03:32.000000,2024-09-26 09:03:28,2253.0,174.0,135.0,27.0,254.0,5.0,42.0,2013.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,27,True,2024-09-15 02:15:00.000,0.5.3,147.0,labml,,,,,4351.0,184.0,170.0,https://pypi.org/project/labml,2024-09-15 02:15:00.000,14.0,4351.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
431,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-12-02 05:11:31.000000,2023-12-02 05:11:31,691.0,,280.0,40.0,495.0,172.0,151.0,1783.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,50.0,27,True,2022-12-16 20:54:02.878,0.12.1,86.0,petastorm,,,,512.0,161071.0,189.0,181.0,https://pypi.org/project/petastorm,2023-02-03 00:33:00.499,8.0,161065.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
432,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-Universe/lightning-flash,https://github.com/Lightning-Universe/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2023-10-08 14:28:44.000000,2023-10-08 14:28:43,1157.0,,213.0,36.0,1081.0,25.0,496.0,1739.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,87.0,27,True,2023-06-30 13:37:19.283,0.8.2,40.0,lightning-flash,conda-forge/lightning-flash,,['pytorch'],,2271.0,304.0,299.0,https://pypi.org/project/lightning-flash,2022-05-11 18:17:54.000,5.0,1675.0,https://anaconda.org/conda-forge/lightning-flash,2023-07-04 02:12:18.993,22056.0,2.0,,,,,,Lightning-Universe/lightning-flash,,,,,,,,,,,,,,,,,,
433,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2024-09-26 14:45:52.000000,2024-09-25 18:21:35,6582.0,115.0,297.0,45.0,2909.0,178.0,1569.0,1676.0,cuGraph - RAPIDS Graph Analytics Library.,115.0,27,True,2024-08-08 02:37:35.000,24.08.00,39.0,cugraph,conda-forge/libcugraph,,,,845.0,4.0,,https://pypi.org/project/cugraph,2020-06-01 20:09:06.000,4.0,277.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,23302.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
434,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930.0,,312.0,73.0,742.0,58.0,168.0,1482.0,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:40.000,0.13.1,25.0,chainercv,,,,,2479.0,408.0,406.0,https://pypi.org/project/chainercv,2019-06-12 11:55:40.000,2.0,2479.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
435,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2024-08-01 05:16:36.000000,2023-11-06 15:20:05,206.0,,330.0,50.0,44.0,99.0,114.0,1387.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,18.0,27,True,2023-11-06 16:35:44.000,0.9.3,33.0,keras-ocr,anaconda/keras-ocr,,['tensorflow'],1676261.0,72370.0,567.0,559.0,https://pypi.org/project/keras-ocr,2023-11-06 16:35:44.000,8.0,37441.0,https://anaconda.org/anaconda/keras-ocr,2023-06-16 19:23:39.693,331.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
436,underthesea,undertheseanlp/underthesea,nlp,,https://github.com/undertheseanlp/underthesea,https://github.com/undertheseanlp/underthesea,GPL-3.0,2017-03-01 10:24:26.000,2024-06-22 10:18:00.000000,2024-06-22 10:17:04,858.0,,270.0,78.0,487.0,53.0,202.0,1382.0,Underthesea - Vietnamese NLP Toolkit.,19.0,27,False,2024-06-22 10:18:00.000,6.8.4,127.0,underthesea,,,,7065.0,19839.0,1203.0,1192.0,https://pypi.org/project/underthesea,2024-06-22 10:18:00.000,11.0,19759.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
437,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2024-08-09 14:16:22.000000,2024-08-07 01:34:48,1970.0,6.0,343.0,30.0,2278.0,86.0,229.0,1337.0,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,43.0,27,True,2024-07-08 18:03:34.000,0.36.0,57.0,raiwidgets,,,"['pytorch', 'tensorflow', 'jupyter']",,10764.0,6.0,,https://pypi.org/project/raiwidgets,2024-07-08 16:42:42.000,6.0,10764.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
438,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000,2024-08-25 11:43:40.000000,2024-08-25 11:43:40,1753.0,1.0,202.0,43.0,258.0,68.0,213.0,1306.0,Python audio and music signal processing library.,24.0,27,True,2018-11-14 14:57:41.000,0.16.1,11.0,madmom,,,,,2839.0,464.0,437.0,https://pypi.org/project/madmom,2018-11-14 14:56:22.000,27.0,2839.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
439,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2023-10-25 17:26:07.000000,2021-10-21 17:45:17,202.0,,175.0,25.0,36.0,1.0,116.0,1249.0,Multivariate imputation and matrix completion algorithms implemented in Python.,11.0,27,False,2021-10-21 17:50:40.000,0.7.0,29.0,fancyimpute,,,['sklearn'],,112492.0,1689.0,1668.0,https://pypi.org/project/fancyimpute,2021-10-21 17:50:40.000,21.0,112492.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
440,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2024-02-25 11:40:08.000000,2024-02-08 16:58:25,2080.0,,250.0,41.0,39.0,76.0,591.0,1165.0,"pyclustering is a Python, C++ data mining library.",26.0,27,True,2020-11-25 22:33:07.000,0.10.1.2,46.0,pyclustering,conda-forge/pyclustering,,,598.0,30458.0,768.0,736.0,https://pypi.org/project/pyclustering,2020-11-25 22:41:20.000,32.0,28688.0,https://anaconda.org/conda-forge/pyclustering,2023-11-16 19:00:50.847,88247.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
441,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2024-09-08 09:11:10.000000,2024-09-08 09:09:53,822.0,13.0,122.0,31.0,425.0,80.0,333.0,1064.0,BAyesian Model-Building Interface (Bambi) in Python.,40.0,27,True,2024-07-10 09:48:04.000,0.14.0,29.0,bambi,conda-forge/bambi,,,,26023.0,153.0,143.0,https://pypi.org/project/bambi,2024-07-10 09:48:04.000,10.0,25201.0,https://anaconda.org/conda-forge/bambi,2024-07-10 16:37:21.380,37033.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
442,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2024-09-14 05:03:32.000000,2024-09-14 05:03:32,1368.0,9.0,138.0,25.0,487.0,17.0,140.0,866.0,A Comparative Framework for Multimodal Recommender Systems.,22.0,27,True,2024-08-15 06:25:57.000,2.2.2,59.0,cornac,conda-forge/cornac,,,,54233.0,253.0,235.0,https://pypi.org/project/cornac,2024-08-15 06:52:10.000,18.0,43035.0,https://anaconda.org/conda-forge/cornac,2024-09-13 18:17:19.820,571102.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
443,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2024-09-21 16:06:04.000000,2024-09-21 16:05:44,484.0,7.0,49.0,9.0,65.0,191.0,251.0,632.0,python binding for libvips using cffi.,16.0,27,True,2024-04-28 11:19:58.000,2.2.3,26.0,pyvips,conda-forge/pyvips,,,,70481.0,875.0,798.0,https://pypi.org/project/pyvips,2024-04-28 11:19:58.000,77.0,67760.0,https://anaconda.org/conda-forge/pyvips,2024-09-06 03:01:34.001,127890.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
444,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000,2024-06-18 11:08:22.000000,2019-12-05 08:17:22,46.0,,217.0,22.0,17.0,46.0,23.0,426.0,scikit-learn inspired API for CRFsuite.,6.0,27,False,2024-06-18 11:08:22.000,0.5.0,11.0,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,['sklearn'],,246220.0,8019.0,7880.0,https://pypi.org/project/sklearn-crfsuite,2024-06-18 11:08:22.000,139.0,245452.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2023-06-16 19:18:37.991,40720.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
445,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000000,2021-02-12 10:36:31,2184.0,,1203.0,184.0,213.0,29.0,534.0,9254.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,26,False,2021-01-29 00:03:56.000,0.0.9,1.0,,,,,12648.0,287.0,21.0,21.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
