,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,conda_dependent_project_count,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
418,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2022-05-26 14:11:39.000000,2021-12-06 21:48:19,1667.0,,175,40.0,165.0,73.0,148.0,817,A Jupyter - Three.js bridge.,29.0,27,True,2021-02-26 14:01:21.000,2.3.0,43.0,pythreejs,conda-forge/pythreejs,['jupyter'],,71397.0,65.0,20.0,https://pypi.org/project/pythreejs,2021-02-26 14:01:21.000,38.0,60675.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505,388871.0,3.0,,,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2021-02-26 13:59:06.062,7.0,5395.0,,,,,,,,,,,,,
419,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2022-06-09 14:19:46.000000,2022-06-08 11:38:21,4940.0,245.0,63,14.0,60.0,161.0,203.0,711,"Experiment tracking, ML developer tools.",20.0,27,True,2022-05-11 01:13:36.000,0.8.1,182.0,guildai,,,1.0,3978.0,51.0,51.0,https://pypi.org/project/guildai,2022-05-11 01:13:31.000,,3978.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
420,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-2-Clause,2013-09-05 14:44:25.000,2022-06-06 18:07:59.000000,2022-06-06 18:07:59,2578.0,87.0,77,14.0,114.0,13.0,64.0,549,Python bindings for MPI.,20.0,27,True,2021-11-25 21:07:13.000,3.1.3,20.0,mpi4py,conda-forge/mpi4py,,4975.0,242559.0,582.0,,https://pypi.org/project/mpi4py,2021-12-15 13:48:39.969,582.0,226018.0,https://anaconda.org/conda-forge/mpi4py,2022-04-04 08:04:09.204,1126437.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
421,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000,2022-06-09 01:09:06.000000,2022-06-03 14:05:50,3388.0,178.0,45,14.0,590.0,200.0,165.0,227,Asynchronous Distributed Hyperparameter Optimization.,28.0,27,False,2022-03-07 19:03:38.000,0.2.3,23.0,orion,,,,5273.0,76.0,69.0,https://pypi.org/project/orion,2022-06-03 15:22:27.000,7.0,5273.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
422,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2022-05-17 05:10:28.000000,2022-04-20 08:17:18,89.0,4.0,1410,190.0,55.0,63.0,29.0,7193,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,27.0,26,True,2022-01-29 05:49:51.000,1.1.0,7.0,english-words,,,,14543.0,6.0,,https://pypi.org/project/english-words,2022-01-29 05:49:51.000,6.0,14543.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
423,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2022-03-28 09:19:03.000000,2021-08-04 06:54:21,205.0,,1188,169.0,39.0,56.0,218.0,5722,2D and 3D Face alignment library build using pytorch.,23.0,26,True,2021-09-14 15:35:24.000,1.3.5,11.0,face-alignment,,['pytorch'],,10168.0,8.0,,https://pypi.org/project/face-alignment,2021-09-14 15:35:24.000,8.0,10168.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
424,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2022-06-09 04:43:31.000000,2022-06-09 04:41:17,173.0,18.0,242,59.0,154.0,13.0,53.0,4471,"A data augmentations library for audio, image, text, and video.",24.0,26,True,2022-03-29 11:42:50.000,1.0.0,17.0,augly,,,,1356.0,41.0,38.0,https://pypi.org/project/augly,2022-03-28 13:29:26.000,3.0,1356.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
425,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2022-06-09 09:50:26.000000,2022-04-15 10:35:39,10410.0,145.0,1275,138.0,2764.0,414.0,814.0,4281,An Industrial Grade Federated Learning Framework.,74.0,26,True,2022-04-18 14:23:38.000,1.8.0,34.0,ETAF,,,,15.0,,,https://pypi.org/project/ETAF,2020-05-06 09:35:40.000,,15.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
426,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2022-05-23 16:25:02.000000,2020-04-17 09:51:20,204.0,,895,97.0,58.0,216.0,257.0,3897,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,26,False,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,['tensorflow'],,65839.0,24.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,24.0,65839.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
427,TensorForce,tensorforce/tensorforce,reinforcement-learning,,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000,2022-05-24 17:30:34.000000,2022-02-10 08:43:04,2099.0,,525,146.0,229.0,17.0,626.0,3141,Tensorforce: a TensorFlow library for applied reinforcement learning.,82.0,26,True,2021-08-30 20:20:58.000,0.6.5,14.0,tensorforce,,['tensorflow'],,1748.0,27.0,,https://pypi.org/project/tensorforce,2019-09-07 13:56:18.000,27.0,1748.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
428,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2022-05-06 21:01:07.000000,2022-04-05 20:55:12,181.0,10.0,291,56.0,44.0,46.0,48.0,3009,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,26,True,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,5046.0,75.0,73.0,https://pypi.org/project/layoutparser,2022-04-06 04:38:09.000,2.0,5046.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
429,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2022-01-18 22:03:55.000000,2020-12-08 16:56:38,17588.0,,1047,216.0,3648.0,437.0,1103.0,2885,Unified and efficient Machine Learning.,248.0,26,False,2019-07-05 10:23:31.000,shogun_6.1.4,10.0,,conda-forge/shogun,,,1925.0,,,,,,,https://anaconda.org/conda-forge/shogun,2018-06-25 20:49:17.070,112967.0,3.0,,shogun/shogun,,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1482.0,,,,,,,,,shogun,,,,,,,,,
430,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2022-06-09 13:04:25.000000,2022-06-05 22:41:49,374.0,7.0,223,46.0,349.0,48.0,189.0,2824,Hummingbird compiles trained ML models into tensor computation for faster inference.,29.0,26,True,2022-04-25 22:09:52.000,0.4.4,17.0,hummingbird-ml,conda-forge/hummingbird-ml,,174.0,3692.0,32.0,32.0,https://pypi.org/project/hummingbird-ml,2022-04-25 22:07:52.000,,3147.0,https://anaconda.org/conda-forge/hummingbird-ml,2022-05-02 19:54:06.683,8099.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
431,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2022-06-04 17:00:55.000000,2022-06-01 03:05:52,151.0,18.0,262,51.0,66.0,58.0,77.0,2468,A deep learning library for video understanding research.,36.0,26,True,2022-01-20 00:16:35.000,0.1.5,9.0,pytorchvideo,,['pytorch'],,15669.0,5.0,,https://pypi.org/project/pytorchvideo,2022-01-20 00:16:35.000,5.0,15669.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
432,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2022-05-25 17:42:19.000000,2022-05-16 16:44:22,457.0,22.0,248,62.0,298.0,23.0,112.0,2175,DDSP: Differentiable Digital Signal Processing.,31.0,26,True,2022-05-10 06:56:11.000,3.4.3,50.0,ddsp,conda-forge/ddsp,['tensorflow'],,3510.0,27.0,26.0,https://pypi.org/project/ddsp,2022-05-25 17:42:19.000,1.0,3058.0,https://anaconda.org/conda-forge/ddsp,2020-06-08 12:59:15.975,10866.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
433,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2022-05-23 22:25:49.000000,2022-05-23 22:25:22,362.0,12.0,190,46.0,434.0,24.0,66.0,2109,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",13.0,26,True,2022-04-26 01:24:34.000,0.10.0,13.0,m2cgen,,,19.0,42077.0,38.0,35.0,https://pypi.org/project/m2cgen,2022-04-26 01:24:34.000,3.0,42077.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
434,PyFunctional,EntilZha/PyFunctional,data-pipelines,,https://github.com/EntilZha/PyFunctional,https://github.com/EntilZha/PyFunctional,MIT,2015-02-05 17:17:51.000,2022-06-04 16:06:45.000000,2022-06-04 16:06:23,521.0,1.0,115,52.0,43.0,8.0,120.0,2019,Python library for creating data pipelines with chain functional programming.,25.0,26,True,2021-01-12 19:21:07.000,1.4.3,14.0,pyfunctional,,,,166131.0,454.0,439.0,https://pypi.org/project/pyfunctional,2021-01-12 19:14:48.000,15.0,166131.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
435,polyglot,aboSamoor/polyglot,nlp,,https://github.com/aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,GPL-3.0,2014-06-30 02:07:45.000,2022-05-18 09:36:53.000000,2020-09-22 22:35:28,271.0,,311,80.0,50.0,147.0,66.0,2013,Multilingual text (NLP) processing toolkit.,26.0,26,False,2016-07-03 20:05:42.000,16.7.4,9.0,polyglot,,,,49635.0,803.0,719.0,https://pypi.org/project/polyglot,2016-07-03 20:05:42.000,84.0,49635.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
436,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2022-01-14 10:29:02.172000,2021-07-16 09:03:20,66.0,,456,37.0,41.0,62.0,58.0,1976,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,26,True,2020-09-15 16:26:00.000,1.1.1,9.0,efficientnet,anaconda/efficientnet,['tensorflow'],236156.0,150656.0,1042.0,1032.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000,10.0,144269.0,https://anaconda.org/anaconda/efficientnet,2022-01-14 10:29:02.172,105.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
437,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2022-04-14 13:02:48.000000,2022-04-14 13:02:48,1005.0,1.0,270,35.0,47.0,93.0,391.0,1920,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",17.0,26,True,2022-03-02 09:23:54.000,0.11.2,76.0,mljar-supervised,conda-forge/mljar-supervised,,,9698.0,47.0,45.0,https://pypi.org/project/mljar-supervised,2022-03-02 09:17:15.000,2.0,9543.0,https://anaconda.org/conda-forge/mljar-supervised,2022-03-02 09:53:48.925,1860.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
438,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2022-06-09 10:17:15.000000,2022-06-03 10:18:30,3537.0,39.0,351,39.0,826.0,57.0,367.0,1898,"A unified, comprehensive and efficient recommendation library.",45.0,26,True,2022-02-25 13:56:32.000,1.0.1,7.0,recbole,aibox/recbole,['pytorch'],,1498.0,,,https://pypi.org/project/recbole,2022-02-25 07:32:53.000,,1413.0,https://anaconda.org/aibox/recbole,2022-02-25 14:10:37.696,1620.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
439,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2022-05-20 08:06:01.000000,2022-05-20 08:05:47,644.0,5.0,483,168.0,61.0,7.0,399.0,1818,Python sync/async framework for Interactive Brokers API.,30.0,26,True,2021-11-28 19:34:09.000,0.9.70,95.0,ib_insync,conda-forge/ib-insync,,,7859.0,19.0,,https://pypi.org/project/ib_insync,2021-11-28 19:34:09.000,19.0,7399.0,https://anaconda.org/conda-forge/ib-insync,2021-11-29 01:17:29.243,16134.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
440,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2022-06-07 08:07:35.000000,2021-07-09 11:06:18,56.0,,452,41.0,22.0,62.0,38.0,1785,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,26,True,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,['tensorflow'],,32449.0,2354.0,2311.0,https://pypi.org/project/mtcnn,2021-07-09 11:16:39.000,43.0,32274.0,https://anaconda.org/conda-forge/mtcnn,2021-08-17 17:36:21.436,4927.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
441,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2022-06-09 02:30:14.000000,2022-06-09 02:30:09,500.0,15.0,201,63.0,27.0,42.0,77.0,1779,Fast and Easy Infinite Neural Networks in Python.,22.0,26,True,2022-02-23 16:58:57.000,0.5.0,25.0,neural-tangents,,,233.0,2814.0,41.0,40.0,https://pypi.org/project/neural-tangents,2022-02-23 16:56:29.000,1.0,2805.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
442,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2022-02-12 03:29:55.000000,2022-02-12 02:32:06,1636.0,,157,60.0,65.0,70.0,123.0,1728,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,26,True,2022-02-12 03:29:55.000,0.8.0,21.0,hypertools,,,14.0,964.0,199.0,189.0,https://pypi.org/project/hypertools,2022-02-12 02:43:24.000,10.0,964.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
443,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2022-06-09 15:01:05.000000,2022-06-09 14:44:58,724.0,69.0,126,25.0,512.0,62.0,258.0,1635,A python library for self-supervised learning on images.,18.0,26,True,2022-06-09 14:55:23.000,1.2.18,54.0,lightly,,['pytorch'],,3409.0,38.0,37.0,https://pypi.org/project/lightly,2022-06-09 15:00:10.000,1.0,3409.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
444,Elephas,maxpumperla/elephas,distributed-ml,,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000,2022-03-30 23:25:17.000000,2022-03-30 23:22:31,502.0,1.0,299,104.0,46.0,18.0,138.0,1542,Distributed Deep learning with Keras & Spark.,27.0,26,True,2022-03-30 23:25:17.000,3.1.0,23.0,elephas,conda-forge/elephas,"['keras', 'spark']",,102276.0,59.0,56.0,https://pypi.org/project/elephas,2022-03-30 23:25:17.000,3.0,102032.0,https://anaconda.org/conda-forge/elephas,2021-06-02 18:33:53.270,8302.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
445,streamparse,Parsely/streamparse,data-pipelines,,https://github.com/Parsely/streamparse,https://github.com/Parsely/streamparse,Apache-2.0,2014-05-02 20:33:50.000,2022-01-10 21:46:17.000000,2022-01-10 21:42:18,1069.0,,217,102.0,167.0,70.0,263.0,1460,"Run Python in Apache Storm topologies. Pythonic API, CLI tooling, and a topology DSL.",42.0,26,True,2022-01-10 21:46:17.000,4.1.2,50.0,streamparse,,,,4191.0,82.0,55.0,https://pypi.org/project/streamparse,2022-01-10 21:43:49.000,27.0,4191.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
446,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2022-06-02 03:34:14.000000,2022-05-20 06:22:46,1220.0,3.0,259,53.0,1310.0,205.0,805.0,1457,A toolkit for reproducible reinforcement learning research.,78.0,26,True,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,['tensorflow'],,448.0,44.0,42.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,2.0,448.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
447,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2022-05-26 02:33:08.000000,2022-05-26 02:33:08,463.0,9.0,312,78.0,79.0,59.0,227.0,1400,bt - flexible backtesting for Python.,25.0,26,True,2021-04-21 02:52:26.000,0.2.9,25.0,bt,conda-forge/bt,,,4747.0,134.0,113.0,https://pypi.org/project/bt,2021-04-21 02:52:26.000,21.0,4420.0,https://anaconda.org/conda-forge/bt,2022-01-18 18:09:55.903,4591.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
448,Orbit,uber/orbit,probabilistics,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2022-06-07 20:20:22.000000,2022-05-20 21:40:57,828.0,29.0,100,31.0,389.0,61.0,308.0,1387,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,16.0,26,True,2022-04-28 21:45:14.000,1.1.2,19.0,orbit-ml,,,,185781.0,7.0,6.0,https://pypi.org/project/orbit-ml,2022-04-28 21:46:38.000,1.0,185781.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
449,whylogs,whylabs/whylogs,data-pipelines,,https://github.com/whylabs/whylogs,https://github.com/whylabs/whylogs,Apache-2.0,2020-08-14 23:25:32.000,2022-06-09 13:13:16.000000,2022-06-09 02:09:42,274.0,262.0,60,22.0,482.0,61.0,114.0,1318,Open standard for end-to-end data and ML monitoring for any scale in any infrastructure.,21.0,26,True,2022-05-31 21:23:49.000,1.0.0,146.0,whylogs,,,50.0,21783.0,2.0,,https://pypi.org/project/whylogs,2022-06-03 15:28:46.000,2.0,21781.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
450,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2022-05-28 12:08:33.000000,2022-04-27 15:01:18,2962.0,8.0,107,35.0,255.0,11.0,172.0,1249,Multi-class confusion matrix library in Python.,17.0,26,True,2022-04-27 15:18:08.000,3.5,39.0,pycm,,,,36367.0,160.0,147.0,https://pypi.org/project/pycm,2022-04-27 15:18:44.000,13.0,36367.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
451,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2022-04-05 08:01:28.000000,2022-04-04 16:13:36,330.0,2.0,142,27.0,62.0,5.0,70.0,1186,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,26,True,2022-04-04 16:14:08.000,0.5.5,25.0,livelossplot,,['jupyter'],,71536.0,811.0,800.0,https://pypi.org/project/livelossplot,2022-04-04 16:14:08.000,11.0,71536.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
452,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2022-05-27 21:10:04.647000,2022-03-18 13:03:22,603.0,17.0,120,25.0,107.0,4.0,100.0,1009,"Extensible, parallel implementations of t-SNE.",10.0,26,True,2022-03-18 13:55:30.000,0.6.2,23.0,opentsne,conda-forge/opentsne,,,18449.0,352.0,342.0,https://pypi.org/project/opentsne,2022-03-18 13:53:43.000,10.0,15078.0,https://anaconda.org/conda-forge/opentsne,2022-05-27 21:10:04.647,141622.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
453,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2020-10-14 13:28:13.625000,2020-10-14 13:22:39,167.0,,288,71.0,83.0,27.0,26.0,930,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,26,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,31460.0,1028.0,894.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000,134.0,31150.0,https://anaconda.org/conda-forge/empyrical,2020-10-14 13:28:13.625,16171.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
454,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2022-06-09 00:23:28.000000,2022-06-01 19:03:35,517.0,7.0,170,44.0,57.0,4.0,60.0,923,Training neural models with structured signals.,33.0,26,True,2020-08-18 00:35:35.000,1.3.1,7.0,neural-structured-learning,,['tensorflow'],,17072.0,238.0,236.0,https://pypi.org/project/neural-structured-learning,2020-08-18 00:35:35.000,2.0,17072.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
455,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2022-06-09 14:08:55.000000,2022-06-09 13:14:32,2695.0,103.0,121,22.0,549.0,121.0,290.0,873,A Python library for learning and evaluating knowledge graph embeddings.,29.0,26,True,2022-05-24 15:35:40.000,1.8.2,41.0,pykeen,,,144.0,1656.0,3.0,,https://pypi.org/project/pykeen,2022-05-24 15:33:45.000,3.0,1650.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
456,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2022-06-06 08:45:38.549000,2022-06-05 14:34:32,435.0,14.0,88,15.0,274.0,21.0,219.0,828,Extra blocks for scikit-learn pipelines.,51.0,26,True,2022-06-05 14:36:08.000,0.6.12,38.0,scikit-lego,conda-forge/scikit-lego,['sklearn'],,14648.0,58.0,51.0,https://pypi.org/project/scikit-lego,2022-06-05 14:35:14.000,7.0,14055.0,https://anaconda.org/conda-forge/scikit-lego,2022-06-06 08:45:38.549,19007.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
457,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2020-11-17 10:32:02.000000,2020-11-05 15:16:04,514.0,,248,42.0,72.0,100.0,186.0,817,Gaussian Process Optimization using GPy.,49.0,26,False,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,11075.0,319.0,287.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000,32.0,11075.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
458,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,MIT,2010-01-31 00:13:06.000,2021-12-07 00:42:53.000000,2021-12-07 00:42:43,1286.0,,141,46.0,53.0,17.0,61.0,754,Computer Vision in Python.,32.0,26,True,2021-10-14 12:53:24.000,1.4.12,58.0,mahotas,conda-forge/mahotas,,,12863.0,938.0,827.0,https://pypi.org/project/mahotas,2021-10-14 12:53:24.000,111.0,8597.0,https://anaconda.org/conda-forge/mahotas,2021-11-17 20:03:30.117,320017.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
459,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2022-06-09 15:15:44.000000,2022-06-09 09:53:30,2562.0,151.0,33,133.0,304.0,72.0,176.0,746,An open-source plotting library for statistical data.,16.0,26,True,2022-03-21 18:58:35.000,2.3.0,48.0,lets-plot,,,271.0,1521.0,18.0,17.0,https://pypi.org/project/lets-plot,2022-03-21 18:18:47.000,1.0,1513.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
