,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,dnf_id,yay_id,snap_id
476,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,BSD-3-Clause,2011-04-05 12:10:12.000,2023-06-13 01:34:46.000000,2023-05-31 12:03:28,15574,5.0,354.0,44.0,1587.0,260.0,2942.0,774.0,An open-source application for biological image analysis.,135.0,26,True,2022-12-15 14:58:00.393,4.2.5,47.0,cellprofiler,,,,,20.0,19.0,https://pypi.org/project/cellprofiler,626.0,671.0,,,,,,,,3.0,5122.0,2021-07-22 19:10:21.000,1.0,,,,,,,,,,,,,,,,
477,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2023-06-18 09:30:02.000000,2023-06-15 10:03:56,738,59.0,50.0,12.0,97.0,39.0,82.0,749.0,Visualize large time series data with plotly.py.,10.0,26,True,2023-03-08 16:15:16.000,0.8.3.2,55.0,plotly-resampler,conda-forge/plotly-resampler,,,,356.0,352.0,https://pypi.org/project/plotly-resampler,339892.0,341117.0,https://anaconda.org/conda-forge/plotly-resampler,2023-06-18 08:40:33.828,20825.0,,,,,3.0,,2022-06-29 16:22:00.000,4.0,,,,,,,,,,,,,,,,
478,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,BSD-1-Clause,2013-08-02 14:31:46.000,2023-06-22 14:06:15.000000,2023-06-20 19:35:09,3647,45.0,66.0,47.0,340.0,31.0,381.0,535.0,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,39.0,26,False,2023-01-19 17:28:00.723,3.2.0,67.0,skll,conda-forge/skll,,,['sklearn'],57.0,39.0,https://pypi.org/project/skll,563.0,927.0,https://anaconda.org/conda-forge/skll,2023-06-16 19:28:03.779,6919.0,,,,,3.0,13.0,2023-01-19 17:28:00.723,18.0,,,,,,,,,,,,,,,,
479,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2023-06-20 11:07:55.000000,2023-06-20 11:00:22,503,18.0,148.0,31.0,158.0,5.0,90.0,506.0,Machine learning for multivariate data analysis through the Riemannian geometry of symmetric or Hermitian positive..,26.0,26,True,2023-06-20 08:57:52.000,0.5,6.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],257.0,257.0,https://pypi.org/project/pyriemann,35830.0,36095.0,https://anaconda.org/conda-forge/pyriemann,2023-06-20 10:39:38.006,3188.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
480,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2023-05-03 06:31:14.000000,2022-12-22 21:34:29,574,,75.0,28.0,313.0,60.0,27.0,351.0,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,27.0,26,True,2021-06-17 01:15:10.000,0.1.16,19.0,tensorflow-cloud,,,,['tensorflow'],279.0,272.0,https://pypi.org/project/tensorflow-cloud,66925.0,66925.0,,,,,,,,3.0,,2021-06-17 01:15:10.000,7.0,,,,,,,,,,,,,,,,
481,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2023-06-16 13:14:39.735000,2023-06-05 21:59:57,217,2.0,50.0,14.0,194.0,10.0,183.0,264.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",13.0,26,False,2023-04-23 19:42:01.507,3.7.0,69.0,pystan,conda-forge/pystan,,,,256.0,,https://pypi.org/project/pystan,1839113.0,1871259.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2410955.0,,,,,3.0,,2022-11-26 14:15:01.276,256.0,,,,,,,,,,,,,,,,
482,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000,2023-05-24 14:49:04.000000,2023-05-24 14:40:24,4023,21.0,48.0,15.0,695.0,217.0,198.0,261.0,Asynchronous Distributed Hyperparameter Optimization.,31.0,26,False,2023-03-02 22:26:01.035,0.2.7,26.0,orion,,,,,98.0,90.0,https://pypi.org/project/orion,1972.0,1972.0,,,,,,,,2.0,,2022-08-22 17:10:40.826,8.0,,,,,,,,,,,,,,,,
483,nebullvm,nebuly-ai/nebullvm,model-serialisation,,https://github.com/nebuly-ai/nebuly,https://github.com/nebuly-ai/nebuly,Apache-2.0,2022-02-12 17:17:14.000,2023-06-18 10:37:27.000000,2023-06-18 10:37:26,755,152.0,643.0,98.0,149.0,93.0,103.0,8198.0,The next-generation platform to monitor and optimize your AI costs in one place.,39.0,25,True,2023-03-21 15:50:00.812,0.9.1,26.0,nebullvm,,,,,1.0,,https://pypi.org/project/nebullvm,752.0,752.0,,,,,,,,2.0,,2023-01-23 23:03:00.588,1.0,,,,,,,,,,,nebuly-ai/nebuly,,,,,
484,pandas-ai,gventuri/pandas-ai,others,,https://github.com/gventuri/pandas-ai,https://github.com/gventuri/pandas-ai,MIT,2023-04-22 12:58:01.000,2023-06-22 11:25:35.000000,2023-06-22 10:37:31,255,255.0,489.0,71.0,106.0,36.0,130.0,7310.0,"Pandas AI is a Python library that integrates generative artificial intelligence capabilities into Pandas, making..",25.0,25,True,2023-06-19 23:44:40.000,0.6.2,30.0,pandas-ai,,,,,127.0,127.0,https://pypi.org/project/pandas-ai,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
485,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2022-09-22 23:59:19.000000,2022-09-22 23:59:07,1084,,979.0,185.0,325.0,334.0,291.0,5728.0,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,86.0,25,True,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,,,113.0,110.0,https://pypi.org/project/mmdnn,565.0,619.0,,,,,,,,2.0,3665.0,2020-07-24 06:34:39.000,3.0,,,,,,,,,,,,,,,,
486,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2023-06-01 16:51:50.000000,2023-06-01 16:46:03,1089,10.0,882.0,117.0,670.0,105.0,540.0,5247.0,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,114.0,25,True,2019-08-26 19:04:21.000,0.3.1,2.0,mmf,,,,['pytorch'],14.0,14.0,https://pypi.org/project/mmf,202.0,202.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
487,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2023-06-13 12:50:23.000000,2023-06-13 12:45:58,207,5.0,280.0,64.0,176.0,19.0,54.0,4757.0,"A data augmentations library for audio, image, text, and video.",30.0,25,True,2022-03-29 11:42:50.000,1.0.0,17.0,augly,,,,,72.0,69.0,https://pypi.org/project/augly,1722.0,1722.0,,,,,,,,3.0,,2022-03-28 13:29:26.000,3.0,,,,,,,,,,,,,,,,
488,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2023-04-28 17:26:08.000000,2023-04-28 16:55:30,521,7.0,411.0,62.0,86.0,26.0,81.0,4572.0,Finding duplicate images made easy!.,15.0,25,True,2023-04-28 17:26:08.000,0.3.2,8.0,imagededup,,,,['tensorflow'],50.0,50.0,https://pypi.org/project/imagededup,1297.0,1297.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
489,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2023-02-06 16:41:16.000000,2021-03-19 15:48:33,667,,612.0,162.0,130.0,74.0,101.0,4552.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,25,False,2021-03-19 15:59:35.000,0.3.10,15.0,lucid,,,,['tensorflow'],733.0,733.0,https://pypi.org/project/lucid,798.0,798.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
490,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2023-06-22 10:50:45.000000,2023-06-21 12:29:53,3155,99.0,579.0,89.0,3482.0,263.0,1195.0,4483.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,83.0,25,True,2023-05-23 15:25:00.000,1.26.0,66.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
491,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2023-05-08 22:33:33.000000,2022-07-29 10:37:24,205,,978.0,97.0,61.0,245.0,265.0,4343.0,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,25,True,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],28.0,,https://pypi.org/project/segmentation_models,23314.0,23314.0,,,,,,,,3.0,,2020-01-10 11:36:02.000,28.0,,,,,,,,,,,,,,,,
492,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2023-06-16 19:24:19.804000,2022-12-25 20:03:53,522,,682.0,177.0,78.0,5.0,260.0,3956.0,A python wrapper for Alpha Vantage API for financial data.,42.0,25,True,2020-12-21 02:37:29.000,2.3.1,5.0,alpha_vantage,conda-forge/alpha_vantage,,,,,,https://pypi.org/project/alpha_vantage,34278.0,34412.0,https://anaconda.org/conda-forge/alpha_vantage,2023-06-16 19:24:19.804,3900.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
493,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2022-08-23 09:45:09.000000,2022-06-05 10:44:18,1342,,512.0,109.0,71.0,184.0,115.0,3052.0,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,True,2019-04-25 02:10:05.000,0.4.4,15.0,xlearn,,,,,121.0,121.0,https://pypi.org/project/xlearn,3641.0,3704.0,,,,,,,,3.0,3984.0,,,,,,,,,,,,,,,,,,
494,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2023-06-13 12:50:32.000000,2023-06-13 12:45:58,175,3.0,352.0,168.0,77.0,87.0,99.0,2904.0,A deep learning library for video understanding research.,53.0,25,True,2022-01-20 00:16:35.000,0.1.5,9.0,pytorchvideo,,,,['pytorch'],7.0,,https://pypi.org/project/pytorchvideo,21813.0,21813.0,,,,,,,,3.0,,2022-01-20 00:16:35.000,7.0,,,,,,,,,,,,,,,,
495,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2023-06-16 16:08:50.013000,2023-02-28 07:05:02,2087,,670.0,165.0,59.0,11.0,598.0,2830.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,26.0,25,True,2023-02-28 18:11:51.000,1.5.0,19.0,,bioconda/deepvariant,,,['tensorflow'],,,,,896.0,https://anaconda.org/bioconda/deepvariant,2023-06-16 16:08:50.013,53690.0,,,,,3.0,4665.0,,,,,,,,,,,,,,,,,,
496,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2023-06-16 19:23:31.659000,2023-05-19 07:27:25,4223,17.0,503.0,42.0,967.0,116.0,620.0,2691.0,"A unified, comprehensive and efficient recommendation library.",63.0,25,True,2022-10-05 02:45:00.000,1.1.1,9.0,recbole,aibox/recbole,,,['pytorch'],2.0,,https://pypi.org/project/recbole,4012.0,4122.0,https://anaconda.org/aibox/recbole,2023-06-16 19:23:31.659,3437.0,,,,,3.0,,2022-02-25 07:32:53.000,2.0,,,,,,,,,,,,,,,,
497,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2023-06-16 16:18:44.705000,2020-03-16 04:26:47,75,,216.0,65.0,41.0,16.0,23.0,2612.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,25,False,2020-03-04 04:15:47.000,0.1.8,10.0,knockknock,conda-forge/knockknock,,,,663.0,658.0,https://pypi.org/project/knockknock,34763.0,35057.0,https://anaconda.org/conda-forge/knockknock,2023-06-16 16:18:44.705,12976.0,,,,,3.0,,2020-03-16 14:30:23.000,5.0,,,,,,,,,,,,,,,,
498,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2023-06-16 19:18:10.488000,2023-03-03 12:36:36,204,,125.0,29.0,193.0,19.0,71.0,2489.0,HiPlot makes understanding high dimensional data easy.,8.0,25,True,2022-05-31 09:00:35.000,0.1.33,113.0,hiplot,conda-forge/hiplot,,,,301.0,286.0,https://pypi.org/project/hiplot,31804.0,35373.0,https://anaconda.org/conda-forge/hiplot,2023-06-16 19:18:10.488,142798.0,,,,,3.0,,2022-07-05 08:51:12.000,15.0,,,,,,,,,,,,,,,,
499,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2022-07-16 23:44:23.000000,2021-07-10 15:56:42,447,,253.0,56.0,56.0,19.0,50.0,2178.0,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,25,False,2019-11-04 05:16:00.000,0.5.0,5.0,pytorch-nlp,,,,['pytorch'],544.0,544.0,https://pypi.org/project/pytorch-nlp,8749.0,8749.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
500,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2023-06-16 13:23:09.869000,2023-05-06 19:23:59,384,7.0,276.0,56.0,14.0,18.0,78.0,2101.0,Beautiful visualizations of how language differs among document types.,14.0,25,True,2017-03-13 05:31:21.000,0.0.2.4.4,18.0,scattertext,conda-forge/scattertext,,,,405.0,405.0,https://pypi.org/project/scattertext,11273.0,12412.0,https://anaconda.org/conda-forge/scattertext,2023-06-16 13:23:09.869,79789.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
501,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2023-06-18 14:32:41.000000,2023-06-13 19:17:20,409,1.0,665.0,89.0,226.0,141.0,87.0,2058.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",63.0,25,True,2022-09-03 03:41:16.000,0.5.0,10.0,aif360,conda-forge/aif360,,,,268.0,268.0,https://pypi.org/project/aif360,4797.0,4984.0,https://anaconda.org/conda-forge/aif360,2023-06-16 19:22:49.476,6201.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
502,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2019-03-19 10:45:02.000000,2018-12-16 15:30:13,118,,234.0,69.0,20.0,92.0,66.0,2038.0,Open source time series library for Python.,6.0,25,False,2017-11-21 16:27:06.000,0.4.16,35.0,pyflux,,,,,264.0,248.0,https://pypi.org/project/pyflux,84930.0,84930.0,,,,,,,,3.0,,2017-11-21 16:27:06.000,16.0,,,,,,,,,,,,,,,,
503,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2023-06-16 19:24:18.549000,2022-08-12 15:43:09,249,,186.0,30.0,57.0,24.0,82.0,1908.0,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,13.0,25,True,2021-05-24 16:45:59.000,0.0.11,10.0,checklist,conda-forge/checklist,,,['jupyter'],263.0,256.0,https://pypi.org/project/checklist,5966.0,6166.0,https://anaconda.org/conda-forge/checklist,2023-06-16 19:24:18.549,5808.0,,,,,3.0,,2021-05-24 16:45:59.000,7.0,,,,,,,,,,,,,,,,
504,promptsource,bigscience-workshop/promptsource,nlp,,https://github.com/bigscience-workshop/promptsource,https://github.com/bigscience-workshop/promptsource,Apache-2.0,2021-05-19 15:26:25.000,2023-06-01 16:03:13.000000,2023-06-01 16:03:08,752,4.0,254.0,27.0,691.0,52.0,141.0,1877.0,"Toolkit for creating, sharing and using natural language prompts.",62.0,25,True,2022-07-02 17:57:17.000,0.2.3,5.0,promptsource,,,,,48.0,47.0,https://pypi.org/project/promptsource,3369.0,3369.0,,,,,,,,3.0,,2022-04-18 22:31:03.000,1.0,,,,,,,,,,,,,,,,
505,Multicore-TSNE,DmitryUlyanov/Multicore-TSNE,data-viz,,https://github.com/DmitryUlyanov/Multicore-TSNE,https://github.com/DmitryUlyanov/Multicore-TSNE,BSD-3-Clause,2016-10-19 05:46:52.000,2023-06-16 16:11:52.180000,2023-05-26 18:23:37,117,3.0,228.0,44.0,36.0,45.0,21.0,1785.0,Parallel t-SNE implementation with Python and Torch wrappers.,17.0,25,True,2017-11-08 13:32:20.000,0.0.1,3.0,MulticoreTSNE,conda-forge/multicore-tsne,,,['pytorch'],402.0,380.0,https://pypi.org/project/MulticoreTSNE,29378.0,29842.0,https://anaconda.org/conda-forge/multicore-tsne,2023-06-16 16:11:52.180,25537.0,,,,,3.0,,2019-01-09 07:23:04.000,22.0,,,,,,,,,,,,,,,,
506,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2022-02-12 03:29:55.000000,2022-02-12 02:32:06,1636,,157.0,60.0,65.0,65.0,129.0,1779.0,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,25,False,2022-02-12 03:29:55.000,0.8.0,21.0,hypertools,,,,,295.0,295.0,https://pypi.org/project/hypertools,565.0,565.0,,,,,,,,3.0,29.0,,,,,,,,,,,,,,,,,,
507,uber/orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2023-06-18 08:40:35.691000,2023-01-29 22:01:19,871,,125.0,34.0,406.0,61.0,325.0,1661.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,25,True,2023-01-29 22:05:17.000,1.1.4.2,23.0,orbit-ml,conda-forge/orbit-ml,,,,28.0,27.0,https://pypi.org/project/orbit-ml,120323.0,120533.0,https://anaconda.org/conda-forge/orbit-ml,2023-06-18 08:40:35.691,3573.0,,,,,3.0,,2023-01-29 22:06:26.764,1.0,,,,,,,,,,,,,,,,
508,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2023-06-16 19:17:50.579000,2023-06-12 12:31:23,783,5.0,354.0,35.0,789.0,167.0,270.0,1596.0,A Python package to assess and improve fairness of machine learning models.,75.0,25,True,2022-10-28 22:10:03.000,0.8.0,12.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],,,https://pypi.org/project/fairlearn,110333.0,111010.0,https://anaconda.org/conda-forge/fairlearn,2023-06-16 19:17:50.579,27109.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
509,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2023-06-16 12:13:07.000000,2023-06-12 10:24:32,557,8.0,99.0,48.0,425.0,52.0,100.0,1551.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,28.0,25,True,2023-05-01 16:13:30.000,1.1.8,25.0,hivemind,,,,,66.0,62.0,https://pypi.org/project/hivemind,2019.0,2019.0,,,,,,,,3.0,,2022-06-20 12:49:42.000,4.0,,,,,,,,,,,,,,,,
510,fklearn,nubank/fklearn,ml-frameworks,,https://github.com/nubank/fklearn,https://github.com/nubank/fklearn,Apache-2.0,2019-02-27 14:32:57.000,2023-05-11 17:22:34.000000,2023-04-11 16:36:03,155,4.0,162.0,97.0,181.0,37.0,24.0,1451.0,fklearn: Functional Machine Learning.,53.0,25,True,2023-04-12 12:58:04.596,2.3.1,29.0,fklearn,,,,,13.0,13.0,https://pypi.org/project/fklearn,2659.0,2659.0,,,,,,,,3.0,,2021-12-30 01:18:22.000,,,,,,,,,,,,,,,,,
511,Feature Engine,solegalli/feature_engine,others,,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2020-08-06 19:43:35.639,2023-06-16 19:21:13.199000,2022-12-07 10:32:49,237,,256.0,1.0,1.0,1.0,,1429.0,Feature engineering package with sklearn like functionality.,38.0,25,True,2023-06-08 06:36:00.958,1.6.1,37.0,feature_engine,conda-forge/feature_engine,,,,68.0,,https://pypi.org/project/feature_engine,163957.0,164959.0,https://anaconda.org/conda-forge/feature_engine,2023-06-16 19:21:13.199,34078.0,,,,,3.0,,2022-11-22 11:29:10.203,68.0,,,,,,,,,,,,,,,,
512,NiftyNet,NifTK/NiftyNet,medical-data,,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51,3284,,407.0,91.0,165.0,103.0,224.0,1331.0,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,59.0,25,False,2019-10-10 10:59:33.000,0.6.0,11.0,niftynet,,,,['tensorflow'],43.0,42.0,https://pypi.org/project/niftynet,164.0,164.0,,,,,,,,3.0,,2019-10-10 10:59:33.000,1.0,,,,,,,,,,,,,,,,
513,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2022-07-15 12:45:07.000000,2022-04-04 16:13:36,330,,142.0,29.0,63.0,6.0,70.0,1252.0,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,25,False,2022-04-04 16:14:08.000,0.5.5,25.0,livelossplot,,,,['jupyter'],1097.0,1084.0,https://pypi.org/project/livelossplot,18121.0,18121.0,,,,,,,,3.0,,2022-04-04 16:14:08.000,13.0,,,,,,,,,,,,,,,,
514,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2023-06-16 19:23:39.693000,2022-12-24 01:52:28,204,,296.0,48.0,42.0,83.0,111.0,1194.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,17.0,25,True,2020-09-13 21:05:45.000,0.8.4,1.0,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],267.0,267.0,https://pypi.org/project/keras-ocr,10681.0,27876.0,https://anaconda.org/anaconda/keras-ocr,2023-06-16 19:23:39.693,234.0,,,,,3.0,567221.0,,,,,,,,,,,,,,,,,,
515,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2023-06-16 13:25:31.155000,2023-03-15 13:59:58,4196,,274.0,84.0,636.0,14.0,604.0,1152.0,PySAL: Python Spatial Analysis Library Meta-Package.,78.0,25,True,2023-01-31 04:15:19.000,23.01,27.0,pysal,conda-forge/pysal,,,,,,https://pypi.org/project/pysal,14723.0,20737.0,https://anaconda.org/conda-forge/pysal,2023-06-16 13:25:31.155,499166.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
516,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000,2022-11-06 01:01:06.000000,2022-01-06 15:08:19,1746,,171.0,44.0,253.0,59.0,211.0,1096.0,Python audio and music signal processing library.,20.0,25,False,2018-11-14 14:57:41.000,0.16.1,11.0,madmom,,,,,382.0,351.0,https://pypi.org/project/madmom,2835.0,2835.0,,,,,,,,3.0,,2018-11-14 14:56:22.000,31.0,,,,,,,,,,,,,,,,
