,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
404,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2023-06-16 13:22:38.816000,2020-12-08 16:56:38,17588,,1021,218.0,3648.0,418.0,1108.0,2960,Unified and efficient Machine Learning.,248.0,27,False,2019-07-05 10:23:31.000,shogun_6.1.4,10.0,,conda-forge/shogun,shogun/shogun,,,,,,,,,1781.0,https://anaconda.org/conda-forge/shogun,2023-06-16 13:22:38.816,127576.0,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1501.0,3.0,,,,,,,,,,shogun,,,,,,,,,
405,Cufflinks,santosjorge/cufflinks,data-viz,,https://github.com/santosjorge/cufflinks,https://github.com/santosjorge/cufflinks,MIT,2014-11-19 20:59:33.000,2022-02-11 16:25:24.000000,2021-02-25 05:05:09,452,,641,111.0,73.0,88.0,123.0,2859,Productivity Tools for Plotly + Pandas.,38.0,27,False,,,,cufflinks,,,,['pandas'],8752.0,8752.0,https://pypi.org/project/cufflinks,,,111633.0,111633.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
406,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2023-06-16 16:09:06.563000,2020-04-27 18:40:41,522,,1007,166.0,214.0,42.0,146.0,2733,Performance analysis of predictive (alpha) stock factors.,25.0,27,False,2020-04-30 15:42:52.000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,655.0,637.0,https://pypi.org/project/alphalens,2020-04-27 21:03:10.000,18.0,2055.0,2349.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,19171.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
407,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2023-07-26 01:41:55.000000,2023-07-19 08:41:50,3405,45.0,327,156.0,1132.0,22.0,57.0,2640,Neural Network Libraries.,72.0,27,True,2023-07-14 02:40:27.000,1.36.0,71.0,nnabla,,,,,,,https://pypi.org/project/nnabla,,,4274.0,4283.0,,,,,,,,3.0,696.0,,,,,,,,,,,,,,,,,,
408,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2023-07-14 08:49:11.000000,2023-07-03 11:44:54,1294,4.0,313,94.0,2150.0,206.0,980.0,2622,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",51.0,27,True,2023-02-03 19:04:11.785,0.8.1,118.0,pymars,,,,,1.0,,https://pypi.org/project/pymars,2022-06-12 11:43:21.000,1.0,75502.0,75502.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
409,Towhee,towhee-io/towhee,ml-frameworks,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2023-07-26 06:00:58.000000,2023-07-26 06:00:58,1555,88.0,214,47.0,1998.0,13.0,613.0,2500,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,30.0,27,True,2023-07-05 07:59:47.000,1.1.1,24.0,towhee,,,,,,,https://pypi.org/project/towhee,2022-07-07 12:28:54.000,,2543.0,2605.0,,,,,,,,3.0,1187.0,,,,,,,,,,,,,,,,,,
410,TextAttack,QData/TextAttack,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000,2023-07-24 16:06:20.000000,2023-07-24 16:06:19,2605,7.0,319,34.0,492.0,44.0,211.0,2426,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP..",58.0,27,True,2022-11-02 19:43:17.000,0.3.8,45.0,textattack,conda-forge/textattack,,,,189.0,183.0,https://pypi.org/project/textattack,2022-05-25 19:09:47.000,6.0,2965.0,3150.0,https://anaconda.org/conda-forge/textattack,2023-06-16 19:22:50.186,6315.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
411,TabNet,dreamquark-ai/tabnet,pytorch-utils,,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000,2023-07-23 15:01:11.000000,2023-07-23 14:42:27,191,5.0,429,36.0,233.0,52.0,257.0,2228,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,21.0,27,True,2023-07-23 13:34:05.000,4.1.0,19.0,pytorch-tabnet,conda-forge/pytorch-tabnet,,,['pytorch'],11.0,,https://pypi.org/project/pytorch-tabnet,2023-07-23 13:26:57.000,11.0,40346.0,40610.0,https://anaconda.org/conda-forge/pytorch-tabnet,2023-06-16 19:28:15.390,5031.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
412,anomalib,openvinotoolkit/anomalib,others,,https://github.com/openvinotoolkit/anomalib,https://github.com/openvinotoolkit/anomalib,Apache-2.0,2021-11-02 09:11:38.000,2023-07-27 14:24:11.000000,2023-07-20 14:49:17,449,37.0,390,27.0,512.0,78.0,436.0,2121,"An anomaly detection library comprising state-of-the-art algorithms and features such as experiment management, hyper-..",45.0,27,True,2023-06-15 14:31:52.000,0.6.0,26.0,anomalib,,,,,19.0,19.0,https://pypi.org/project/anomalib,2022-07-05 08:24:30.000,,5846.0,5910.0,,,,,,,,3.0,1224.0,,,,,,,,,,,,,,,,,,
413,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2023-06-16 19:18:00.316000,2021-07-09 11:06:18,56,,480,40.0,23.0,66.0,38.0,2019,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,27,False,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],3857.0,3806.0,https://pypi.org/project/mtcnn,2021-07-09 11:16:39.000,51.0,39962.0,40201.0,https://anaconda.org/conda-forge/mtcnn,2023-06-16 19:18:00.316,9811.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
414,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/quantumblacklabs/causalnex,https://github.com/quantumblacklabs/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2023-07-11 08:03:05.000000,2023-07-11 07:11:36,210,6.0,222,44.0,81.0,17.0,115.0,1901,A Python library that helps data scientists to infer causation rather than observing correlation.,35.0,27,True,2023-06-22 13:11:59.629,0.12.1,20.0,causalnex,,,,"['pytorch', 'sklearn']",101.0,98.0,https://pypi.org/project/causalnex,2021-11-11 15:15:32.000,3.0,8998.0,8998.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
415,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2023-07-26 23:39:38.000000,2023-07-26 23:38:41,816,18.0,429,63.0,270.0,111.0,90.0,1793,Library for training machine learning models with privacy for training data.,53.0,27,True,2023-06-28 20:10:26.996,0.8.10,28.0,tensorflow-privacy,,,,['tensorflow'],14.0,,https://pypi.org/project/tensorflow-privacy,2022-10-19 20:29:02.229,14.0,16281.0,16283.0,,,,,,,,2.0,115.0,,,,,,,,,,,,,,,,,,
416,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-05-12 18:37:24.000000,2023-02-03 00:10:35,690,,275,43.0,494.0,172.0,149.0,1654,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,48.0,27,True,2022-12-16 20:54:02.878,0.12.1,86.0,petastorm,,,,,138.0,130.0,https://pypi.org/project/petastorm,2023-02-03 00:33:00.499,8.0,33179.0,33186.0,,,,,,,,3.0,428.0,,,,,,,,,,,,,,,,,,
417,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-06-13 06:30:05.000000,2023-06-13 06:30:05,1362,5.0,304,28.0,367.0,81.0,119.0,1531,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,27,True,2023-05-18 06:27:52.000,2.2.5,20.0,pgl,,,,['paddle'],46.0,44.0,https://pypi.org/project/pgl,2022-08-03 07:40:41.441,2.0,1587.0,1587.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
418,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930,,318,74.0,742.0,54.0,168.0,1477,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:40.000,0.13.1,24.0,chainercv,,,,,386.0,356.0,https://pypi.org/project/chainercv,2019-06-12 11:55:40.000,30.0,1700.0,1700.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
419,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,,2016-10-21 23:14:52.000,2023-07-25 16:53:19.000000,2023-07-21 18:44:02,1775,7.0,265,45.0,255.0,53.0,184.0,1419,TensorLy: Tensor Learning in Python.,64.0,27,False,2023-01-15 00:40:26.000,0.8.0,8.0,tensorly,conda-forge/tensorly,,,,446.0,446.0,https://pypi.org/project/tensorly,,,13586.0,19408.0,https://anaconda.org/conda-forge/tensorly,2023-06-16 16:08:38.154,361022.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
420,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2023-07-24 09:55:45.000000,2023-06-07 07:35:59,3033,7.0,118,38.0,320.0,11.0,186.0,1391,Multi-class confusion matrix library in Python.,17.0,27,True,2023-06-07 14:06:28.000,4.0,44.0,pycm,,,,,247.0,231.0,https://pypi.org/project/pycm,2022-04-27 15:18:44.000,16.0,34766.0,34766.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
421,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2023-07-17 05:59:37.000000,2023-07-17 05:59:37,536,98.0,288,52.0,111.0,44.0,29.0,1369,Interpretability and explainability of data and machine learning models.,41.0,27,True,2023-07-01 11:47:13.000,0.3.0,3.0,aix360,,,,,75.0,75.0,https://pypi.org/project/aix360,,,634.0,634.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
422,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2023-07-27 13:49:02.000000,2023-07-27 13:43:59,6006,112.0,245,47.0,2251.0,307.0,1224.0,1339,cuGraph - RAPIDS Graph Analytics Library.,101.0,27,True,2023-06-13 13:43:38.000,23.06.02,29.0,cugraph,conda-forge/libcugraph,,,,3.0,2.0,https://pypi.org/project/cugraph,2020-06-01 20:09:06.000,1.0,140.0,730.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,15948.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
423,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2023-06-16 19:18:35.492000,2022-06-21 11:53:05,286,,233,50.0,183.0,53.0,119.0,1339,Metric learning algorithms in Python.,22.0,27,False,2020-07-02 13:02:01.780,0.6.2,10.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],298.0,286.0,https://pypi.org/project/metric-learn,2016-07-14 01:21:21.000,12.0,21895.0,22145.0,https://anaconda.org/conda-forge/metric-learn,2023-06-16 19:18:35.492,10014.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
424,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2023-06-16 19:19:31.487000,2023-06-04 07:48:29,1028,3.0,159,18.0,61.0,22.0,301.0,1316,PyTorch Extension Library of Optimized Scatter Operations.,27.0,27,True,2023-03-16 14:37:01.000,2.1.1,31.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],67.0,,https://pypi.org/project/torch-scatter,2022-11-24 15:04:00.671,67.0,42796.0,48551.0,https://anaconda.org/conda-forge/pytorch_scatter,2023-06-16 19:19:31.487,212968.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
425,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2023-06-16 16:12:36.657000,2023-05-26 06:04:28,671,24.0,147,25.0,120.0,2.0,122.0,1242,"Extensible, parallel implementations of t-SNE.",11.0,27,True,2023-05-24 15:25:03.278,1.0.0,26.0,opentsne,conda-forge/opentsne,,,,639.0,624.0,https://pypi.org/project/opentsne,2022-03-18 13:53:43.000,15.0,20250.0,24221.0,https://anaconda.org/conda-forge/opentsne,2023-06-16 16:12:36.657,218446.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
426,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2023-06-16 19:24:13.607000,2023-03-22 21:16:11,666,,157,47.0,161.0,18.0,375.0,1227,moDel Agnostic Language for Exploration and eXplanation.,24.0,27,False,2023-02-16 21:26:00.740,1.6.0,26.0,dalex,conda-forge/dalex,,,,129.0,123.0,https://pypi.org/project/dalex,2022-09-07 14:45:39.364,6.0,13410.0,13736.0,https://anaconda.org/conda-forge/dalex,2023-06-16 19:24:13.607,9800.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
427,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2023-07-26 22:57:08.000000,2023-07-26 22:57:07,1349,34.0,246,73.0,101.0,21.0,51.0,1210,Model analysis tools for TensorFlow.,55.0,27,True,2023-04-14 19:45:09.000,0.44.0,55.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/tensorflow-model-analysis,,,210432.0,210432.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
428,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2023-06-16 13:22:22.238000,2022-12-22 14:52:10,805,,142,37.0,214.0,109.0,152.0,1177,Real-time stream processing for python.,48.0,27,True,2022-07-27 18:09:03.803,0.6.4,17.0,streamz,conda-forge/streamz,,,,451.0,414.0,https://pypi.org/project/streamz,2022-07-27 18:09:03.803,37.0,16313.0,26453.0,https://anaconda.org/conda-forge/streamz,2023-06-16 13:22:22.238,709839.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
429,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2023-07-27 13:35:08.000000,2023-07-26 22:44:33,3363,177.0,48,146.0,431.0,97.0,290.0,1137,An open-source plotting library for statistical data.,19.0,27,True,2023-05-09 17:00:48.000,3.2.0,61.0,lets-plot,,,,,38.0,37.0,https://pypi.org/project/lets-plot,2022-12-15 12:42:00.536,1.0,6343.0,6354.0,,,,,,,,3.0,506.0,,,,,,,,,,,,,,,,,,
430,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2023-06-16 16:20:28.705000,2021-02-12 19:04:59,2079,,239,40.0,36.0,66.0,590.0,1088,"pyclustering is a Python, C++ data mining library.",26.0,27,False,2020-11-25 22:33:07.000,0.10.1.2,46.0,pyclustering,conda-forge/pyclustering,,,,545.0,514.0,https://pypi.org/project/pyclustering,2020-11-25 22:41:20.000,31.0,58429.0,59737.0,https://anaconda.org/conda-forge/pyclustering,2023-06-16 16:20:28.705,56050.0,,,,,3.0,461.0,,,,,,,,,,,,,,,,,,
431,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2023-06-16 16:07:55.979000,2020-10-14 13:22:39,167,,336,71.0,83.0,27.0,26.0,1087,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,27,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,1322.0,1179.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000,143.0,21161.0,21526.0,https://anaconda.org/conda-forge/empyrical,2023-06-16 16:07:55.979,23769.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
432,Prince,MaxHalford/prince,others,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2023-06-27 14:12:32.000000,2023-06-27 14:12:28,371,34.0,173,23.0,29.0,3.0,125.0,1035,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,27,True,2023-06-27 11:47:50.153,0.10.8,55.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],401.0,392.0,https://pypi.org/project/prince,2020-10-06 11:26:47.000,9.0,53575.0,53948.0,https://anaconda.org/conda-forge/prince-factor-analysis,2023-06-16 16:19:02.748,16422.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
433,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2023-07-27 04:46:56.000000,2023-07-20 21:56:07,757,21.0,102,30.0,358.0,61.0,280.0,925,BAyesian Model-Building Interface (Bambi) in Python.,33.0,27,True,2023-07-02 15:41:06.000,0.12.0,22.0,bambi,conda-forge/bambi,,,,79.0,79.0,https://pypi.org/project/bambi,,,16559.0,17345.0,https://anaconda.org/conda-forge/bambi,2023-07-02 20:28:20.184,24375.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
434,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2023-07-13 21:06:16.000000,2023-03-06 13:54:05,3661,,314,69.0,671.0,36.0,516.0,791,The Classical Language Toolkit.,120.0,27,True,2021-06-10 16:34:40.000,1.0.15,66.0,cltk,,,,,242.0,242.0,https://pypi.org/project/cltk,,,1742.0,1742.0,,,,,,,,2.0,39.0,,,,,,,,,,,,,,,,,,
435,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2023-07-24 11:10:14.000000,2023-07-24 11:10:14,752,29.0,52,13.0,108.0,36.0,93.0,768,Visualize large time series data with plotly.py.,11.0,27,True,2023-07-13 11:26:44.000,0.9.1,17.0,plotly-resampler,conda-forge/plotly-resampler,,,,431.0,431.0,https://pypi.org/project/plotly-resampler,,,464571.0,465894.0,https://anaconda.org/conda-forge/plotly-resampler,2023-06-18 08:40:33.828,23828.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
436,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2023-07-25 04:36:54.000000,2023-07-25 04:36:53,1263,14.0,119,26.0,399.0,10.0,120.0,732,A Comparative Framework for Multimodal Recommender Systems.,16.0,27,True,2023-07-22 18:22:54.000,1.16.0,52.0,cornac,conda-forge/cornac,,,,183.0,167.0,https://pypi.org/project/cornac,2023-07-22 18:42:55.000,16.0,85003.0,93488.0,https://anaconda.org/conda-forge/cornac,2023-07-25 03:34:46.928,313956.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
437,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2023-07-26 14:41:55.000000,2023-06-20 11:00:22,503,11.0,150,31.0,160.0,8.0,90.0,509,Machine learning for multivariate data analysis through the Riemannian geometry of symmetric or Hermitian positive..,26.0,27,True,2023-06-20 08:57:52.000,0.5,11.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],289.0,273.0,https://pypi.org/project/pyriemann,2022-07-17 13:53:18.565,16.0,27314.0,27593.0,https://anaconda.org/conda-forge/pyriemann,2023-06-20 10:39:38.006,3637.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
438,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2023-07-25 01:12:41.000000,2023-07-21 01:28:06,1240,49.0,148,20.0,661.0,23.0,208.0,449,A package built to support working with spatial data using open source python.,43.0,27,True,2021-10-01 22:50:41.000,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,232.0,232.0,https://pypi.org/project/earthpy,,,5135.0,6433.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,66198.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
439,CNTK,microsoft/CNTK,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,,2015-11-26 09:52:06.000,2023-03-11 07:31:35.000000,2022-09-23 14:06:50,16117,,4255,1262.0,557.0,750.0,2543.0,17399,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",274.0,26,False,2019-04-26 14:13:32.000,2.7,32.0,cntk,,,,,,,https://pypi.org/project/cntk,,,603.0,760.0,,,,,,,,3.0,14165.0,,,,,,,,,,,,,,,,,,
440,baselines,openai/baselines,reinforcement-learning,,https://github.com/openai/baselines,https://github.com/openai/baselines,MIT,2017-05-24 01:58:13.000,2023-04-02 11:36:25.000000,2020-01-31 13:06:18,347,,3760,637.0,370.0,409.0,435.0,14611,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms.,115.0,26,False,,,,baselines,,,,,515.0,515.0,https://pypi.org/project/baselines,,,1068.0,1068.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
441,qdrant,qdrant/qdrant,nlp,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2023-07-27 13:34:18.000000,2023-07-12 14:34:44,1628,290.0,614,90.0,1664.0,105.0,514.0,11868,Qdrant - Vector Database for the next generation of AI applications. Also available in the cloud..,60.0,26,True,2023-07-12 15:25:03.000,1.3.2,51.0,,,,,,,,,,,,19.0,,,,,,,,3.0,535.0,,,,,,,,,,,,,,,,,,
442,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2023-05-29 21:12:02.000000,2023-03-29 01:15:47,1614,,800,145.0,1553.0,110.0,125.0,7650,Trax Deep Learning with Clear Code and Speed.,78.0,26,True,2021-10-26 20:29:38.000,1.4.1,24.0,trax,,,,,118.0,118.0,https://pypi.org/project/trax,2021-10-26 20:29:00.538,,5864.0,5864.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
443,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57,,1338,346.0,14.0,40.0,65.0,6140,Python library for processing Chinese text.,8.0,26,False,2015-09-27 16:35:23.000,0.12.3,17.0,snownlp,,,,,1230.0,1188.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000,42.0,5596.0,5596.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
444,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2023-06-16 19:20:49.106000,2020-05-03 07:13:22,108,,582,139.0,30.0,56.0,53.0,5424,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,1.0,flashtext,conda-forge/flashtext,,,,1278.0,1278.0,https://pypi.org/project/flashtext,,,909836.0,910286.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,16227.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
