,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
402,NuPIC,numenta/nupic,ml-frameworks,,https://github.com/numenta/nupic-legacy,https://github.com/numenta/nupic-legacy,AGPL-3.0,2013-04-05 23:14:27.000,2023-09-01 15:42:16.000000,2023-08-31 21:49:25,6626.0,,1551.0,625.0,2111.0,453.0,1338.0,6332.0,"Numenta Platform for Intelligent Computing is an implementation of Hierarchical Temporal Memory (HTM), a theory of..",123.0,27,False,2018-06-01 15:12:12.000,1.0.5,47.0,nupic,,,,,21.0,21.0,https://pypi.org/project/nupic,,,2923.0,2923.0,,,,,,,,3.0,3.0,numenta/nupic-legacy,,,,,,,,,,,,,,,,,,
403,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57.0,,1353.0,347.0,14.0,42.0,65.0,6286.0,Python library for processing Chinese text.,8.0,27,False,2015-09-27 16:35:23.000,0.12.3,17.0,snownlp,,,,,1331.0,1289.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000,42.0,17425.0,17425.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
404,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2023-10-06 08:13:53.418000,2023-01-27 13:12:44,652.0,,982.0,146.0,93.0,75.0,305.0,6139.0,A Python scikit for building and analyzing recommender systems.,45.0,27,False,2022-09-23 17:17:00.724,1.1.3,11.0,scikit-surprise,conda-forge/scikit-surprise,,,,71.0,21.0,https://pypi.org/project/scikit-surprise,2022-09-23 17:17:00.724,50.0,135372.0,143378.0,https://anaconda.org/conda-forge/scikit-surprise,2023-10-06 08:13:53.418,352280.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
405,Edward,blei-lab/edward,probabilistics,,https://github.com/blei-lab/edward,https://github.com/blei-lab/edward,Apache-2.0,2016-02-10 20:06:05.000,2023-10-03 15:08:28.000000,2018-07-25 01:28:08,1796.0,,780.0,276.0,438.0,221.0,329.0,4809.0,"A probabilistic programming language in TensorFlow. Deep generative models, variational inference.",87.0,27,False,2018-01-22 06:03:37.000,1.3.5,28.0,edward,,,,['tensorflow'],348.0,308.0,https://pypi.org/project/edward,2018-01-22 06:03:05.000,40.0,357.0,357.0,,,,,,,,3.0,16.0,,,,,,,,,,,,,,,,,,,
406,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2024-03-07 12:56:23.000000,2023-10-05 16:17:35,6152.0,,519.0,153.0,1906.0,306.0,1328.0,4364.0,ArrayFire: a general purpose GPU library.,88.0,27,True,2023-08-29 19:49:26.000,3.9.0,34.0,arrayfire,,,,,9.0,,https://pypi.org/project/arrayfire,2022-02-22 21:42:15.000,9.0,1312.0,1364.0,,,,,,,,2.0,5552.0,,,,,,,,,,,,,,,,,,,
407,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2023-06-16 19:25:16.902000,2022-04-01 13:57:36,131.0,,958.0,145.0,30.0,46.0,77.0,4198.0,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,11.0,27,False,2020-05-22 15:07:00.000,3.3.2,15.0,vadersentiment,conda-forge/vadersentiment,,,,8227.0,8030.0,https://pypi.org/project/vadersentiment,2020-05-22 15:07:00.000,197.0,154541.0,154921.0,https://anaconda.org/conda-forge/vadersentiment,2023-06-16 19:25:16.902,13690.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
408,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2023-11-02 03:20:32.000000,2023-11-02 03:20:28,249.0,,819.0,51.0,50.0,63.0,106.0,4034.0,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,16.0,27,True,2023-04-07 19:27:35.000,2.5.3,32.0,facenet-pytorch,,,,['pytorch'],1605.0,1586.0,https://pypi.org/project/facenet-pytorch,2021-03-10 01:00:20.000,19.0,53734.0,69393.0,,,,,,,,3.0,814304.0,,,,,,,,,,,,,,,,,,,
409,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2024-02-09 09:08:43.000000,2023-09-01 03:04:11,1137.0,,708.0,60.0,1012.0,131.0,739.0,3975.0,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",85.0,27,True,2023-07-04 07:11:53.000,1.0.1,20.0,mmocr,,,,['pytorch'],114.0,114.0,https://pypi.org/project/mmocr,,,5107.0,5107.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
410,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,964.0,283.0,226.0,11.0,356.0,3861.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,27,True,2022-04-21 20:41:22.000,2.2.5,32.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",5.0,,https://pypi.org/project/tensorflowonspark,2022-04-21 20:05:56.000,5.0,949447.0,949858.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,20983.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
411,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2024-03-05 19:35:28.000000,2023-10-12 08:57:51,209.0,,309.0,85.0,94.0,48.0,32.0,3459.0,Python library that makes it easy for data scientists to create charts.,25.0,27,True,2023-10-12 09:02:25.000,4.0.5,25.0,chartify,conda-forge/chartify,,,,86.0,76.0,https://pypi.org/project/chartify,2023-10-12 09:02:25.000,10.0,8881.0,9342.0,https://anaconda.org/conda-forge/chartify,2023-06-16 16:11:58.064,29531.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
412,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2024-02-29 23:38:02.000000,2024-02-21 07:25:31,1402.0,43.0,343.0,71.0,1292.0,93.0,81.0,3337.0,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,36.0,27,True,2024-02-21 07:38:44.000,1.1,15.0,lit-nlp,conda-forge/lit-nlp,,,,29.0,28.0,https://pypi.org/project/lit-nlp,2024-02-21 06:48:57.000,1.0,3771.0,5375.0,https://anaconda.org/conda-forge/lit-nlp,2023-06-16 19:21:41.530,67389.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
413,Acme,deepmind/acme,reinforcement-learning,,https://github.com/google-deepmind/acme,https://github.com/google-deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2024-01-03 16:45:49.000000,2024-01-03 16:44:47,1195.0,2.0,403.0,83.0,54.0,57.0,202.0,3334.0,A library of reinforcement learning components and agents.,84.0,27,True,2022-02-10 06:52:27.000,0.4.0,15.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],192.0,189.0,https://pypi.org/project/dm-acme,2022-02-10 06:52:27.000,3.0,1246.0,1449.0,https://anaconda.org/conda-forge/dm-acme,2023-06-16 19:23:44.096,8148.0,,,,,2.0,,google-deepmind/acme,,,,,,,,,,,,,,,,,,
414,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2024-02-29 03:26:36.000000,2024-02-21 17:40:12,463.0,14.0,272.0,49.0,456.0,61.0,255.0,3283.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,40.0,27,True,2024-01-08 18:51:52.000,0.4.10,23.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,4.0,,https://pypi.org/project/hummingbird-ml,2024-01-08 18:51:52.000,4.0,7662.0,8727.0,https://anaconda.org/conda-forge/hummingbird-ml,2024-01-08 20:24:23.326,38071.0,,,,,2.0,369.0,,,,,,,,,,,,,,,,,,,
415,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2024-01-10 22:28:30.000000,2023-09-10 15:15:16,1059.0,,234.0,62.0,112.0,6.0,266.0,3137.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,14.0,27,True,2023-09-10 19:39:46.000,0.3.2,22.0,vidgear,,,,,520.0,511.0,https://pypi.org/project/vidgear,2023-09-10 19:39:46.000,9.0,14844.0,14860.0,,,,,,,,3.0,995.0,,,,,,,,,,,,,,,,,,,
416,fastNLP,fastnlp/fastNLP,nlp,,https://github.com/fastnlp/fastNLP,https://github.com/fastnlp/fastNLP,Apache-2.0,2018-03-07 13:30:20.000,2023-06-05 03:00:37.000000,2022-12-13 03:52:09,2484.0,,455.0,83.0,245.0,61.0,154.0,3026.0,fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.,61.0,27,False,2022-10-31 14:47:34.183,1.0.1,24.0,fastnlp,,,,,176.0,174.0,https://pypi.org/project/fastnlp,2022-10-31 14:47:34.183,2.0,52302.0,52303.0,,,,,,,,2.0,75.0,,,,,,,,,,,,,,,,,,,
417,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2024-02-12 06:44:22.000000,2020-04-27 18:40:41,522.0,,1007.0,167.0,215.0,43.0,146.0,3022.0,Performance analysis of predictive (alpha) stock factors.,25.0,27,False,2020-04-30 15:42:52.000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,695.0,677.0,https://pypi.org/project/alphalens,2020-04-27 21:03:10.000,18.0,1523.0,1801.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,20359.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
418,Cufflinks,santosjorge/cufflinks,data-viz,,https://github.com/santosjorge/cufflinks,https://github.com/santosjorge/cufflinks,MIT,2014-11-19 20:59:33.000,2022-02-11 16:25:24.000000,2021-02-25 05:05:09,452.0,,651.0,109.0,72.0,88.0,123.0,2960.0,Productivity Tools for Plotly + Pandas.,38.0,27,False,,,,cufflinks,,,,['pandas'],10223.0,10223.0,https://pypi.org/project/cufflinks,,,80437.0,80437.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
419,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2023-09-14 20:07:18.000000,2021-10-29 06:15:49,2535.0,,412.0,64.0,932.0,315.0,745.0,2857.0,StellarGraph - Machine Learning on Graphs.,37.0,27,False,2021-02-22 06:35:38.731,1.2.1,25.0,stellargraph,,,,['tensorflow'],262.0,254.0,https://pypi.org/project/stellargraph,2021-02-22 06:35:38.731,8.0,3944.0,3944.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
420,Sweetviz,fbdesignpro/sweetviz,data-viz,,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000,2023-12-04 12:10:57.449000,2023-11-29 13:26:08,135.0,,263.0,52.0,19.0,34.0,97.0,2797.0,"Visualize and compare datasets, target values and associations, with one line of code.",11.0,27,True,2023-11-29 13:30:45.000,2.3.1,13.0,sweetviz,conda-forge/sweetviz,,,,2053.0,2053.0,https://pypi.org/project/sweetviz,,,73282.0,74024.0,https://anaconda.org/conda-forge/sweetviz,2023-12-04 12:10:57.449,27469.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
421,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2024-03-04 15:26:06.000000,2022-09-28 17:12:28,249.0,,296.0,29.0,320.0,76.0,38.0,2619.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,27,False,2022-09-28 08:51:19.531,0.2.12,12.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],856.0,855.0,https://pypi.org/project/lazypredict,2022-09-28 08:51:19.531,1.0,18948.0,19037.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,2779.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
422,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2023-09-13 13:50:05.000000,2018-08-19 12:37:47,130.0,,274.0,67.0,59.0,21.0,39.0,2380.0,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,27,False,2018-08-19 12:21:01.000,0.3.7,17.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],4529.0,4529.0,https://pypi.org/project/scikit-plot,,,421456.0,423572.0,https://anaconda.org/conda-forge/scikit-plot,2023-06-16 13:22:21.652,169342.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
423,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2024-01-21 16:47:04.000000,2024-01-21 16:46:47,1134.0,3.0,332.0,44.0,57.0,64.0,207.0,2331.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,27,True,2023-06-01 22:20:25.000,1.3,4.0,spektral,,,,['tensorflow'],272.0,272.0,https://pypi.org/project/spektral,,,7018.0,7018.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
424,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2024-03-06 19:50:23.000000,2024-01-30 18:07:43,695.0,34.0,227.0,36.0,146.0,6.0,140.0,2255.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,31.0,27,True,2023-01-04 21:42:02.301,2.2.0,19.0,norfair,,,,,164.0,161.0,https://pypi.org/project/norfair,2022-05-30 21:14:58.000,3.0,8749.0,8756.0,,,,,,,,3.0,296.0,,,,,,,,,,,,,,,,,,,
425,polyglot,aboSamoor/polyglot,nlp,,https://github.com/aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,GPL-3.0,2014-06-30 02:07:45.000,2023-11-10 03:06:08.000000,2020-09-22 22:35:28,271.0,,328.0,78.0,55.0,161.0,68.0,2236.0,Multilingual text (NLP) processing toolkit.,26.0,27,False,2021-12-15 16:11:38.716,15.5.1,9.0,polyglot,,,,,1285.0,1190.0,https://pypi.org/project/polyglot,2021-12-15 16:11:38.716,95.0,62077.0,62077.0,,,,,,,,2.0,,,,,,,,,4.0,,,,,,,,,,,
426,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2023-01-05 06:02:49.000000,2023-01-05 06:02:49,213.0,,317.0,65.0,38.0,96.0,160.0,2168.0,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,22.0,27,False,2019-02-28 09:16:54.000,0.4.1,9.0,hyperas,,,,['tensorflow'],365.0,341.0,https://pypi.org/project/hyperas,2019-02-28 09:16:54.000,24.0,9884.0,9884.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
427,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-09-22 23:38:28.000000,2023-04-03 00:19:55,1816.0,,255.0,89.0,124.0,33.0,230.0,2161.0,"NLP, before and after spaCy.",35.0,27,False,2023-04-02 22:46:00.000,0.13.0,29.0,textacy,conda-forge/textacy,,,,1701.0,1701.0,https://pypi.org/project/textacy,,,29447.0,31132.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,138245.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
428,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2023-09-09 21:39:29.000000,2021-07-09 11:06:18,56.0,,492.0,41.0,24.0,66.0,38.0,2102.0,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,27,False,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],4797.0,4746.0,https://pypi.org/project/mtcnn,2021-07-09 11:16:39.000,51.0,60873.0,61101.0,https://anaconda.org/conda-forge/mtcnn,2023-06-16 19:18:00.316,11186.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
429,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2024-02-21 23:16:24.000000,2024-02-21 23:13:33,479.0,8.0,310.0,62.0,153.0,7.0,92.0,2084.0,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,19.0,27,True,2024-02-21 23:16:24.000,3.3.0,22.0,pytextrank,,,,,583.0,583.0,https://pypi.org/project/pytextrank,,,42748.0,42748.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
430,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2024-01-24 14:27:34.000000,2021-07-16 09:03:20,66.0,,463.0,39.0,43.0,64.0,58.0,2053.0,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,27,False,2020-09-15 16:26:00.000,1.1.1,9.0,efficientnet,anaconda/efficientnet,,,['tensorflow'],2000.0,1986.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000,14.0,60351.0,64756.0,https://anaconda.org/anaconda/efficientnet,2023-06-16 19:23:39.686,485.0,,,,,3.0,254807.0,,,,,,,,,,,,,,,,,,,
431,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2024-02-16 02:07:00.000000,2024-02-16 02:06:53,862.0,10.0,446.0,61.0,325.0,113.0,92.0,1858.0,Library for training machine learning models with privacy for training data.,58.0,27,True,2024-02-14 19:18:00.000,0.9.0,31.0,tensorflow-privacy,,,,['tensorflow'],15.0,,https://pypi.org/project/tensorflow-privacy,2024-02-14 19:08:50.000,15.0,15133.0,15135.0,,,,,,,,3.0,141.0,,,,,,,,,,,,,,,,,,,
432,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-Universe/lightning-flash,https://github.com/Lightning-Universe/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2023-10-08 14:28:44.000000,2023-10-08 14:28:43,1157.0,,212.0,36.0,1081.0,25.0,496.0,1726.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,87.0,27,True,2023-06-30 13:37:19.283,0.8.2,40.0,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],269.0,266.0,https://pypi.org/project/lightning-flash,2022-05-11 18:17:54.000,3.0,2533.0,3088.0,https://anaconda.org/conda-forge/lightning-flash,2023-07-04 02:12:18.993,17235.0,,,,,2.0,,Lightning-Universe/lightning-flash,,,,,,,,,,,,,,,,,,
433,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2024-03-07 13:51:32.000000,2024-03-07 13:42:53,6317.0,102.0,278.0,49.0,2596.0,307.0,1366.0,1543.0,cuGraph - RAPIDS Graph Analytics Library.,110.0,27,True,2024-02-13 16:02:14.000,24.02.00,34.0,cugraph,conda-forge/libcugraph,,,,4.0,2.0,https://pypi.org/project/cugraph,2020-06-01 20:09:06.000,2.0,219.0,732.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,17974.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
434,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,,2016-10-21 23:14:52.000,2024-02-24 20:25:15.000000,2024-01-08 15:03:19,1840.0,3.0,268.0,45.0,270.0,60.0,192.0,1483.0,TensorLy: Tensor Learning in Python.,66.0,27,False,2023-01-15 00:40:26.000,0.8.0,8.0,tensorly,conda-forge/tensorly,,,,588.0,588.0,https://pypi.org/project/tensorly,,,17627.0,22820.0,https://anaconda.org/conda-forge/tensorly,2023-06-16 16:08:38.154,363568.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
435,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2024-01-04 20:19:39.000000,2024-01-04 20:19:39,950.0,4.0,567.0,108.0,283.0,16.0,300.0,1481.0,Execute Python code on the fly and display results in Tableau visualizations:.,50.0,27,True,2023-06-28 20:49:21.000,2.9.0,31.0,tabpy,anaconda/tabpy-client,,,,148.0,146.0,https://pypi.org/project/tabpy,2023-01-30 23:34:02.112,2.0,9655.0,9708.0,https://anaconda.org/anaconda/tabpy-client,2023-06-16 13:20:17.078,4480.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
436,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930.0,,312.0,74.0,742.0,58.0,168.0,1478.0,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:40.000,0.13.1,25.0,chainercv,,,,,419.0,388.0,https://pypi.org/project/chainercv,2019-06-12 11:55:40.000,31.0,2321.0,2321.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
437,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2024-03-06 18:34:09.000000,2024-03-06 18:34:08,2827.0,11.0,174.0,26.0,666.0,118.0,442.0,1472.0,A Python library for learning and evaluating knowledge graph embeddings.,38.0,27,True,2024-02-19 21:29:27.000,1.10.2,47.0,pykeen,,,,,6.0,,https://pypi.org/project/pykeen,2024-02-19 21:25:43.000,6.0,5012.0,5015.0,,,,,,,,2.0,177.0,,,,,,,,,,,,,,,,,,,
438,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2023-10-09 07:21:10.000000,2023-09-29 00:13:39,295.0,,257.0,47.0,184.0,54.0,120.0,1369.0,Metric learning algorithms in Python.,22.0,27,True,2023-10-09 04:53:59.000,0.7.0,11.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],369.0,356.0,https://pypi.org/project/metric-learn,2023-10-09 04:53:59.000,13.0,14826.0,15079.0,https://anaconda.org/conda-forge/metric-learn,2023-10-09 05:53:11.819,11161.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
439,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2024-02-29 10:49:59.696000,2024-02-28 20:15:02,673.0,6.0,167.0,47.0,161.0,19.0,380.0,1308.0,moDel Agnostic Language for Exploration and eXplanation.,24.0,27,False,2024-02-28 20:54:37.000,1.7.0,27.0,dalex,conda-forge/dalex,,,,163.0,158.0,https://pypi.org/project/dalex,2024-02-28 20:54:37.000,5.0,20143.0,20453.0,https://anaconda.org/conda-forge/dalex,2024-02-29 10:49:59.696,11816.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
440,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2024-03-02 19:42:09.000000,2024-03-02 19:42:08,1023.0,12.0,110.0,24.0,115.0,30.0,52.0,1263.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",23.0,27,True,2024-02-29 14:58:18.000,1.4.2,34.0,imodels,,,,,66.0,66.0,https://pypi.org/project/imodels,,,27498.0,27498.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
441,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2024-02-19 21:52:42.000000,2024-01-31 09:58:21,4206.0,4.0,285.0,81.0,642.0,19.0,608.0,1257.0,PySAL: Python Spatial Analysis Library Meta-Package.,78.0,27,True,2024-01-31 22:49:04.000,24.01,37.0,pysal,conda-forge/pysal,,,,39.0,,https://pypi.org/project/pysal,2024-01-31 22:49:08.000,39.0,23855.0,35965.0,https://anaconda.org/conda-forge/pysal,2023-10-04 23:43:19.864,532874.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
