,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,gitlab_id,gitlab_url,new_addition
387,ml-metadata,google/ml-metadata,,ml-experiments,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000000,2021-01-27 01:23:59.000000,2021-01-27 01:23:54.000000,58,18.0,40.0,273,459.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,11.0,24,True,2021-01-26 20:42:49.000000,0.27.0,23.0,ml-metadata,,,,,69.0,69.0,https://pypi.org/project/ml-metadata,2021-01-26 22:36:41.000000,0.0,216281.0,216335.0,,,,,,,,2.0,1200.0,,,,,,,,,,,,,,,,,,,,,,
388,datalad,datalad/datalad,,others,https://github.com/datalad/datalad,https://github.com/datalad/datalad,MIT,2013-11-01 19:40:08.000000,2021-01-28 10:42:02.000000,2021-01-27 19:08:29.000000,68,711.0,2216.0,220,13345.0,"Keep code, data, containers under control with git and git-annex.",40.0,24,True,2021-01-04 16:19:04.000000,0.13.7,62.0,datalad,conda-forge/datalad,,,,26.0,,https://pypi.org/project/datalad,2021-01-04 16:15:25.000000,26.0,1516.0,3809.0,https://anaconda.org/conda-forge/datalad,2021-01-04 20:08:46.439000,77972.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
389,pysc2,deepmind/pysc2,,others,https://github.com/deepmind/pysc2,https://github.com/deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000000,2020-07-29 16:22:31.000000,2019-09-27 15:23:22.000000,1065,49.0,203.0,7158,513.0,StarCraft II Learning Environment.,34.0,23,False,2019-09-27 15:48:01.000000,3.0.0,7.0,pysc2,,,,,240.0,220.0,https://pypi.org/project/pysc2,2019-09-27 15:48:01.000000,20.0,433.0,1055.0,,,,,,,,3.0,25522.0,,,,,,,,,,,,,,,,,,,,,,
390,Facets Overview,pair-code/facets,,data-viz,https://github.com/PAIR-code/facets,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000000,2020-10-27 19:51:23.000000,2020-10-27 19:51:22.000000,792,72.0,75.0,6481,259.0,Visualizations for machine learning datasets.,27.0,23,True,2019-07-24 15:33:29.000000,0.9.1,4.0,facets-overview,,,,['jupyter'],38.0,38.0,https://pypi.org/project/facets-overview,2019-07-24 15:33:29.000000,,25845.0,25845.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
391,Ciphey,Ciphey/Ciphey,,nlp,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000000,2021-01-19 00:22:53.000000,2021-01-19 00:22:51.000000,340,47.0,172.0,6180,1728.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",38.0,23,True,2020-12-02 12:36:44.000000,5.11.0,43.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,2020-12-02 12:36:44.000000,,2432.0,2852.0,,,,https://hub.docker.com/r/remnux/ciphey,2020-12-17 02:51:41.340501,1.0,7569.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
392,snownlp,isnowfy/snownlp,,chinese-nlp,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03.000000,1237,33.0,65.0,5264,57.0,Python library for processing Chinese text.,8.0,23,True,2015-09-27 16:35:23.000000,0.12.3,17.0,snownlp,,,,,549.0,511.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000000,38.0,2350.0,2350.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
393,Apex,NVIDIA/apex,,gpu-utilities,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000000,2021-01-27 15:26:22.000000,2021-01-20 10:06:44.000000,656,425.0,361.0,4989,829.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,77.0,23,True,,,1.0,,conda-forge/nvidia-apex,,,['pytorch'],440.0,440.0,,,,,1972.0,https://anaconda.org/conda-forge/nvidia-apex,2020-11-23 18:41:00.769000,29591.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
394,Face Alignment,1adrianb/face-alignment,,image,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000000,2020-12-30 17:11:07.000000,2020-12-30 17:11:06.000000,1002,30.0,192.0,4645,196.0,2D and 3D Face alignment library build using pytorch.,21.0,23,True,2020-12-22 21:34:55.000000,1.3.3,9.0,face-alignment,,,,['pytorch'],6.0,,https://pypi.org/project/face-alignment,2020-12-22 21:34:55.000000,6.0,3666.0,3666.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
395,flashtext,vi3k6i5/flashtext,,nlp,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000000,2020-06-05 00:37:46.000000,2020-05-03 07:13:22.000000,521,48.0,49.0,4633,108.0,Extract Keywords from sentence or Replace keywords in sentences.,8.0,23,True,,,18.0,flashtext,,,,,376.0,344.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000000,32.0,184465.0,184465.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
396,PaddleHub,PaddlePaddle/PaddleHub,,others,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000000,2021-01-27 08:19:58.000000,2021-01-27 08:19:57.000000,1007,272.0,383.0,4490,,"Awesome pre-trained models toolkit based on PaddlePaddle.180+ models including Image, Text, Audio and Video with Easy..",33.0,23,True,2021-01-06 12:04:54.000000,2.0.0-rc0,39.0,paddlehub,,,,['paddle'],78.0,78.0,https://pypi.org/project/paddlehub,2021-01-06 11:57:01.000000,0.0,1093.0,1112.0,,,,,,,,3.0,439.0,,,,,,,,,,,,,,,,,,,,,,
397,DeepSpeed,microsoft/DeepSpeed,,distributed-ml,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,MIT,2020-01-23 18:35:18.000000,2021-01-27 23:41:32.000000,2021-01-27 20:45:29.000000,380,120.0,158.0,4166,409.0,"DeepSpeed is a deep learning optimization library that makes distributed training easy, efficient, and effective.",41.0,23,True,2021-01-12 18:17:34.000000,0.3.10,18.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],9.0,9.0,https://pypi.org/project/deepspeed,2021-01-08 21:03:38.000000,,1506.0,2082.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2020-11-20 00:17:12.819964,2.0,6922.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
398,Great Expectations,great-expectations/great_expectations,,data-pipelines,https://github.com/great-expectations/great_expectations,https://github.com/great-expectations/great_expectations,Apache-2.0,2017-09-11 00:18:46.000000,2021-01-28 14:37:32.000000,2021-01-28 05:14:08.000000,415,173.0,592.0,3526,,Always know what to expect from your data.,140.0,23,True,2021-01-28 05:16:54.000000,0.13.8,99.0,great_expectations,,,,,6.0,,https://pypi.org/project/great_expectations,2021-01-28 04:38:56.000000,6.0,294088.0,294088.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
399,Snips NLU,snipsco/snips-nlu,,nlp,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000000,2020-12-24 12:59:47.000000,2020-02-08 21:49:32.000000,460,50.0,196.0,3441,2153.0,Snips Python library to extract meaning from text.,21.0,23,True,2020-01-15 10:13:17.000000,0.20.2,58.0,snips-nlu,,,,,8.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000000,8.0,1109.0,1109.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
400,VisualDL,PaddlePaddle/VisualDL,,ml-experiments,https://github.com/PaddlePaddle/VisualDL,https://github.com/PaddlePaddle/VisualDL,Apache-2.0,2017-12-20 12:34:31.000000,2021-01-28 12:11:23.000000,2021-01-26 08:35:32.000000,438,23.0,313.0,3206,,Deep Learning Visualization Toolkit.,28.0,23,True,2020-12-29 13:20:08.000000,2.1.0,30.0,visualdl,,,,['paddle'],146.0,136.0,https://pypi.org/project/visualdl,2020-12-29 09:00:11.000000,10.0,3733.0,3742.0,,,,,,,,3.0,67.0,,,,,,,,,,,,,,,,,,,,,,
401,PyAlgoTrade,gbeced/pyalgotrade,,financial-data,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000000,2020-12-24 18:41:56.000000,2018-08-21 02:42:52.000000,1139,38.0,81.0,3139,1156.0,Python Algorithmic Trading Library.,11.0,23,False,,,8.0,pyalgotrade,,,,,88.0,67.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000000,21.0,548.0,548.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
402,TensorWatch,microsoft/tensorwatch,,ml-experiments,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000000,2021-01-18 03:05:57.000000,2021-01-15 19:46:05.000000,312,48.0,15.0,3018,112.0,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",13.0,23,True,2020-03-04 07:26:22.000000,0.9.1,14.0,tensorwatch,,,,,51.0,45.0,https://pypi.org/project/tensorwatch,2020-03-04 07:26:22.000000,6.0,17711.0,17711.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
403,Camelot,atlanhq/camelot,,data-loading,https://github.com/atlanhq/camelot,https://github.com/atlanhq/camelot,MIT,2016-06-18 11:48:49.000000,2020-07-27 12:28:15.000000,2019-10-15 05:25:40.000000,302,61.0,273.0,2971,446.0,Camelot: PDF Table Extraction for Humans.,23.0,23,False,2020-07-27 12:28:15.000000,0.8.2,21.0,camelot-py,,,,,10.0,,https://pypi.org/project/camelot-py,2020-07-27 12:28:15.000000,10.0,17912.0,17912.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
404,segmentation_models,qubvel/segmentation_models,,image,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000000,2020-12-13 13:48:40.000000,2020-04-17 09:51:20.000000,670,144.0,236.0,2905,204.0,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,23,True,2020-01-10 11:36:02.000000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],12.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000000,12.0,10947.0,10947.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
405,SHOGUN,shogun-toolbox/shogun,,ml-frameworks,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000000,2021-01-27 17:11:33.000000,2020-12-08 16:56:38.000000,1013,544.0,1068.0,2783,16205.0,Unified and efficient Machine Learning.,248.0,23,True,2019-07-05 10:23:31.000000,shogun_6.1.4,10.0,,conda-forge/shogun,shogun/shogun,,,,,,,,,2154.0,https://anaconda.org/conda-forge/shogun,2018-06-25 20:49:17.070000,89967.0,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1442.0,3.0,,,,,,,,,,shogun,,,,,,,,,,,,,
406,keras-vis,raghakot/keras-vis,,interpretability,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000000,2020-04-20 01:03:13.000000,2020-04-20 01:03:12.000000,583,113.0,99.0,2777,195.0,Neural network visualization toolkit for keras.,10.0,23,True,2017-07-06 04:55:04.000000,0.4.1,11.0,keras-vis,,,,['tensorflow'],706.0,678.0,https://pypi.org/project/keras-vis,2017-07-06 04:55:04.000000,28.0,1392.0,1392.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
407,MMLSpark,Azure/mmlspark,,distributed-ml,https://github.com/Azure/mmlspark,https://github.com/Azure/mmlspark,MIT,2017-06-05 08:23:44.000000,2021-01-28 01:47:19.000000,2021-01-28 01:47:18.000000,492,196.0,212.0,2236,769.0,Microsoft Machine Learning for Apache Spark.,61.0,23,True,2020-10-02 19:36:01.000000,1.0.0-rc3,17.0,mmlspark,,,,['spark'],,,https://pypi.org/project/mmlspark,2020-03-18 01:27:31.000000,,32488.0,32488.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
408,neuralcoref,huggingface/neuralcoref,,nlp,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000000,2020-12-29 21:22:55.000000,2020-12-29 21:22:53.000000,380,42.0,215.0,2182,113.0,Fast Coreference Resolution in spaCy with Neural Networks.,20.0,23,True,2019-04-08 11:28:27.000000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,299.0,281.0,https://pypi.org/project/neuralcoref,2019-04-08 08:53:12.000000,18.0,2344.0,2868.0,https://anaconda.org/conda-forge/neuralcoref,2020-02-21 22:10:40.453000,5729.0,,,,,3.0,172.0,,,,,,,,,,,,,,,,,,,,,,
409,scikit-plot,reiinakano/scikit-plot,,interpretability,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000000,2020-07-22 16:19:25.000000,2018-08-19 12:37:47.000000,245,21.0,38.0,2025,130.0,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,23,False,2018-08-19 12:21:01.000000,0.3.7,27.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],751.0,724.0,https://pypi.org/project/scikit-plot,2018-08-19 12:18:46.000000,27.0,36734.0,38627.0,https://anaconda.org/conda-forge/scikit-plot,2019-06-05 14:23:59.043000,79545.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
410,ART,Trusted-AI/adversarial-robustness-toolbox,,adversarial,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000000,2021-01-28 14:33:44.000000,2021-01-11 13:39:25.000000,563,75.0,329.0,1979,,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",59.0,23,True,2021-01-09 02:13:17.000000,1.5.1,27.0,adversarial-robustness-toolbox,,,,,99.0,99.0,https://pypi.org/project/adversarial-robustness-toolbox,2021-01-09 02:13:17.000000,0.0,1763.0,1763.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
411,Enigma Catalyst,enigmampc/catalyst,,financial-data,https://github.com/enigmampc/catalyst,https://github.com/enigmampc/catalyst,Apache-2.0,2017-06-13 22:31:34.000000,2021-01-05 19:10:30.000000,2020-12-28 10:58:58.000000,589,134.0,363.0,1958,6362.0,An Algorithmic Trading Library for Crypto-Assets in Python.,144.0,23,True,2018-09-13 15:09:58.000000,0.5.21,52.0,enigma-catalyst,,,,,21.0,21.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000000,,327.0,327.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
412,Acme,deepmind/acme,,reinforcement-learning,https://github.com/deepmind/acme,https://github.com/deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000000,2021-01-27 16:01:12.000000,2021-01-27 16:00:31.000000,182,37.0,44.0,1893,331.0,A library of reinforcement learning components and agents.,30.0,23,True,2020-10-23 15:59:12.000000,0.2.0,8.0,dm-acme,,,,['tensorflow'],19.0,19.0,https://pypi.org/project/dm-acme,2020-07-24 13:03:30.000000,,468.0,468.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
413,pytorch-nlp,PetrochukM/PyTorch-NLP,,nlp,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000000,2021-01-26 22:24:03.000000,2021-01-26 22:23:57.000000,223,14.0,49.0,1856,445.0,Basic Utilities for PyTorch Natural Language Processing (NLP).,17.0,23,True,2019-11-04 05:16:00.000000,0.5.0,19.0,pytorch-nlp,,,,['pytorch'],190.0,172.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000000,18.0,2255.0,2255.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
414,m2cgen,BayesWitnesses/m2cgen,,model-serialisation,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000000,2021-01-26 05:22:20.000000,2020-10-07 17:33:12.000000,153,36.0,36.0,1751,227.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",12.0,23,True,2020-09-18 19:17:26.000000,0.9.0,12.0,m2cgen,,,,,4.0,4.0,https://pypi.org/project/m2cgen,2020-09-18 19:16:17.000000,,8253.0,8253.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
415,GluonTS,awslabs/gluon-ts,,time-series-data,https://github.com/awslabs/gluon-ts,https://github.com/awslabs/gluon-ts,Apache-2.0,2019-05-15 17:17:29.000000,2021-01-28 11:39:22.000000,2021-01-28 11:39:21.000000,359,180.0,346.0,1687,651.0,Probabilistic time series modeling in Python.,67.0,23,True,2020-12-08 15:07:54.000000,0.6.4,27.0,gluonts,,,,['mxnet'],,,https://pypi.org/project/gluonts,2020-12-08 15:07:54.000000,,17119.0,17119.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
416,Spektral,danielegrattarola/spektral,,graph,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000000,2021-01-26 17:42:02.000000,2021-01-26 17:41:38.000000,191,22.0,97.0,1597,453.0,Graph Neural Networks with Keras and Tensorflow 2.,16.0,23,True,2021-01-07 18:03:04.000000,1.0.4,27.0,spektral,,,,"['tensorflow""']",28.0,28.0,https://pypi.org/project/spektral,2021-01-07 18:03:04.000000,0.0,1568.0,1568.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
417,vidgear,abhiTronix/vidgear,,image,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000000,2021-01-28 02:48:09.000000,2021-01-01 04:26:42.000000,113,4.0,130.0,1582,547.0,High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,5.0,23,True,2021-01-01 07:57:09.000000,0.2.0,12.0,vidgear,,,,,82.0,80.0,https://pypi.org/project/vidgear,2021-01-01 07:57:09.000000,2.0,1366.0,1379.0,,,,,,,,3.0,303.0,,,,,,,,,,,,,,,,,,,,,,
418,Pillow-SIMD,uploadcare/pillow-simd,,image,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000000,2020-11-03 07:45:01.000000,2020-06-02 14:50:14.000000,65,11.0,53.0,1537,,The friendly PIL fork.,310.0,23,False,2020-01-02 05:19:26.000000,7.0.0,35.0,pillow-simd,,,,,408.0,358.0,https://pypi.org/project/pillow-simd,2020-01-26 14:30:27.000000,50.0,12178.0,12178.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
419,Multicore-TSNE,DmitryUlyanov/Multicore-TSNE,,data-viz,https://github.com/DmitryUlyanov/Multicore-TSNE,https://github.com/DmitryUlyanov/Multicore-TSNE,BSD-3-Clause,2016-10-19 05:46:52.000000,2020-12-20 08:15:51.000000,2020-08-19 14:58:00.000000,191,33.0,20.0,1527,113.0,Parallel t-SNE implementation with Python and Torch wrappers.,15.0,23,True,2017-11-08 13:32:20.000000,0.0.1,2.0,MulticoreTSNE,conda-forge/multicore-tsne,,,['pytorch'],218.0,204.0,https://pypi.org/project/MulticoreTSNE,2017-11-08 16:03:07.000000,14.0,2059.0,2286.0,https://anaconda.org/conda-forge/multicore-tsne,2018-11-12 17:08:01.525000,5920.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
420,sklearn-contrib-lightning,scikit-learn-contrib/lightning,,sklearn-utils,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,BSD-3-Clause,2012-01-11 13:53:52.000000,2021-01-05 05:54:02.000000,2021-01-04 18:02:23.000000,188,49.0,36.0,1428,700.0,"Large-scale linear classification, regression and ranking in Python.",16.0,23,True,2017-11-04 18:03:11.000000,0.5.0,7.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],77.0,72.0,https://pypi.org/project/sklearn-contrib-lightning,2020-12-16 17:25:20.000000,5.0,365.0,2711.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2020-12-20 22:58:20.890000,126706.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
421,bonobo,python-bonobo/bonobo,,data-pipelines,https://github.com/python-bonobo/bonobo,https://github.com/python-bonobo/bonobo,Apache-2.0,2016-12-09 04:03:23.000000,2021-01-01 05:32:02.000000,2021-01-01 05:32:01.000000,112,62.0,107.0,1377,978.0,Extract Transform Load for Python 3.5+.,36.0,23,True,2019-05-16 13:19:48.000000,0.6.4,38.0,bonobo,,,http://docs.bonobo-project.org/en/master/,,130.0,106.0,https://pypi.org/project/bonobo,2019-07-20 13:33:19.000000,24.0,2147.0,2147.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
422,Pandaral·lel,nalepae/pandarallel,,data-containers,https://github.com/nalepae/pandarallel,https://github.com/nalepae/pandarallel,BSD-3-Clause,2019-03-10 11:58:29.000000,2020-12-16 13:29:31.000000,2020-12-16 13:29:29.000000,93,61.0,53.0,1344,110.0,A simple and efficient tool to parallelize Pandas operations on all availableCPUs.,13.0,23,True,2020-08-25 16:33:28.000000,1.5.1,28.0,pandarallel,,,,"['pandas', 'jupyter']",140.0,140.0,https://pypi.org/project/pandarallel,2020-08-25 16:33:28.000000,0.0,35487.0,35487.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
423,TextAttack,QData/TextAttack,,adversarial,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000000,2021-01-22 15:26:43.000000,2021-01-15 17:37:07.000000,129,26.0,80.0,1210,1908.0,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP.",31.0,23,True,2020-12-27 05:23:02.000000,0.2.15,35.0,textattack,,,,,16.0,16.0,https://pypi.org/project/textattack,2020-12-27 05:23:02.000000,0.0,726.0,726.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
424,sense2vec,explosion/sense2vec,,nlp,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000000,2020-12-10 16:03:25.000000,2020-05-29 21:31:20.000000,196,15.0,78.0,1145,437.0,Contextually-keyed word vectors.,14.0,23,True,2019-11-22 17:40:43.000000,1.0.2,17.0,sense2vec,conda-forge/sense2vec,,,,55.0,49.0,https://pypi.org/project/sense2vec,2019-11-22 15:49:11.000000,6.0,2163.0,3431.0,https://anaconda.org/conda-forge/sense2vec,2020-03-16 22:19:07.337000,14329.0,,,,,3.0,12322.0,,,,,,,,,,,,,,,,,,,,,,
425,metric-learn,scikit-learn-contrib/metric-learn,,others,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000000,2020-08-04 01:35:49.000000,2020-08-04 01:35:39.000000,205,47.0,109.0,1106,263.0,Metric learning algorithms in Python.,19.0,23,True,2020-07-02 12:55:51.000000,0.6.2,10.0,metric-learn,,,,['sklearn'],125.0,116.0,https://pypi.org/project/metric-learn,2020-07-02 12:59:23.000000,9.0,11243.0,11243.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
426,livelossplot,stared/livelossplot,,ml-experiments,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000000,2020-11-30 21:45:57.000000,2020-11-16 19:06:21.000000,126,5.0,67.0,1023,304.0,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",15.0,23,True,2020-07-24 12:17:19.000000,0.5.3,23.0,livelossplot,,,,['jupyter'],438.0,433.0,https://pypi.org/project/livelossplot,2020-07-24 12:17:19.000000,5.0,10347.0,10347.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
427,Optimus,ironmussa/Optimus,,data-pipelines,https://github.com/ironmussa/Optimus,https://github.com/ironmussa/Optimus,Apache-2.0,2017-07-13 02:31:18.000000,2021-01-28 00:28:00.000000,2021-01-28 00:27:51.000000,189,139.0,165.0,972,3520.0,"Agile Data Preparation Workflows madeeasy with dask, cudf, dask_cudf and pyspark.",21.0,23,True,2020-07-19 03:05:40.000000,2.2.32,85.0,optimuspyspark,,,,['spark'],13.0,13.0,https://pypi.org/project/optimuspyspark,2019-05-30 02:22:54.000000,,4050.0,4050.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
