,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,updated_github_id,new_addition
502,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2022-02-13 12:33:55.000000,2021-09-28 21:55:38,247.0,,150,26.0,37.0,12.0,80.0,1591,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,12.0,25,True,2021-05-24 16:45:59.000,0.0.11,10.0,checklist,conda-forge/checklist,,,['jupyter'],91.0,88.0,https://pypi.org/project/checklist,2021-05-24 16:45:59.000,3.0,17007.0,17188.0,https://anaconda.org/conda-forge/checklist,2021-07-15 13:35:51.684,2362.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
503,Torchmeta,tristandeleu/pytorch-meta,pytorch-utils,,https://github.com/tristandeleu/pytorch-meta,https://github.com/tristandeleu/pytorch-meta,MIT,2018-12-04 23:36:45.000,2022-01-10 12:07:24.000000,2021-09-20 16:03:46,382.0,,195,40.0,30.0,35.0,89.0,1552,A collection of extensions and data-loaders for few-shot learning & meta-learning in PyTorch.,12.0,25,True,2021-09-20 16:06:33.000,1.8.0,28.0,torchmeta,,,,['pytorch'],81.0,81.0,https://pypi.org/project/torchmeta,2021-09-20 16:06:33.000,,1859.0,1859.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
504,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2022-02-17 07:38:04.000000,2021-12-22 01:54:09,820.0,12.0,147,45.0,118.0,77.0,111.0,1543,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",19.0,25,True,2021-12-07 07:06:16.000,0.20.5,126.0,graphistry,,,,['jupyter'],62.0,58.0,https://pypi.org/project/graphistry,2021-12-07 07:06:16.000,4.0,2137.0,2137.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
505,Elephas,maxpumperla/elephas,distributed-ml,,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000,2021-11-18 11:51:00.000000,2021-08-17 01:01:38,501.0,,290,104.0,46.0,25.0,137.0,1527,Distributed Deep learning with Keras & Spark.,27.0,25,True,2021-08-17 01:14:44.000,3.0.0,22.0,elephas,conda-forge/elephas,,,"['keras', 'spark']",55.0,52.0,https://pypi.org/project/elephas,2021-08-17 00:36:20.000,3.0,32067.0,32325.0,https://anaconda.org/conda-forge/elephas,2021-06-02 18:33:53.270,7752.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
506,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,BSD-3-Clause,2012-01-11 13:53:52.000,2022-01-30 01:28:10.000000,2022-01-30 01:22:30,743.0,15.0,198,40.0,110.0,51.0,41.0,1517,"Large-scale linear classification, regression and ranking in Python.",17.0,25,True,2022-01-30 01:10:13.000,0.6.2.post0,12.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],105.0,99.0,https://pypi.org/project/sklearn-contrib-lightning,2022-01-30 00:43:43.000,6.0,3954.0,6374.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2021-11-13 15:37:21.493,161231.0,,,,,2.0,119.0,,,,,,,,,,,,,,,,,,,,
507,bonobo,python-bonobo/bonobo,data-pipelines,,https://github.com/python-bonobo/bonobo,https://github.com/python-bonobo/bonobo,Apache-2.0,2016-12-09 04:03:23.000,2022-01-21 19:04:02.000000,2021-03-10 15:44:00,981.0,,123,61.0,234.0,95.0,108.0,1489,Extract Transform Load for Python 3.5+.,37.0,25,True,2019-05-16 13:19:48.000,0.6.4,38.0,bonobo,,,http://docs.bonobo-project.org/en/master/,,161.0,128.0,https://pypi.org/project/bonobo,2019-07-20 13:33:19.000,33.0,8627.0,8627.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
508,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/quantumblacklabs/causalnex,https://github.com/quantumblacklabs/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2022-01-15 03:23:45.000000,2021-11-11 15:06:17,156.0,,159,42.0,46.0,15.0,87.0,1457,A Python library that helps data scientists to infer causation rather than observing correlation.,22.0,25,True,2021-11-11 15:15:32.000,0.11.0,16.0,causalnex,,,,"['pytorch', 'sklearn']",40.0,38.0,https://pypi.org/project/causalnex,2021-11-11 15:15:32.000,2.0,1818.0,1818.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
509,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2022-02-08 14:44:33.000000,2021-10-20 05:09:03,1217.0,,242,54.0,1305.0,205.0,800.0,1399,A toolkit for reproducible reinforcement learning research.,78.0,25,True,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],31.0,29.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,2.0,465.0,465.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
510,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2022-02-16 12:14:11.000000,2022-02-10 23:08:36,1854.0,64.0,197,39.0,57.0,1.0,80.0,1340,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,19.0,25,True,2022-02-10 23:10:21.000,0.51.0,43.0,torch-geometric-temporal,,,,['pytorch'],1.0,,https://pypi.org/project/torch-geometric-temporal,2022-02-10 23:08:47.000,1.0,1698.0,1698.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
511,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2021-12-09 13:27:33.000000,2021-12-09 13:27:29,379.0,2.0,118,21.0,67.0,34.0,25.0,1171,A Python package for time series classification.,10.0,25,True,2021-10-31 13:51:09.000,0.12.0,18.0,pyts,conda-forge/pyts,,,,179.0,168.0,https://pypi.org/project/pyts,2021-10-31 13:51:09.000,11.0,99815.0,100148.0,https://anaconda.org/conda-forge/pyts,2021-10-31 15:13:32.850,10015.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
512,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2021-10-12 11:52:57.000000,2021-10-12 11:52:20,328.0,,138,26.0,61.0,4.0,70.0,1159,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,25,True,2021-02-03 16:25:47.000,0.5.4,24.0,livelossplot,,,,['jupyter'],734.0,726.0,https://pypi.org/project/livelossplot,2021-02-03 16:25:47.000,8.0,63742.0,63742.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
513,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2022-02-15 19:55:55.299000,2022-02-10 13:47:42,1228.0,8.0,138,14.0,25.0,12.0,136.0,1127,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,12.0,25,True,2022-02-10 14:12:15.000,0.3.8,79.0,explainerdashboard,conda-forge/explainerdashboard,,,,62.0,60.0,https://pypi.org/project/explainerdashboard,2022-02-10 14:12:15.000,2.0,17330.0,18319.0,https://anaconda.org/conda-forge/explainerdashboard,2022-02-15 19:55:55.299,13846.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
514,pandasql,yhat/pandasql,data-containers,,https://github.com/yhat/pandasql,https://github.com/yhat/pandasql,MIT,2013-02-18 01:53:56.000,2021-06-14 19:49:10.558000,2017-02-01 15:40:30,127.0,,147,45.0,27.0,44.0,23.0,1083,sqldf for pandas.,15.0,25,False,2016-04-20 21:52:36.000,0.7.3,31.0,pandasql,conda-forge/pandasql,,,['pandas'],1183.0,1119.0,https://pypi.org/project/pandasql,2016-04-20 21:52:36.000,64.0,1452011.0,1470622.0,https://anaconda.org/conda-forge/pandasql,2021-06-14 19:49:10.558,148891.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
515,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2022-02-05 10:39:45.000000,2022-02-05 10:39:42,1185.0,46.0,71,28.0,58.0,13.0,12.0,1007,Monitor deep learning model training and hardware usage from your mobile phone.,6.0,25,True,2022-01-18 11:14:34.000,0.4.144,121.0,labml,,,,,48.0,42.0,https://pypi.org/project/labml,2022-01-18 11:14:34.000,6.0,5521.0,5521.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
516,audiomentations,iver56/audiomentations,audio,,https://github.com/iver56/audiomentations,https://github.com/iver56/audiomentations,MIT,2019-02-12 16:36:24.000,2022-02-17 14:47:11.000000,2022-02-16 21:04:47,618.0,77.0,112,14.0,61.0,27.0,72.0,868,A Python library for audio data augmentation. Inspired by albumentations. Useful for machine learning.,21.0,25,True,2022-02-11 15:00:12.000,0.21.0,23.0,audiomentations,,,,,110.0,110.0,https://pypi.org/project/audiomentations,2022-02-10 09:16:07.000,,2959.0,2959.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
517,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2022-02-17 13:42:47.000000,2022-02-15 00:12:13,630.0,19.0,76,25.0,232.0,36.0,185.0,743,BAyesian Model-Building Interface (Bambi) in Python.,22.0,25,True,2022-01-15 01:38:30.000,0.7.1,19.0,bambi,conda-forge/bambi,,,,24.0,21.0,https://pypi.org/project/bambi,2022-01-15 01:38:30.000,3.0,2311.0,2524.0,https://anaconda.org/conda-forge/bambi,2022-01-18 20:23:31.895,6410.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
518,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2021-12-21 18:05:34.000000,2021-12-21 08:08:48,421.0,6.0,77,16.0,264.0,32.0,206.0,742,Extra blocks for scikit-learn pipelines.,48.0,25,True,2021-12-09 11:34:28.000,0.6.9,35.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],46.0,40.0,https://pypi.org/project/scikit-lego,2021-12-09 11:39:03.000,6.0,16664.0,17270.0,https://anaconda.org/conda-forge/scikit-lego,2021-12-09 15:20:11.388,16975.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
519,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2022-02-10 06:23:08.000000,2019-05-21 11:29:06,487.0,,137,35.0,61.0,76.0,94.0,722,A scikit-learn based module for multi-label et. al. classification.,15.0,25,False,2018-12-10 16:24:47.000,0.2.0,6.0,scikit-multilearn,,,,['sklearn'],676.0,658.0,https://pypi.org/project/scikit-multilearn,2018-12-10 16:24:47.000,18.0,65827.0,65827.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
520,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2022-02-17 12:53:23.000000,2022-02-17 10:33:50,2570.0,87.0,100,21.0,431.0,113.0,240.0,712,A Python library for learning and evaluating knowledge graph embeddings.,24.0,25,True,2022-01-11 14:57:28.000,1.7.0,38.0,pykeen,,,,,3.0,,https://pypi.org/project/pykeen,2022-01-11 14:55:50.000,3.0,718.0,722.0,,,,,,,,2.0,92.0,,,,,,,,,,,,,,,,,,,,
521,NeuPy,itdxer/neupy,ml-frameworks,,https://github.com/itdxer/neupy,https://github.com/itdxer/neupy,MIT,2015-08-24 19:45:11.000,2022-01-13 00:49:03.000000,2019-09-02 19:02:38,1145.0,,149,33.0,22.0,32.0,234.0,701,NeuPy is a Tensorflow based python library for prototyping and building neural networks.,7.0,25,False,2019-04-04 19:44:59.000,0.8.2,34.0,neupy,,,,,137.0,125.0,https://pypi.org/project/neupy,2019-04-04 19:43:06.000,12.0,2280.0,2280.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
522,sahi,obss/sahi,image,,https://github.com/obss/sahi,https://github.com/obss/sahi,MIT,2021-01-30 12:54:53.000,2022-02-15 16:41:25.000000,2022-02-15 16:41:21,300.0,84.0,97,22.0,287.0,11.0,91.0,658,A lightweight vision library for performing large scale object detection/ instance segmentation.,8.0,25,True,2022-02-12 11:09:26.000,0.9.0,72.0,sahi,conda-forge/sahi,,,,24.0,19.0,https://pypi.org/project/sahi,2022-02-12 11:09:26.000,5.0,11802.0,12143.0,https://anaconda.org/conda-forge/sahi,2022-02-12 16:11:48.830,1367.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
523,icevision,airctic/icevision,image,,https://github.com/airctic/icevision,https://github.com/airctic/icevision,Apache-2.0,2020-05-04 01:57:02.000,2022-02-13 20:08:12.000000,2022-02-13 19:58:49,1209.0,43.0,86,20.0,550.0,136.0,486.0,599,"An Agnostic Computer Vision Framework - Pluggable to any Training Library: Fastai, Pytorch-Lightning with more to come.",36.0,25,True,2022-02-10 15:53:08.000,0.12.0,41.0,icevision,,,,,5.0,,https://pypi.org/project/icevision,2022-02-10 15:54:11.000,5.0,2457.0,2457.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
524,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2022-02-17 07:58:43.000000,2021-09-30 10:13:24,1230.0,,86,22.0,381.0,5.0,81.0,531,A Comparative Framework for Multimodal Recommender Systems.,13.0,25,True,2021-09-26 07:01:44.000,1.14.1,45.0,cornac,conda-forge/cornac,,,,89.0,75.0,https://pypi.org/project/cornac,2021-09-26 07:12:34.000,14.0,10871.0,16954.0,https://anaconda.org/conda-forge/cornac,2021-11-15 19:24:15.089,200754.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
525,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,BSD-1-Clause,2013-08-02 14:31:46.000,2021-12-29 21:39:23.000000,2021-12-21 20:03:06,3575.0,57.0,65,47.0,318.0,32.0,365.0,527,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,36.0,25,False,2021-12-21 20:12:29.000,3.0,65.0,skll,conda-forge/skll,,,['sklearn'],53.0,35.0,https://pypi.org/project/skll,2021-12-21 20:08:55.000,18.0,514.0,569.0,https://anaconda.org/conda-forge/skll,2021-12-21 22:47:22.431,167.0,,,,,3.0,11.0,,,,,,,,,,,,,,,,,,,,
526,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2022-02-17 07:58:59.000000,2022-02-16 20:38:51,887.0,169.0,103,17.0,1006.0,65.0,175.0,432,"This project provides responsible AI user interfaces for Fairlearn, interpret-community, and Error Analysis, as well..",24.0,25,True,2022-02-14 14:27:48.000,0.17.0,32.0,raiwidgets,,,,"['pytorch', 'tensorflow', 'jupyter']",22.0,20.0,https://pypi.org/project/raiwidgets,2022-02-14 04:09:55.000,2.0,6137.0,6137.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
527,findspark,minrk/findspark,others,,https://github.com/minrk/findspark,https://github.com/minrk/findspark,BSD-3-Clause,2015-06-12 21:34:06.000,2022-02-11 17:17:32.393000,2022-02-11 07:59:35,77.0,6.0,67,8.0,17.0,12.0,10.0,428,Find pyspark to make it importable.,15.0,25,True,2022-02-11 08:02:06.000,2.0.1,14.0,findspark,conda-forge/findspark,,,['spark'],2375.0,2239.0,https://pypi.org/project/findspark,2022-02-11 08:02:06.000,136.0,2236259.0,2245220.0,https://anaconda.org/conda-forge/findspark,2022-02-11 17:17:32.393,609357.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
528,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000,2021-10-27 17:57:56.000000,2019-12-05 08:17:22,46.0,,179,21.0,14.0,37.0,23.0,391,scikit-learn inspired API for CRFsuite.,6.0,25,False,2017-06-22 18:49:27.000,0.3.6,9.0,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,,['sklearn'],3789.0,3523.0,https://pypi.org/project/sklearn-crfsuite,2017-06-22 18:49:27.000,266.0,133316.0,134059.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2020-04-03 10:45:56.342,16352.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
529,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2022-02-11 08:10:36.000000,2022-02-10 01:58:48,561.0,24.0,59,30.0,306.0,12.0,82.0,323,IPython/Jupyter notebook module for Vega and Vega-Lite.,11.0,25,True,2022-02-10 02:01:39.000,3.6.0,39.0,vega,conda-forge/vega,,,['jupyter'],84.0,,https://pypi.org/project/vega,2022-02-10 02:01:39.000,84.0,9291.0,16239.0,https://anaconda.org/conda-forge/vega,2022-02-10 13:26:24.004,472466.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
530,deep-daze,lucidrains/deep-daze,image,,https://github.com/lucidrains/deep-daze,https://github.com/lucidrains/deep-daze,MIT,2021-01-17 06:00:50.000,2022-01-26 17:14:40.000000,2022-01-26 17:13:56,230.0,1.0,290,73.0,37.0,86.0,72.0,4065,Simple command line tool for text to image generation using OpenAIs CLIP and Siren (Implicit neural representation..,13.0,24,True,2022-01-26 17:14:40.000,0.11.0,66.0,deep-daze,,,,,33.0,33.0,https://pypi.org/project/deep-daze,2022-01-26 17:14:40.000,,11173.0,11173.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
531,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2022-02-17 14:21:16.000000,2022-02-17 12:29:44,2361.0,127.0,466,83.0,2595.0,146.0,940.0,3708,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,69.0,24,True,2022-01-25 10:44:54.000,1.10.0,48.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
532,MatchZoo,NTMC-Community/MatchZoo,nlp,,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000,2021-06-03 02:58:49.000000,2021-06-02 17:38:16,1810.0,,908,178.0,385.0,30.0,429.0,3594,"Facilitating the design, comparison and sharing of deep text matching models.",36.0,24,True,2019-10-24 13:09:11.000,2.2.0,5.0,matchzoo,,,,['tensorflow'],10.0,10.0,https://pypi.org/project/matchzoo,2019-10-24 13:09:11.000,,110.0,110.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
533,Image Super-Resolution,idealo/image-super-resolution,image,,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000,2022-01-23 11:27:35.000000,2021-06-02 09:45:13,150.0,,599,95.0,32.0,83.0,108.0,3419,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,10.0,24,True,2020-01-08 15:37:35.000,2.2.0,11.0,ISR,,idealo/image-super-resolution-gpu,,['tensorflow'],77.0,72.0,https://pypi.org/project/ISR,2020-01-08 15:37:35.000,5.0,4894.0,4899.0,,,,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,,199.0,3.0,,,,,,,,,,,,,,,,,,,,,
534,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2022-02-16 20:33:37.000000,2021-12-21 14:10:50,506.0,27.0,282,72.0,561.0,63.0,63.0,2825,The Language Interpretability Tool: Interactively analyze NLP models for model understanding in an extensible and..,18.0,24,True,2021-12-21 14:29:03.000,0.4.1,7.0,lit-nlp,conda-forge/lit-nlp,,,,7.0,7.0,https://pypi.org/project/lit-nlp,2021-12-21 14:20:06.000,,1155.0,3049.0,https://anaconda.org/conda-forge/lit-nlp,2021-11-09 18:19:30.401,32198.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
535,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2022-02-13 19:17:59.000000,2022-02-13 19:04:45,183.0,6.0,112,28.0,160.0,11.0,62.0,2256,HiPlot makes understanding high dimensional data easy.,7.0,24,True,2021-11-04 14:37:14.000,0.1.32,97.0,hiplot,conda-forge/hiplot,,,,13.0,3.0,https://pypi.org/project/hiplot,2022-02-13 19:17:59.000,10.0,11315.0,14534.0,https://anaconda.org/conda-forge/hiplot,2021-11-05 06:41:13.441,77278.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
536,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,586,87.0,29.0,23.0,51.0,2039,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,24,False,2020-01-14 14:12:10.000,0.6.1,6.0,python_speech_features,,,,,161.0,,https://pypi.org/project/python_speech_features,2017-08-16 01:46:13.000,161.0,107539.0,107539.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
537,SRU,asappresearch/sru,pytorch-utils,,https://github.com/asappresearch/sru,https://github.com/asappresearch/sru,MIT,2017-08-28 20:37:41.000,2022-01-04 21:17:53.000000,2021-05-19 15:52:48,400.0,,295,68.0,78.0,54.0,67.0,2026,Training RNNs as Fast as CNNs (https://arxiv.org/abs/1709.02755).,21.0,24,True,2021-05-18 16:13:10.000,2.6.0,32.0,sru,,,,['pytorch'],20.0,17.0,https://pypi.org/project/sru,2021-06-17 23:33:37.000,3.0,4380.0,4380.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
538,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2022-02-11 14:53:44.000000,2022-02-11 14:53:14,1034.0,1.0,268,47.0,46.0,38.0,168.0,1993,Graph Neural Networks with Keras and Tensorflow 2.,19.0,24,True,2021-08-23 13:15:21.000,1.0.8,31.0,spektral,,,,['tensorflow'],103.0,101.0,https://pypi.org/project/spektral,2021-08-23 13:15:21.000,2.0,4245.0,4245.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
539,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2019-03-19 10:45:02.000000,2018-12-16 15:30:13,118.0,,219,70.0,20.0,82.0,65.0,1946,Open source time series library for Python.,6.0,24,False,2017-11-21 16:27:06.000,0.4.16,35.0,pyflux,,,,,227.0,211.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,16.0,38670.0,38670.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
540,Multicore-TSNE,DmitryUlyanov/Multicore-TSNE,data-viz,,https://github.com/DmitryUlyanov/Multicore-TSNE,https://github.com/DmitryUlyanov/Multicore-TSNE,BSD-3-Clause,2016-10-19 05:46:52.000,2021-11-09 17:22:51.512000,2020-08-19 14:58:00,113.0,,200,40.0,34.0,37.0,21.0,1676,Parallel t-SNE implementation with Python and Torch wrappers.,15.0,24,False,2017-11-08 13:32:20.000,0.0.1,3.0,MulticoreTSNE,conda-forge/multicore-tsne,,,['pytorch'],299.0,276.0,https://pypi.org/project/MulticoreTSNE,2019-01-09 07:23:04.000,23.0,8754.0,9075.0,https://anaconda.org/conda-forge/multicore-tsne,2021-11-09 17:22:51.512,12545.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
541,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2022-02-07 09:11:55.000000,2021-01-07 09:40:40,648.0,,234,42.0,32.0,66.0,54.0,1611,A modular active learning framework for Python.,14.0,24,False,2021-01-07 09:47:49.000,0.4.1,12.0,modAL,,,,['sklearn'],121.0,114.0,https://pypi.org/project/modAL,2021-01-07 09:47:49.000,7.0,5336.0,5336.0,,,,,,,,3.0,20.0,,,,,,,,,,,,,,,,,,,,
