,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,updated_github_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
485,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2023-06-16 19:22:55.678000,2023-03-10 19:47:48,1140.0,,215.0,61.0,244.0,19.0,340.0,920.0,Search and download Copernicus Sentinel satellite images.,43.0,26,False,2023-03-10 17:50:22.000,1.2.1,13.0,sentinelsat,conda-forge/sentinelsat,,,,493.0,493.0,https://pypi.org/project/sentinelsat,,,12657.0,13377.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,25831.0,,,,,3.0,261.0,,,,,,,,,,,,,,,,,,,
486,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2023-10-04 12:04:31.000000,2023-10-04 12:04:30,755.0,14.0,53.0,13.0,113.0,40.0,95.0,811.0,Visualize large time series data with plotly.py.,11.0,26,True,2023-07-13 11:26:44.000,0.9.1,57.0,plotly-resampler,conda-forge/plotly-resampler,,,,587.0,582.0,https://pypi.org/project/plotly-resampler,2022-06-29 16:22:00.000,5.0,295045.0,296423.0,https://anaconda.org/conda-forge/plotly-resampler,2023-08-11 13:55:21.400,28955.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
487,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2023-08-30 12:03:57.000000,2023-03-06 13:54:05,3661.0,,317.0,68.0,672.0,38.0,517.0,801.0,The Classical Language Toolkit.,120.0,26,True,2022-10-13 00:35:24.094,1.1.6,202.0,cltk,,,,,289.0,247.0,https://pypi.org/project/cltk,2022-10-13 00:35:24.094,42.0,689.0,689.0,,,,,,,,3.0,42.0,,,,,,,,,,,,,,,,,,,
488,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2023-09-21 01:39:39.000000,2023-08-23 17:20:54,1241.0,4.0,150.0,20.0,681.0,25.0,208.0,461.0,A package built to support working with spatial data using open source python.,44.0,26,True,2021-10-01 22:50:41.000,0.9.4,14.0,earthpy,conda-forge/earthpy,,,,250.0,250.0,https://pypi.org/project/earthpy,,,4698.0,5970.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,68737.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
489,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,,2013-11-01 19:40:08.000,2023-10-05 10:47:39.000000,2023-10-04 18:27:15,17017.0,43.0,104.0,26.0,3541.0,461.0,3370.0,454.0,"Keep code, data, containers under control with git and git-annex.",55.0,26,False,2023-08-10 15:56:23.000,0.19.3,98.0,datalad,conda-forge/datalad,,,,,,https://pypi.org/project/datalad,,,17891.0,27755.0,https://anaconda.org/conda-forge/datalad,2023-08-10 20:20:25.522,394579.0,,,,,3.0,,,,,,,,-5.0,,,,,,,,,,,,
490,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2023-09-28 15:28:41.000000,2022-12-22 21:34:29,574.0,,84.0,29.0,317.0,75.0,27.0,360.0,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,27.0,26,True,2021-06-17 01:15:10.000,0.1.16,19.0,tensorflow-cloud,,,,['tensorflow'],303.0,296.0,https://pypi.org/project/tensorflow-cloud,2021-06-17 01:15:10.000,7.0,69805.0,69805.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
491,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2023-10-05 15:01:37.000000,2023-10-05 14:21:48,3270.0,100.0,588.0,91.0,3607.0,277.0,1226.0,4616.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,87.0,25,True,2023-09-28 15:21:56.000,1.30.0,70.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
492,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2023-02-06 16:41:16.000000,2021-03-19 15:48:33,667.0,,658.0,160.0,130.0,83.0,101.0,4575.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,25,False,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,,,['tensorflow'],751.0,745.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000,6.0,503.0,503.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
493,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2023-06-16 19:25:40.006000,2022-08-23 22:54:23,1046.0,,982.0,240.0,214.0,51.0,198.0,4246.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,25,False,2021-05-10 18:04:30.000,1.0.3,27.0,tensortrade,conda-forge/tensortrade,,,,50.0,49.0,https://pypi.org/project/tensortrade,2021-05-10 18:00:35.000,1.0,418.0,519.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,3059.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
494,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2023-05-22 16:10:15.000000,2021-05-03 12:18:31,2154.0,,511.0,139.0,649.0,66.0,197.0,3827.0,Snips Python library to extract meaning from text.,22.0,25,False,2020-01-15 10:13:17.000,0.20.2,58.0,snips-nlu,,,,,13.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000,13.0,1664.0,1664.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
495,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2023-05-31 10:01:38.000000,2023-05-06 14:09:10,264.0,,399.0,40.0,49.0,69.0,173.0,3779.0,An Open-Source Framework for Prompt-Learning.,22.0,25,True,2022-04-20 04:58:40.000,1.0.0,4.0,openprompt,,,,,77.0,77.0,https://pypi.org/project/openprompt,,,2316.0,2316.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
496,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2023-09-28 21:44:45.000000,2023-08-23 08:47:21,208.0,1.0,306.0,86.0,91.0,48.0,31.0,3391.0,Python library that makes it easy for data scientists to create charts.,25.0,25,True,2023-08-23 08:50:26.000,4.0.4,24.0,chartify,conda-forge/chartify,,,,83.0,73.0,https://pypi.org/project/chartify,2023-08-23 08:50:26.000,10.0,2176.0,2659.0,https://anaconda.org/conda-forge/chartify,2023-06-16 16:11:58.064,28513.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
497,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2023-09-22 09:55:14.000000,2023-05-19 17:52:25,508.0,,811.0,62.0,629.0,104.0,395.0,3071.0,A high-performance distributed training framework for Reinforcement Learning.,41.0,25,True,2023-03-14 02:03:08.557,2.2.1,29.0,parl,,,,['paddle'],118.0,117.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,569.0,569.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
498,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2023-10-02 11:16:27.000000,2023-09-26 01:10:42,4259.0,36.0,532.0,41.0,980.0,150.0,648.0,2848.0,"A unified, comprehensive and efficient recommendation library.",68.0,25,True,2022-10-05 02:45:00.000,1.1.1,9.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,,,2836.0,2942.0,https://anaconda.org/aibox/recbole,2023-06-16 19:23:31.659,3723.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
499,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2023-06-16 19:17:56.088000,2021-06-22 10:51:48,116.0,,469.0,101.0,49.0,57.0,253.0,2749.0,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,25,False,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,686.0,663.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,23.0,3102.0,3448.0,https://anaconda.org/conda-forge/neuralcoref,2023-06-16 19:17:56.088,14793.0,,,,,3.0,801.0,,,,,,,,,,,,,,,,,,,
500,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2023-10-05 11:25:03.000000,2023-09-25 05:41:01,1296.0,2.0,313.0,93.0,2155.0,206.0,982.0,2644.0,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",52.0,25,True,2023-02-03 19:04:11.785,0.8.1,118.0,pymars,,,,,1.0,,https://pypi.org/project/pymars,2022-06-12 11:43:21.000,1.0,66055.0,66055.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
501,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2023-06-30 21:16:15.000000,2023-06-30 21:16:10,470.0,,299.0,67.0,315.0,38.0,123.0,2621.0,DDSP: Differentiable Digital Signal Processing.,32.0,25,True,2023-05-25 02:30:41.654,3.7.0,55.0,ddsp,conda-forge/ddsp,,,['tensorflow'],45.0,44.0,https://pypi.org/project/ddsp,2022-05-25 17:42:19.000,1.0,1746.0,2106.0,https://anaconda.org/conda-forge/ddsp,2023-06-16 19:19:34.916,14431.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
502,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,603.0,91.0,29.0,23.0,51.0,2279.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,25,False,2020-01-14 14:12:10.000,0.6.1,6.0,python_speech_features,,,,,601.0,422.0,https://pypi.org/project/python_speech_features,2017-08-16 01:46:13.000,179.0,142944.0,142944.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
503,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2023-09-08 09:47:44.000000,2023-07-01 21:40:58,1936.0,,312.0,38.0,81.0,14.0,155.0,2240.0,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,28.0,25,True,2022-09-04 16:37:07.000,0.54.0,46.0,torch-geometric-temporal,,,,['pytorch'],4.0,,https://pypi.org/project/torch-geometric-temporal,2022-09-04 16:10:00.738,4.0,1874.0,1874.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
504,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2023-09-05 06:09:07.000000,2023-09-05 06:09:05,385.0,1.0,278.0,57.0,14.0,21.0,78.0,2143.0,Beautiful visualizations of how language differs among document types.,14.0,25,True,2023-04-18 01:25:02.819,0.1.19,148.0,scattertext,conda-forge/scattertext,,,,442.0,432.0,https://pypi.org/project/scattertext,2022-03-26 09:23:49.000,10.0,9023.0,10161.0,https://anaconda.org/conda-forge/scattertext,2023-06-16 13:23:09.869,84225.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
505,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2023-09-26 22:36:44.000000,2023-05-15 21:21:45,660.0,,211.0,38.0,135.0,6.0,125.0,2141.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,24.0,25,True,2023-01-04 21:42:02.301,2.2.0,19.0,norfair,,,,,135.0,132.0,https://pypi.org/project/norfair,2022-05-30 21:14:58.000,3.0,5330.0,5337.0,,,,,,,,3.0,293.0,,,,,,,,,,,,,,,,,,,
506,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2023-06-16 19:27:14.287000,2022-09-28 17:12:28,249.0,,239.0,25.0,315.0,70.0,37.0,2131.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,25,False,2022-09-28 08:51:19.531,0.2.12,12.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],681.0,680.0,https://pypi.org/project/lazypredict,2022-09-28 08:51:19.531,1.0,34381.0,34476.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,2495.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
507,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2019-03-19 10:45:02.000000,2018-12-16 15:30:13,118.0,,238.0,71.0,20.0,92.0,66.0,2050.0,Open source time series library for Python.,6.0,25,False,2017-11-21 16:27:06.000,0.4.16,35.0,pyflux,,,,,267.0,251.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,16.0,79673.0,79673.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
508,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2023-06-16 19:23:39.686000,2021-07-16 09:03:20,66.0,,463.0,38.0,42.0,64.0,58.0,2037.0,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,25,False,2020-09-15 16:26:00.000,1.1.1,9.0,efficientnet,anaconda/efficientnet,,,['tensorflow'],1772.0,1758.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000,14.0,49197.0,53950.0,https://anaconda.org/anaconda/efficientnet,2023-06-16 19:23:39.686,444.0,,,,,3.0,251288.0,,,,,,,,,,,,,,,,,,,
509,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2023-06-20 17:42:42.000000,2023-06-20 17:42:34,12566.0,,83.0,41.0,47.0,11.0,74.0,2026.0,The friendly PIL fork.,385.0,25,False,,,47.0,pillow-simd,,,,,55.0,,https://pypi.org/project/pillow-simd,2022-01-04 16:11:51.000,55.0,52746.0,52746.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
510,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2023-09-26 17:28:16.000000,2023-09-26 17:27:56,255.0,5.0,191.0,30.0,63.0,35.0,83.0,1945.0,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,15.0,25,True,2021-05-24 16:45:59.000,0.0.11,10.0,checklist,conda-forge/checklist,,,['jupyter'],289.0,282.0,https://pypi.org/project/checklist,2021-05-24 16:45:59.000,7.0,3291.0,3483.0,https://anaconda.org/conda-forge/checklist,2023-06-16 19:24:18.549,6367.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
511,Multicore-TSNE,DmitryUlyanov/Multicore-TSNE,data-viz,,https://github.com/DmitryUlyanov/Multicore-TSNE,https://github.com/DmitryUlyanov/Multicore-TSNE,BSD-3-Clause,2016-10-19 05:46:52.000,2023-09-28 20:11:39.904000,2023-05-26 18:23:37,117.0,,228.0,44.0,36.0,45.0,21.0,1813.0,Parallel t-SNE implementation with Python and Torch wrappers.,17.0,25,True,2017-11-08 13:32:20.000,0.0.1,3.0,MulticoreTSNE,conda-forge/multicore-tsne,,,['pytorch'],426.0,404.0,https://pypi.org/project/MulticoreTSNE,2019-01-09 07:23:04.000,22.0,28630.0,29571.0,https://anaconda.org/conda-forge/multicore-tsne,2023-09-28 20:11:39.904,28234.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
512,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221.0,,294.0,56.0,1313.0,233.0,810.0,1737.0,A toolkit for reproducible reinforcement learning research.,79.0,25,True,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],92.0,90.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,2.0,556.0,556.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
513,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2023-09-05 22:18:48.000000,2023-09-05 22:18:47,567.0,9.0,109.0,52.0,438.0,60.0,101.0,1670.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,28.0,25,True,2023-08-31 20:07:52.000,1.1.10,27.0,hivemind,,,,,78.0,72.0,https://pypi.org/project/hivemind,2023-08-31 20:07:10.000,6.0,4298.0,4298.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
514,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2023-09-22 07:25:32.800000,2023-04-20 14:53:46,460.0,,232.0,51.0,48.0,20.0,91.0,1541.0,Contextually-keyed word vectors.,19.0,25,True,2023-04-17 13:11:14.000,2.0.2,18.0,sense2vec,conda-forge/sense2vec,,,,285.0,285.0,https://pypi.org/project/sense2vec,,,1695.0,3870.0,https://anaconda.org/conda-forge/sense2vec,2023-09-22 07:25:32.800,34759.0,,,,,3.0,58650.0,,,,,,,,,,,,,,,,,,,
515,fklearn,nubank/fklearn,ml-frameworks,,https://github.com/nubank/fklearn,https://github.com/nubank/fklearn,Apache-2.0,2019-02-27 14:32:57.000,2023-08-24 17:27:15.000000,2023-04-11 16:36:03,155.0,,162.0,99.0,183.0,39.0,24.0,1459.0,fklearn: Functional Machine Learning.,53.0,25,True,2023-08-16 12:44:32.000,2.4.0,30.0,fklearn,,,,,13.0,13.0,https://pypi.org/project/fklearn,2023-08-16 12:44:32.000,,2318.0,2318.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
516,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2023-08-27 08:50:24.000000,2023-08-27 09:50:01,1167.0,32.0,117.0,29.0,68.0,1.0,29.0,1430.0,PyTorch extensions for fast R&D prototyping and Kaggle farming.,7.0,25,True,2023-08-19 14:26:10.000,0.7.0,29.0,pytorch_toolbelt,,,,['pytorch'],7.0,,https://pypi.org/project/pytorch_toolbelt,2022-06-27 19:59:57.000,7.0,21306.0,21306.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
517,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2023-08-12 06:34:31.000000,2023-08-12 06:34:27,161.0,2.0,248.0,50.0,86.0,20.0,188.0,1415.0,"Genetic Programming in Python, with a scikit-learn inspired API.",10.0,25,True,2022-05-03 10:56:08.000,0.4.2,2.0,gplearn,conda-forge/gplearn,,,['sklearn'],440.0,440.0,https://pypi.org/project/gplearn,,,5219.0,5371.0,https://anaconda.org/conda-forge/gplearn,2023-06-16 19:20:25.471,6088.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
518,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2022-07-15 12:45:07.000000,2022-04-04 16:13:36,330.0,,142.0,29.0,63.0,7.0,70.0,1260.0,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,25,False,2022-04-04 16:14:08.000,0.5.5,25.0,livelossplot,,,,['jupyter'],1208.0,1195.0,https://pypi.org/project/livelossplot,2022-04-04 16:14:08.000,13.0,13834.0,13834.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
519,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2023-06-16 19:23:39.693000,2022-12-24 01:52:28,204.0,,305.0,49.0,42.0,91.0,112.0,1252.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,17.0,25,True,2022-12-24 01:56:46.564,0.9.2,32.0,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],327.0,322.0,https://pypi.org/project/keras-ocr,2022-12-24 01:56:46.564,5.0,10708.0,28306.0,https://anaconda.org/anaconda/keras-ocr,2023-06-16 19:23:39.693,279.0,,,,,3.0,650895.0,,,,,,,,,,,,,,,,,,,
520,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2023-09-27 15:14:50.000000,2023-09-27 15:14:33,667.0,1.0,157.0,47.0,161.0,19.0,376.0,1245.0,moDel Agnostic Language for Exploration and eXplanation.,24.0,25,False,2023-02-16 21:26:00.740,1.6.0,26.0,dalex,conda-forge/dalex,,,,135.0,129.0,https://pypi.org/project/dalex,2022-09-07 14:45:39.364,6.0,16980.0,17299.0,https://anaconda.org/conda-forge/dalex,2023-06-16 19:24:13.607,10536.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
521,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2023-10-05 05:37:23.000000,2023-09-27 15:50:38,1753.0,212.0,73.0,18.0,595.0,60.0,133.0,964.0,"MetricFlow allows you to define, build, and maintain metrics in code.",41.0,25,False,2023-09-06 22:57:08.000,0.202.0,55.0,metricflow,,,,,13.0,10.0,https://pypi.org/project/metricflow,2023-09-27 16:53:31.000,3.0,11766.0,11766.0,,,,,,,,3.0,,,,,,,,,dbt-labs/metricflow,,,,,,,,,,,
522,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2023-10-05 15:44:36.000000,2023-10-05 15:04:41,1748.0,53.0,337.0,56.0,432.0,139.0,239.0,927.0,Machine learning on FPGAs using HLS.,55.0,25,True,2023-05-13 15:59:00.678,0.7.1,13.0,hls4ml,conda-forge/hls4ml,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/hls4ml,2021-11-12 12:26:50.000,,629.0,812.0,https://anaconda.org/conda-forge/hls4ml,2023-06-16 19:22:51.232,6787.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
523,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,BSD-1-Clause,2016-08-17 10:58:05.000,2023-10-05 14:04:50.000000,2023-08-01 13:02:51,2070.0,1.0,196.0,43.0,578.0,72.0,425.0,909.0,SMAC3: A Versatile Bayesian Optimization Package for Hyperparameter Optimization.,41.0,25,False,2023-08-01 13:38:54.000,2.0.2,47.0,smac,conda-forge/smac,,,,42.0,,https://pypi.org/project/smac,2023-08-01 13:30:07.000,42.0,24263.0,24806.0,https://anaconda.org/conda-forge/smac,2023-08-11 21:35:06.370,16844.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
524,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2023-01-17 18:04:41.000000,2023-01-17 18:04:41,515.0,,252.0,42.0,72.0,103.0,188.0,886.0,Gaussian Process Optimization using GPy.,49.0,25,True,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,,494.0,456.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000,38.0,7692.0,7692.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
