,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
387,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2023-06-16 19:18:39.600000,2023-04-20 04:36:19,526.0,,400.0,52.0,37.0,17.0,138.0,1179.0,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",22.0,28,True,2022-09-06 19:52:23.000,0.12.2,17.0,kmodes,conda-forge/kmodes,,,,2275.0,2242.0,https://pypi.org/project/kmodes,158745.0,159618.0,https://anaconda.org/conda-forge/kmodes,2023-06-16 19:18:39.600,35813.0,,,,,3.0,,2022-04-14 21:22:39.000,33.0,,,,,,,,,,,,,,,,,,
388,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2023-09-24 16:24:23.000000,2023-09-24 16:24:18,995.0,63.0,102.0,25.0,113.0,25.0,50.0,1176.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",22.0,28,True,2023-08-22 16:28:09.000,1.4.0,43.0,imodels,,,,,56.0,52.0,https://pypi.org/project/imodels,36744.0,36744.0,,,,,,,,2.0,,2023-08-22 16:27:40.000,4.0,,,,,,,,,,,,,,,,,,
389,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2023-09-22 06:51:49.000000,2023-06-06 09:46:40,415.0,,320.0,40.0,297.0,22.0,200.0,1141.0,A research toolkit for particle swarm optimization in Python.,45.0,28,True,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,,316.0,302.0,https://pypi.org/project/pyswarms,9062.0,9062.0,,,,,,,,3.0,,2021-01-03 21:34:15.000,14.0,,,,,,,,,,,,,,,,,,
390,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2023-06-16 16:20:28.705000,2021-02-12 19:04:59,2079.0,,242.0,40.0,36.0,66.0,590.0,1102.0,"pyclustering is a Python, C++ data mining library.",26.0,28,False,2020-11-25 22:33:07.000,0.10.1.2,46.0,pyclustering,conda-forge/pyclustering,,,,577.0,543.0,https://pypi.org/project/pyclustering,66366.0,67635.0,https://anaconda.org/conda-forge/pyclustering,2023-06-16 16:20:28.705,56891.0,,,,,3.0,474.0,2020-11-25 22:41:20.000,34.0,,,,,,,,,,,,,,,,,,
391,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2023-08-25 16:48:20.000000,2023-04-19 21:43:19,547.0,,165.0,35.0,85.0,88.0,122.0,869.0,A scikit-learn based module for multi-label et. al. classification.,28.0,28,True,2018-12-10 16:24:47.000,0.2.0,6.0,scikit-multilearn,,,,['sklearn'],1295.0,1271.0,https://pypi.org/project/scikit-multilearn,84414.0,84414.0,,,,,,,,2.0,,2018-12-10 16:24:47.000,24.0,,,,,,,,,,,,,,,,,,
392,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2023-06-27 23:50:02.000000,2023-03-24 22:04:13,811.0,,241.0,41.0,502.0,266.0,252.0,865.0,Scalable Machine Learning with Dask.,77.0,28,True,2023-03-24 22:06:04.422,2023.3.24,35.0,dask-ml,conda-forge/dask-ml,,,,940.0,868.0,https://pypi.org/project/dask-ml,196355.0,207133.0,https://anaconda.org/conda-forge/dask-ml,2023-06-16 13:24:06.152,765285.0,,,,,2.0,,2020-05-06 15:02:41.000,72.0,,,,,,,,,,,,,,,,,,
393,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,MIT,2010-01-31 00:13:06.000,2023-07-26 22:41:29.989000,2023-06-09 22:11:37,1299.0,,149.0,49.0,56.0,21.0,65.0,813.0,Computer Vision in Python.,34.0,28,True,2022-06-28 14:25:55.000,1.4.13,59.0,mahotas,conda-forge/mahotas,,,,1242.0,1115.0,https://pypi.org/project/mahotas,9017.0,18887.0,https://anaconda.org/conda-forge/mahotas,2023-07-26 22:41:29.989,384954.0,,,,,3.0,,2022-06-28 08:11:26.000,127.0,,,,,,,,,,,,,,,,,,
394,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,BSD-3-Clause,2011-04-05 12:10:12.000,2023-09-26 15:35:10.000000,2023-09-26 15:27:01,15612.0,38.0,359.0,43.0,1602.0,278.0,2950.0,797.0,An open-source application for biological image analysis.,138.0,28,True,2023-08-14 19:59:48.000,4.2.6,48.0,cellprofiler,,,,,21.0,20.0,https://pypi.org/project/cellprofiler,580.0,629.0,,,,,,,,3.0,5747.0,2023-08-14 19:14:28.000,1.0,,,,,,,,,,,,,,,,,,
395,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-2-Clause,2013-09-05 14:44:25.000,2023-09-23 07:24:06.052000,2023-09-19 11:01:07,2904.0,56.0,98.0,15.0,224.0,11.0,114.0,689.0,Python bindings for MPI.,26.0,28,True,2022-11-02 14:23:02.643,3.1.4,26.0,mpi4py,conda-forge/mpi4py,,,,699.0,,https://pypi.org/project/mpi4py,154178.0,215810.0,https://anaconda.org/conda-forge/mpi4py,2023-09-23 07:24:06.052,2143110.0,,,,,2.0,15246.0,2022-11-02 14:23:02.643,699.0,,,,,,,,,,,,,,,,,,
396,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/JoaquinAmatRodrigo/skforecast,https://github.com/JoaquinAmatRodrigo/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2023-09-27 14:05:27.000000,2023-09-27 14:05:27,2433.0,309.0,86.0,11.0,466.0,13.0,82.0,653.0,Time series forecasting with scikit-learn models.,8.0,28,True,2023-09-27 09:35:25.000,0.10.1,24.0,skforecast,,,,['sklearn'],193.0,187.0,https://pypi.org/project/skforecast,25784.0,25784.0,,,,,,,,3.0,,2023-09-26 12:13:41.000,6.0,,,,,,,,,,,,,,,,,,
397,tinytag,devsnd/tinytag,audio,,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000,2023-09-26 16:54:14.000000,2023-09-26 16:54:14,453.0,15.0,100.0,23.0,83.0,16.0,93.0,624.0,"Read audio and music meta data and duration of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA, Wave and AIFF files with python 2..",26.0,28,True,2023-04-21 11:05:59.132,1.9.0,38.0,tinytag,,,,,957.0,849.0,https://pypi.org/project/tinytag,16141.0,16141.0,,,,,,,,3.0,,2022-03-12 17:51:16.000,108.0,,,,,,,,,,,,,,,,,,
398,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2023-09-26 08:11:04.000000,2023-09-26 08:11:02,777.0,15.0,71.0,28.0,344.0,110.0,221.0,513.0,"Simple, concise geographical visualization in Python.",29.0,28,True,2023-07-20 16:57:49.000,1.10.1,51.0,geoviews,conda-forge/geoviews,,,,802.0,767.0,https://pypi.org/project/geoviews,6327.0,11728.0,https://anaconda.org/conda-forge/geoviews,2023-07-21 08:46:51.180,194446.0,,,,,3.0,,2023-07-20 15:18:17.000,35.0,,,,,,,,,,,,,,,,,,
399,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2023-09-18 07:23:49.000000,2022-12-05 17:31:41,1886.0,,847.0,216.0,453.0,57.0,260.0,14071.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",47.0,27,True,2021-06-06 17:15:00.281,5.14.0,50.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,41842.0,42249.0,,,,https://hub.docker.com/r/remnux/ciphey,2023-08-11 14:23:28.113587,14.0,20376.0,3.0,,2021-06-06 17:15:00.281,,,,,,,,,,,,,,,,,,,
400,qdrant,qdrant/qdrant,nlp,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2023-09-28 14:49:18.000000,2023-09-12 14:58:36,1825.0,271.0,714.0,95.0,1908.0,138.0,586.0,13021.0,Qdrant - Vector Database for the next generation of AI applications. Also available in the cloud..,66.0,27,True,2023-09-12 15:35:57.000,1.5.1,55.0,,,,,,,,,,46.0,,,,,,,,3.0,1338.0,,,,,,,,,,,,,,,,,,,,
401,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2023-06-29 16:28:26.000000,2023-06-29 16:28:24,325.0,,1387.0,440.0,46.0,98.0,86.0,10211.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,27,True,2022-09-21 20:20:42.649,4.0.6,44.0,dopamine-rl,,,,['tensorflow'],51.0,15.0,https://pypi.org/project/dopamine-rl,34465.0,34465.0,,,,,,,,2.0,,2022-09-21 20:20:42.649,36.0,,,,,,,,,,,,,,,,,,
402,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,pytorch-utils,,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000,2022-04-08 12:30:25.000000,2021-04-15 15:16:36,162.0,,1500.0,131.0,51.0,155.0,141.0,7537.0,A PyTorch implementation of EfficientNet and EfficientNetV2 (coming soon!).,24.0,27,False,2021-04-15 15:17:23.000,0.7.1,13.0,efficientnet-pytorch,,,,['pytorch'],43.0,,https://pypi.org/project/efficientnet-pytorch,136243.0,216067.0,,,,,,,,2.0,3352613.0,2021-04-15 15:17:23.000,43.0,,,,,,,,,,,,,,,,,,
403,TensorLayer,tensorlayer/tensorlayer,reinforcement-learning,,https://github.com/tensorlayer/TensorLayer,https://github.com/tensorlayer/TensorLayer,Apache-2.0,2016-06-07 15:55:16.000,2023-02-18 07:58:21.000000,2023-02-18 07:58:21,3353.0,,1642.0,462.0,698.0,32.0,441.0,7236.0,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,134.0,27,True,2022-02-15 02:05:47.000,2.2.5,83.0,tensorlayer,,,,['tensorflow'],40.0,,https://pypi.org/project/tensorlayer,1412.0,1431.0,,,,,,,,2.0,1619.0,2022-02-15 02:05:47.000,40.0,,,,,,,,,,,,,,,,,,
404,NuPIC,numenta/nupic,ml-frameworks,,https://github.com/numenta/nupic-legacy,https://github.com/numenta/nupic-legacy,AGPL-3.0,2013-04-05 23:14:27.000,2023-09-01 15:42:16.000000,2023-08-31 21:49:25,6626.0,1.0,1555.0,625.0,2111.0,453.0,1338.0,6329.0,"Numenta Platform for Intelligent Computing is an implementation of Hierarchical Temporal Memory (HTM), a theory of..",123.0,27,False,2018-06-01 15:12:12.000,1.0.5,47.0,nupic,,,,,15.0,15.0,https://pypi.org/project/nupic,1914.0,1914.0,,,,,,,,3.0,1.0,,,,,,,,,,numenta/nupic-legacy,,,,,,,,,,
405,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2023-06-16 16:08:26.431000,2023-01-27 13:12:44,652.0,,964.0,144.0,93.0,73.0,304.0,5968.0,A Python scikit for building and analyzing recommender systems.,45.0,27,True,2022-09-23 17:17:00.724,1.1.3,11.0,scikit-surprise,conda-forge/scikit-surprise,,,,65.0,15.0,https://pypi.org/project/scikit-surprise,129474.0,134434.0,https://anaconda.org/conda-forge/scikit-surprise,2023-06-16 16:08:26.431,337325.0,,,,,2.0,,2022-09-23 17:17:00.724,50.0,,,,,,,,,,,,,,,,,,
406,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2023-09-21 06:50:45.000000,2020-05-03 07:13:22,108.0,,609.0,140.0,31.0,66.0,53.0,5449.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,27,False,,,18.0,flashtext,conda-forge/flashtext,,,,1374.0,1328.0,https://pypi.org/project/flashtext,931193.0,931658.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,17682.0,,,,,3.0,,2018-02-16 05:24:17.000,46.0,,,,,,,,,,,,,,,,,,
407,Edward,blei-lab/edward,probabilistics,,https://github.com/blei-lab/edward,https://github.com/blei-lab/edward,Apache-2.0,2016-02-10 20:06:05.000,2019-10-22 20:30:48.000000,2018-07-25 01:28:08,1796.0,,780.0,277.0,437.0,221.0,328.0,4796.0,"A probabilistic programming language in TensorFlow. Deep generative models, variational inference.",87.0,27,False,2018-01-22 06:03:37.000,1.3.5,28.0,edward,,,,['tensorflow'],340.0,300.0,https://pypi.org/project/edward,312.0,312.0,,,,,,,,3.0,16.0,2018-01-22 06:03:05.000,40.0,,,,,,,,,,,,,,,,,,
408,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2023-06-16 19:25:16.902000,2022-04-01 13:57:36,131.0,,952.0,144.0,30.0,46.0,77.0,4066.0,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,11.0,27,False,2020-05-22 15:07:00.000,3.3.2,15.0,vadersentiment,conda-forge/vadersentiment,,,,7466.0,7277.0,https://pypi.org/project/vadersentiment,201298.0,201734.0,https://anaconda.org/conda-forge/vadersentiment,2023-06-16 19:25:16.902,13090.0,,,,,3.0,,2020-05-22 15:07:00.000,189.0,,,,,,,,,,,,,,,,,,
409,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2023-09-19 00:32:03.000000,2022-08-06 21:47:18,182.0,,396.0,66.0,56.0,86.0,55.0,3970.0,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,27,False,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,,569.0,565.0,https://pypi.org/project/layoutparser,88460.0,88460.0,,,,,,,,3.0,,2022-04-06 04:38:09.000,4.0,,,,,,,,,,,,,,,,,,
410,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2023-09-20 14:45:40.000000,2023-09-20 14:45:40,248.0,1.0,799.0,51.0,48.0,61.0,106.0,3743.0,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,16.0,27,True,2023-04-07 19:27:35.000,2.5.3,32.0,facenet-pytorch,,,,['pytorch'],1319.0,1300.0,https://pypi.org/project/facenet-pytorch,26073.0,40866.0,,,,,,,,3.0,680501.0,2021-03-10 01:00:20.000,19.0,,,,,,,,,,,,,,,,,,
411,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2023-09-27 13:56:32.000000,2023-09-27 12:29:32,928.0,5.0,717.0,85.0,186.0,68.0,634.0,3739.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",47.0,27,True,2023-09-27 14:17:30.000,78,71.0,opencv-python,,,,,,,https://pypi.org/project/opencv-python,10657743.0,10657743.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
412,TensorForce,tensorforce/tensorforce,reinforcement-learning,,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000,2023-08-14 20:14:15.000000,2023-08-14 20:14:08,2108.0,6.0,538.0,146.0,237.0,33.0,631.0,3248.0,Tensorforce: a TensorFlow library for applied reinforcement learning.,83.0,27,True,2021-08-30 20:20:58.000,0.6.5,24.0,tensorforce,,,,['tensorflow'],430.0,428.0,https://pypi.org/project/tensorforce,569.0,569.0,,,,,,,,2.0,,2021-08-30 20:13:45.000,2.0,,,,,,,,,,,,,,,,,,
413,Acme,deepmind/acme,reinforcement-learning,,https://github.com/google-deepmind/acme,https://github.com/google-deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2023-08-30 21:56:37.000000,2023-08-30 21:55:49,1185.0,8.0,396.0,83.0,52.0,56.0,199.0,3193.0,A library of reinforcement learning components and agents.,84.0,27,True,2022-02-10 06:52:27.000,0.4.0,15.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],170.0,167.0,https://pypi.org/project/dm-acme,1749.0,1970.0,https://anaconda.org/conda-forge/dm-acme,2023-06-16 19:23:44.096,7543.0,,,,,2.0,,2022-02-10 06:52:27.000,3.0,,,,,,,,google-deepmind/acme,,,,,,,,,,
414,sahi,obss/sahi,image,,https://github.com/obss/sahi,https://github.com/obss/sahi,MIT,2021-01-30 12:54:53.000,2023-09-04 10:54:06.000000,2023-08-26 22:58:04,470.0,1.0,449.0,35.0,490.0,6.0,,3066.0,Framework agnostic sliced/tiled inference + interactive ui + error analysis plots.,31.0,27,True,2023-05-15 21:12:01.327,0.11.14,100.0,sahi,conda-forge/sahi,,,,659.0,650.0,https://pypi.org/project/sahi,143969.0,146667.0,https://anaconda.org/conda-forge/sahi,2023-06-16 19:27:36.658,48498.0,,,,,3.0,18295.0,2022-06-25 20:18:21.000,9.0,,,,,,,,,,,,,,,,,,
415,fastNLP,fastnlp/fastNLP,nlp,,https://github.com/fastnlp/fastNLP,https://github.com/fastnlp/fastNLP,Apache-2.0,2018-03-07 13:30:20.000,2023-06-05 03:00:37.000000,2022-12-13 03:52:09,2484.0,,455.0,84.0,245.0,61.0,154.0,2987.0,fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.,61.0,27,True,2022-10-31 14:47:34.183,1.0.1,24.0,fastnlp,,,,,163.0,161.0,https://pypi.org/project/fastnlp,21008.0,21009.0,,,,,,,,3.0,74.0,2022-10-31 14:47:34.183,2.0,,,,,,,,,,,,,,,,,,
416,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2023-06-16 13:18:29.838000,2020-01-22 07:39:36,1198.0,,329.0,68.0,167.0,164.0,112.0,2681.0,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,27,False,2022-05-11 09:37:12.000,0.13.0,30.0,eli5,conda-forge/eli5,,,,90.0,,https://pypi.org/project/eli5,454746.0,456631.0,https://anaconda.org/conda-forge/eli5,2023-06-16 13:18:29.838,143278.0,,,,,2.0,,2022-05-11 09:37:12.000,90.0,4.0,,,,,,,,,,,,,,,,,
417,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2023-09-21 05:09:40.000000,2023-09-21 05:09:35,3445.0,56.0,329.0,157.0,1145.0,21.0,58.0,2645.0,Neural Network Libraries.,73.0,27,True,2023-07-14 02:40:27.000,1.36.0,71.0,nnabla,,,,,,,https://pypi.org/project/nnabla,3073.0,3082.0,,,,,,,,3.0,706.0,,,,,,,,,,,,,,,,,,,,
418,pygal,Kozea/pygal,graph,,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000,2023-06-16 16:15:26.623000,2023-05-16 07:26:21,1020.0,,409.0,130.0,129.0,189.0,245.0,2561.0,PYthon svg GrAph plotting Library.,73.0,27,False,2021-11-24 21:09:00.501,3.0.0,76.0,pygal,conda-forge/pygal,,,,634.0,,https://pypi.org/project/pygal,134496.0,135165.0,https://anaconda.org/conda-forge/pygal,2023-06-16 16:15:26.623,34141.0,,,,,2.0,,2021-11-24 21:09:00.501,634.0,,,,,,,,,,,,,,,,,,
419,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2023-06-16 19:20:41.396000,2022-05-25 09:55:55,1696.0,,413.0,45.0,347.0,32.0,333.0,2545.0,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",32.0,27,False,2022-04-02 15:26:45.000,3.3.3,70.0,foolbox,conda-forge/foolbox,,,,532.0,518.0,https://pypi.org/project/foolbox,1659.0,1973.0,https://anaconda.org/conda-forge/foolbox,2023-06-16 19:20:41.396,11940.0,,,,,2.0,,2022-04-02 15:26:45.000,14.0,,,,,,,,,,,,,,,,,,
420,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2023-06-01 22:20:25.000000,2023-06-01 22:10:29,1131.0,,335.0,44.0,57.0,64.0,200.0,2292.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,27,True,2023-06-01 22:20:25.000,1.3,34.0,spektral,,,,['tensorflow'],239.0,233.0,https://pypi.org/project/spektral,5146.0,5146.0,,,,,,,,2.0,,2023-06-01 22:17:00.684,6.0,,,,,,,,,,,,,,,,,,
421,TabNet,dreamquark-ai/tabnet,pytorch-utils,,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000,2023-09-26 01:35:43.000000,2023-07-23 14:42:27,191.0,5.0,438.0,36.0,237.0,52.0,260.0,2286.0,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,21.0,27,True,2023-07-23 13:34:05.000,4.1.0,19.0,pytorch-tabnet,conda-forge/pytorch-tabnet,,,['pytorch'],11.0,,https://pypi.org/project/pytorch-tabnet,34289.0,34550.0,https://anaconda.org/conda-forge/pytorch-tabnet,2023-06-16 19:28:15.390,5486.0,,,,,2.0,,2023-07-23 13:26:57.000,11.0,,,,,,,,,,,,,,,,,,
422,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2023-01-05 06:02:49.000000,2023-01-05 06:02:49,213.0,,317.0,66.0,38.0,96.0,160.0,2163.0,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,22.0,27,True,2019-02-28 09:16:54.000,0.4.1,9.0,hyperas,,,,['tensorflow'],349.0,325.0,https://pypi.org/project/hyperas,11924.0,11924.0,,,,,,,,2.0,,2019-02-28 09:16:54.000,24.0,,,,,,,,,,,,,,,,,,
423,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2023-09-26 17:05:23.000000,2023-09-26 17:05:23,630.0,25.0,227.0,67.0,31.0,52.0,90.0,2100.0,Fast and Easy Infinite Neural Networks in Python.,27.0,27,True,2023-08-25 00:01:21.000,0.6.4,16.0,neural-tangents,,,,,81.0,81.0,https://pypi.org/project/neural-tangents,2239.0,2247.0,,,,,,,,3.0,323.0,,,,,,,,,,,,,,,,,,,,
424,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2023-09-09 21:39:29.000000,2021-07-09 11:06:18,56.0,,484.0,40.0,24.0,66.0,38.0,2048.0,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,27,False,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],4093.0,4042.0,https://pypi.org/project/mtcnn,43009.0,43248.0,https://anaconda.org/conda-forge/mtcnn,2023-06-16 19:18:00.316,10291.0,,,,,3.0,,2021-07-09 11:16:39.000,51.0,,,,,,,,,,,,,,,,,,
425,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2023-07-12 18:18:40.000000,2023-07-12 18:14:01,1515.0,23.0,237.0,65.0,58.0,31.0,185.0,1988.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,20.0,27,True,2023-07-12 18:26:08.000,2.0.1,14.0,ampligraph,,,,['tensorflow'],44.0,44.0,https://pypi.org/project/ampligraph,662.0,662.0,,,,,,,,2.0,,2021-05-25 16:47:29.000,,,,,,,,,,,,,,,,,,,
426,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2023-09-24 23:16:46.000000,2023-09-24 23:16:40,836.0,26.0,429.0,62.0,292.0,111.0,91.0,1812.0,Library for training machine learning models with privacy for training data.,55.0,27,True,2023-06-28 20:10:26.996,0.8.10,28.0,tensorflow-privacy,,,,['tensorflow'],14.0,,https://pypi.org/project/tensorflow-privacy,14843.0,14845.0,,,,,,,,2.0,119.0,2022-10-19 20:29:02.229,14.0,,,,,,,,,,,,,,,,,,
427,FARM,deepset-ai/FARM,nlp,,https://github.com/deepset-ai/FARM,https://github.com/deepset-ai/FARM,Apache-2.0,2019-07-17 14:51:12.000,2023-08-12 04:20:17.000000,2022-08-31 09:45:24,594.0,,234.0,55.0,444.0,3.0,402.0,1690.0,Fast & easy transfer learning for NLP. Harvesting language models for the industry. Focus on Question Answering.,37.0,27,False,2021-06-10 09:45:12.000,0.8.0,22.0,farm,conda-forge/farm,,,['pytorch'],208.0,208.0,https://pypi.org/project/farm,3265.0,3367.0,https://anaconda.org/conda-forge/farm,2023-06-16 19:25:45.236,2965.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
