,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
402,Towhee,towhee-io/towhee,ml-frameworks,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2022-10-20 12:18:11.000000,2022-10-20 11:41:26,1293.0,481.0,169,40.0,1712.0,19.0,479.0,1552,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,29.0,27,True,2022-09-30 10:12:07.511,0.8.1,18.0,towhee,,,247.0,850.0,,,https://pypi.org/project/towhee,2022-07-07 12:28:54.000,,826.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
403,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930.0,,318,73.0,742.0,54.0,168.0,1473,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:02.000,0.13.1,24.0,chainercv,,,,3396.0,337.0,306.0,https://pypi.org/project/chainercv,2019-06-12 11:55:40.000,31.0,3396.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
404,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/mwydmuch/ViZDoom,https://github.com/mwydmuch/ViZDoom,MIT,2015-06-26 18:38:23.000,2022-09-19 15:26:04.000000,2022-09-19 15:26:04,1566.0,14.0,338,52.0,78.0,88.0,349.0,1421,Doom-based AI Research Platform for Reinforcement Learning from Raw Visual Information.,50.0,27,True,2022-04-18 01:40:02.000,1.1.13,24.0,vizdoom,,,11583.0,874.0,170.0,156.0,https://pypi.org/project/vizdoom,2022-04-18 01:07:39.000,14.0,728.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
405,doctr,mindee/doctr,image,,https://github.com/mindee/doctr,https://github.com/mindee/doctr,Apache-2.0,2021-01-08 16:05:12.000,2022-10-19 16:35:18.000000,2022-10-12 20:27:41,678.0,38.0,170,19.0,732.0,35.0,184.0,1331,"docTR (Document Text Recognition) - a seamless, high-performing & accessible library for OCR-related tasks powered by..",27.0,27,True,2022-09-29 11:52:22.795,0.6.0,12.0,python-doctr,,"['tensorflow', 'pytorch']",775039.0,44100.0,38.0,37.0,https://pypi.org/project/python-doctr,2022-03-22 15:55:39.000,1.0,5349.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
406,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2022-10-06 16:19:55.000000,2022-10-06 16:19:55,898.0,7.0,493,110.0,249.0,10.0,288.0,1323,Execute Python code on the fly and display results in Tableau visualizations:.,46.0,27,True,2022-01-20 22:19:32.000,2.5.0,26.0,tabpy,anaconda/tabpy-client,,,21098.0,98.0,96.0,https://pypi.org/project/tabpy,2022-01-20 22:19:32.000,2.0,21047.0,https://anaconda.org/anaconda/tabpy-client,2022-05-02 20:36:07.551,3381.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
407,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2022-08-19 13:16:19.000000,2022-06-21 11:53:05,286.0,,220,49.0,183.0,52.0,119.0,1280,Metric learning algorithms in Python.,22.0,27,True,2020-07-02 12:59:23.000,0.6.2,10.0,metric-learn,conda-forge/metric-learn,['sklearn'],,41860.0,249.0,238.0,https://pypi.org/project/metric-learn,2020-07-02 12:59:23.000,11.0,41622.0,https://anaconda.org/conda-forge/metric-learn,2020-07-02 13:51:25.681,7392.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
408,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2022-10-17 17:58:33.000000,2022-10-02 07:29:06,422.0,62.0,253,50.0,97.0,47.0,28.0,1180,Interpretability and explainability of data and machine learning models.,39.0,27,True,2020-10-28 09:32:21.000,0.2.1,4.0,aix360,,,,1438.0,63.0,62.0,https://pypi.org/project/aix360,2020-10-28 09:18:17.000,1.0,1438.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
409,spacy-transformers,explosion/spacy-transformers,nlp,,https://github.com/explosion/spacy-transformers,https://github.com/explosion/spacy-transformers,MIT,2019-07-26 19:12:34.000,2022-10-17 18:37:39.000000,2022-08-23 13:07:25,1409.0,8.0,148,29.0,179.0,3.0,,1167,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",18.0,27,True,2022-08-25 07:03:24.000,1.1.7,62.0,spacy-transformers,conda-forge/spacy-transformers,['spacy'],,129604.0,700.0,678.0,https://pypi.org/project/spacy-transformers,2022-07-05 11:45:09.000,22.0,129098.0,https://anaconda.org/conda-forge/spacy-transformers,2022-08-13 08:19:17.589,5568.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
410,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2022-10-20 12:25:31.000000,2022-10-20 12:25:30,2906.0,103.0,188,30.0,418.0,71.0,503.0,1084,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,58.0,27,True,2022-07-29 11:42:07.862,0.2.1,4.0,avalanche-lib,,,3.0,492.0,13.0,13.0,https://pypi.org/project/avalanche-lib,2022-06-14 08:38:26.000,,492.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
411,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2022-08-01 15:32:54.853000,2022-07-23 22:25:53,4188.0,4.0,273,80.0,633.0,11.0,601.0,1069,PySAL: Python Spatial Analysis Library Meta-Package.,77.0,27,True,2022-07-31 21:00:14.000,2.7.0,30.0,pysal,conda-forge/pysal,,,36632.0,32.0,,https://pypi.org/project/pysal,2022-01-30 19:38:41.000,32.0,30534.0,https://anaconda.org/conda-forge/pysal,2022-08-01 15:32:54.853,457382.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
412,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2022-10-12 01:44:25.000000,2022-10-12 01:43:20,151.0,17.0,132,28.0,16.0,4.0,57.0,970,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",14.0,27,True,2022-10-03 01:43:19.267,0.1.58,65.0,autoviz,conda-forge/autoviz,,,343846.0,280.0,274.0,https://pypi.org/project/autoviz,2022-06-17 13:38:21.000,6.0,342477.0,https://anaconda.org/conda-forge/autoviz,2022-10-03 14:11:33.149,19166.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
413,Geomstats,geomstats/geomstats,ml-frameworks,,https://github.com/geomstats/geomstats,https://github.com/geomstats/geomstats,MIT,2017-10-25 00:44:57.000,2022-10-20 14:11:18.000000,2022-10-20 07:07:05,8965.0,418.0,187,31.0,1239.0,175.0,293.0,844,Computations and statistics on manifolds with geometric structures.,71.0,27,True,2022-04-22 22:08:06.000,2.5.0,30.0,geomstats,conda-forge/geomstats,,,1262.0,,,https://pypi.org/project/geomstats,2022-04-22 18:02:54.000,,1081.0,https://anaconda.org/conda-forge/geomstats,2022-06-01 11:18:18.061,727.0,3.0,https://geomstats.github.io/,,,,,,,,,,,,,,,,,,,,,,,,
414,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,MIT,2010-01-31 00:13:06.000,2022-07-28 01:17:04.704000,2022-06-28 07:53:54,1293.0,,148,47.0,53.0,20.0,63.0,779,Computer Vision in Python.,32.0,27,True,2022-06-28 14:25:55.000,1.4.13,59.0,mahotas,conda-forge/mahotas,,,13556.0,1003.0,888.0,https://pypi.org/project/mahotas,2022-06-28 08:11:26.000,115.0,9267.0,https://anaconda.org/conda-forge/mahotas,2022-07-28 01:17:04.704,338854.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
415,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000,2022-10-19 19:24:03.000000,2022-09-30 18:31:10,3719.0,75.0,45,15.0,639.0,207.0,166.0,243,Asynchronous Distributed Hyperparameter Optimization.,28.0,27,False,2022-08-22 17:10:40.826,0.2.6,25.0,orion,,,,3438.0,82.0,75.0,https://pypi.org/project/orion,2022-06-03 15:22:27.000,7.0,3438.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
416,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2022-10-16 22:35:10.000000,2022-10-16 22:35:10,212.0,4.0,40,12.0,188.0,12.0,173.0,209,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",10.0,27,False,2022-07-04 12:59:41.000,3.5.0,67.0,pystan,conda-forge/pystan,,,2685912.0,253.0,,https://pypi.org/project/pystan,2022-07-04 12:59:41.000,253.0,2660504.0,https://anaconda.org/conda-forge/pystan,2022-10-10 15:10:47.691,1702356.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
417,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,pytorch-utils,,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000,2022-04-08 12:30:25.000000,2021-04-15 15:16:36,162.0,,1423,134.0,51.0,144.0,141.0,7171,A PyTorch implementation of EfficientNet and EfficientNetV2 (coming soon!).,24.0,26,False,2021-04-15 15:17:23.000,0.7.1,13.0,efficientnet-pytorch,,['pytorch'],2181950.0,153967.0,30.0,,https://pypi.org/project/efficientnet-pytorch,2021-04-15 15:17:23.000,30.0,83582.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
418,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2022-09-26 22:16:35.000000,2022-09-09 21:37:17,1610.0,4.0,732,144.0,1546.0,91.0,123.0,7141,Trax Deep Learning with Clear Code and Speed.,78.0,26,True,2021-10-26 20:29:38.000,1.4.1,24.0,trax,,,,4141.0,83.0,83.0,https://pypi.org/project/trax,2021-10-26 20:27:35.000,,4141.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
419,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2022-06-21 07:33:21.000000,2021-08-04 06:54:21,205.0,,1228,167.0,41.0,64.0,227.0,5933,2D and 3D Face alignment library build using pytorch.,23.0,26,False,2021-09-14 15:35:24.000,1.3.5,11.0,face-alignment,,['pytorch'],,14889.0,8.0,,https://pypi.org/project/face-alignment,2021-09-14 15:35:24.000,8.0,14889.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
420,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57.0,,1325,351.0,14.0,40.0,65.0,5932,Python library for processing Chinese text.,8.0,26,False,2015-09-27 16:35:23.000,0.12.3,17.0,snownlp,,,,5557.0,1013.0,974.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000,39.0,5557.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
421,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2021-07-26 20:38:52.000000,2020-05-03 07:13:22,108.0,,594,138.0,30.0,60.0,52.0,5271,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,18.0,flashtext,conda-forge/flashtext,,,744489.0,938.0,896.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000,42.0,744035.0,https://anaconda.org/conda-forge/flashtext,2020-07-16 16:37:59.996,12282.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
422,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2022-09-23 11:28:16.000000,2022-09-23 11:28:16,546.0,2.0,849,124.0,58.0,127.0,72.0,4807,Image augmentation library in Python for machine learning.,22.0,26,True,2022-04-27 09:29:23.000,0.2.10,22.0,Augmentor,,,,27054.0,531.0,502.0,https://pypi.org/project/Augmentor,2022-04-27 09:29:23.000,29.0,27054.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
423,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2022-09-21 06:20:37.000000,2022-09-21 06:11:08,201.0,11.0,258,61.0,173.0,16.0,54.0,4596,"A data augmentations library for audio, image, text, and video.",26.0,26,True,2022-03-29 11:42:50.000,1.0.0,17.0,augly,,,,1810.0,49.0,46.0,https://pypi.org/project/augly,2022-03-28 13:29:26.000,3.0,1810.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
424,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2022-04-18 14:51:39.000000,2021-03-19 15:48:33,667.0,,599,158.0,128.0,74.0,100.0,4457,A collection of infrastructure and tools for research in neural network interpretability.,40.0,26,False,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,['tensorflow'],,1575.0,663.0,657.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000,6.0,1575.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
425,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2022-01-04 14:23:20.000000,2021-06-14 05:10:42,518.0,,649,174.0,76.0,14.0,249.0,3772,A python wrapper for Alpha Vantage API for financial data.,40.0,26,False,2020-12-21 02:37:29.000,2.3.1,34.0,alpha_vantage,conda-forge/alpha_vantage,,,24403.0,20.0,,https://pypi.org/project/alpha_vantage,2020-12-21 02:36:15.000,20.0,24307.0,https://anaconda.org/conda-forge/alpha_vantage,2021-01-14 18:10:30.064,2019.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
426,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2022-10-19 19:45:20.000000,2022-10-18 10:33:01,199.0,2.0,294,86.0,70.0,43.0,31.0,3218,Python library that makes it easy for data scientists to create charts.,23.0,26,True,2022-10-18 10:37:32.311,3.0.4,17.0,chartify,conda-forge/chartify,,,14419.0,78.0,69.0,https://pypi.org/project/chartify,2020-11-02 22:14:08.000,9.0,13944.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628,22334.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
427,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2022-07-20 00:52:45.000000,2021-12-13 12:07:11,235.0,,671,42.0,45.0,64.0,92.0,3143,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,14.0,26,True,2021-03-10 01:00:20.000,2.5.2,31.0,facenet-pytorch,,['pytorch'],454819.0,31099.0,899.0,888.0,https://pypi.org/project/facenet-pytorch,2021-03-10 01:00:20.000,11.0,18105.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
428,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2022-08-23 09:45:09.000000,2022-06-05 10:44:18,1342.0,,528,108.0,71.0,193.0,114.0,3018,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,26,True,2019-04-25 02:10:05.000,0.4.4,15.0,xlearn,,,3482.0,7069.0,109.0,97.0,https://pypi.org/project/xlearn,2018-12-04 11:05:06.000,12.0,7006.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
429,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2022-01-18 22:03:55.000000,2020-12-08 16:56:38,17588.0,,1047,217.0,3648.0,437.0,1106.0,2908,Unified and efficient Machine Learning.,248.0,26,False,2019-07-05 10:23:31.000,shogun_6.1.4,10.0,,conda-forge/shogun,,,1889.0,,,,,,,https://anaconda.org/conda-forge/shogun,2018-06-25 20:49:17.070,118402.0,3.0,,,,,,,,,shogun/shogun,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1489.0,,shogun,,,,,,,,,,
430,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2022-10-18 19:15:43.000000,2022-10-18 19:12:08,170.0,11.0,297,188.0,74.0,68.0,99.0,2662,A deep learning library for video understanding research.,49.0,26,True,2022-01-20 00:16:35.000,0.1.5,9.0,pytorchvideo,,['pytorch'],,14507.0,5.0,,https://pypi.org/project/pytorchvideo,2022-01-20 00:16:35.000,5.0,14507.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
431,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2021-09-22 15:32:01.000000,2021-09-22 15:31:55,6364.0,,700,165.0,93.0,134.0,358.0,2371,An Algorithmic Trading Library for Crypto-Assets in Python.,149.0,26,False,2018-11-11 16:46:28.000,0.5.21,52.0,enigma-catalyst,,,,406.0,27.0,25.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000,2.0,406.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
432,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2022-09-02 03:33:42.000000,2022-08-16 08:55:34,1010.0,3.0,300,41.0,51.0,103.0,404.0,2300,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",19.0,26,True,2022-08-16 08:57:03.000,0.11.3,77.0,mljar-supervised,conda-forge/mljar-supervised,,,6416.0,55.0,53.0,https://pypi.org/project/mljar-supervised,2022-03-02 09:17:15.000,2.0,6117.0,https://anaconda.org/conda-forge/mljar-supervised,2022-08-17 07:50:57.660,4789.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
433,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2022-10-19 10:24:12.000000,2022-10-19 10:24:07,1108.0,1.0,315,43.0,53.0,44.0,193.0,2168,Graph Neural Networks with Keras and Tensorflow 2.,24.0,26,True,2022-07-22 15:16:38.000,1.2,33.0,spektral,,['tensorflow'],,7262.0,156.0,153.0,https://pypi.org/project/spektral,2022-04-09 13:00:34.000,3.0,7262.0,,,,2.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,
434,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2022-08-31 08:37:05.000000,2022-08-31 08:37:05,12564.0,2.0,78,43.0,45.0,11.0,67.0,1881,The friendly PIL fork.,385.0,26,False,2022-01-02 09:51:23.000,9.0.0,47.0,pillow-simd,,,,37367.0,49.0,,https://pypi.org/project/pillow-simd,2022-01-04 16:11:51.000,49.0,37367.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
435,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2022-10-18 21:28:20.000000,2022-10-18 21:28:16,561.0,9.0,212,62.0,30.0,50.0,79.0,1865,Fast and Easy Infinite Neural Networks in Python.,23.0,26,True,2022-09-19 22:06:53.213,0.6.1,27.0,neural-tangents,,,256.0,1936.0,51.0,50.0,https://pypi.org/project/neural-tangents,2022-02-23 16:56:29.000,1.0,1927.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
436,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2022-10-19 20:22:24.000000,2022-10-19 20:21:35,747.0,41.0,381,58.0,184.0,88.0,87.0,1671,Library for training machine learning models with privacy for training data.,50.0,26,True,2022-10-19 20:29:02.229,0.8.7,25.0,tensorflow-privacy,,['tensorflow'],87.0,30090.0,7.0,,https://pypi.org/project/tensorflow-privacy,2022-02-22 20:33:28.000,7.0,30088.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
437,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2022-10-19 22:38:28.000000,2022-10-19 19:18:20,583.0,213.0,157,30.0,107.0,5.0,94.0,1624,Lightweight Python library for adding real-time multi-object tracking to any detector.,21.0,26,True,2022-10-19 19:28:01.300,2.1.0,17.0,norfair,,,220.0,6339.0,1.0,,https://pypi.org/project/norfair,2022-05-30 21:14:58.000,1.0,6331.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
438,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2022-08-10 22:51:20.000000,2022-05-20 06:22:46,1220.0,,266,54.0,1310.0,205.0,805.0,1536,A toolkit for reproducible reinforcement learning research.,78.0,26,True,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,['tensorflow'],,324.0,56.0,54.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,2.0,324.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
439,TNT,pytorch/tnt,ml-experiments,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000,2022-10-20 06:03:51.000000,2022-10-20 05:13:51,342.0,175.0,216,47.0,189.0,6.0,59.0,1427,A lightweight library for PyTorch training tools and utilities.,71.0,26,True,2018-07-29 23:16:03.000,0.0.4,3.0,torchnet,,['pytorch'],,7388.0,37.0,,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000,37.0,7388.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
440,fklearn,nubank/fklearn,ml-frameworks,,https://github.com/nubank/fklearn,https://github.com/nubank/fklearn,Apache-2.0,2019-02-27 14:32:57.000,2022-10-19 12:36:56.000000,2022-10-19 12:36:54,148.0,10.0,161,96.0,166.0,36.0,23.0,1415,fklearn: Functional Machine Learning.,48.0,26,True,2022-09-06 18:54:27.214,2.2.1,26.0,fklearn,,,,12394.0,13.0,13.0,https://pypi.org/project/fklearn,2021-12-30 01:18:22.000,,12394.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
441,ffn,pmorissette/ffn,financial-data,,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000,2022-07-01 03:49:20.000000,2022-07-01 03:49:20,393.0,,224,56.0,79.0,20.0,84.0,1336,ffn - a financial function library for Python.,28.0,26,True,2021-04-21 02:47:21.000,0.3.6,27.0,ffn,conda-forge/ffn,,,35254.0,261.0,236.0,https://pypi.org/project/ffn,2021-04-21 02:47:21.000,25.0,35158.0,https://anaconda.org/conda-forge/ffn,2021-04-22 14:02:56.125,1742.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
442,anomalib,openvinotoolkit/anomalib,others,,https://github.com/openvinotoolkit/anomalib,https://github.com/openvinotoolkit/anomalib,Apache-2.0,2021-11-02 09:11:38.000,2022-10-20 11:05:12.000000,2022-10-20 11:04:10,298.0,67.0,213,21.0,292.0,33.0,262.0,1329,"An anomaly detection library comprising state-of-the-art algorithms and features such as experiment management, hyper-..",25.0,26,True,2022-09-02 11:34:22.000,0.3.6,15.0,anomalib,,,,2579.0,2.0,2.0,https://pypi.org/project/anomalib,2022-07-05 08:24:30.000,,2579.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
443,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2022-10-04 00:51:59.000000,2022-10-04 00:51:55,655.0,2.0,220,42.0,306.0,95.0,14.0,1316,Mesh TensorFlow: Model Parallelism Made Easier.,48.0,26,True,2022-05-15 21:06:13.000,0.1.21,27.0,mesh-tensorflow,,['tensorflow'],,23344.0,760.0,728.0,https://pypi.org/project/mesh-tensorflow,2022-05-15 21:06:13.000,32.0,23344.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
