,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
412,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,964.0,283.0,226.0,11.0,356.0,3862.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,27,True,2022-04-21 20:41:22.000,2.2.5,32.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",5.0,,https://pypi.org/project/tensorflowonspark,1019334.0,1019745.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,20995.0,,,,,3.0,,2022-04-21 20:05:56.000,5.0,,,,,,,,,,,,,,,,,,
413,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2024-03-20 17:23:36.000000,2023-10-12 08:57:51,209.0,,308.0,85.0,95.0,43.0,32.0,3465.0,Python library that makes it easy for data scientists to create charts.,25.0,27,True,2023-10-12 09:01:22.000,4.0.5,25.0,chartify,conda-forge/chartify,,,,76.0,76.0,https://pypi.org/project/chartify,19028.0,19489.0,https://anaconda.org/conda-forge/chartify,2023-06-16 16:11:58.064,29537.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
414,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2024-03-09 03:35:01.000000,2024-03-08 19:28:28,465.0,16.0,271.0,50.0,458.0,59.0,255.0,3284.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,40.0,27,True,2024-03-08 20:24:53.000,0.4.11,24.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,4.0,,https://pypi.org/project/hummingbird-ml,9100.0,10168.0,https://anaconda.org/conda-forge/hummingbird-ml,2024-03-08 22:15:29.532,38179.0,,,,,2.0,384.0,2024-03-08 20:21:40.000,4.0,,,,,,,,,,,,,,,,,,
415,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2024-01-10 22:28:30.000000,2023-09-10 15:15:16,1059.0,,234.0,62.0,112.0,8.0,266.0,3157.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,14.0,27,True,2023-09-10 19:39:46.000,0.3.2,22.0,vidgear,,,,,524.0,515.0,https://pypi.org/project/vidgear,15645.0,15661.0,,,,,,,,3.0,1017.0,2023-09-10 19:39:46.000,9.0,,,,,,,,,,,,,,,,,,
416,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2024-02-12 06:44:22.000000,2020-04-27 18:40:41,522.0,,1007.0,166.0,215.0,43.0,146.0,3042.0,Performance analysis of predictive (alpha) stock factors.,25.0,27,False,2020-04-30 15:42:52.000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,700.0,682.0,https://pypi.org/project/alphalens,1566.0,1845.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,20377.0,,,,,3.0,,2020-04-27 21:03:10.000,18.0,,,,,,,,,,,,,,,,,,
417,fastNLP,fastnlp/fastNLP,nlp,,https://github.com/fastnlp/fastNLP,https://github.com/fastnlp/fastNLP,Apache-2.0,2018-03-07 13:30:20.000,2023-06-05 03:00:37.000000,2022-12-13 03:52:09,2484.0,,455.0,83.0,245.0,61.0,154.0,3031.0,fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.,61.0,27,False,2022-10-31 14:47:34.183,1.0.1,24.0,fastnlp,,,,,178.0,176.0,https://pypi.org/project/fastnlp,52759.0,52760.0,,,,,,,,2.0,75.0,2022-10-31 14:47:34.183,2.0,,,,,,,,,,,,,,,,,,
418,Cufflinks,santosjorge/cufflinks,data-viz,,https://github.com/santosjorge/cufflinks,https://github.com/santosjorge/cufflinks,MIT,2014-11-19 20:59:33.000,2022-02-11 16:25:24.000000,2021-02-25 05:05:09,452.0,,649.0,109.0,72.0,89.0,123.0,2963.0,Productivity Tools for Plotly + Pandas.,38.0,27,False,,,,cufflinks,,,,['pandas'],10312.0,10312.0,https://pypi.org/project/cufflinks,83599.0,83599.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
419,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2023-09-14 20:07:18.000000,2021-10-29 06:15:49,2535.0,,417.0,64.0,932.0,315.0,745.0,2868.0,StellarGraph - Machine Learning on Graphs.,37.0,27,False,2021-02-22 06:35:38.731,1.2.1,25.0,stellargraph,,,,['tensorflow'],263.0,255.0,https://pypi.org/project/stellargraph,4431.0,4431.0,,,,,,,,2.0,,2021-02-22 06:35:38.731,8.0,,,,,,,,,,,,,,,,,,
420,Sweetviz,fbdesignpro/sweetviz,data-viz,,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000,2023-12-04 12:10:57.449000,2023-11-29 13:26:08,135.0,,264.0,52.0,19.0,35.0,97.0,2813.0,"Visualize and compare datasets, target values and associations, with one line of code.",11.0,27,True,2023-11-29 13:30:45.000,2.3.1,35.0,sweetviz,conda-forge/sweetviz,,,,2109.0,2089.0,https://pypi.org/project/sweetviz,77394.0,78139.0,https://anaconda.org/conda-forge/sweetviz,2023-12-04 12:10:57.449,27566.0,,,,,3.0,,2023-11-29 13:27:52.000,20.0,,,,,,,,,,,,,,,,,,
421,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2024-03-04 15:26:06.000000,2022-09-28 17:12:28,249.0,,302.0,29.0,320.0,76.0,38.0,2641.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,27,False,2022-09-28 08:51:19.531,0.2.12,12.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],872.0,871.0,https://pypi.org/project/lazypredict,19987.0,20076.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,2785.0,,,,,2.0,,2022-09-28 08:51:19.531,1.0,,,,,,,,,,,,,,,,,,
422,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapters,https://github.com/adapter-hub/adapters,Apache-2.0,2020-04-21 16:21:43.000,2024-03-20 21:18:44.000000,2024-03-20 21:18:44,92.0,15.0,317.0,28.0,286.0,46.0,313.0,2335.0,A Unified Library for Parameter-Efficient and Modular Transfer Learning.,8.0,27,True,2024-02-28 21:47:30.000,0.1.2,19.0,adapter-transformers,,,,['huggingface'],32.0,25.0,https://pypi.org/project/adapter-transformers,77066.0,77066.0,,,,,,,,3.0,,2023-12-16 14:14:02.000,7.0,adapter-hub/adapters,,,,,,,,,,,,,,,,,
423,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2024-03-09 01:57:52.000000,2024-01-30 18:07:43,695.0,34.0,229.0,36.0,146.0,7.0,140.0,2266.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,31.0,27,True,2023-01-04 21:42:02.301,2.2.0,19.0,norfair,,,,,168.0,165.0,https://pypi.org/project/norfair,12235.0,12242.0,,,,,,,,3.0,296.0,2022-05-30 21:14:58.000,3.0,,,,,,,,,,,,,,,,,,
424,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-09-22 23:38:28.000000,2023-04-03 00:19:55,1816.0,,243.0,89.0,124.0,31.0,230.0,2163.0,"NLP, before and after spaCy.",35.0,27,False,2023-04-02 22:46:00.000,0.13.0,29.0,textacy,conda-forge/textacy,,,,1712.0,1712.0,https://pypi.org/project/textacy,34177.0,35864.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,138363.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
425,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2023-09-09 21:39:29.000000,2021-07-09 11:06:18,56.0,,492.0,41.0,24.0,66.0,38.0,2107.0,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,27,False,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],4891.0,4840.0,https://pypi.org/project/mtcnn,75076.0,75305.0,https://anaconda.org/conda-forge/mtcnn,2023-06-16 19:18:00.316,11264.0,,,,,3.0,,2021-07-09 11:16:39.000,51.0,,,,,,,,,,,,,,,,,,
426,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2024-02-21 23:16:24.000000,2024-02-21 23:13:33,479.0,8.0,311.0,63.0,153.0,7.0,92.0,2089.0,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,19.0,27,True,2024-02-21 23:16:24.000,3.3.0,22.0,pytextrank,,,,,595.0,595.0,https://pypi.org/project/pytextrank,48813.0,48813.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
427,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2024-01-24 14:27:34.000000,2021-07-16 09:03:20,66.0,,463.0,39.0,43.0,64.0,58.0,2054.0,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,27,False,2020-09-15 16:26:00.000,1.1.1,9.0,efficientnet,anaconda/efficientnet,,,['tensorflow'],2015.0,2001.0,https://pypi.org/project/efficientnet,71469.0,75881.0,https://anaconda.org/anaconda/efficientnet,2023-06-16 19:23:39.686,485.0,,,,,3.0,255248.0,2020-09-15 16:26:00.000,14.0,,,,,,,,,,,,,,,,,,
428,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2024-03-21 08:37:41.000000,2024-03-21 08:37:38,1910.0,256.0,124.0,30.0,161.0,16.0,20.0,1805.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,27,True,2024-03-21 07:36:40.000,0.5.1,145.0,labml,,,,,142.0,136.0,https://pypi.org/project/labml,3391.0,3391.0,,,,,,,,3.0,,2024-03-21 07:36:40.000,6.0,,,,,,,,,,,,,,,,,,
429,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2024-03-19 21:59:57.000000,2024-03-19 21:59:57,1652.0,16.0,160.0,61.0,68.0,65.0,130.0,1794.0,A Python toolbox for gaining geometric insights into high-dimensional data.,22.0,27,True,2022-02-12 03:29:55.000,0.8.0,21.0,hypertools,,,,,387.0,377.0,https://pypi.org/project/hypertools,682.0,682.0,,,,,,,,3.0,31.0,2022-02-12 02:43:24.000,10.0,,,,,,,,,,,,,,,,,,
430,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-Universe/lightning-flash,https://github.com/Lightning-Universe/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2023-10-08 14:28:44.000000,2023-10-08 14:28:43,1157.0,,212.0,36.0,1081.0,25.0,496.0,1727.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,87.0,27,True,2023-06-30 13:37:19.283,0.8.2,40.0,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],270.0,267.0,https://pypi.org/project/lightning-flash,2411.0,2967.0,https://anaconda.org/conda-forge/lightning-flash,2023-07-04 02:12:18.993,17262.0,,,,,2.0,,2022-05-11 18:17:54.000,3.0,Lightning-Universe/lightning-flash,,,,,,,,,,,,,,,,,
431,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2024-03-21 13:35:41.000000,2024-03-21 13:12:22,6355.0,131.0,281.0,48.0,2627.0,307.0,1372.0,1552.0,cuGraph - RAPIDS Graph Analytics Library.,112.0,27,True,2024-02-13 16:02:14.000,24.02.00,34.0,cugraph,conda-forge/libcugraph,,,,4.0,2.0,https://pypi.org/project/cugraph,253.0,767.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,18015.0,,,,,2.0,,2020-06-01 20:09:06.000,2.0,,,,,,,,,,,,,,,,,,
432,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2024-03-06 18:34:09.000000,2024-03-06 18:34:08,2827.0,11.0,174.0,26.0,666.0,88.0,443.0,1488.0,A Python library for learning and evaluating knowledge graph embeddings.,38.0,27,True,2024-02-19 21:29:27.000,1.10.2,47.0,pykeen,,,,,6.0,,https://pypi.org/project/pykeen,5246.0,5249.0,,,,,,,,2.0,177.0,2024-02-19 21:25:43.000,6.0,,,,,,,,,,,,,,,,,,
433,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2024-01-04 20:19:39.000000,2024-01-04 20:19:39,950.0,4.0,567.0,108.0,283.0,16.0,300.0,1488.0,Execute Python code on the fly and display results in Tableau visualizations:.,50.0,27,True,2023-06-28 20:49:21.000,2.9.0,31.0,tabpy,anaconda/tabpy-client,,,,150.0,148.0,https://pypi.org/project/tabpy,9108.0,9162.0,https://anaconda.org/anaconda/tabpy-client,2023-06-16 13:20:17.078,4482.0,,,,,3.0,,2023-01-30 23:34:02.112,2.0,,,,,,,,,,,,,,,,,,
434,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930.0,,312.0,74.0,742.0,58.0,168.0,1478.0,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:40.000,0.13.1,25.0,chainercv,,,,,421.0,390.0,https://pypi.org/project/chainercv,2130.0,2130.0,,,,,,,,3.0,,2019-06-12 11:55:40.000,31.0,,,,,,,,,,,,,,,,,,
435,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2023-10-09 07:21:10.000000,2023-09-29 00:13:39,295.0,,257.0,47.0,184.0,54.0,120.0,1371.0,Metric learning algorithms in Python.,22.0,27,True,2023-10-09 04:53:59.000,0.7.0,11.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],371.0,358.0,https://pypi.org/project/metric-learn,15440.0,15694.0,https://anaconda.org/conda-forge/metric-learn,2023-10-09 05:53:11.819,11176.0,,,,,3.0,,2023-10-09 04:53:59.000,13.0,,,,,,,,,,,,,,,,,,
436,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2024-03-11 14:26:08.000000,2024-03-11 14:26:08,688.0,4.0,150.0,24.0,125.0,2.0,128.0,1346.0,"Extensible, parallel implementations of t-SNE.",11.0,27,True,2023-11-29 14:50:50.000,1.0.1,21.0,opentsne,conda-forge/opentsne,,,,757.0,757.0,https://pypi.org/project/opentsne,29833.0,35336.0,https://anaconda.org/conda-forge/opentsne,2023-11-29 23:41:32.898,236641.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
437,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2024-02-29 10:49:59.696000,2024-02-28 20:15:02,673.0,6.0,167.0,48.0,161.0,19.0,380.0,1313.0,moDel Agnostic Language for Exploration and eXplanation.,24.0,27,False,2024-02-28 20:54:37.000,1.7.0,27.0,dalex,conda-forge/dalex,,,,164.0,159.0,https://pypi.org/project/dalex,19927.0,20239.0,https://anaconda.org/conda-forge/dalex,2024-02-29 10:49:59.696,11866.0,,,,,2.0,,2024-02-28 20:54:37.000,5.0,,,,,,,,,,,,,,,,,,
438,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2024-03-14 18:03:58.000000,2024-03-14 18:03:57,1040.0,28.0,113.0,24.0,115.0,30.0,52.0,1273.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",23.0,27,True,2024-03-12 03:37:43.000,1.4.3,46.0,imodels,,,,,74.0,67.0,https://pypi.org/project/imodels,29448.0,29448.0,,,,,,,,2.0,,2024-03-11 20:28:16.000,7.0,,,,,,,,,,,,,,,,,,
439,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2024-03-15 15:54:00.000000,2024-03-15 15:54:00,4210.0,6.0,285.0,82.0,643.0,19.0,608.0,1265.0,PySAL: Python Spatial Analysis Library Meta-Package.,78.0,27,True,2024-01-31 22:49:04.000,24.01,37.0,pysal,conda-forge/pysal,,,,39.0,,https://pypi.org/project/pysal,22463.0,34592.0,https://anaconda.org/conda-forge/pysal,2023-10-04 23:43:19.864,533683.0,,,,,3.0,,2024-01-31 22:49:08.000,39.0,,,,,,,,,,,,,,,,,,
440,dstack,dstackai/dstack,others,,https://github.com/dstackai/dstack,https://github.com/dstackai/dstack,MPL-2.0,2022-01-04 10:29:46.000,2024-03-21 14:45:07.000000,2024-03-21 12:42:11,1627.0,193.0,71.0,13.0,450.0,55.0,519.0,1050.0,"An open-source engine that automates AI infrastructure provisioning on any cloud for development, training and..",23.0,27,True,2024-03-18 13:25:23.000,0.16.4,186.0,dstack,,,,,14.0,14.0,https://pypi.org/project/dstack,2973.0,2973.0,,,,,,,,3.0,,2024-03-18 09:50:44.000,,,,,,,,,,,,,,,,,,,
441,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2024-03-12 12:38:24.000000,2024-03-12 12:38:23,778.0,14.0,59.0,13.0,127.0,43.0,114.0,916.0,Visualize large time series data with plotly.py.,12.0,27,True,2024-01-14 18:45:33.000,0.9.2,61.0,plotly-resampler,conda-forge/plotly-resampler,,,,937.0,926.0,https://pypi.org/project/plotly-resampler,371574.0,372926.0,https://anaconda.org/conda-forge/plotly-resampler,2024-01-23 20:24:24.113,35174.0,,,,,3.0,,2024-01-14 18:35:43.000,11.0,,,,,,,,,,,,,,,,,,
442,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,BSD-3-Clause,2011-04-05 12:10:12.000,2024-03-20 17:15:18.000000,2024-02-07 23:40:03,16569.0,41.0,359.0,44.0,1615.0,287.0,2959.0,851.0,An open-source application for biological image analysis.,143.0,27,True,2023-08-14 19:59:48.000,4.2.6,48.0,cellprofiler,,,,,21.0,20.0,https://pypi.org/project/cellprofiler,851.0,905.0,,,,,,,,3.0,6642.0,2023-08-14 19:14:28.000,1.0,,,,,,,,,,,,,,,,,,
443,tinytag,devsnd/tinytag,audio,,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000,2024-03-16 03:13:29.000000,2024-03-16 03:11:16,544.0,84.0,101.0,24.0,97.0,15.0,104.0,656.0,"Python library for reading audio file metadata, duration of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA, Wave, AIFF and a few..",26.0,27,True,2023-10-26 19:30:36.000,1.10.1,41.0,tinytag,,,,,114.0,,https://pypi.org/project/tinytag,25222.0,25222.0,,,,,,,,3.0,,2023-10-26 19:30:36.000,114.0,,,,,,,,,,,,,,,,,,
444,CNTK,microsoft/CNTK,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,,2015-11-26 09:52:06.000,2023-03-11 07:31:35.000000,2022-09-23 14:06:50,16117.0,,4240.0,1256.0,557.0,755.0,2543.0,17446.0,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",274.0,26,False,2019-04-26 14:13:32.000,2.7,32.0,cntk,,,,,2.0,2.0,https://pypi.org/project/cntk,813.0,959.0,,,,,,,,3.0,14399.0,,,,,,,,,,,,,,,,,,,,
445,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2023-10-16 20:29:38.000000,2023-03-29 07:02:37,553.0,,867.0,125.0,63.0,136.0,74.0,5010.0,Image augmentation library in Python for machine learning.,23.0,26,True,2023-03-29 07:06:01.465,0.2.12,24.0,Augmentor,,,,,749.0,720.0,https://pypi.org/project/Augmentor,8589.0,8589.0,,,,,,,,3.0,,2022-04-27 09:29:23.000,29.0,,,,,,,,,,,,,,,,,,
446,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2024-03-07 16:48:18.000000,2024-03-07 16:42:10,217.0,4.0,293.0,69.0,179.0,22.0,54.0,4888.0,"A data augmentations library for audio, image, text, and video.",34.0,26,True,2023-12-05 20:52:12.000,1.0.1,18.0,augly,,,,,109.0,105.0,https://pypi.org/project/augly,2665.0,2665.0,,,,,,,,3.0,,2023-12-05 20:52:12.000,4.0,,,,,,,,,,,,,,,,,,
447,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2024-01-16 11:28:25.000000,2022-08-23 22:54:23,1046.0,,982.0,240.0,215.0,51.0,200.0,4352.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,26,False,2021-05-10 18:04:30.000,1.0.3,27.0,tensortrade,conda-forge/tensortrade,,,,52.0,51.0,https://pypi.org/project/tensortrade,728.0,822.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,3292.0,,,,,3.0,,2021-05-10 18:00:35.000,1.0,,,,,,,,,,,,,,,,,,
448,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2024-01-16 13:26:41.000000,2023-05-06 14:09:10,264.0,,422.0,41.0,52.0,76.0,174.0,4112.0,An Open-Source Framework for Prompt-Learning.,22.0,26,True,2022-07-06 14:27:42.000,1.0.1,5.0,openprompt,,,,,105.0,103.0,https://pypi.org/project/openprompt,1124.0,1124.0,,,,,,,,3.0,,2022-07-06 14:27:42.000,2.0,,,,,,,,,,,,,,,,,,
449,pytorch-summary,sksq96/pytorch-summary,pytorch-utils,,https://github.com/sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary,MIT,2018-04-23 13:58:04.000,2024-03-02 15:10:25.000000,2021-05-10 18:34:53,57.0,,407.0,37.0,56.0,103.0,43.0,3932.0,Model summary in PyTorch similar to `model.summary()` in Keras.,11.0,26,False,,,,torchsummary,,,,['pytorch'],13127.0,13127.0,https://pypi.org/project/torchsummary,235631.0,235631.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
450,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2024-03-19 20:25:11.000000,2024-02-21 07:25:31,1402.0,42.0,338.0,71.0,1305.0,42.0,82.0,3352.0,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,36.0,26,True,2024-02-21 07:38:44.000,1.1,10.0,lit-nlp,conda-forge/lit-nlp,,,,30.0,30.0,https://pypi.org/project/lit-nlp,4326.0,5933.0,https://anaconda.org/conda-forge/lit-nlp,2023-06-16 19:21:41.530,67496.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
451,TensorForce,tensorforce/tensorforce,reinforcement-learning,,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000,2023-08-14 20:14:15.000000,2023-08-14 20:14:08,2108.0,,538.0,145.0,237.0,39.0,633.0,3274.0,Tensorforce: a TensorFlow library for applied reinforcement learning.,84.0,26,True,2021-08-30 20:20:58.000,0.6.5,24.0,tensorforce,,,,['tensorflow'],440.0,438.0,https://pypi.org/project/tensorforce,710.0,710.0,,,,,,,,3.0,,2021-08-30 20:13:45.000,2.0,,,,,,,,,,,,,,,,,,
452,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2024-03-11 06:51:01.000000,2024-03-11 06:51:00,4336.0,13.0,569.0,41.0,999.0,221.0,691.0,3127.0,"A unified, comprehensive and efficient recommendation library.",71.0,26,True,2023-11-04 11:23:19.000,1.2.0,10.0,recbole,aibox/recbole,,,['pytorch'],2.0,,https://pypi.org/project/recbole,2796.0,2910.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,4566.0,,,,,3.0,,2023-10-31 12:52:34.000,2.0,,,,,,,,,,,,,,,,,,
