,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,new_addition
402,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2022-06-10 20:11:23.000000,2022-06-10 20:11:23,891.0,3.0,477,111.0,247.0,10.0,288.0,1298,Execute Python code on the fly and display results in Tableau visualizations:.,47.0,27,True,2022-01-20 22:19:32.000,2.5.0,26.0,tabpy,anaconda/tabpy-client,,,19243.0,95.0,93.0,https://pypi.org/project/tabpy,2022-01-20 22:19:32.000,2.0,19195.0,https://anaconda.org/anaconda/tabpy-client,2022-05-02 20:36:07.551,3089.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
403,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2022-07-25 13:39:49.000000,2022-06-21 11:53:05,286.0,5.0,221,49.0,182.0,52.0,119.0,1263,Metric learning algorithms in Python.,22.0,27,True,2020-07-02 12:59:23.000,0.6.2,10.0,metric-learn,conda-forge/metric-learn,['sklearn'],,46088.0,237.0,226.0,https://pypi.org/project/metric-learn,2020-07-02 12:59:23.000,11.0,45860.0,https://anaconda.org/conda-forge/metric-learn,2020-07-02 13:51:25.681,6624.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
404,doctr,mindee/doctr,image,,https://github.com/mindee/doctr,https://github.com/mindee/doctr,Apache-2.0,2021-01-08 16:05:12.000,2022-08-10 08:21:40.000000,2022-08-08 09:43:32,646.0,37.0,158,18.0,696.0,42.0,160.0,1240,"docTR (Document Text Recognition) - a seamless, high-performing & accessible library for OCR-related tasks powered by..",23.0,27,True,2022-03-22 15:55:39.000,0.5.1,11.0,python-doctr,,"['tensorflow', 'pytorch']",579096.0,45706.0,22.0,21.0,https://pypi.org/project/python-doctr,2022-03-22 15:55:39.000,1.0,13534.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
405,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2022-07-15 12:45:07.000000,2022-04-04 16:13:36,330.0,,141,27.0,63.0,5.0,70.0,1195,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,27,True,2022-04-04 16:14:08.000,0.5.5,25.0,livelossplot,,['jupyter'],,63963.0,848.0,837.0,https://pypi.org/project/livelossplot,2022-04-04 16:14:08.000,11.0,63963.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
406,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2022-07-29 10:30:26.000000,2022-07-29 08:33:23,2798.0,190.0,175,29.0,409.0,71.0,467.0,1025,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,58.0,27,True,2022-07-29 11:42:07.862,0.2.1,4.0,avalanche-lib,,,1.0,549.0,10.0,10.0,https://pypi.org/project/avalanche-lib,2022-06-14 08:38:26.000,,549.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
407,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,MIT,2021-11-24 02:19:14.000,2022-08-09 22:15:57.000000,2022-08-07 20:43:58,494.0,212.0,57,13.0,96.0,36.0,33.0,878,Lightning fast forecasting with statistical and econometric models.,12.0,27,True,2022-07-23 21:27:01.187,0.7.1,14.0,statsforecast,conda-forge/statsforecast,,,67592.0,46.0,41.0,https://pypi.org/project/statsforecast,2022-06-27 22:20:26.000,5.0,65673.0,https://anaconda.org/conda-forge/statsforecast,2022-07-24 00:20:10.461,9598.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
408,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2022-08-11 15:03:40.000000,2022-08-11 13:01:58,783.0,210.0,45,34.0,157.0,39.0,60.0,847,A library for easily evaluating machine learning models and datasets.,100.0,27,True,2022-07-29 14:58:33.000,0.2.2,10.0,evaluate,,,,18270.0,87.0,86.0,https://pypi.org/project/evaluate,2022-06-16 09:53:04.000,1.0,18270.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2022-08-01 09:43:24.000000,2022-08-01 09:43:24,1123.0,7.0,204,62.0,239.0,12.0,317.0,792,Search and download Copernicus Sentinel satellite images.,42.0,27,False,2022-01-05 19:58:27.000,1.1.1,40.0,sentinelsat,conda-forge/sentinelsat,,232.0,14901.0,376.0,346.0,https://pypi.org/project/sentinelsat,2022-01-05 19:58:27.000,30.0,14464.0,https://anaconda.org/conda-forge/sentinelsat,2022-01-06 09:30:10.449,9561.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2022-08-10 15:35:01.000000,2022-08-10 15:34:43,4994.0,98.0,65,13.0,64.0,169.0,205.0,724,"Experiment tracking, ML developer tools.",21.0,27,True,2022-05-11 01:13:36.000,0.8.1,182.0,guildai,,,6.0,3061.0,57.0,57.0,https://pypi.org/project/guildai,2022-05-11 01:13:31.000,,3060.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
411,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-2-Clause,2013-09-05 14:44:25.000,2022-08-11 12:10:27.000000,2022-08-04 14:56:34,2612.0,75.0,78,15.0,124.0,13.0,73.0,568,Python bindings for MPI.,20.0,27,True,2021-11-25 21:07:13.000,3.1.3,20.0,mpi4py,conda-forge/mpi4py,,5910.0,326383.0,582.0,,https://pypi.org/project/mpi4py,2021-12-15 13:48:39.969,582.0,308384.0,https://anaconda.org/conda-forge/mpi4py,2022-04-04 08:04:09.204,1261217.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
412,tinytag,devsnd/tinytag,audio,,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000,2022-07-19 10:36:29.000000,2022-07-02 15:27:59,388.0,4.0,89,23.0,61.0,14.0,79.0,554,"Read audio and music meta data and duration of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA, Wave and AIFF files with python 2..",22.0,27,True,2022-03-12 17:51:16.000,1.8.1,37.0,tinytag,,,,89527.0,638.0,568.0,https://pypi.org/project/tinytag,2022-03-12 17:51:16.000,70.0,89527.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
413,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2022-08-11 13:57:39.000000,2022-08-11 05:28:26,1204.0,165.0,137,16.0,1360.0,57.0,216.0,541,"This project provides responsible AI user interfaces for Fairlearn, interpret-community, and Error Analysis, as well..",28.0,27,True,2022-07-25 16:01:22.000,0.20.0,37.0,raiwidgets,,"['pytorch', 'tensorflow', 'jupyter']",,10797.0,38.0,35.0,https://pypi.org/project/raiwidgets,2022-06-10 06:18:19.000,3.0,10797.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
414,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000,2022-06-30 18:26:21.000000,2019-12-05 08:17:22,46.0,,189,22.0,16.0,37.0,23.0,407,scikit-learn inspired API for CRFsuite.,6.0,27,False,2017-06-22 18:49:27.000,0.3.6,9.0,sklearn-crfsuite,conda-forge/sklearn-crfsuite,['sklearn'],,271257.0,4231.0,3965.0,https://pypi.org/project/sklearn-crfsuite,2017-06-22 18:49:27.000,266.0,270383.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2020-04-03 10:45:56.342,24474.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
415,audioread,beetbox/audioread,audio,,https://github.com/beetbox/audioread,https://github.com/beetbox/audioread,MIT,2011-11-08 19:53:18.000,2022-07-02 13:32:12.000000,2022-07-02 13:32:12,253.0,2.0,94,20.0,45.0,31.0,48.0,406,cross-library (GStreamer + Core Audio + MAD + FFmpeg) audio decoding for Python.,22.0,27,True,2020-10-20 11:23:09.000,2.1.9,25.0,audioread,conda-forge/audioread,,,1183847.0,9503.0,9178.0,https://pypi.org/project/audioread,2020-10-20 11:23:09.000,325.0,1177384.0,https://anaconda.org/conda-forge/audioread,2022-04-10 00:32:17.148,471810.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
416,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,pytorch-utils,,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000,2022-04-08 12:30:25.000000,2021-04-15 15:16:36,162.0,,1410,132.0,51.0,141.0,139.0,7096,A PyTorch implementation of EfficientNet and EfficientNetV2 (coming soon!).,24.0,26,False,2021-04-15 15:17:23.000,0.7.1,13.0,efficientnet-pytorch,,['pytorch'],1845596.0,168284.0,30.0,,https://pypi.org/project/efficientnet-pytorch,2021-04-15 15:17:23.000,30.0,104643.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2022-08-08 21:40:05.000000,2022-08-08 21:39:59,1609.0,6.0,716,145.0,1544.0,89.0,123.0,7055,Trax Deep Learning with Clear Code and Speed.,78.0,26,True,2021-10-26 20:29:38.000,1.4.1,24.0,trax,,,,3715.0,75.0,75.0,https://pypi.org/project/trax,2021-10-26 20:27:35.000,,3715.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
418,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57.0,,1323,352.0,14.0,40.0,65.0,5888,Python library for processing Chinese text.,8.0,26,False,2015-09-27 16:35:23.000,0.12.3,17.0,snownlp,,,,4281.0,965.0,926.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000,39.0,4281.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
419,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2022-08-08 11:01:43.000000,2020-08-14 02:32:30,1083.0,,964,184.0,324.0,327.0,287.0,5612,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,85.0,26,False,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,3577.0,775.0,88.0,85.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,3.0,713.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
420,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2021-07-26 20:38:52.000000,2020-05-03 07:13:22,108.0,,594,139.0,30.0,60.0,52.0,5238,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,18.0,flashtext,conda-forge/flashtext,,,743360.0,874.0,832.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000,42.0,742940.0,https://anaconda.org/conda-forge/flashtext,2020-07-16 16:37:59.996,10502.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2022-05-24 12:15:11.000000,2022-05-24 12:15:11,544.0,1.0,849,125.0,58.0,127.0,72.0,4771,Image augmentation library in Python for machine learning.,22.0,26,True,2022-04-27 09:29:23.000,0.2.10,22.0,Augmentor,,,,17071.0,511.0,482.0,https://pypi.org/project/Augmentor,2022-04-27 09:29:23.000,29.0,17071.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2022-04-18 14:51:39.000000,2021-03-19 15:48:33,667.0,,594,157.0,128.0,74.0,100.0,4428,A collection of infrastructure and tools for research in neural network interpretability.,40.0,26,False,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,['tensorflow'],,1512.0,656.0,650.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000,6.0,1512.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
423,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2022-08-10 06:06:35.000000,2022-08-09 07:30:57,1004.0,75.0,342,61.0,194.0,34.0,93.0,3767,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",17.0,26,False,2022-04-20 21:15:28.000,2.0.0,17.0,cleanlab,conda-forge/cleanlab,,,7009.0,57.0,55.0,https://pypi.org/project/cleanlab,2022-04-20 21:15:28.000,2.0,6796.0,https://anaconda.org/conda-forge/cleanlab,2022-04-30 16:01:09.036,5971.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2022-01-04 14:23:20.000000,2021-06-14 05:10:42,518.0,,646,175.0,76.0,14.0,249.0,3699,A python wrapper for Alpha Vantage API for financial data.,39.0,26,False,2020-12-21 02:37:29.000,2.3.1,34.0,alpha_vantage,conda-forge/alpha_vantage,,,17506.0,20.0,,https://pypi.org/project/alpha_vantage,2020-12-21 02:36:15.000,20.0,17420.0,https://anaconda.org/conda-forge/alpha_vantage,2021-01-14 18:10:30.064,1634.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
425,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2022-07-20 00:52:45.000000,2021-12-13 12:07:11,235.0,,640,42.0,45.0,60.0,92.0,3019,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,14.0,26,True,2021-03-10 01:00:20.000,2.5.2,31.0,facenet-pytorch,,['pytorch'],373792.0,29025.0,854.0,843.0,https://pypi.org/project/facenet-pytorch,2021-03-10 01:00:20.000,11.0,17698.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
426,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2022-01-18 22:03:55.000000,2020-12-08 16:56:38,17588.0,,1047,217.0,3648.0,437.0,1106.0,2900,Unified and efficient Machine Learning.,248.0,26,False,2019-07-05 10:23:31.000,shogun_6.1.4,10.0,,conda-forge/shogun,,,1904.0,,,,,,,https://anaconda.org/conda-forge/shogun,2018-06-25 20:49:17.070,115538.0,3.0,,,,,,,,,,shogun/shogun,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1485.0,shogun,,,,,,,,,,,
427,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2022-08-09 20:31:12.000000,2022-08-09 20:29:30,161.0,18.0,280,211.0,70.0,65.0,78.0,2571,A deep learning library for video understanding research.,41.0,26,True,2022-01-20 00:16:35.000,0.1.5,9.0,pytorchvideo,,['pytorch'],,15349.0,5.0,,https://pypi.org/project/pytorchvideo,2022-01-20 00:16:35.000,5.0,15349.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
428,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2022-06-13 17:38:49.000000,2022-06-02 05:29:11,1945.0,32.0,618,162.0,53.0,3.0,496.0,2552,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,24.0,26,True,2022-06-02 18:41:21.000,1.4.0,18.0,,bioconda/deepvariant,['tensorflow'],4124.0,862.0,,,,,,,https://anaconda.org/bioconda/deepvariant,2022-06-05 19:39:33.507,43419.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2021-09-22 15:32:01.000000,2021-09-22 15:31:55,6364.0,,695,164.0,93.0,134.0,358.0,2359,An Algorithmic Trading Library for Crypto-Assets in Python.,149.0,26,True,2018-11-11 16:46:28.000,0.5.21,52.0,enigma-catalyst,,,,333.0,27.0,25.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000,2.0,333.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
430,qdrant,qdrant/qdrant,nlp,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2022-08-11 14:40:10.000000,2022-08-11 10:24:55,802.0,239.0,110,30.0,635.0,48.0,250.0,2169,Qdrant - Vector Search Engine for the next generation of AI applications.,28.0,26,True,2022-08-10 19:57:19.000,0.9.1,23.0,,,,,,149.0,149.0,,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
431,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2022-08-07 19:06:10.000000,2022-08-07 19:04:45,368.0,8.0,201,45.0,442.0,30.0,66.0,2162,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",13.0,26,True,2022-04-26 01:24:34.000,0.10.0,13.0,m2cgen,,,22.0,45090.0,59.0,56.0,https://pypi.org/project/m2cgen,2022-04-26 01:24:34.000,3.0,45090.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
432,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2022-08-01 12:13:10.000000,2022-07-18 07:13:01,1007.0,2.0,281,38.0,49.0,97.0,395.0,2015,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",18.0,26,True,2022-03-02 09:23:54.000,0.11.2,76.0,mljar-supervised,conda-forge/mljar-supervised,,,10915.0,52.0,50.0,https://pypi.org/project/mljar-supervised,2022-03-02 09:17:15.000,2.0,10679.0,https://anaconda.org/conda-forge/mljar-supervised,2022-03-02 09:53:48.925,3313.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
433,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2022-08-10 05:40:29.000000,2022-07-28 07:35:04,3552.0,23.0,375,38.0,858.0,57.0,389.0,2001,"A unified, comprehensive and efficient recommendation library.",45.0,26,True,2022-02-25 13:56:32.000,1.0.1,7.0,recbole,aibox/recbole,['pytorch'],,8861.0,,,https://pypi.org/project/recbole,2022-02-25 07:32:53.000,,8773.0,https://anaconda.org/aibox/recbole,2022-02-25 14:10:37.696,1848.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
434,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2022-01-14 10:29:02.172000,2021-07-16 09:03:20,66.0,,456,37.0,41.0,62.0,58.0,1984,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,26,False,2020-09-15 16:26:00.000,1.1.1,9.0,efficientnet,anaconda/efficientnet,['tensorflow'],239133.0,60040.0,1107.0,1097.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000,10.0,53902.0,https://anaconda.org/anaconda/efficientnet,2022-01-14 10:29:02.172,158.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
435,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2022-07-26 17:33:39.000000,2022-07-26 17:33:32,650.0,7.0,487,167.0,62.0,4.0,412.0,1870,Python sync/async framework for Interactive Brokers API.,31.0,26,True,2021-11-28 19:34:09.000,0.9.70,95.0,ib_insync,conda-forge/ib-insync,,,7750.0,19.0,,https://pypi.org/project/ib_insync,2021-11-28 19:34:09.000,19.0,7231.0,https://anaconda.org/conda-forge/ib-insync,2021-11-29 01:17:29.243,19219.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2022-03-11 12:26:19.000000,2022-01-17 10:12:52,12562.0,,75,42.0,43.0,9.0,66.0,1843,The friendly PIL fork.,384.0,26,False,2022-01-02 09:51:23.000,9.0.0,47.0,pillow-simd,,,,49844.0,49.0,,https://pypi.org/project/pillow-simd,2022-01-04 16:11:51.000,49.0,49844.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
437,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2022-06-07 08:07:35.000000,2021-07-09 11:06:18,56.0,,456,41.0,22.0,62.0,38.0,1833,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,26,False,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,['tensorflow'],,24257.0,2565.0,2522.0,https://pypi.org/project/mtcnn,2021-07-09 11:16:39.000,43.0,24072.0,https://anaconda.org/conda-forge/mtcnn,2021-08-17 17:36:21.436,5551.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2022-08-03 17:03:56.000000,2022-07-14 17:42:38,380.0,32.0,571,87.0,186.0,76.0,62.0,1797,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",52.0,26,True,2021-03-04 18:11:34.000,0.4.0,9.0,aif360,conda-forge/aif360,,,7418.0,177.0,169.0,https://pypi.org/project/aif360,2021-03-04 18:11:34.000,8.0,7293.0,https://anaconda.org/conda-forge/aif360,2021-09-29 17:08:47.878,2890.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
439,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2022-08-10 22:19:49.000000,2022-08-10 22:19:44,715.0,42.0,369,59.0,142.0,81.0,87.0,1635,Library for training machine learning models with privacy for training data.,49.0,26,True,2022-07-27 21:35:20.000,0.8.2,20.0,tensorflow-privacy,,['tensorflow'],78.0,31871.0,7.0,,https://pypi.org/project/tensorflow-privacy,2022-02-22 20:33:28.000,7.0,31869.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Orbit,uber/orbit,probabilistics,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2022-08-07 03:45:44.000000,2022-07-16 07:07:19,834.0,7.0,107,31.0,396.0,61.0,317.0,1452,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,26,True,2022-04-28 21:45:14.000,1.1.2,19.0,orbit-ml,,,,279886.0,10.0,9.0,https://pypi.org/project/orbit-ml,2022-04-28 21:46:38.000,1.0,279886.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
441,uber/orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2022-08-07 03:45:44.000000,2022-07-16 07:07:19,834.0,7.0,107,31.0,396.0,61.0,317.0,1452,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,26,True,2022-04-28 21:45:14.000,1.1.2,19.0,orbit-ml,conda-forge/orbit-ml,,,280040.0,10.0,9.0,https://pypi.org/project/orbit-ml,2022-04-28 21:46:38.000,1.0,279886.0,https://anaconda.org/conda-forge/orbit-ml,2022-03-08 22:04:17.287,1079.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
