,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,trending,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
524,keract,philipperemy/keract,interpretability,,https://github.com/philipperemy/keract,https://github.com/philipperemy/keract,MIT,2017-05-17 04:50:57.000,2022-09-26 08:45:50.000000,2022-09-26 08:45:50,400.0,12.0,182,34.0,70.0,3.0,85.0,994,Layers Outputs and Gradients in Keras. Made easy.,16.0,24,True,2021-06-19 16:14:57.000,4.5.0,39.0,keract,,['tensorflow'],,1368.0,154.0,148.0,https://pypi.org/project/keract,2021-06-19 16:14:15.000,6.0,1368.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
525,Feature Engine,solegalli/feature_engine,others,,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2020-08-06 19:43:35.639,2022-08-01 09:50:21.000000,2022-07-05 18:46:07,196.0,,213,1.0,1.0,1.0,,929,Feature engineering package with sklearn like functionality.,36.0,24,True,2022-06-13 15:03:56.000,1.4.1,32.0,feature_engine,conda-forge/feature_engine,,,106304.0,75.0,,https://pypi.org/project/feature_engine,2022-06-13 15:03:56.000,75.0,105641.0,https://anaconda.org/conda-forge/feature_engine,2022-06-14 07:05:45.491,17253.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
526,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2022-10-06 03:37:06.000000,2022-09-15 20:30:11,672.0,21.0,89,22.0,90.0,16.0,27.0,920,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",13.0,24,True,2022-09-15 20:31:36.000,1.3.5,29.0,imodels,,,,17610.0,23.0,21.0,https://pypi.org/project/imodels,2022-07-03 02:47:15.000,2.0,17610.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
527,scikit-cuda,lebedov/scikit-cuda,gpu-utilities,,https://github.com/lebedov/scikit-cuda,https://github.com/lebedov/scikit-cuda,BSD-3-Clause,2010-09-27 02:02:07.000,2022-03-31 14:08:20.000000,2022-03-31 14:08:20,1034.0,,170,48.0,111.0,50.0,170.0,915,Python interface to GPU-powered libraries.,46.0,24,True,2019-05-27 00:29:00.000,0.5.3,7.0,scikit-cuda,,,,531.0,249.0,205.0,https://pypi.org/project/scikit-cuda,2019-05-27 00:29:00.000,44.0,531.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
528,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2022-09-26 16:31:45.000000,2022-09-22 23:15:09,395.0,108.0,45,16.0,105.0,21.0,82.0,816,Callable PyTrees and filtered transforms = neural networks in JAX. https://docs.kidger.site/equinox/.,13.0,24,True,2022-09-22 23:19:02.529,0.8.0,28.0,equinox,,['jax'],,3639.0,57.0,51.0,https://pypi.org/project/equinox,2022-07-05 15:31:31.000,6.0,3639.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
529,promptsource,bigscience-workshop/promptsource,nlp,,https://github.com/bigscience-workshop/promptsource,https://github.com/bigscience-workshop/promptsource,Apache-2.0,2021-05-19 15:26:25.000,2022-10-03 12:03:31.000000,2022-07-08 21:29:11,743.0,,163,21.0,681.0,23.0,134.0,805,"Toolkit for creating, sharing and using natural language prompts.",58.0,24,True,2022-07-02 17:57:17.000,0.2.3,5.0,promptsource,,,,1548.0,12.0,12.0,https://pypi.org/project/promptsource,2022-04-18 22:31:03.000,,1548.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
530,NeuPy,itdxer/neupy,ml-frameworks,,https://github.com/itdxer/neupy,https://github.com/itdxer/neupy,MIT,2015-08-24 19:45:11.000,2022-03-11 23:25:33.000000,2019-09-02 19:02:38,1145.0,,152,33.0,23.0,32.0,234.0,721,NeuPy is a Tensorflow based python library for prototyping and building neural networks.,7.0,24,False,2019-04-04 19:44:59.000,0.8.2,34.0,neupy,,,,3836.0,146.0,134.0,https://pypi.org/project/neupy,2019-04-04 19:43:06.000,12.0,3836.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
531,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2022-08-16 18:12:08.000000,2022-08-16 17:43:49,1877.0,65.0,53,18.0,215.0,62.0,257.0,540,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,7.0,24,True,2022-08-16 19:54:29.000,0.8.1,27.0,neuraxle,,,,491.0,35.0,34.0,https://pypi.org/project/neuraxle,2022-04-15 21:08:21.000,1.0,491.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
532,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2022-10-05 02:38:37.000000,2022-09-28 17:12:28,249.0,31.0,74,9.0,310.0,36.0,35.0,427,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,18.0,24,True,2022-09-28 08:51:19.531,0.2.12,12.0,lazypredict,conda-forge/lazypredict,['sklearn'],,6319.0,338.0,338.0,https://pypi.org/project/lazypredict,2021-02-17 15:38:45.000,,6255.0,https://anaconda.org/conda-forge/lazypredict,2022-09-29 02:32:55.756,903.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
533,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2022-10-04 18:14:48.000000,2022-09-09 09:43:48,472.0,49.0,32,9.0,208.0,15.0,32.0,382,Monitor the stability of a Pandas or Spark dataframe.,15.0,24,True,2022-09-09 09:45:24.081,1.3.0,31.0,popmon,,"['pandas', 'spark']",32.0,21990.0,19.0,17.0,https://pypi.org/project/popmon,2022-06-21 19:36:51.000,2.0,21989.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
534,sklearn-evaluation,edublancas/sklearn-evaluation,interpretability,,https://github.com/ploomber/sklearn-evaluation,https://github.com/ploomber/sklearn-evaluation,MIT,2015-09-04 16:33:42.000,2022-10-05 14:50:58.000000,2022-09-16 02:13:11,591.0,45.0,31,14.0,7.0,8.0,32.0,336,"Machine learning model evaluation made easy: plots, tables, HTML reports, experiment tracking and Jupyter notebook..",8.0,24,True,2022-08-30 21:16:16.045,0.7.1,26.0,sklearn-evaluation,,['sklearn'],,1867.0,53.0,51.0,https://pypi.org/project/sklearn-evaluation,2022-07-05 02:24:29.000,2.0,1867.0,,,,3.0,,,,,,,,,,,,,,,,,,ploomber/sklearn-evaluation,,,,,,,
535,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2022-09-20 18:04:12.000000,2022-09-20 18:04:08,571.0,2.0,72,23.0,306.0,59.0,27.0,330,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,27.0,24,True,2021-06-17 01:15:10.000,0.1.16,19.0,tensorflow-cloud,,['tensorflow'],,124573.0,177.0,176.0,https://pypi.org/project/tensorflow-cloud,2021-06-17 01:15:10.000,1.0,124573.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
536,whoosh,mchaput/whoosh,nlp,,https://github.com/mchaput/whoosh,https://github.com/mchaput/whoosh,BSD-1-Clause,2015-04-17 19:34:47.000,2022-08-04 22:01:35.000000,2022-01-15 18:08:37,1718.0,,46,10.0,9.0,20.0,2.0,302,Pure-Python full-text search library.,42.0,24,False,2016-04-04 01:19:40.000,2.7.4,141.0,whoosh,conda-forge/whoosh,,,223921.0,3658.0,,https://pypi.org/project/whoosh,2016-04-04 01:19:40.000,3658.0,222125.0,https://anaconda.org/conda-forge/whoosh,2022-06-20 08:36:36.900,129315.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
537,DeepSpeech,mozilla/DeepSpeech,audio,,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000,2022-09-08 01:21:14.000000,,,,3577,,,122.0,,20262,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",142.0,23,True,2020-12-10 17:22:09.000,0.9.3,100.0,deepspeech,conda-forge/deepspeech,['tensorflow'],,9217.0,40.0,,https://pypi.org/project/deepspeech,2020-12-19 10:05:12.000,40.0,9150.0,https://anaconda.org/conda-forge/deepspeech,2021-07-29 19:26:04.079,1018.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
538,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2022-10-04 00:47:33.000000,2022-10-04 00:42:33,1058.0,2.0,845,114.0,637.0,196.0,432.0,5031,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,105.0,23,True,2019-08-26 19:04:21.000,0.3.1,12.0,mmf,,['pytorch'],,209.0,13.0,12.0,https://pypi.org/project/mmf,2020-06-12 22:15:02.000,1.0,209.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
539,deep-daze,lucidrains/deep-daze,image,,https://github.com/lucidrains/deep-daze,https://github.com/lucidrains/deep-daze,MIT,2021-01-17 06:00:50.000,2022-03-13 19:09:50.000000,2022-03-13 19:08:59,231.0,,320,75.0,37.0,95.0,73.0,4347,Simple command line tool for text to image generation using OpenAIs CLIP and Siren (Implicit neural representation..,14.0,23,True,2022-03-13 19:09:50.000,0.11.1,67.0,deep-daze,,,,1355.0,45.0,45.0,https://pypi.org/project/deep-daze,2022-03-13 19:09:50.000,,1355.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
540,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2022-07-29 10:37:24.000000,2022-07-29 10:37:24,205.0,1.0,926,97.0,59.0,231.0,261.0,4060,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,23,True,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,['tensorflow'],,21664.0,24.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,24.0,21664.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
541,neon,NervanaSystems/neon,ml-frameworks,,https://github.com/NervanaSystems/neon,https://github.com/NervanaSystems/neon,Apache-2.0,2014-10-16 01:00:17.000,2022-05-02 20:25:45.287000,2019-05-22 18:27:54,1118.0,,832,335.0,89.0,90.0,306.0,3861,Intel Nervana reference deep learning framework committed to best performance on all hardware.,108.0,23,False,2018-01-05 23:25:04.000,2.6.0,32.0,nervananeon,anaconda/neon,,335.0,194.0,1.0,,https://pypi.org/project/nervananeon,2018-01-05 23:25:04.000,1.0,174.0,https://anaconda.org/anaconda/neon,2022-05-02 20:25:45.287,1313.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
542,Image Super-Resolution,idealo/image-super-resolution,image,,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000,2022-01-23 11:27:35.000000,2021-06-02 09:45:13,150.0,,632,101.0,32.0,91.0,110.0,3847,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,10.0,23,False,2020-01-08 15:37:35.000,2.2.0,11.0,ISR,,['tensorflow'],,4443.0,103.0,98.0,https://pypi.org/project/ISR,2020-01-08 15:37:35.000,5.0,4439.0,,,,3.0,,,,,,,,idealo/image-super-resolution-gpu,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,,219.0,,,,,,,,,,,,,
543,MMLSpark,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2022-10-05 20:08:23.000000,2022-09-29 05:36:02,1227.0,75.0,713,140.0,1077.0,250.0,356.0,3788,Simple and Distributed Machine Learning.,99.0,23,True,2022-08-23 03:41:02.000,0.10.1,25.0,mmlspark,,['spark'],,1.0,,,https://pypi.org/project/mmlspark,2020-03-18 01:27:31.000,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
544,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2022-09-23 17:43:51.000000,2022-09-23 17:43:43,912.0,19.0,453,158.0,36.0,23.0,25.0,3336,High-performance TensorFlow library for quantitative finance.,43.0,23,True,,,30.0,tf-quant-finance,,['tensorflow'],,2010.0,2.0,,https://pypi.org/project/tf-quant-finance,2022-05-31 10:54:46.000,2.0,2010.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
545,TensorForce,tensorforce/tensorforce,reinforcement-learning,,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000,2022-07-29 23:31:11.000000,2022-02-10 08:43:04,2099.0,,525,147.0,233.0,25.0,627.0,3172,Tensorforce: a TensorFlow library for applied reinforcement learning.,82.0,23,True,2021-08-30 20:20:58.000,0.6.5,24.0,tensorforce,,['tensorflow'],,1146.0,,,https://pypi.org/project/tensorforce,2021-08-30 20:13:45.000,,1146.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
546,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2022-10-06 05:43:24.000000,2022-03-15 12:13:11,507.0,,309,73.0,753.0,63.0,69.0,2993,The Language Interpretability Tool: Interactively analyze NLP models for model understanding in an extensible and..,18.0,23,True,2021-12-21 14:29:03.000,0.4.1,7.0,lit-nlp,conda-forge/lit-nlp,,,2813.0,11.0,11.0,https://pypi.org/project/lit-nlp,2021-12-21 14:20:06.000,,1030.0,https://anaconda.org/conda-forge/lit-nlp,2021-11-09 18:19:30.401,44594.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
547,vissl,facebookresearch/vissl,image,,https://github.com/facebookresearch/vissl,https://github.com/facebookresearch/vissl,MIT,2020-04-09 19:40:33.000,2022-09-27 03:34:16.000000,2022-09-21 22:52:27,397.0,8.0,289,53.0,409.0,61.0,103.0,2791,"VISSL is FAIRs library of extensible, modular and scalable components for SOTA Self-Supervised Learning with images.",33.0,23,True,2021-11-02 17:21:02.000,0.1.6,6.0,vissl,,['pytorch'],,654.0,11.0,10.0,https://pypi.org/project/vissl,2021-11-02 15:36:07.000,1.0,654.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
548,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2022-10-05 08:02:55.000000,2022-10-05 08:02:50,756.0,3.0,342,91.0,532.0,131.0,92.0,2668,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,37.0,23,True,2021-12-03 22:33:39.000,2021.12.3,25.0,tensorflow-graphics,,['tensorflow'],,3114.0,4.0,,https://pypi.org/project/tensorflow-graphics,2021-12-03 22:33:39.000,4.0,3114.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
549,qdrant,qdrant/qdrant,nlp,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2022-10-06 05:50:58.000000,2022-09-30 14:38:18,892.0,192.0,118,32.0,759.0,48.0,276.0,2638,Qdrant - Vector Search Engine for the next generation of AI applications.,28.0,23,True,2022-09-30 10:55:59.000,0.10.2,26.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
550,Kashgari,BrikerMan/Kashgari,nlp,,https://github.com/BrikerMan/Kashgari,https://github.com/BrikerMan/Kashgari,Apache-2.0,2019-01-19 01:53:28.000,2021-07-09 03:57:16.000000,2021-07-09 03:57:16,955.0,,436,65.0,122.0,44.0,330.0,2327,Kashgari is a production-level NLP Transfer learning framework built on top of tf.keras for text-labeling and text-..,21.0,23,False,2021-07-04 10:44:36.000,2.0.2,24.0,kashgari-tf,,['tensorflow'],,34.0,58.0,56.0,https://pypi.org/project/kashgari-tf,2019-10-18 07:57:55.000,2.0,34.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
551,Sweetviz,fbdesignpro/sweetviz,data-viz,,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000,2022-06-15 10:27:12.398000,2022-06-08 12:10:12,103.0,,213,49.0,11.0,32.0,72.0,2195,"Visualize and compare datasets, target values and associations, with one line of code.",6.0,23,True,2022-06-14 21:52:54.000,2.1.4,32.0,sweetviz,conda-forge/sweetviz,,,64512.0,8.0,,https://pypi.org/project/sweetviz,2022-06-14 21:46:56.000,8.0,63773.0,https://anaconda.org/conda-forge/sweetviz,2022-06-15 10:27:12.398,14789.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
552,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,594,88.0,29.0,23.0,51.0,2149,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,23,False,2020-01-14 14:12:10.000,0.6.1,6.0,python_speech_features,,,,18087.0,161.0,,https://pypi.org/project/python_speech_features,2017-08-16 01:46:13.000,161.0,18087.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
553,SRU,asappresearch/sru,pytorch-utils,,https://github.com/asappresearch/sru,https://github.com/asappresearch/sru,MIT,2017-08-28 20:37:41.000,2022-01-04 21:17:53.000000,2021-05-19 15:52:48,400.0,,305,68.0,78.0,59.0,68.0,2061,Training RNNs as Fast as CNNs (https://arxiv.org/abs/1709.02755).,21.0,23,False,2021-05-18 16:13:10.000,2.6.0,32.0,sru,,['pytorch'],,3246.0,21.0,18.0,https://pypi.org/project/sru,2021-06-17 23:33:37.000,3.0,3246.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
554,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2019-03-19 10:45:02.000000,2018-12-16 15:30:13,118.0,,224,70.0,20.0,85.0,66.0,1991,Open source time series library for Python.,6.0,23,False,2017-11-21 16:27:06.000,0.4.16,35.0,pyflux,,,,91742.0,16.0,,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,16.0,91742.0,,,,3.0,,,,,,,,,,,,,,-2.0,,,,,,,,,,,
555,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2022-09-27 09:59:53.000000,2022-09-27 09:59:52,326.0,7.0,336,40.0,64.0,156.0,94.0,1761,Super easy library for BERT based NLP models.,36.0,23,True,2022-09-22 13:50:45.318,2.0.9,58.0,fast-bert,,,,1554.0,2.0,,https://pypi.org/project/fast-bert,2022-06-03 14:29:46.000,2.0,1554.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
556,Torchmeta,tristandeleu/pytorch-meta,pytorch-utils,,https://github.com/tristandeleu/pytorch-meta,https://github.com/tristandeleu/pytorch-meta,MIT,2018-12-04 23:36:45.000,2022-01-10 12:07:24.000000,2021-09-20 16:03:46,382.0,,218,40.0,30.0,47.0,89.0,1697,A collection of extensions and data-loaders for few-shot learning & meta-learning in PyTorch.,12.0,23,False,2021-09-20 16:06:33.000,1.8.0,28.0,torchmeta,,['pytorch'],,2055.0,101.0,101.0,https://pypi.org/project/torchmeta,2021-09-20 16:06:33.000,,2055.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
557,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2022-08-31 15:55:03.000000,2022-08-31 15:54:57,22.0,4.0,80,35.0,22.0,16.0,63.0,1600,"A flexible, intuitive and fast forecasting library.",8.0,23,True,2022-07-21 07:38:24.000,0.4.0,8.0,greykite,,,,18777.0,11.0,11.0,https://pypi.org/project/greykite,2021-12-15 01:42:19.000,,18777.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
558,auto_ml,ClimbsRocks/auto_ml,hyperopt,,https://github.com/ClimbsRocks/auto_ml,https://github.com/ClimbsRocks/auto_ml,MIT,2016-08-07 21:35:08.000,2021-02-10 07:52:35.000000,2018-03-25 19:46:25,1149.0,,311,95.0,45.0,187.0,216.0,1583,[UNMAINTAINED] Automated machine learning for analytics & production.,13.0,23,False,2018-02-22 01:13:03.000,2.9.10,78.0,auto_ml,,,42.0,1464.0,7.0,,https://pypi.org/project/auto_ml,2018-02-22 01:13:03.000,7.0,1464.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
559,Magnitude,plasticityai/magnitude,nn-search,,https://github.com/plasticityai/magnitude,https://github.com/plasticityai/magnitude,MIT,2018-02-24 07:28:16.000,2021-02-23 18:10:43.000000,2020-07-17 20:19:46,350.0,,107,37.0,9.0,32.0,51.0,1541,"A fast, efficient universal vector embedding utility package.",4.0,23,False,2020-05-25 11:26:36.000,0.1.143,128.0,pymagnitude,,,,3117.0,263.0,252.0,https://pypi.org/project/pymagnitude,2020-05-25 11:26:36.000,11.0,3117.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
560,EfficientNets,rwightman/gen-efficientnet-pytorch,pytorch-utils,,https://github.com/rwightman/gen-efficientnet-pytorch,https://github.com/rwightman/gen-efficientnet-pytorch,Apache-2.0,2019-05-11 19:35:56.000,2022-07-01 09:55:35.000000,2021-07-08 19:03:55,108.0,,198,44.0,12.0,3.0,51.0,1495,"Pretrained EfficientNet, EfficientNet-Lite, MixNet, MobileNetV3 / V2, MNASNet A1 and B1, FBNet, Single-Path NAS.",5.0,23,False,2021-07-08 19:05:05.000,1.0.2,10.0,geffnet,,['pytorch'],,11304.0,131.0,130.0,https://pypi.org/project/geffnet,2021-07-08 19:05:05.000,1.0,11304.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
561,MLBox,AxeldeRomblay/MLBox,hyperopt,,https://github.com/AxeldeRomblay/MLBox,https://github.com/AxeldeRomblay/MLBox,BSD-1-Clause,2017-06-01 16:59:24.000,2022-09-30 18:39:02.000000,2020-08-25 09:26:27,1121.0,,269,65.0,48.0,23.0,74.0,1359,MLBox is a powerful Automated Machine Learning python library.,9.0,23,False,2020-08-25 09:32:37.000,0.8.5,21.0,mlbox,,,,5314.0,28.0,28.0,https://pypi.org/project/mlbox,2020-08-25 09:32:37.000,,5314.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
562,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2022-09-29 09:48:05.000000,2022-09-13 19:53:46,863.0,9.0,108,27.0,53.0,3.0,22.0,1309,PyTorch extensions for fast R&D prototyping and Kaggle farming.,7.0,23,True,2022-08-26 15:02:00.779,0.5.2,25.0,pytorch_toolbelt,,['pytorch'],,11213.0,6.0,,https://pypi.org/project/pytorch_toolbelt,2022-06-27 19:59:57.000,6.0,11213.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
563,sklearn-porter,nok/sklearn-porter,model-serialisation,,https://github.com/nok/sklearn-porter,https://github.com/nok/sklearn-porter,BSD-3-Clause,2016-06-22 22:21:34.000,2022-07-25 15:59:11.000000,2022-05-22 23:59:48,1219.0,,160,34.0,22.0,42.0,34.0,1188,"Transpile trained scikit-learn estimators to C, Java, JavaScript and others.",12.0,23,True,2019-12-18 13:39:19.000,0.7.4,20.0,sklearn-porter,,['sklearn'],,282.0,45.0,44.0,https://pypi.org/project/sklearn-porter,2019-12-18 13:39:19.000,1.0,282.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
564,Sockeye,awslabs/sockeye,nlp,,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000,2022-10-06 02:18:16.000000,2022-10-01 14:00:43,818.0,9.0,310,52.0,775.0,7.0,283.0,1126,Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch.,58.0,23,True,2022-05-05 08:46:06.000,3.1.14,80.0,sockeye,,['mxnet'],15.0,853.0,2.0,,https://pypi.org/project/sockeye,2022-05-05 08:46:06.000,2.0,853.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
565,ChainerRL,chainer/chainerrl,reinforcement-learning,,https://github.com/chainer/chainerrl,https://github.com/chainer/chainerrl,MIT,2017-01-30 04:58:15.000,2021-08-10 18:25:48.000000,2021-04-17 06:02:30,3471.0,,221,74.0,415.0,75.0,147.0,1074,ChainerRL is a deep reinforcement learning library built on top of Chainer.,29.0,23,False,2020-02-14 05:35:56.000,0.8.0,10.0,chainerrl,,,,422.0,139.0,131.0,https://pypi.org/project/chainerrl,2020-02-14 05:35:56.000,8.0,422.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
