,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,new_addition,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,updated_github_id
503,icevision,airctic/icevision,image,,https://github.com/airctic/icevision,https://github.com/airctic/icevision,Apache-2.0,2020-05-04 01:57:02.000,2022-04-29 08:26:43.000000,2022-04-29 08:21:54,1218.0,11.0,96,21.0,560.0,136.0,500.0,677,"An Agnostic Computer Vision Framework - Pluggable to any Training Library: Fastai, Pytorch-Lightning with more to come.",39.0,25,True,2022-02-10 15:53:08.000,0.12.0,41.0,icevision,,,,,5.0,,https://pypi.org/project/icevision,2022-02-10 15:54:11.000,5.0,3255.0,3255.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
504,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,MIT,2021-11-24 02:19:14.000,2022-05-11 05:06:52.000000,2022-05-11 05:06:52,281.0,259.0,39,10.0,60.0,12.0,27.0,635,Lightning fast forecasting with statistical and econometric models.,8.0,25,True,2022-05-09 19:52:31.000,0.5.5,10.0,statsforecast,conda-forge/statsforecast,,,,3.0,,https://pypi.org/project/statsforecast,2022-05-09 19:52:31.000,3.0,171363.0,172955.0,https://anaconda.org/conda-forge/statsforecast,2022-05-09 23:18:45.941,3185.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
505,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2022-05-01 03:38:16.000000,2022-05-01 03:38:15,579.0,18.0,59,31.0,324.0,12.0,82.0,330,IPython/Jupyter notebook module for Vega and Vega-Lite.,11.0,25,True,2022-02-10 02:01:39.000,3.6.0,39.0,vega,conda-forge/vega,,,['jupyter'],84.0,,https://pypi.org/project/vega,2022-02-10 02:01:39.000,84.0,5808.0,12549.0,https://anaconda.org/conda-forge/vega,2022-02-10 13:26:24.004,478635.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
506,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2022-02-15 22:25:08.000000,2022-02-15 22:25:08,197.0,8.0,39,11.0,178.0,12.0,160.0,185,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",10.0,25,False,2021-10-06 01:05:34.000,3.3.0,66.0,pystan,conda-forge/pystan,,,,247.0,,https://pypi.org/project/pystan,2022-02-15 20:52:07.000,247.0,2518077.0,2541809.0,https://anaconda.org/conda-forge/pystan,2022-02-03 10:06:49.622,1471421.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
507,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2021-12-17 04:03:09.000000,2020-07-14 02:41:10,174.0,,719,140.0,41.0,123.0,91.0,4679,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,24,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],1006.0,991.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,15.0,509.0,522.0,,,,,,,,3.0,673.0,,,,,,,,,,,,,,,,,,,,
508,mace,XiaoMi/mace,ml-frameworks,,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000,2022-04-16 16:42:13.000000,2022-02-11 11:53:32,3328.0,,789,230.0,106.0,45.0,615.0,4612,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,63.0,24,True,2022-01-13 09:55:14.000,1.1.1,12.0,,,,,,,,,,,,31.0,,,,,,,,3.0,1407.0,,,,,,,,,,,,,,,,,,,,
509,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2022-05-12 14:43:29.000000,2022-05-12 14:43:29,2485.0,136.0,482,83.0,2734.0,171.0,985.0,3839,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,74.0,24,True,2022-04-22 17:30:55.000,1.13.0,52.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
510,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2022-02-01 17:04:10.000000,2018-08-21 02:42:52,1156.0,,1218,349.0,52.0,45.0,84.0,3675,Python Algorithmic Trading Library.,11.0,24,False,,,8.0,pyalgotrade,,,,,130.0,109.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000,21.0,481.0,481.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
511,MatchZoo,NTMC-Community/MatchZoo,nlp,,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000,2021-06-03 02:58:49.000000,2021-06-02 17:38:16,1810.0,,908,178.0,385.0,32.0,429.0,3653,"Facilitating the design, comparison and sharing of deep text matching models.",36.0,24,True,2019-10-24 13:09:11.000,2.2.0,5.0,matchzoo,,,,['tensorflow'],10.0,10.0,https://pypi.org/project/matchzoo,2019-10-24 13:09:11.000,,104.0,104.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
512,AdaNet,tensorflow/adanet,hyperopt,,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000,2021-08-30 19:33:24.000000,2021-08-30 19:33:24,440.0,,519,172.0,49.0,64.0,48.0,3395,Fast and flexible AutoML with learning guarantees.,27.0,24,True,2020-07-09 21:03:28.000,0.9.0,13.0,adanet,,,,['tensorflow'],45.0,43.0,https://pypi.org/project/adanet,2020-07-09 21:03:28.000,2.0,1090.0,1090.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
513,MMLSpark,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2022-05-12 08:02:30.000000,2022-05-10 20:00:57,1122.0,77.0,642,134.0,969.0,231.0,330.0,3294,Simple and Distributed Machine Learning.,90.0,24,True,2022-01-12 22:42:34.000,0.9.5,23.0,mmlspark,,,,['spark'],,,https://pypi.org/project/mmlspark,2020-03-18 01:27:31.000,,5.0,5.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
514,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2022-01-31 12:20:49.000000,2021-02-05 18:49:02,195.0,,281,84.0,65.0,41.0,31.0,3153,Python library that makes it easy for data scientists to create charts.,21.0,24,False,2020-11-02 22:14:08.000,3.0.3,16.0,chartify,conda-forge/chartify,,,,67.0,62.0,https://pypi.org/project/chartify,2020-11-02 22:14:08.000,5.0,1761.0,2206.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628,18701.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
515,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2022-04-04 20:19:08.000000,2022-04-04 20:19:03,753.0,4.0,338,89.0,525.0,131.0,90.0,2615,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,36.0,24,True,2021-12-03 22:33:39.000,2021.12.3,25.0,tensorflow-graphics,,,,['tensorflow'],4.0,,https://pypi.org/project/tensorflow-graphics,2021-12-03 22:33:39.000,4.0,3039.0,3039.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
516,vissl,facebookresearch/vissl,image,,https://github.com/facebookresearch/vissl,https://github.com/facebookresearch/vissl,MIT,2020-04-09 19:40:33.000,2022-05-12 02:59:36.000000,2022-05-12 02:55:56,383.0,43.0,266,53.0,404.0,46.0,96.0,2615,"VISSL is FAIRs library of extensible, modular and scalable components for SOTA Self-Supervised Learning with images.",32.0,24,True,2021-11-02 17:21:02.000,0.1.6,6.0,vissl,,,,['pytorch'],8.0,7.0,https://pypi.org/project/vissl,2021-11-02 15:36:07.000,1.0,414.0,414.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
517,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2022-03-13 06:54:07.000000,2020-03-16 04:26:47,75.0,,199,57.0,37.0,15.0,23.0,2418,Knock Knock: Get notified when your training ends with only two additional lines of code.,18.0,24,False,2020-03-04 04:15:47.000,0.1.8,10.0,knockknock,conda-forge/knockknock,,,,301.0,298.0,https://pypi.org/project/knockknock,2020-03-16 14:30:23.000,3.0,1852.0,2135.0,https://anaconda.org/conda-forge/knockknock,2020-03-17 01:52:16.317,8792.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
518,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2022-04-29 12:27:57.000000,2022-03-26 10:31:28,191.0,10.0,117,29.0,169.0,12.0,64.0,2292,HiPlot makes understanding high dimensional data easy.,8.0,24,True,2021-11-04 14:37:14.000,0.1.32,104.0,hiplot,conda-forge/hiplot,,,,15.0,4.0,https://pypi.org/project/hiplot,2022-03-26 10:51:20.000,11.0,13144.0,16227.0,https://anaconda.org/conda-forge/hiplot,2021-11-05 06:41:13.441,83251.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
519,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,593,87.0,29.0,23.0,51.0,2087,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,24,False,2020-01-14 14:12:10.000,0.6.1,6.0,python_speech_features,,,,,161.0,,https://pypi.org/project/python_speech_features,2017-08-16 01:46:13.000,161.0,92481.0,92481.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
520,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2022-01-22 00:08:57.000000,2021-07-10 15:56:42,447.0,,248,57.0,55.0,18.0,49.0,2059,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,24,True,2019-11-04 05:16:00.000,0.5.0,19.0,pytorch-nlp,,,,['pytorch'],392.0,375.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000,17.0,6974.0,6974.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
521,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2022-04-12 10:28:24.000000,2022-04-12 10:28:11,317.0,11.0,334,40.0,63.0,152.0,94.0,1733,Super easy library for BERT based NLP models.,36.0,24,True,2022-04-12 10:28:24.000,2.0.3,53.0,fast-bert,,,,,2.0,,https://pypi.org/project/fast-bert,2022-04-12 10:28:24.000,2.0,2109.0,2109.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
522,TabNet,dreamquark-ai/tabnet,pytorch-utils,,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000,2022-05-03 11:13:11.000000,2022-03-23 16:53:36,173.0,3.0,336,36.0,179.0,38.0,200.0,1693,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,19.0,24,True,2021-02-02 08:05:11.000,3.1.1,17.0,pytorch-tabnet,conda-forge/pytorch-tabnet,,,['pytorch'],7.0,,https://pypi.org/project/pytorch-tabnet,2021-02-02 08:05:11.000,7.0,17353.0,17435.0,https://anaconda.org/conda-forge/pytorch-tabnet,2021-12-30 20:05:02.340,412.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
523,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2022-04-07 20:49:55.000000,2021-01-07 09:40:40,648.0,,233,41.0,33.0,70.0,54.0,1687,A modular active learning framework for Python.,14.0,24,False,2021-01-07 09:47:49.000,0.4.1,12.0,modAL,,,,['sklearn'],134.0,127.0,https://pypi.org/project/modAL,2021-01-07 09:47:49.000,7.0,6105.0,6105.0,,,,,,,,3.0,20.0,,,,,,,,,,,,,,,,,,,,
524,FinTA,peerchemist/finta,financial-data,,https://github.com/peerchemist/finta,https://github.com/peerchemist/finta,LGPL-3.0,2016-09-01 21:02:46.000,2022-05-05 20:54:50.000000,2021-10-19 18:06:53,392.0,,502,77.0,47.0,19.0,63.0,1555,Common financial technical indicators implemented in Pandas.,27.0,24,False,2021-04-03 08:51:49.000,1.3,19.0,finta,,,,,196.0,190.0,https://pypi.org/project/finta,2020-10-21 11:39:44.000,6.0,7281.0,7281.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
525,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/quantumblacklabs/causalnex,https://github.com/quantumblacklabs/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2022-03-31 00:58:44.000000,2021-11-11 15:06:17,156.0,,171,46.0,47.0,21.0,88.0,1534,A Python library that helps data scientists to infer causation rather than observing correlation.,22.0,24,True,2021-11-11 15:15:32.000,0.11.0,16.0,causalnex,,,,"['pytorch', 'sklearn']",41.0,39.0,https://pypi.org/project/causalnex,2021-11-11 15:15:32.000,2.0,1343.0,1343.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
526,bonobo,python-bonobo/bonobo,data-pipelines,,https://github.com/python-bonobo/bonobo,https://github.com/python-bonobo/bonobo,Apache-2.0,2016-12-09 04:03:23.000,2022-04-06 18:44:11.000000,2021-03-10 15:44:00,981.0,,126,59.0,236.0,95.0,108.0,1509,Extract Transform Load for Python 3.5+.,37.0,24,False,2019-05-16 13:19:48.000,0.6.4,38.0,bonobo,,,http://docs.bonobo-project.org/en/master/,,163.0,130.0,https://pypi.org/project/bonobo,2019-07-20 13:33:19.000,33.0,6223.0,6223.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
527,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2022-05-03 04:08:57.000000,2022-04-17 08:31:26,1219.0,2.0,257,53.0,1308.0,205.0,802.0,1444,A toolkit for reproducible reinforcement learning research.,78.0,24,True,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],41.0,39.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,2.0,391.0,391.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
528,fklearn,nubank/fklearn,ml-frameworks,,https://github.com/nubank/fklearn,https://github.com/nubank/fklearn,Apache-2.0,2019-02-27 14:32:57.000,2022-05-10 15:50:32.000000,2022-04-18 15:14:20,138.0,3.0,158,88.0,151.0,23.0,22.0,1398,fklearn: Functional Machine Learning.,43.0,24,True,2021-12-30 01:18:22.000,2.0.0,24.0,fklearn,,,,,12.0,12.0,https://pypi.org/project/fklearn,2021-12-30 01:18:22.000,,7004.0,7004.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
529,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2022-05-10 20:55:48.000000,2022-05-10 08:50:36,836.0,14.0,94,27.0,48.0,6.0,22.0,1235,PyTorch extensions for fast R&D prototyping and Kaggle farming.,7.0,24,True,2022-03-10 21:22:46.000,0.5.0,23.0,pytorch_toolbelt,,,,['pytorch'],6.0,,https://pypi.org/project/pytorch_toolbelt,2022-03-10 21:22:46.000,6.0,10181.0,10181.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
530,TaskTiger,closeio/tasktiger,data-pipelines,,https://github.com/closeio/tasktiger,https://github.com/closeio/tasktiger,MIT,2015-05-14 00:26:32.000,2022-05-09 10:01:04.000000,2022-04-25 12:38:59,286.0,12.0,62,43.0,165.0,33.0,35.0,1119,Python task queue using Redis.,25.0,24,True,2021-12-02 17:42:13.000,0.16,26.0,tasktiger,,,,,32.0,22.0,https://pypi.org/project/tasktiger,2021-12-02 18:08:25.000,10.0,1442.0,1442.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
531,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2022-02-18 23:37:54.000000,2022-02-18 23:37:54,320.0,3.0,221,50.0,85.0,38.0,26.0,1107,Interpretability and explainability of data and machine learning models.,29.0,24,True,2020-10-28 09:32:21.000,0.2.1,4.0,aix360,,,,,46.0,45.0,https://pypi.org/project/aix360,2020-10-28 09:18:17.000,1.0,1226.0,1226.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
532,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2022-05-12 05:31:51.000000,2022-05-12 05:31:02,1206.0,21.0,78,28.0,61.0,13.0,12.0,1077,Monitor deep learning model training and hardware usage from your mobile phone.,7.0,24,True,2022-05-12 05:31:51.000,0.4.150,126.0,labml,,,,,53.0,47.0,https://pypi.org/project/labml,2022-05-12 05:31:51.000,6.0,4156.0,4156.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
533,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2021-12-31 19:41:11.000000,2021-12-24 18:36:59,781.0,,133,32.0,210.0,103.0,145.0,1058,Real-time stream processing for python.,45.0,24,True,2021-10-04 14:47:39.000,0.6.3,16.0,streamz,conda-forge/streamz,,,,320.0,291.0,https://pypi.org/project/streamz,2021-10-04 14:47:39.000,29.0,11482.0,16639.0,https://anaconda.org/conda-forge/streamz,2021-10-04 16:06:59.119,288799.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
534,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2022-05-12 10:59:19.000000,2022-05-12 10:09:27,5294.0,112.0,190,45.0,1453.0,103.0,711.0,1006,cuGraph - RAPIDS Graph Analytics Library.,83.0,24,True,2022-04-06 17:09:08.000,22.04.00,18.0,cugraph,conda-forge/libcugraph,,,,1.0,,https://pypi.org/project/cugraph,2020-06-01 20:09:06.000,1.0,248.0,766.0,https://anaconda.org/conda-forge/libcugraph,2021-04-29 03:53:20.856,6738.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
535,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2022-01-07 14:52:00.000000,2022-01-07 14:51:56,41.0,,258,53.0,34.0,8.0,77.0,993,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,8.0,24,True,2022-01-07 11:43:24.000,0.4.1,16.0,stockstats,,,,,485.0,456.0,https://pypi.org/project/stockstats,2022-01-07 11:43:24.000,29.0,8285.0,8285.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
536,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2022-05-04 21:51:46.000000,2022-03-25 09:21:45,1004.0,33.0,113,14.0,38.0,23.0,235.0,975,PyTorch Extension Library of Optimized Scatter Operations.,19.0,24,True,2021-10-22 11:01:13.000,2.0.9,29.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],43.0,,https://pypi.org/project/torch-scatter,2021-10-22 11:01:13.000,43.0,30233.0,33461.0,https://anaconda.org/conda-forge/pytorch_scatter,2022-03-21 15:08:01.652,74265.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
537,scikit-cuda,lebedov/scikit-cuda,gpu-utilities,,https://github.com/lebedov/scikit-cuda,https://github.com/lebedov/scikit-cuda,BSD-3-Clause,2010-09-27 02:02:07.000,2022-03-31 14:08:20.000000,2022-03-31 14:08:20,1034.0,2.0,171,47.0,111.0,50.0,168.0,887,Python interface to GPU-powered libraries.,46.0,24,True,2019-05-27 00:29:00.000,0.5.3,7.0,scikit-cuda,,,,,228.0,184.0,https://pypi.org/project/scikit-cuda,2019-05-27 00:29:00.000,44.0,592.0,592.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
538,AstroML,astroML/astroML,others,,https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50.000,2022-03-29 04:15:06.000000,2022-03-29 03:15:28,562.0,6.0,281,94.0,114.0,62.0,88.0,818,"Machine learning, statistics, and data mining for astronomy and astrophysics.",30.0,24,True,2022-01-25 21:56:31.000,1.0.2,13.0,astroML,conda-forge/astroml,,,['sklearn'],33.0,,https://pypi.org/project/astroML,2022-03-01 20:02:01.000,33.0,1500.0,1999.0,https://anaconda.org/conda-forge/astroml,2022-03-02 04:14:21.434,28494.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
539,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2022-05-11 16:49:11.000000,2022-04-26 06:54:54,603.0,57.0,72,25.0,80.0,9.0,22.0,751,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",11.0,24,True,2022-04-16 16:22:51.000,1.2.6,22.0,imodels,,,,,12.0,12.0,https://pypi.org/project/imodels,2022-04-16 16:22:51.000,,2012.0,2012.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
540,gmaps,pbugnion/gmaps,geospatial-data,,https://github.com/pbugnion/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2022-04-15 13:31:22.000000,2019-07-22 06:22:45,1380.0,,146,26.0,154.0,67.0,136.0,738,Google maps for Jupyter notebooks.,16.0,24,False,2019-07-21 08:49:48.715,0.9.0,95.0,gmaps,conda-forge/gmaps,,,['jupyter'],45.0,1.0,https://pypi.org/project/gmaps,2021-12-15 15:42:57.506,44.0,10150.0,16104.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940,257383.0,,,,,3.0,,,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715,,1665.0,,,,,,,,,,,,,
541,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2022-05-02 13:28:27.878000,2022-04-26 05:16:28,676.0,20.0,86,12.0,52.0,31.0,147.0,629,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,25.0,24,True,2022-03-11 15:20:49.000,0.6.13,25.0,torch-sparse,conda-forge/pytorch_sparse,,,['pytorch'],37.0,,https://pypi.org/project/torch-sparse,2022-03-11 15:20:49.000,37.0,24352.0,28015.0,https://anaconda.org/conda-forge/pytorch_sparse,2022-05-02 13:28:27.878,84254.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
542,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2022-05-11 01:39:39.000000,2022-05-11 01:39:39,1729.0,66.0,53,19.0,211.0,80.0,238.0,518,The worlds cleanest AutoML framework - Do hyperparameter tuning with the right pipeline abstractions to write clean..,7.0,24,True,2022-04-15 23:19:03.000,0.7.0,23.0,neuraxle,,,,,32.0,31.0,https://pypi.org/project/neuraxle,2022-04-15 21:08:21.000,1.0,425.0,425.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
543,BioPandas,rasbt/biopandas,others,,https://github.com/rasbt/biopandas,https://github.com/rasbt/biopandas,BSD-3-Clause,2015-11-21 00:00:14.000,2022-05-12 01:51:51.000000,2022-05-12 01:51:51,228.0,61.0,97,14.0,56.0,17.0,25.0,451,Working with molecular structures in pandas DataFrames.,10.0,24,True,2022-04-07 03:06:27.000,0.3.0,15.0,biopandas,conda-forge/biopandas,,,['pandas'],116.0,102.0,https://pypi.org/project/biopandas,2022-04-07 03:06:27.000,14.0,4301.0,5906.0,https://anaconda.org/conda-forge/biopandas,2021-08-31 18:19:35.536,104339.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
544,python-soundfile,bastibe/python-soundfile,audio,,https://github.com/bastibe/python-soundfile,https://github.com/bastibe/python-soundfile,BSD-3-Clause,2013-08-27 13:36:52.000,2022-04-02 05:34:39.000000,2022-02-23 08:02:30,505.0,2.0,68,16.0,170.0,66.0,101.0,446,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",24.0,24,True,2019-12-04 10:03:39.000,0.10.3post1,9.0,soundfile,anaconda/pysoundfile,,,,539.0,,https://pypi.org/project/soundfile,2019-11-27 12:16:19.000,539.0,1011483.0,1011514.0,https://anaconda.org/anaconda/pysoundfile,,,,,,,3.0,3163.0,,,,,,,,,,,,,,,,,,,,
