,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id
405,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2022-01-09 22:09:47.000000,2021-06-22 10:51:48,116.0,,430,92.0,43.0,49.0,245.0,2490,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,27,True,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,327.0,39693.0,465.0,451.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,14.0,39259.0,https://anaconda.org/conda-forge/neuralcoref,2020-02-21 22:10:40.453,10746.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
406,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2022-02-21 13:26:13.000000,2021-11-22 21:36:59,442.0,,413,93.0,32.0,49.0,235.0,2422,Learning to Rank in TensorFlow.,25.0,27,True,2021-11-16 23:49:54.000,0.5.0,19.0,tensorflow_ranking,,['tensorflow'],,44349.0,11.0,,https://pypi.org/project/tensorflow_ranking,2021-11-16 01:31:58.000,11.0,44349.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
407,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2022-03-03 13:52:12.000000,2022-03-02 10:32:47,1051.0,58.0,297,85.0,1777.0,159.0,827.0,2367,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",42.0,27,True,2022-02-21 13:45:38.000,0.8.2,105.0,pymars,,,,15275.0,1.0,,https://pypi.org/project/pymars,2022-02-21 13:47:27.000,1.0,15275.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
408,pandas-ta,twopirllc/pandas-ta,probabilistics,,https://github.com/twopirllc/pandas-ta,https://github.com/twopirllc/pandas-ta,MIT,2019-02-19 16:41:09.000,2022-02-27 17:27:19.000000,2022-01-31 16:47:12,581.0,1.0,503,73.0,132.0,57.0,307.0,2194,Technical Analysis Indicators - Pandas TA is an easy to use Python 3 Pandas Extension with 130+ Indicators.,44.0,27,True,2021-07-28 20:21:21.000,0.3.14,19.0,pandas-ta,conda-forge/pandas-ta,['pandas'],,58533.0,487.0,477.0,https://pypi.org/project/pandas-ta,2021-07-28 20:51:17.000,10.0,58461.0,https://anaconda.org/conda-forge/pandas-ta,2021-10-05 09:16:48.657,362.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
409,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2022-02-25 09:34:50.000000,2022-02-11 14:44:37,857.0,36.0,167,48.0,90.0,1.0,203.0,2133,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,9.0,27,True,2022-02-11 16:12:12.000,0.2.5,17.0,vidgear,,,537.0,5358.0,178.0,173.0,https://pypi.org/project/vidgear,2022-02-11 16:12:12.000,5.0,5344.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
410,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2021-11-19 13:23:59.000000,2021-11-19 13:23:56,211.0,,305,61.0,37.0,92.0,158.0,2114,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,21.0,27,True,2019-02-28 09:16:54.000,0.4.1,9.0,hyperas,,['tensorflow'],,12599.0,252.0,228.0,https://pypi.org/project/hyperas,2019-02-28 09:16:54.000,24.0,12599.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
411,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2022-01-14 10:29:02.172000,2021-07-16 09:03:20,66.0,,439,37.0,41.0,59.0,57.0,1946,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,27,True,2020-09-15 16:26:00.000,1.1.1,9.0,efficientnet,anaconda/efficientnet,['tensorflow'],208342.0,94727.0,923.0,916.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000,7.0,88600.0,https://anaconda.org/anaconda/efficientnet,2022-01-14 10:29:02.172,15.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
412,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,BSD-3-Clause,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242.0,,277,65.0,14.0,26.0,45.0,1924,Stand-alone language identification system.,9.0,27,False,2016-04-05 22:34:15.000,1.1.6,8.0,langid,,,,339094.0,1094.0,930.0,https://pypi.org/project/langid,2016-04-05 22:34:15.000,164.0,339094.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
413,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2022-03-03 09:21:09.000000,2022-03-03 09:21:08,1004.0,22.0,254,34.0,46.0,76.0,389.0,1814,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",17.0,27,True,2022-03-02 09:23:54.000,0.11.2,76.0,mljar-supervised,conda-forge/mljar-supervised,,,22277.0,41.0,39.0,https://pypi.org/project/mljar-supervised,2022-03-02 09:17:15.000,2.0,22155.0,https://anaconda.org/conda-forge/mljar-supervised,2022-03-02 09:53:48.925,1100.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
414,zenml,zenml-io/zenml,data-pipelines,,https://github.com/zenml-io/zenml,https://github.com/zenml-io/zenml,Apache-2.0,2020-11-19 09:25:46.000,2022-03-03 14:15:14.000000,2022-02-25 08:24:33,4268.0,876.0,114,29.0,370.0,10.0,49.0,1721,ZenML : MLOps framework to create reproducible pipelines.,26.0,27,True,2022-02-23 13:23:58.000,0.6.2,47.0,zenml,,,,1809.0,,,https://pypi.org/project/zenml,2022-02-23 13:49:24.000,,1809.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
415,Talos,autonomio/talos,hyperopt,,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000,2022-03-02 20:13:51.000000,2022-01-28 20:18:57,568.0,9.0,251,28.0,164.0,35.0,366.0,1502,"Hyperparameter Optimization for TensorFlow, Keras and PyTorch.",21.0,27,True,2022-01-28 21:35:50.000,1.0.2,15.0,talos,,['tensorflow'],,1548.0,142.0,136.0,https://pypi.org/project/talos,2022-01-28 21:35:50.000,6.0,1548.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
416,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930.0,,318,74.0,742.0,54.0,168.0,1473,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:02.000,0.13.1,24.0,chainercv,,,,3324.0,315.0,284.0,https://pypi.org/project/chainercv,2019-06-12 11:55:40.000,31.0,3324.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
417,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2022-02-25 16:58:11.000000,2022-02-09 19:37:21,453.0,15.0,301,78.0,76.0,52.0,225.0,1324,bt - flexible backtesting for Python.,25.0,27,True,2021-04-21 02:52:26.000,0.2.9,25.0,bt,conda-forge/bt,,,5018.0,117.0,96.0,https://pypi.org/project/bt,2021-04-21 02:52:26.000,21.0,4736.0,https://anaconda.org/conda-forge/bt,2022-01-18 18:09:55.903,3111.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
418,sahi,obss/sahi,image,,https://github.com/obss/sahi,https://github.com/obss/sahi,MIT,2021-01-30 12:54:53.000,2022-02-22 12:04:49.000000,2022-02-22 12:04:46,302.0,70.0,161,29.0,289.0,11.0,93.0,1228,A lightweight vision library for performing large scale object detection/ instance segmentation.,8.0,27,True,2022-02-12 11:09:26.000,0.9.0,72.0,sahi,conda-forge/sahi,,1.0,13882.0,27.0,22.0,https://pypi.org/project/sahi,2022-02-12 11:09:26.000,5.0,13591.0,https://anaconda.org/conda-forge/sahi,2022-02-12 16:11:48.830,1456.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
419,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2022-03-03 14:30:53.000000,2022-02-28 20:54:16,670.0,12.0,288,34.0,668.0,134.0,200.0,1209,A Python package to assess and improve fairness of machine learning models.,64.0,27,True,2021-07-07 08:16:09.000,0.7.0,16.0,fairlearn,conda-forge/fairlearn,['sklearn'],,61737.0,9.0,,https://pypi.org/project/fairlearn,2021-07-07 05:54:23.000,9.0,61058.0,https://anaconda.org/conda-forge/fairlearn,2021-07-07 15:56:16.605,16987.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
420,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2022-03-03 14:38:15.000000,2022-01-26 10:23:11,2945.0,39.0,104,34.0,245.0,12.0,168.0,1209,Multi-class confusion matrix library in Python.,17.0,27,True,2022-01-26 10:42:57.000,3.4,38.0,pycm,,,,34996.0,144.0,132.0,https://pypi.org/project/pycm,2022-01-26 10:43:21.000,12.0,34996.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
421,Optimus,hi-primus/optimus,data-pipelines,,https://github.com/hi-primus/optimus,https://github.com/hi-primus/optimus,Apache-2.0,2017-07-13 02:31:18.000,2022-03-02 13:49:24.000000,2022-03-02 13:49:18,6234.0,92.0,207,39.0,995.0,32.0,195.0,1188,"Agile Data Preparation Workflows madeeasy with Pandas, Dask, cuDF, Dask-cuDF, Vaex and PySpark.",25.0,27,True,2020-07-19 03:05:40.000,2.2.32,85.0,optimuspyspark,,['spark'],,29871.0,,,https://pypi.org/project/optimuspyspark,2019-05-30 02:22:54.000,,29871.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
422,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2022-01-06 03:33:52.000000,2021-02-12 19:04:59,2079.0,,217,39.0,33.0,58.0,589.0,930,"pyclustring is a Python, C++ data mining library.",26.0,27,False,2020-11-25 22:33:07.000,0.10.1.2,46.0,pyclustering,conda-forge/pyclustering,,395.0,48398.0,307.0,279.0,https://pypi.org/project/pyclustering,2020-11-25 22:41:20.000,28.0,47129.0,https://anaconda.org/conda-forge/pyclustering,2021-09-13 14:29:08.300,34125.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
423,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000,2022-01-26 19:41:50.000000,2022-01-06 15:08:19,1746.0,18.0,149,37.0,251.0,54.0,201.0,872,Python audio and music signal processing library.,20.0,27,True,2018-11-14 14:57:41.000,0.16.1,11.0,madmom,,,,6163.0,206.0,179.0,https://pypi.org/project/madmom,2018-11-14 14:56:22.000,27.0,6163.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
424,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2022-01-06 09:30:10.449000,2022-01-05 19:57:41,1116.0,2.0,204,57.0,238.0,9.0,308.0,722,Search and download Copernicus Sentinel satellite images.,42.0,27,False,2022-01-05 19:58:27.000,1.1.1,40.0,sentinelsat,conda-forge/sentinelsat,,228.0,18390.0,301.0,271.0,https://pypi.org/project/sentinelsat,2022-01-05 19:58:27.000,30.0,18129.0,https://anaconda.org/conda-forge/sentinelsat,2022-01-06 09:30:10.449,4391.0,3.0,,,,,,,,-2.0,,,,,,,,,,,,,,,,,
425,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2022-02-06 04:55:37.000000,2022-02-06 03:12:48,1514.0,8.0,172,20.0,237.0,47.0,226.0,568,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",35.0,27,True,2021-09-04 09:49:51.000,1.4.5,41.0,salib,conda-forge/salib,,,140897.0,54.0,,https://pypi.org/project/salib,2022-02-06 04:55:37.000,54.0,139702.0,https://anaconda.org/conda-forge/salib,2021-09-04 07:03:28.179,76518.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
426,tinytag,devsnd/tinytag,audio,,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000,2022-02-26 12:45:07.000000,2021-12-17 13:19:46,345.0,16.0,87,23.0,51.0,12.0,76.0,505,"Read audio and music meta data and duration of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA, Wave and AIFF files with python 2..",21.0,27,True,2021-12-14 11:17:28.000,1.7.0,35.0,tinytag,,,,41694.0,555.0,488.0,https://pypi.org/project/tinytag,2021-12-14 11:17:28.000,67.0,41694.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
427,StaticFrame,InvestmentSystems/static-frame,data-containers,,https://github.com/InvestmentSystems/static-frame,https://github.com/InvestmentSystems/static-frame,MIT,2018-01-03 15:07:52.000,2022-03-03 03:50:57.000000,2022-03-02 21:00:28,3629.0,323.0,24,11.0,63.0,44.0,335.0,263,Immutable and grow-only Pandas-like DataFrames with a more explicit and consistent interface.,16.0,27,False,2022-02-13 00:39:12.000,0.8.35,134.0,static-frame,conda-forge/static-frame,,,8319.0,13.0,11.0,https://pypi.org/project/static-frame,2022-02-13 00:37:55.000,2.0,4668.0,https://anaconda.org/conda-forge/static-frame,2022-02-13 03:40:34.329,135094.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
428,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000,2022-03-02 18:58:25.000000,2022-02-24 17:44:24,3171.0,125.0,44,13.0,533.0,126.0,154.0,218,Asynchronous Distributed Hyperparameter Optimization.,25.0,27,False,2021-11-26 18:02:35.000,0.2.1,21.0,orion,,,,7372.0,64.0,58.0,https://pypi.org/project/orion,2022-02-12 00:46:44.000,6.0,7372.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
429,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2022-02-15 22:25:08.000000,2022-02-15 22:25:08,197.0,8.0,37,10.0,178.0,13.0,153.0,163,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",10.0,27,False,2021-10-06 01:05:34.000,3.3.0,66.0,pystan,conda-forge/pystan,,,1993557.0,247.0,,https://pypi.org/project/pystan,2022-02-15 20:52:07.000,247.0,1970240.0,https://anaconda.org/conda-forge/pystan,2022-02-03 10:06:49.622,1399066.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
430,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2021-12-14 17:59:05.000000,2021-12-14 17:59:04,282.0,2.0,1301,447.0,40.0,80.0,82.0,9739,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,14.0,26,True,2021-12-13 23:17:39.000,4.0.2,42.0,dopamine-rl,,['tensorflow'],,35280.0,37.0,,https://pypi.org/project/dopamine-rl,2021-12-13 23:17:39.000,37.0,35280.0,,,,3.0,,,,,,,,-3.0,,,,,,,,,,,,,,,,,
431,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2022-02-12 17:13:04.000000,2021-10-20 08:05:51,85.0,,1325,185.0,51.0,45.0,28.0,6698,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,26.0,26,True,2022-01-29 05:49:51.000,1.1.0,7.0,english-words,,,,11418.0,6.0,,https://pypi.org/project/english-words,2022-01-29 05:49:51.000,6.0,11418.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
432,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2021-12-21 17:46:18.000000,2021-08-04 06:54:21,205.0,,1152,169.0,38.0,51.0,216.0,5556,2D and 3D Face alignment library build using pytorch.,23.0,26,True,2021-09-14 15:35:24.000,1.3.5,11.0,face-alignment,,['pytorch'],,8346.0,8.0,,https://pypi.org/project/face-alignment,2021-09-14 15:35:24.000,8.0,8346.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
433,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2022-02-28 20:28:45.000000,2022-02-28 20:09:29,1035.0,37.0,801,110.0,624.0,189.0,417.0,4812,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,93.0,26,True,2019-08-26 19:04:21.000,0.3.1,12.0,mmf,,['pytorch'],,1288.0,12.0,11.0,https://pypi.org/project/mmf,2020-06-12 22:15:02.000,1.0,1288.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
434,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2021-07-02 01:49:08.000000,2021-03-19 15:48:33,667.0,,592,160.0,127.0,70.0,100.0,4363,A collection of infrastructure and tools for research in neural network interpretability.,40.0,26,True,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,['tensorflow'],,2017.0,618.0,612.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000,6.0,2017.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
435,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2022-01-20 15:05:09.000000,2022-01-10 17:58:10,629.0,1.0,959,286.0,220.0,6.0,354.0,3758,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,True,2021-05-25 22:25:31.000,2.2.4,31.0,tensorflowonspark,conda-forge/tensorflowonspark,"['tensorflow', 'spark']",,418186.0,5.0,,https://pypi.org/project/tensorflowonspark,2021-05-25 20:44:29.000,5.0,417826.0,https://anaconda.org/conda-forge/tensorflowonspark,2020-12-19 17:56:07.960,9744.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
436,SynapseML,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2022-03-03 09:10:13.000000,2022-02-28 18:05:28,1063.0,75.0,635,131.0,913.0,231.0,310.0,3158,Simple and Distributed Machine Learning.,84.0,26,True,2022-01-12 22:50:41.000,0.9.5,23.0,synapseml,,,,7392.0,,,https://pypi.org/project/synapseml,2022-01-12 22:50:41.000,,7392.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
437,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2022-01-18 06:34:34.000000,2022-01-16 06:34:19,314.0,11.0,713,37.0,22.0,31.0,102.0,2958,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",14.0,26,True,2022-01-14 08:49:08.000,0.6.6,23.0,scikit-opt,,['sklearn'],,2040.0,66.0,60.0,https://pypi.org/project/scikit-opt,2022-01-14 08:49:08.000,6.0,2040.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
438,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,622,71.0,25.0,114.0,101.0,2918,Neural network visualization toolkit for keras.,10.0,26,False,2017-07-06 04:55:04.000,0.4.1,11.0,keras-vis,,['tensorflow'],,3653.0,1698.0,1669.0,https://pypi.org/project/keras-vis,2017-07-06 04:55:04.000,29.0,3653.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
439,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2022-02-09 19:44:18.000000,2022-02-09 19:28:35,365.0,8.0,213,48.0,336.0,54.0,181.0,2758,Hummingbird compiles trained ML models into tensor computation for faster inference.,28.0,26,True,2021-12-14 19:31:26.000,0.4.2,15.0,hummingbird-ml,conda-forge/hummingbird-ml,,156.0,3473.0,22.0,22.0,https://pypi.org/project/hummingbird-ml,2021-12-14 19:28:14.000,,2997.0,https://anaconda.org/conda-forge/hummingbird-ml,2021-12-14 21:22:58.497,5636.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
440,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2022-01-28 17:53:43.000000,2022-01-28 17:30:19,1842.0,15.0,585,159.0,51.0,4.0,466.0,2450,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,21.0,26,True,2021-12-10 07:12:31.000,1.3.0,17.0,,bioconda/deepvariant,['tensorflow'],3810.0,835.0,,,,,,,https://anaconda.org/bioconda/deepvariant,2021-12-16 06:56:52.044,38085.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
441,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2021-09-22 15:32:01.000000,2021-09-22 15:31:55,6364.0,,688,166.0,93.0,134.0,358.0,2326,An Algorithmic Trading Library for Crypto-Assets in Python.,148.0,26,True,2018-11-11 16:46:28.000,0.5.21,52.0,enigma-catalyst,,,,1184.0,25.0,23.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000,2.0,1184.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
442,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2021-12-05 06:35:06.000000,2020-04-27 18:40:41,522.0,,849,161.0,213.0,42.0,145.0,2211,Performance analysis of predictive (alpha) stock factors.,25.0,26,False,2020-04-30 15:42:52.000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,3480.0,525.0,508.0,https://pypi.org/project/alphalens,2020-04-27 21:03:10.000,17.0,3188.0,https://anaconda.org/conda-forge/alphalens,2020-05-16 13:52:44.922,14352.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
443,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2021-08-11 23:58:11.000000,2018-08-19 12:37:47,130.0,,256,65.0,57.0,21.0,39.0,2180,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,26,False,2018-08-19 12:21:01.000,0.3.7,27.0,scikit-plot,conda-forge/scikit-plot,['sklearn'],,334417.0,1783.0,1743.0,https://pypi.org/project/scikit-plot,2018-08-19 12:18:46.000,40.0,332530.0,https://anaconda.org/conda-forge/scikit-plot,2019-06-05 14:23:59.043,105715.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
444,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2022-02-25 00:37:31.000000,2022-02-19 05:48:57,434.0,12.0,225,61.0,274.0,20.0,109.0,2089,DDSP: Differentiable Digital Signal Processing.,29.0,26,True,2022-02-15 01:02:11.000,3.2.0,41.0,ddsp,conda-forge/ddsp,['tensorflow'],,4158.0,22.0,21.0,https://pypi.org/project/ddsp,2022-02-15 01:02:11.000,1.0,3673.0,https://anaconda.org/conda-forge/ddsp,2020-06-08 12:59:15.975,10189.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
445,Pandaral·lel,nalepae/pandarallel,data-containers,,https://github.com/nalepae/pandarallel,https://github.com/nalepae/pandarallel,BSD-3-Clause,2019-03-10 11:58:29.000,2022-03-03 13:51:37.000000,2022-02-06 17:22:28,131.0,3.0,131,21.0,24.0,80.0,67.0,2048,A simple and efficient tool to parallelize Pandas operations on all availableCPUs.,19.0,26,True,2022-02-06 17:25:48.000,1.5.5,32.0,pandarallel,conda-forge/pandarallel,"['pandas', 'jupyter']",,222968.0,432.0,413.0,https://pypi.org/project/pandarallel,2022-02-06 17:24:12.000,19.0,222781.0,https://anaconda.org/conda-forge/pandarallel,2022-02-06 21:20:11.447,1686.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
