,name,github_id,pypi_id,conda_id,docs_url,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,show,projectrank_placing,github_release_downloads,helm_id,brew_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id
416,Enigma Catalyst,enigmampc/catalyst,enigma-catalyst,,,financial-data,,https://github.com/enigmampc/catalyst,https://github.com/enigmampc/catalyst,Apache-2.0,2017-06-13 22:31:34.000000,2020-12-28 10:58:59.000000,2020-12-28 10:58:58.000000,570.0,131.0,363.0,1905.0,6362.0,2018-09-13 15:09:58.000000,0.5.21,52.0,An Algorithmic Trading Library for Crypto-Assets in Python.,20.0,20.0,144.0,23,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000000,,339.0,339.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
417,Acme,deepmind/acme,dm-acme,,,reinforcement-learning,['tensorflow'],https://github.com/deepmind/acme,https://github.com/deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000000,2020-12-17 12:47:09.000000,2020-12-17 12:46:33.000000,174.0,37.0,43.0,1841.0,319.0,2020-10-23 15:59:12.000000,0.2.0,8.0,A library of reinforcement learning components and agents.,16.0,16.0,29.0,23,https://pypi.org/project/dm-acme,2020-07-24 13:03:30.000000,,629.0,629.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
418,Essentia,MTG/essentia,essentia,,,audio,,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000000,2020-12-30 18:36:17.000000,2020-12-16 16:22:01.000000,389.0,280.0,557.0,1695.0,2689.0,2015-03-31 16:33:30.000000,2.0,8.0,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",144.0,139.0,69.0,23,https://pypi.org/project/essentia,2020-04-22 16:31:02.000000,5.0,1267.0,1267.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
419,DDSP,magenta/ddsp,ddsp,,,audio,['tensorflow'],https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000000,2020-12-21 21:43:25.000000,2020-12-21 21:43:15.000000,154.0,13.0,84.0,1688.0,334.0,2020-11-11 21:25:25.000000,0.13.0,25.0,DDSP: Differentiable Digital Signal Processing.,5.0,5.0,22.0,23,https://pypi.org/project/ddsp,2020-08-21 20:19:47.000000,,1302.0,1302.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
420,GluonTS,awslabs/gluon-ts,gluonts,,,time-series-data,['mxnet'],https://github.com/awslabs/gluon-ts,https://github.com/awslabs/gluon-ts,Apache-2.0,2019-05-15 17:17:29.000000,2021-01-01 11:06:07.000000,2020-12-30 11:20:22.000000,352.0,180.0,338.0,1638.0,625.0,2020-12-08 15:07:54.000000,0.6.4,27.0,Probabilistic time series modeling in Python.,,,66.0,23,https://pypi.org/project/gluonts,2020-12-08 15:07:54.000000,,23082.0,23082.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,
421,Spektral,danielegrattarola/spektral,spektral,,,graph,"['tensorflow""']",https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000000,2020-12-31 15:52:02.000000,2020-12-31 15:51:36.000000,178.0,20.0,90.0,1558.0,417.0,2020-12-10 21:12:38.000000,1.0.3,26.0,Graph Neural Networks with Keras and Tensorflow 2.,26.0,26.0,16.0,23,https://pypi.org/project/spektral,2020-12-10 21:12:38.000000,,3901.0,3901.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,
422,Pillow-SIMD,uploadcare/pillow-simd,pillow-simd,,,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000000,2020-11-03 07:45:01.000000,2020-06-02 14:50:14.000000,65.0,11.0,52.0,1520.0,,2020-01-02 05:19:26.000000,7.0.0,35.0,The friendly PIL fork.,401.0,351.0,310.0,23,https://pypi.org/project/pillow-simd,2020-01-26 14:30:27.000000,50.0,11159.0,11159.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
423,Elephas,maxpumperla/elephas,elephas,,,distributed-ml,"['keras', 'spark']",https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000000,2020-12-29 06:35:22.000000,2020-12-29 06:35:21.000000,280.0,51.0,80.0,1434.0,338.0,2019-03-20 17:02:37.000000,0.4.3,9.0,Distributed Deep learning with Keras & Spark.,3.0,,25.0,23,https://pypi.org/project/elephas,2020-02-10 13:38:21.000000,3.0,10050.0,10050.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
424,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,others,['sklearn'],https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,BSD-3-Clause,2012-01-11 13:53:52.000000,2020-12-31 02:52:17.000000,2020-12-26 21:55:56.000000,188.0,49.0,35.0,1417.0,699.0,2017-11-04 18:03:11.000000,0.5.0,7.0,"Large-scale linear classification, regression and ranking in Python.",77.0,72.0,16.0,23,https://pypi.org/project/sklearn-contrib-lightning,2020-12-16 17:25:20.000000,5.0,447.0,2771.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2020-12-20 22:58:20.890000,125497.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,
425,bonobo,python-bonobo/bonobo,bonobo,,http://docs.bonobo-project.org/en/master/,data-pipelines,,https://github.com/python-bonobo/bonobo,https://github.com/python-bonobo/bonobo,Apache-2.0,2016-12-09 04:03:23.000000,2021-01-01 05:32:02.000000,2021-01-01 05:32:01.000000,111.0,62.0,106.0,1362.0,978.0,2019-05-16 13:19:48.000000,0.6.4,38.0,Extract Transform Load for Python 3.5+.,129.0,105.0,36.0,23,https://pypi.org/project/bonobo,2019-07-20 13:33:19.000000,24.0,2823.0,2823.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
426,Pandaral·lel,nalepae/pandarallel,pandarallel,,,data-containers,"['pandas', 'jupyter']",https://github.com/nalepae/pandarallel,https://github.com/nalepae/pandarallel,BSD-3-Clause,2019-03-10 11:58:29.000000,2020-12-16 13:29:31.000000,2020-12-16 13:29:29.000000,89.0,58.0,52.0,1309.0,110.0,2020-08-25 16:33:28.000000,1.5.1,28.0,A simple and efficient tool to parallelize Pandas operations on all availableCPUs.,130.0,130.0,13.0,23,https://pypi.org/project/pandarallel,2020-08-25 16:33:28.000000,,43648.0,43648.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
427,MLBox,AxeldeRomblay/MLBox,mlbox,,,hyperopt,,https://github.com/AxeldeRomblay/MLBox,https://github.com/AxeldeRomblay/MLBox,BSD-1-Clause,2017-06-01 16:59:24.000000,2020-11-24 17:57:08.000000,2020-08-25 09:26:27.000000,239.0,10.0,71.0,1170.0,1121.0,2020-08-25 09:32:37.000000,0.8.5,21.0,MLBox is a powerful Automated Machine Learning python library.,19.0,19.0,9.0,23,https://pypi.org/project/mlbox,2020-08-25 09:32:37.000000,,6202.0,6202.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
428,sense2vec,explosion/sense2vec,sense2vec,conda-forge/sense2vec,,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000000,2020-12-10 16:03:25.000000,2020-05-29 21:31:20.000000,196.0,15.0,78.0,1140.0,437.0,2019-11-22 17:40:43.000000,1.0.2,17.0,Contextually-keyed word vectors.,54.0,48.0,14.0,23,https://pypi.org/project/sense2vec,2019-11-22 15:49:11.000000,6.0,2673.0,3908.0,https://anaconda.org/conda-forge/sense2vec,2020-03-16 22:19:07.337000,14084.0,True,3,11742.0,,,,,,,,,,,,,,,,,,,,,,,
429,garage,rlworkgroup/garage,garage,,,reinforcement-learning,['tensorflow'],https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000000,2020-12-31 16:38:08.000000,2020-12-23 05:19:28.000000,182.0,182.0,766.0,1006.0,1185.0,2020-09-17 07:34:11.000000,2020.6.3,21.0,A toolkit for reproducible reinforcement learning research.,13.0,13.0,73.0,23,https://pypi.org/project/garage,2020-10-02 17:16:03.000000,,265.0,265.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
430,modAL,modAL-python/modAL,modAL,,,others,['sklearn'],https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000000,2020-12-09 16:01:00.000000,2020-11-01 08:39:01.000000,163.0,40.0,49.0,985.0,643.0,2020-08-21 06:19:25.000000,0.4.0,11.0,A modular active learning framework for Python.,47.0,43.0,13.0,23,https://pypi.org/project/modAL,2020-11-01 08:48:50.000000,4.0,1818.0,1818.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
431,Optimus,ironmussa/Optimus,optimuspyspark,,,data-pipelines,['spark'],https://github.com/ironmussa/Optimus,https://github.com/ironmussa/Optimus,Apache-2.0,2017-07-13 02:31:18.000000,2020-12-31 22:25:11.000000,2020-11-19 14:04:43.000000,189.0,139.0,165.0,963.0,3520.0,2020-07-19 03:05:40.000000,2.2.32,85.0,"Agile Data Preparation Workflows madeeasy with dask, cudf, dask_cudf and pyspark.",11.0,11.0,21.0,23,https://pypi.org/project/optimuspyspark,2019-05-30 02:22:54.000000,,7693.0,7693.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
432,tensorly,tensorly/tensorly,tensorly,conda-forge/tensorly,,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,BSD-2-Clause,2016-10-21 23:14:52.000000,2020-12-28 21:04:57.000000,2020-12-28 21:04:56.000000,186.0,24.0,93.0,925.0,856.0,2020-12-07 20:30:41.000000,0.5.1,16.0,TensorLy: Tensor Learning in Python.,20.0,,38.0,23,https://pypi.org/project/tensorly,2020-12-07 20:30:41.000000,20.0,3162.0,6291.0,https://anaconda.org/conda-forge/tensorly,2020-12-07 22:44:30.386000,100133.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,
433,ChainerRL,chainer/chainerrl,chainerrl,,,reinforcement-learning,,https://github.com/chainer/chainerrl,https://github.com/chainer/chainerrl,MIT,2017-01-30 04:58:15.000000,2020-12-09 06:26:53.000000,2020-12-09 06:26:52.000000,206.0,75.0,146.0,920.0,3458.0,2020-02-14 05:35:56.000000,0.8.0,10.0,ChainerRL is a deep reinforcement learning library built on top of Chainer.,102.0,88.0,29.0,23,https://pypi.org/project/chainerrl,2020-02-14 05:35:56.000000,14.0,861.0,861.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
434,luminol,linkedin/luminol,luminol,,,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000000,2020-12-27 09:54:35.000000,2018-01-09 07:46:55.000000,175.0,24.0,12.0,860.0,69.0,2016-01-20 01:01:44.000000,0.3.1,5.0,Anomaly Detection and Correlation library.,49.0,37.0,8.0,23,https://pypi.org/project/luminol,2017-12-11 06:04:15.000000,12.0,153851.0,153851.0,,,,False,2,,,,,,,,,,,,,,,,,,,,,,,,
435,keract,philipperemy/keract,keract,,,interpretability,['tensorflow'],https://github.com/philipperemy/keract,https://github.com/philipperemy/keract,MIT,2017-05-17 04:50:57.000000,2020-12-31 16:16:17.000000,2020-12-30 14:25:13.000000,175.0,1.0,74.0,837.0,350.0,2020-12-30 19:38:30.000000,4.3.4,36.0,Activation Maps (Layers Outputs) and Gradients in Keras.,68.0,63.0,15.0,23,https://pypi.org/project/keract,2020-12-22 09:35:27.000000,5.0,1374.0,1374.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,
436,PySAL,pysal/pysal,pysal,conda-forge/pysal,,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000000,2020-08-01 00:57:58.000000,2020-08-01 00:57:56.000000,241.0,58.0,570.0,802.0,4067.0,2020-07-30 03:12:31.000000,2.3.0,24.0,PySAL: Python Spatial Analysis Library Meta-Package.,18.0,,69.0,23,https://pypi.org/project/pysal,2020-07-30 03:12:31.000000,18.0,11143.0,18448.0,https://anaconda.org/conda-forge/pysal,2020-07-30 10:24:58.290000,394522.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,
437,openTSNE,pavlin-policar/openTSNE,opentsne,conda-forge/opentsne,,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000000,2020-12-21 23:46:42.871000,2020-12-21 21:11:36.000000,81.0,3.0,68.0,733.0,506.0,2020-12-24 11:58:16.000000,0.5.0,18.0,"Extensible, parallel implementations of t-SNE.",164.0,160.0,10.0,23,https://pypi.org/project/opentsne,2020-12-21 21:21:52.000000,4.0,12417.0,15276.0,https://anaconda.org/conda-forge/opentsne,2020-12-21 23:46:42.871000,71479.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,
438,PySwarms,ljvmiranda921/pyswarms,pyswarms,,,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000000,2020-12-21 10:21:06.000000,2020-11-17 09:42:41.000000,228.0,12.0,153.0,700.0,403.0,2020-11-14 05:18:38.000000,.1.2.0,19.0,A research toolkit for particle swarm optimization in Python.,84.0,84.0,42.0,23,https://pypi.org/project/pyswarms,2020-11-14 05:17:27.000000,,4094.0,4094.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
439,arch,bashtage/arch,arch,,,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,NCSA,2014-08-29 15:41:28.000000,2020-12-18 17:19:21.000000,2020-12-18 17:15:59.000000,151.0,14.0,120.0,628.0,740.0,2020-06-24 19:19:12.000000,4.15,26.0,ARCH models in Python.,253.0,232.0,25.0,23,https://pypi.org/project/arch,2020-06-24 19:20:21.000000,21.0,52329.0,52329.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
440,scikit-multilearn,scikit-multilearn/scikit-multilearn,scikit-multilearn,,,others,['sklearn'],https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000000,2020-06-30 10:19:46.000000,2019-05-21 11:29:06.000000,118.0,64.0,91.0,616.0,487.0,2018-12-10 16:24:47.000000,0.2.0,6.0,A scikit-learn based module for multi-label et. al. classification.,315.0,312.0,15.0,23,https://pypi.org/project/scikit-multilearn,2018-12-10 16:24:47.000000,3.0,73086.0,73086.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
441,GeoViews,holoviz/geoviews,geoviews,conda-forge/geoviews,,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000000,2020-11-13 20:59:34.000000,2020-09-21 16:31:16.000000,59.0,77.0,169.0,321.0,635.0,2020-09-23 18:59:07.000000,1.8.0,21.0,"Simple, concise geographical visualization in Python.",188.0,178.0,21.0,23,https://pypi.org/project/geoviews,2020-03-30 19:17:21.000000,10.0,1365.0,2921.0,https://anaconda.org/conda-forge/geoviews,2020-09-23 20:06:48.808000,52917.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,
442,pyhdb,SAP/pyhdb,pyhdb,,,db-clients,,https://github.com/SAP/PyHDB,https://github.com/SAP/PyHDB,Apache-2.0,2014-12-12 04:02:40.000000,2020-12-24 19:33:16.000000,2018-05-24 13:45:41.000000,132.0,50.0,51.0,287.0,155.0,2018-02-16 12:44:36.000000,0.3.4,8.0,SAP HANA Connector in pure Python.,131.0,101.0,10.0,23,https://pypi.org/project/pyhdb,2018-02-16 12:37:13.000000,30.0,69506.0,69506.0,,,,False,3,59.0,,,,,,,,,,,,,,,,,,,,,,,
443,pySBD,nipunsadvilkar/pySBD,pysbd,,,nlp,,https://github.com/nipunsadvilkar/pySBD,https://github.com/nipunsadvilkar/pySBD,MIT,2017-06-11 06:15:20.000000,2020-12-01 05:37:27.000000,2020-12-01 05:37:25.000000,25.0,4.0,43.0,248.0,274.0,2020-10-08 11:41:09.000000,0.3.3,14.0,pySBD (Python Sentence Boundary Disambiguation) is a rule-based sentence boundary detection that works out-of-the-box.,92.0,90.0,6.0,23,https://pypi.org/project/pysbd,2020-10-08 11:33:56.000000,2.0,12047.0,12047.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
444,Orion,Epistimio/orion,orion,,,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000000,2020-12-30 12:43:33.000000,2020-12-23 03:20:49.000000,35.0,15.0,97.0,178.0,2421.0,2020-12-04 17:08:50.000000,0.1.11,12.0,Asynchronous Distributed Hyperparameter Optimization.,47.0,39.0,18.0,23,https://pypi.org/project/orion,2020-12-04 17:08:50.000000,8.0,1118.0,1118.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
445,pyexcel-xlsx,pyexcel/pyexcel-xlsx,pyexcel-xlsx,conda-forge/pyexcel-xlsx,,data-loading,,https://github.com/pyexcel/pyexcel-xlsx,https://github.com/pyexcel/pyexcel-xlsx,BSD-3-Clause,2014-12-02 00:03:24.000000,2020-11-28 22:30:58.000000,2020-11-28 22:30:53.000000,16.0,12.0,20.0,83.0,267.0,2020-10-10 13:13:09.000000,0.6.0,30.0,"A wrapper library to read, manipulate and write data in xlsx and xlsm format using openpyxl.",1364.0,1054.0,4.0,23,https://pypi.org/project/pyexcel-xlsx,2019-12-28 20:09:57.000000,310.0,39602.0,39977.0,https://anaconda.org/conda-forge/pyexcel-xlsx,2020-10-10 15:53:49.660000,14633.0,False,3,46.0,,,,,,,,,,,,,,,,,,,,,,,
446,Vaex,vaexio/vaex,vaex,conda-forge/vaex,,data-containers,,https://github.com/vaexio/vaex,https://github.com/vaexio/vaex,MIT,2014-09-27 09:44:42.000000,2020-12-28 11:32:02.000000,2020-12-09 10:57:28.000000,423.0,266.0,383.0,5540.0,2898.0,2020-05-25 21:35:34.000000,3.0.0,41.0,"Out-of-Core DataFrames for Python, ML, visualize and explore big tabular data at a billion rows per second.",2.0,,35.0,22,https://pypi.org/project/vaex,2020-12-08 16:25:15.000000,2.0,4220.0,6049.0,https://anaconda.org/conda-forge/vaex,2020-06-01 18:35:17.510000,93201.0,True,3,199.0,,,,,,,,,,,,,,,,,,,,,,,
447,mmdnn,Microsoft/MMdnn,mmdnn,,,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000000,2020-10-22 09:57:53.000000,2020-08-14 02:32:30.000000,920.0,306.0,283.0,5147.0,1083.0,2020-07-24 06:34:39.000000,0.3.1,12.0,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,50.0,47.0,85.0,22,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000000,3.0,729.0,814.0,,,,True,2,3267.0,,,,,,,,,,,,,,-2.0,,,,,,,,,
448,Image Deduplicator,idealo/imagededup,imagededup,,,image,['tensorflow'],https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000000,2020-12-21 13:30:38.000000,2020-11-23 17:40:40.000000,269.0,15.0,50.0,3304.0,460.0,2020-11-23 17:55:24.000000,0.2.4,9.0,Finding duplicate images made easy!.,9.0,8.0,9.0,22,https://pypi.org/project/imagededup,2020-11-22 21:09:36.000000,1.0,2315.0,2315.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
449,ArrayFire,arrayfire/arrayfire,arrayfire,,,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000000,2020-12-30 05:27:12.000000,2020-12-23 05:10:31.000000,449.0,254.0,1193.0,3271.0,5664.0,2020-11-23 16:37:49.000000,3.7.3,29.0,ArrayFire: a general purpose GPU library.,2.0,,80.0,22,https://pypi.org/project/arrayfire,2018-10-18 14:13:29.000000,2.0,530.0,537.0,,,,True,2,490.0,,,,,,,,,,,,,,,,,,,,,,,
450,TensorWatch,microsoft/tensorwatch,tensorwatch,,,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000000,2020-12-28 08:11:02.000000,2020-09-16 04:30:11.000000,307.0,49.0,14.0,2995.0,108.0,2020-03-04 07:26:22.000000,0.9.1,14.0,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",48.0,42.0,11.0,22,https://pypi.org/project/tensorwatch,2020-03-04 07:26:22.000000,6.0,4300.0,4300.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
451,analytics-zoo,intel-analytics/analytics-zoo,analytics-zoo,,,distributed-ml,['spark'],https://github.com/intel-analytics/analytics-zoo,https://github.com/intel-analytics/analytics-zoo,Apache-2.0,2017-05-05 02:27:30.000000,2020-12-31 02:23:02.000000,2020-12-31 02:23:02.000000,623.0,423.0,467.0,2155.0,2370.0,2020-12-17 03:25:36.000000,0.9.0,36.0,"Distributed Tensorflow, Keras and PyTorch on Apache Spark/Flink & Ray.",2.0,2.0,81.0,22,https://pypi.org/project/analytics-zoo,2020-12-17 03:25:36.000000,,713.0,713.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
452,Mars,mars-project/mars,pymars,,,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000000,2021-01-01 04:16:18.000000,2021-01-01 03:58:45.000000,237.0,116.0,617.0,1967.0,674.0,2020-12-20 16:40:38.000000,0.6.1,67.0,"Mars is a tensor-based unified framework for large-scale data computation which scales Numpy, Pandas and Scikit-learn.",3.0,3.0,17.0,22,https://pypi.org/project/pymars,2020-12-20 16:45:18.000000,,3873.0,3873.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
453,PandasGUI,adamerose/pandasgui,pandasgui,,,data-viz,['pandas'],https://github.com/adamerose/PandasGUI,https://github.com/adamerose/PandasGUI,MIT,2019-06-12 02:19:42.000000,2020-12-05 10:18:01.000000,2020-12-05 10:17:52.000000,107.0,10.0,50.0,1925.0,403.0,2020-11-10 17:30:20.000000,0.2.7,37.0,A GUI for Pandas DataFrames.,27.0,26.0,6.0,22,https://pypi.org/project/pandasgui,2020-11-10 17:30:20.000000,1.0,2046.0,2046.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
454,pytorch-nlp,PetrochukM/PyTorch-NLP,pytorch-nlp,,,nlp,['pytorch'],https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000000,2020-10-11 02:41:30.000000,2020-10-11 02:41:24.000000,223.0,14.0,49.0,1846.0,442.0,2019-11-04 05:16:00.000000,0.5.0,19.0,Basic Utilities for PyTorch Natural Language Processing (NLP).,184.0,166.0,17.0,22,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000000,18.0,3706.0,3706.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,
455,PyFlux,RJT1990/pyflux,pyflux,,,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000000,2019-03-19 10:45:02.000000,2018-12-16 15:30:13.000000,207.0,79.0,65.0,1840.0,118.0,2017-11-21 16:27:06.000000,0.4.16,35.0,Open source time series library for Python.,179.0,164.0,6.0,22,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000000,15.0,12712.0,12712.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,
456,MONAI,Project-MONAI/MONAI,monai,,,medical-data,['pytorch'],https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000000,2020-12-31 12:18:10.000000,2020-12-31 12:18:09.000000,286.0,82.0,567.0,1666.0,700.0,2020-12-15 15:21:13.000000,0.4.0,15.0,AI Toolkit for Healthcare Imaging.,,,48.0,22,https://pypi.org/project/monai,2020-12-15 15:16:56.000000,,3564.0,3564.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,
457,STUMPY,TDAmeritrade/stumpy,stumpy,conda-forge/stumpy,,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000000,2020-12-31 12:30:03.000000,2020-12-31 12:29:52.000000,152.0,27.0,169.0,1623.0,770.0,2020-12-31 01:04:19.000000,1.6.1,15.0,"STUMPY is a powerful and scalable Python library for computing a Matrix Profile, which can be used for a variety of..",0.0,,20.0,22,https://pypi.org/project/stumpy,2020-12-31 01:04:19.000000,0.0,19000.0,19714.0,https://anaconda.org/conda-forge/stumpy,2020-12-31 01:16:25.635000,14290.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,
