,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
429,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2022-07-05 14:59:38.000000,2022-07-05 14:59:38,379.0,33.0,559,86.0,183.0,75.0,62.0,1755,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",52.0,26,True,2021-03-04 18:11:34.000,0.4.0,9.0,aif360,conda-forge/aif360,,,6579.0,173.0,165.0,https://pypi.org/project/aif360,2021-03-04 18:11:34.000,8.0,6466.0,https://anaconda.org/conda-forge/aif360,2021-09-29 17:08:47.878,2497.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
430,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2022-02-12 03:29:55.000000,2022-02-12 02:32:06,1636.0,,157,60.0,65.0,68.0,125.0,1732,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,26,True,2022-02-12 03:29:55.000,0.8.0,21.0,hypertools,,,14.0,1010.0,209.0,199.0,https://pypi.org/project/hypertools,2022-02-12 02:43:24.000,10.0,1010.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
431,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2022-07-07 14:19:15.000000,2022-07-07 07:21:52,753.0,78.0,133,26.0,542.0,64.0,259.0,1673,A python library for self-supervised learning on images.,19.0,26,True,2022-07-05 07:25:03.000,1.2.22,58.0,lightly,,['pytorch'],,4403.0,41.0,40.0,https://pypi.org/project/lightly,2022-07-05 07:27:07.000,1.0,4403.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
432,Orbit,uber/orbit,probabilistics,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2022-06-27 23:03:09.000000,2022-06-27 23:03:08,832.0,17.0,102,31.0,392.0,61.0,313.0,1418,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,26,True,2022-04-28 21:45:14.000,1.1.2,19.0,orbit-ml,,,,288054.0,9.0,8.0,https://pypi.org/project/orbit-ml,2022-04-28 21:46:38.000,1.0,288054.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
433,uber/orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2022-06-27 23:03:09.000000,2022-06-27 23:03:08,832.0,17.0,102,31.0,392.0,61.0,313.0,1418,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,26,True,2022-04-28 21:45:14.000,1.1.2,19.0,orbit-ml,conda-forge/orbit-ml,,,288176.0,9.0,8.0,https://pypi.org/project/orbit-ml,2022-04-28 21:46:38.000,1.0,288054.0,https://anaconda.org/conda-forge/orbit-ml,2022-03-08 22:04:17.287,735.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
434,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2022-07-03 12:10:07.000000,2022-04-27 15:01:18,2962.0,5.0,107,35.0,257.0,11.0,172.0,1253,Multi-class confusion matrix library in Python.,17.0,26,True,2022-04-27 15:18:08.000,3.5,39.0,pycm,,,,33426.0,169.0,156.0,https://pypi.org/project/pycm,2022-04-27 15:18:44.000,13.0,33426.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
435,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2022-04-05 08:01:28.000000,2022-04-04 16:13:36,330.0,,141,27.0,62.0,5.0,70.0,1190,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,26,True,2022-04-04 16:14:08.000,0.5.5,25.0,livelossplot,,['jupyter'],,65770.0,826.0,815.0,https://pypi.org/project/livelossplot,2022-04-04 16:14:08.000,11.0,65770.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
436,doctr,mindee/doctr,image,,https://github.com/mindee/doctr,https://github.com/mindee/doctr,Apache-2.0,2021-01-08 16:05:12.000,2022-07-07 14:11:59.000000,2022-07-07 10:18:07,635.0,40.0,145,18.0,684.0,39.0,155.0,1136,"docTR (Document Text Recognition) - a seamless, high-performing & accessible library for OCR-related tasks powered by..",21.0,26,True,2022-03-22 15:55:39.000,0.5.1,11.0,python-doctr,,"['tensorflow', 'pytorch']",503904.0,44175.0,17.0,16.0,https://pypi.org/project/python-doctr,2022-03-22 15:55:39.000,1.0,14534.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
437,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2022-07-03 05:57:13.000000,2022-07-02 06:30:34,357.0,37.0,228,49.0,93.0,38.0,27.0,1127,Interpretability and explainability of data and machine learning models.,31.0,26,True,2020-10-28 09:32:21.000,0.2.1,4.0,aix360,,,,1310.0,51.0,50.0,https://pypi.org/project/aix360,2020-10-28 09:18:17.000,1.0,1310.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
438,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2022-07-06 04:05:46.000000,2022-07-06 04:05:39,1257.0,56.0,78,27.0,69.0,16.0,12.0,1113,Monitor deep learning model training and hardware usage from your mobile phone.,7.0,26,True,2022-06-27 08:29:22.000,0.4.153,130.0,labml,,,,3492.0,57.0,51.0,https://pypi.org/project/labml,2022-07-05 13:54:02.000,6.0,3492.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
439,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2022-05-26 02:48:57.000000,2022-01-30 22:27:10,4173.0,,273,79.0,626.0,11.0,599.0,1044,PySAL: Python Spatial Analysis Library Meta-Package.,75.0,26,True,2022-01-30 19:38:41.000,2.6.0,28.0,pysal,conda-forge/pysal,,,36187.0,30.0,,https://pypi.org/project/pysal,2022-01-30 19:38:41.000,30.0,30034.0,https://anaconda.org/conda-forge/pysal,2022-01-31 17:47:09.921,443040.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
440,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2022-04-08 00:39:29.000000,2021-02-12 19:04:59,2079.0,,224,40.0,34.0,58.0,589.0,974,"pyclustring is a Python, C++ data mining library.",26.0,26,False,2020-11-25 22:33:07.000,0.10.1.2,46.0,pyclustering,conda-forge/pyclustering,,407.0,53471.0,355.0,327.0,https://pypi.org/project/pyclustering,2020-11-25 22:41:20.000,28.0,52211.0,https://anaconda.org/conda-forge/pyclustering,2021-09-13 14:29:08.300,38910.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
441,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2022-07-03 12:07:58.000000,2022-07-03 12:07:58,412.0,3.0,303,33.0,292.0,6.0,198.0,938,A research toolkit for particle swarm optimization in Python.,44.0,26,True,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,12245.0,186.0,175.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000,11.0,12245.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
442,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2020-10-14 13:28:13.625000,2020-10-14 13:22:39,167.0,,291,71.0,83.0,27.0,26.0,936,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,26,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,25806.0,1044.0,910.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000,134.0,25489.0,https://anaconda.org/conda-forge/empyrical,2020-10-14 13:28:13.625,16820.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
443,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000,2022-06-18 17:26:43.000000,2022-01-06 15:08:19,1746.0,,151,39.0,252.0,54.0,201.0,922,Python audio and music signal processing library.,20.0,26,True,2018-11-14 14:57:41.000,0.16.1,11.0,madmom,,,,2726.0,232.0,205.0,https://pypi.org/project/madmom,2018-11-14 14:56:22.000,27.0,2726.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
444,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2022-07-07 14:31:53.000000,2022-07-07 14:31:52,2715.0,98.0,122,24.0,566.0,121.0,343.0,908,A Python library for learning and evaluating knowledge graph embeddings.,30.0,26,True,2022-05-24 15:35:40.000,1.8.2,41.0,pykeen,,,144.0,1101.0,3.0,,https://pypi.org/project/pykeen,2022-05-24 15:33:45.000,3.0,1096.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
445,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2022-06-16 04:41:19.000000,2022-06-05 14:34:32,435.0,10.0,88,16.0,275.0,21.0,219.0,839,Extra blocks for scikit-learn pipelines.,51.0,26,True,2022-06-05 14:36:08.000,0.6.12,38.0,scikit-lego,conda-forge/scikit-lego,['sklearn'],,15304.0,61.0,54.0,https://pypi.org/project/scikit-lego,2022-06-05 14:35:14.000,7.0,14677.0,https://anaconda.org/conda-forge/scikit-lego,2022-06-06 08:45:38.549,20713.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
446,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2020-11-17 10:32:02.000000,2020-11-05 15:16:04,514.0,,248,42.0,72.0,101.0,186.0,821,Gaussian Process Optimization using GPy.,49.0,26,False,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,12476.0,322.0,290.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000,32.0,12476.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
447,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2022-07-07 15:22:44.000000,2022-07-07 13:16:06,742.0,198.0,38,35.0,114.0,28.0,38.0,808,A library for easily evaluating machine learning models and datasets.,96.0,26,True,2022-06-16 10:01:40.000,0.1.2,7.0,evaluate,,,,5746.0,55.0,54.0,https://pypi.org/project/evaluate,2022-06-16 09:53:04.000,1.0,5746.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
448,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2022-06-01 19:48:53.000000,2022-04-24 17:27:40,692.0,20.0,155,22.0,54.0,17.0,147.0,778,Survival analysis built on top of scikit-learn.,12.0,26,False,2022-04-24 18:25:30.000,0.17.2,21.0,scikit-survival,conda-forge/scikit-survival,['sklearn'],,73240.0,140.0,132.0,https://pypi.org/project/scikit-survival,2022-04-24 18:25:30.000,8.0,72153.0,https://anaconda.org/conda-forge/scikit-survival,2022-04-26 07:08:20.905,8701.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
449,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2022-07-07 14:07:38.000000,2022-07-07 14:05:08,2626.0,178.0,35,132.0,306.0,69.0,185.0,761,An open-source plotting library for statistical data.,16.0,26,True,2022-06-20 17:10:47.000,2.4.0,50.0,lets-plot,,,290.0,2630.0,18.0,17.0,https://pypi.org/project/lets-plot,2022-06-20 16:46:03.000,1.0,2621.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
450,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,BSD-1-Clause,2016-08-17 10:58:05.000,2022-07-07 14:04:07.000000,2022-06-23 10:11:11,2054.0,5.0,175,41.0,480.0,78.0,315.0,705,Sequential Model-based Algorithm Configuration.,38.0,26,False,2022-06-23 10:12:36.000,1.3.4,39.0,smac,conda-forge/smac,,,51970.0,35.0,,https://pypi.org/project/smac,2022-06-23 10:13:27.000,35.0,51692.0,https://anaconda.org/conda-forge/smac,2022-06-25 10:19:58.931,4448.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
451,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2022-07-01 23:12:51.000000,2022-06-30 14:56:43,681.0,12.0,94,13.0,57.0,29.0,164.0,675,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,25.0,26,True,2022-06-30 14:09:32.000,0.6.14,26.0,torch-sparse,conda-forge/pytorch_sparse,['pytorch'],,31440.0,47.0,,https://pypi.org/project/torch-sparse,2022-06-30 14:09:32.000,47.0,27340.0,https://anaconda.org/conda-forge/pytorch_sparse,2022-06-30 22:53:01.462,102513.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
452,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2022-07-06 21:05:14.000000,2021-12-20 23:24:01,1186.0,,137,22.0,550.0,18.0,207.0,379,A package built to support working with spatial data using open source python.,40.0,26,True,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,9275.0,156.0,149.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000,7.0,8089.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510,46256.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
453,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2022-06-22 03:35:56.000000,2022-04-20 08:17:18,89.0,4.0,1415,192.0,56.0,63.0,29.0,7275,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,27.0,25,True,2022-01-29 05:49:51.000,1.1.0,7.0,english-words,,,,11354.0,6.0,,https://pypi.org/project/english-words,2022-01-29 05:49:51.000,6.0,11354.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
454,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2021-03-01 14:17:24.000000,2020-08-14 02:32:30,1083.0,,964,185.0,323.0,327.0,287.0,5599,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,85.0,25,False,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,3570.0,647.0,84.0,81.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,3.0,584.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
455,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2021-07-26 20:38:52.000000,2020-05-03 07:13:22,108.0,,570,140.0,30.0,54.0,51.0,5218,Extract Keywords from sentence or Replace keywords in sentences.,7.0,25,False,,,18.0,flashtext,conda-forge/flashtext,,,759140.0,841.0,810.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000,31.0,758726.0,https://anaconda.org/conda-forge/flashtext,2020-07-16 16:37:59.996,9937.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
456,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2022-06-22 17:57:15.000000,2022-06-22 17:55:57,1056.0,10.0,829,110.0,635.0,189.0,431.0,4956,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,103.0,25,True,2019-08-26 19:04:21.000,0.3.1,12.0,mmf,,['pytorch'],,429.0,13.0,12.0,https://pypi.org/project/mmf,2020-06-12 22:15:02.000,1.0,429.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
457,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2022-06-21 17:00:53.000000,2020-07-14 02:41:10,174.0,,722,140.0,42.0,126.0,93.0,4717,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,25,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,['tensorflow'],697.0,684.0,1023.0,1008.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,15.0,671.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
458,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2022-05-23 16:25:02.000000,2020-04-17 09:51:20,204.0,,897,99.0,58.0,217.0,258.0,3951,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,25,False,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,['tensorflow'],,58215.0,24.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,24.0,58215.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
459,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2022-05-30 19:39:19.000000,2022-03-02 13:05:43,1042.0,,930,230.0,212.0,41.0,194.0,3888,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,25,True,2021-05-10 18:04:30.000,1.0.3,27.0,tensortrade,conda-forge/tensortrade,,,498.0,37.0,36.0,https://pypi.org/project/tensortrade,2021-05-10 18:00:35.000,1.0,414.0,https://anaconda.org/conda-forge/tensortrade,2021-05-10 20:10:14.115,1274.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
460,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2022-06-24 14:59:19.000000,2018-08-21 02:42:52,1156.0,,1227,346.0,55.0,45.0,84.0,3706,Python Algorithmic Trading Library.,11.0,25,False,,,8.0,pyalgotrade,,,,484.0,134.0,113.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000,21.0,484.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
461,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2021-11-17 15:23:01.000000,2021-05-03 12:18:31,2154.0,,495,139.0,648.0,60.0,197.0,3671,Snips Python library to extract meaning from text.,22.0,25,False,2020-01-15 10:13:17.000,0.20.2,58.0,snips-nlu,,,,2166.0,11.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000,11.0,2166.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
462,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2022-01-31 12:20:49.000000,2021-02-05 18:49:02,195.0,,281,84.0,65.0,41.0,31.0,3178,Python library that makes it easy for data scientists to create charts.,21.0,25,False,2020-11-02 22:14:08.000,3.0.3,16.0,chartify,conda-forge/chartify,,,14610.0,68.0,63.0,https://pypi.org/project/chartify,2020-11-02 22:14:08.000,5.0,14158.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628,19922.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
463,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,BSD-3-Clause,2018-10-01 20:41:16.000,2022-07-05 15:22:12.000000,2022-07-05 15:19:13,165.0,4.0,410,88.0,76.0,55.0,137.0,3090,Generate embeddings from large-scale graph-structured data.,27.0,25,True,2019-10-14 16:45:11.000,1.0.0,3.0,torchbiggraph,,['pytorch'],131.0,245363.0,3.0,,https://pypi.org/project/torchbiggraph,2019-05-01 21:31:13.000,3.0,245360.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
464,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2022-05-06 21:01:07.000000,2022-04-05 20:55:12,181.0,,299,56.0,44.0,46.0,48.0,3081,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,25,True,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,5668.0,78.0,76.0,https://pypi.org/project/layoutparser,2022-04-06 04:38:09.000,2.0,5668.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
465,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2022-06-05 10:44:18.000000,2022-06-05 10:44:18,1342.0,2.0,528,109.0,70.0,193.0,114.0,3005,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,True,2019-04-25 02:10:05.000,0.4.4,15.0,xlearn,,,3300.0,3266.0,101.0,89.0,https://pypi.org/project/xlearn,2018-12-04 11:05:06.000,12.0,3203.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
466,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2021-12-13 14:59:32.000000,2021-12-13 12:07:11,235.0,,637,41.0,44.0,60.0,91.0,2960,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,14.0,25,True,2021-03-10 01:00:20.000,2.5.2,31.0,facenet-pytorch,,['pytorch'],338340.0,24787.0,824.0,813.0,https://pypi.org/project/facenet-pytorch,2021-03-10 01:00:20.000,11.0,14214.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
467,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,631,72.0,25.0,114.0,101.0,2933,Neural network visualization toolkit for keras.,10.0,25,False,2017-07-06 04:55:04.000,0.4.1,11.0,keras-vis,,['tensorflow'],,3119.0,1993.0,1964.0,https://pypi.org/project/keras-vis,2017-07-06 04:55:04.000,29.0,3119.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
468,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2022-07-05 21:43:58.000000,2022-07-05 21:40:32,157.0,21.0,270,51.0,70.0,62.0,78.0,2515,A deep learning library for video understanding research.,39.0,25,True,2022-01-20 00:16:35.000,0.1.5,9.0,pytorchvideo,,['pytorch'],,13944.0,5.0,,https://pypi.org/project/pytorchvideo,2022-01-20 00:16:35.000,5.0,13944.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
469,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2021-09-22 15:32:01.000000,2021-09-22 15:31:55,6364.0,,694,166.0,93.0,134.0,358.0,2350,An Algorithmic Trading Library for Crypto-Assets in Python.,148.0,25,True,2018-11-11 16:46:28.000,0.5.21,52.0,enigma-catalyst,,,,662.0,27.0,25.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000,2.0,662.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
470,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2019-03-19 10:45:02.000000,2018-12-16 15:30:13,118.0,,225,71.0,20.0,84.0,66.0,1973,Open source time series library for Python.,6.0,25,False,2017-11-21 16:27:06.000,0.4.16,35.0,pyflux,,,,138410.0,236.0,220.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,16.0,138410.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
471,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2022-04-14 13:02:48.000000,2022-04-14 13:02:48,1005.0,1.0,273,36.0,47.0,96.0,393.0,1951,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",17.0,25,True,2022-03-02 09:23:54.000,0.11.2,76.0,mljar-supervised,conda-forge/mljar-supervised,,,12566.0,49.0,47.0,https://pypi.org/project/mljar-supervised,2022-03-02 09:17:15.000,2.0,12367.0,https://anaconda.org/conda-forge/mljar-supervised,2022-03-02 09:53:48.925,2598.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
