,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,new_addition,updated_github_id
493,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2022-02-01 13:53:46.000000,2021-10-26 09:35:54,1033.0,,267,47.0,46.0,36.0,167.0,1988,Graph Neural Networks with Keras and Tensorflow 2.,19.0,25,True,2021-08-23 13:15:21.000,1.0.8,31.0,spektral,,,,['tensorflow'],102.0,100.0,https://pypi.org/project/spektral,2021-08-23 13:15:21.000,2.0,4354.0,4354.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
494,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2021-11-15 13:11:26.058000,2021-11-15 03:48:32,356.0,3.0,243,54.0,11.0,17.0,68.0,1749,Beautiful visualizations of how language differs among document types.,12.0,25,True,2021-11-15 04:01:17.000,0.1.5,134.0,scattertext,conda-forge/scattertext,,,,265.0,255.0,https://pypi.org/project/scattertext,2021-11-15 04:01:17.000,10.0,3934.0,5038.0,https://anaconda.org/conda-forge/scattertext,2021-11-15 13:11:26.058,59644.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
495,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2021-11-22 17:31:06.000000,2021-07-09 11:06:18,56.0,,438,41.0,21.0,62.0,38.0,1716,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,25,True,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],1952.0,1909.0,https://pypi.org/project/mtcnn,2021-07-09 11:16:39.000,43.0,27403.0,27579.0,https://anaconda.org/conda-forge/mtcnn,2021-08-17 17:36:21.436,4245.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
496,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2022-02-08 17:45:08.000000,2022-02-08 17:45:00,447.0,17.0,186,59.0,23.0,34.0,72.0,1686,Fast and Easy Infinite Neural Networks in Python.,21.0,25,True,2021-11-17 06:35:11.000,0.3.9,23.0,neural-tangents,,,,,30.0,29.0,https://pypi.org/project/neural-tangents,2021-11-17 06:30:38.000,1.0,486.0,495.0,,,,,,,,3.0,192.0,,,,,,,,,,,,,,,,,,,,
497,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2022-01-21 16:14:00.000000,2022-01-21 16:14:00,345.0,4.0,511,85.0,166.0,63.0,59.0,1632,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",48.0,25,True,2021-03-04 18:11:34.000,0.4.0,9.0,aif360,conda-forge/aif360,,,,145.0,137.0,https://pypi.org/project/aif360,2021-03-04 18:11:34.000,8.0,7927.0,8017.0,https://anaconda.org/conda-forge/aif360,2021-09-29 17:08:47.878,1544.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
498,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2022-02-08 22:22:50.000000,2022-01-25 15:41:42,3393.0,25.0,287,31.0,791.0,65.0,232.0,1605,"A unified, comprehensive and efficient recommendation library.",43.0,25,True,2021-09-16 13:45:46.000,1.0.0,6.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,2021-09-16 13:45:46.000,,565.0,635.0,https://anaconda.org/aibox/recbole,2021-09-16 16:45:01.892,1054.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
499,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2022-01-14 09:08:25.000000,2021-09-28 21:55:38,247.0,,149,27.0,34.0,12.0,80.0,1583,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,12.0,25,True,2021-05-24 16:45:59.000,0.0.11,10.0,checklist,conda-forge/checklist,,,['jupyter'],83.0,80.0,https://pypi.org/project/checklist,2021-05-24 16:45:59.000,3.0,17642.0,17821.0,https://anaconda.org/conda-forge/checklist,2021-07-15 13:35:51.684,2329.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
500,Torchmeta,tristandeleu/pytorch-meta,pytorch-utils,,https://github.com/tristandeleu/pytorch-meta,https://github.com/tristandeleu/pytorch-meta,MIT,2018-12-04 23:36:45.000,2022-01-10 12:07:24.000000,2021-09-20 16:03:46,382.0,,195,40.0,30.0,35.0,89.0,1547,A collection of extensions and data-loaders for few-shot learning & meta-learning in PyTorch.,12.0,25,True,2021-09-20 16:06:33.000,1.8.0,28.0,torchmeta,,,,['pytorch'],81.0,81.0,https://pypi.org/project/torchmeta,2021-09-20 16:06:33.000,,1899.0,1899.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
501,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2022-02-10 09:24:26.000000,2021-12-22 01:54:09,820.0,12.0,147,44.0,118.0,75.0,111.0,1541,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",19.0,25,True,2021-12-07 07:06:16.000,0.20.5,126.0,graphistry,,,,['jupyter'],61.0,57.0,https://pypi.org/project/graphistry,2021-12-07 07:06:16.000,4.0,2192.0,2192.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
502,Elephas,maxpumperla/elephas,distributed-ml,,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000,2021-11-18 11:51:00.000000,2021-08-17 01:01:38,501.0,,290,104.0,46.0,25.0,137.0,1525,Distributed Deep learning with Keras & Spark.,27.0,25,True,2021-08-17 01:14:44.000,3.0.0,22.0,elephas,conda-forge/elephas,,,"['keras', 'spark']",55.0,52.0,https://pypi.org/project/elephas,2021-08-17 00:36:20.000,3.0,27886.0,28143.0,https://anaconda.org/conda-forge/elephas,2021-06-02 18:33:53.270,7732.0,,,,,3.0,,,,,,,,,-2.0,,,,,,,,,,,,
503,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,BSD-3-Clause,2012-01-11 13:53:52.000,2022-01-30 01:28:10.000000,2022-01-30 01:22:30,743.0,15.0,198,40.0,110.0,51.0,41.0,1515,"Large-scale linear classification, regression and ranking in Python.",17.0,25,True,2022-01-30 01:10:13.000,0.6.2.post0,12.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],105.0,99.0,https://pypi.org/project/sklearn-contrib-lightning,2022-01-30 00:43:43.000,6.0,3894.0,6313.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2021-11-13 15:37:21.493,161154.0,,,,,2.0,119.0,,,,,,,,,,,,,,,,,,,,
504,bonobo,python-bonobo/bonobo,data-pipelines,,https://github.com/python-bonobo/bonobo,https://github.com/python-bonobo/bonobo,Apache-2.0,2016-12-09 04:03:23.000,2022-01-21 19:04:02.000000,2021-03-10 15:44:00,981.0,,123,61.0,234.0,95.0,108.0,1488,Extract Transform Load for Python 3.5+.,37.0,25,True,2019-05-16 13:19:48.000,0.6.4,38.0,bonobo,,,http://docs.bonobo-project.org/en/master/,,161.0,128.0,https://pypi.org/project/bonobo,2019-07-20 13:33:19.000,33.0,8572.0,8572.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
505,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/quantumblacklabs/causalnex,https://github.com/quantumblacklabs/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2022-01-15 03:23:45.000000,2021-11-11 15:06:17,156.0,,159,42.0,46.0,15.0,87.0,1448,A Python library that helps data scientists to infer causation rather than observing correlation.,22.0,25,True,2021-11-11 15:15:32.000,0.11.0,16.0,causalnex,,,,"['pytorch', 'sklearn']",40.0,38.0,https://pypi.org/project/causalnex,2021-11-11 15:15:32.000,2.0,2153.0,2153.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
506,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2022-02-08 14:44:33.000000,2021-10-20 05:09:03,1217.0,,242,54.0,1305.0,205.0,799.0,1395,A toolkit for reproducible reinforcement learning research.,78.0,25,True,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],31.0,29.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,2.0,465.0,465.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
507,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2022-02-10 01:53:05.000000,2022-02-03 22:43:11,1850.0,60.0,193,39.0,56.0,1.0,80.0,1325,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,18.0,25,True,2022-01-19 22:38:53.000,0.50.0,42.0,torch-geometric-temporal,,,,['pytorch'],1.0,,https://pypi.org/project/torch-geometric-temporal,2022-01-19 22:42:40.000,1.0,1337.0,1337.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
508,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2021-12-09 13:27:33.000000,2021-12-09 13:27:29,379.0,2.0,117,21.0,67.0,33.0,24.0,1165,A Python package for time series classification.,10.0,25,True,2021-10-31 13:51:09.000,0.12.0,18.0,pyts,conda-forge/pyts,,,,178.0,167.0,https://pypi.org/project/pyts,2021-10-31 13:51:09.000,11.0,105743.0,106074.0,https://anaconda.org/conda-forge/pyts,2021-10-31 15:13:32.850,9958.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
509,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2021-10-12 11:52:57.000000,2021-10-12 11:52:20,328.0,,138,26.0,61.0,4.0,70.0,1156,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,25,True,2021-02-03 16:25:47.000,0.5.4,24.0,livelossplot,,,,['jupyter'],731.0,723.0,https://pypi.org/project/livelossplot,2021-02-03 16:25:47.000,8.0,63888.0,63888.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
510,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2022-02-10 14:12:15.000000,2022-02-10 13:47:42,1228.0,8.0,134,14.0,25.0,12.0,133.0,1100,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,12.0,25,True,2022-02-10 14:12:15.000,0.3.8,79.0,explainerdashboard,conda-forge/explainerdashboard,,,,60.0,58.0,https://pypi.org/project/explainerdashboard,2022-02-10 14:12:15.000,2.0,16305.0,17285.0,https://anaconda.org/conda-forge/explainerdashboard,2021-08-04 01:07:37.644,13727.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
511,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2022-02-03 22:27:54.000000,2022-02-03 22:27:53,949.0,2.0,148,55.0,178.0,34.0,204.0,1089,A full spaCy pipeline and models for scientific/biomedical documents.,22.0,25,True,2021-02-12 22:56:06.000,0.4.0,10.0,scispacy,,,,,406.0,395.0,https://pypi.org/project/scispacy,2021-02-12 22:56:06.000,11.0,25853.0,25853.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
512,arq,samuelcolvin/arq,data-pipelines,,https://github.com/samuelcolvin/arq,https://github.com/samuelcolvin/arq,MIT,2016-07-21 18:24:42.000,2022-01-31 17:48:54.000000,2022-01-26 12:40:58,318.0,4.0,86,25.0,163.0,34.0,93.0,1088,Fast job queuing and RPC in python with asyncio and redis.,35.0,25,True,2021-09-02 12:45:02.000,0.22,55.0,arq,conda-forge/arq,,,,192.0,182.0,https://pypi.org/project/arq,2021-09-02 12:46:58.000,10.0,18330.0,18504.0,https://anaconda.org/conda-forge/arq,2021-09-03 10:08:17.446,1746.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
513,pandasql,yhat/pandasql,data-containers,,https://github.com/yhat/pandasql,https://github.com/yhat/pandasql,MIT,2013-02-18 01:53:56.000,2021-06-14 19:49:10.558000,2017-02-01 15:40:30,127.0,,148,45.0,27.0,44.0,23.0,1078,sqldf for pandas.,15.0,25,False,2016-04-20 21:52:36.000,0.7.3,31.0,pandasql,conda-forge/pandasql,,,['pandas'],1169.0,1105.0,https://pypi.org/project/pandasql,2016-04-20 21:52:36.000,64.0,1403796.0,1422105.0,https://anaconda.org/conda-forge/pandasql,2021-06-14 19:49:10.558,146472.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
514,ffn,pmorissette/ffn,financial-data,,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000,2022-02-09 19:11:08.000000,2022-02-09 19:11:08,354.0,3.0,200,58.0,64.0,16.0,80.0,1072,ffn - a financial function library for Python.,26.0,25,True,2021-04-21 02:47:21.000,0.3.6,27.0,ffn,conda-forge/ffn,,,,190.0,165.0,https://pypi.org/project/ffn,2021-04-21 02:47:21.000,25.0,27523.0,27587.0,https://anaconda.org/conda-forge/ffn,2021-04-22 14:02:56.125,640.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
515,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2022-02-05 10:39:45.000000,2022-02-05 10:39:42,1185.0,46.0,71,28.0,58.0,13.0,12.0,1005,Monitor deep learning model training and hardware usage from your mobile phone.,6.0,25,True,2022-01-18 11:14:34.000,0.4.144,121.0,labml,,,,,48.0,42.0,https://pypi.org/project/labml,2022-01-18 11:14:34.000,6.0,7599.0,7599.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
516,audiomentations,iver56/audiomentations,audio,,https://github.com/iver56/audiomentations,https://github.com/iver56/audiomentations,MIT,2019-02-12 16:36:24.000,2022-02-10 13:07:58.000000,2022-02-10 13:07:55,606.0,74.0,112,14.0,57.0,27.0,71.0,857,A Python library for audio data augmentation. Inspired by albumentations. Useful for machine learning.,21.0,25,True,2022-02-10 09:16:07.000,0.21.0,23.0,audiomentations,,,,,110.0,110.0,https://pypi.org/project/audiomentations,2022-02-10 09:16:07.000,,2808.0,2808.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
517,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2022-02-10 12:02:33.000000,2022-01-21 07:01:19,626.0,16.0,76,25.0,230.0,38.0,183.0,741,BAyesian Model-Building Interface (Bambi) in Python.,21.0,25,True,2022-01-15 01:38:30.000,0.7.1,19.0,bambi,conda-forge/bambi,,,,24.0,21.0,https://pypi.org/project/bambi,2022-01-15 01:38:30.000,3.0,2486.0,2696.0,https://anaconda.org/conda-forge/bambi,2022-01-18 20:23:31.895,6327.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
518,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2022-02-10 06:23:08.000000,2019-05-21 11:29:06,487.0,,137,35.0,61.0,76.0,94.0,720,A scikit-learn based module for multi-label et. al. classification.,15.0,25,False,2018-12-10 16:24:47.000,0.2.0,6.0,scikit-multilearn,,,,['sklearn'],669.0,651.0,https://pypi.org/project/scikit-multilearn,2018-12-10 16:24:47.000,18.0,63413.0,63413.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
519,NeuPy,itdxer/neupy,ml-frameworks,,https://github.com/itdxer/neupy,https://github.com/itdxer/neupy,MIT,2015-08-24 19:45:11.000,2022-01-13 00:49:03.000000,2019-09-02 19:02:38,1145.0,,149,33.0,22.0,32.0,234.0,701,NeuPy is a Tensorflow based python library for prototyping and building neural networks.,7.0,25,False,2019-04-04 19:44:59.000,0.8.2,34.0,neupy,,,,,135.0,123.0,https://pypi.org/project/neupy,2019-04-04 19:43:06.000,12.0,2244.0,2244.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
520,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2021-12-21 18:05:34.000000,2021-12-21 08:08:48,421.0,6.0,77,16.0,264.0,32.0,205.0,696,Extra blocks for scikit-learn pipelines.,48.0,25,True,2021-12-09 11:34:28.000,0.6.9,35.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],46.0,40.0,https://pypi.org/project/scikit-lego,2021-12-09 11:39:03.000,6.0,16533.0,17137.0,https://anaconda.org/conda-forge/scikit-lego,2021-12-09 15:20:11.388,16931.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
521,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2022-02-09 12:45:08.000000,2022-02-09 12:44:52,4689.0,126.0,59,13.0,23.0,116.0,182.0,657,"Experiment tracking, ML developer tools.",18.0,25,True,2022-02-07 16:31:34.000,0.7.5,178.0,guildai,,,,,42.0,42.0,https://pypi.org/project/guildai,2022-02-07 16:31:34.000,,3780.0,3780.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
522,icevision,airctic/icevision,image,,https://github.com/airctic/icevision,https://github.com/airctic/icevision,Apache-2.0,2020-05-04 01:57:02.000,2022-02-10 15:03:06.000000,2022-02-10 15:03:05,1207.0,44.0,86,19.0,549.0,136.0,486.0,578,"An Agnostic Computer Vision Framework - Pluggable to any Training Library: Fastai, Pytorch-Lightning with more to come.",36.0,25,True,2021-11-19 20:16:59.000,0.11.0,40.0,icevision,,,,,5.0,,https://pypi.org/project/icevision,2021-11-19 20:16:59.000,5.0,1853.0,1853.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,True,
523,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2022-01-03 09:48:49.000000,2021-09-30 10:13:24,1230.0,,86,22.0,380.0,8.0,77.0,528,A Comparative Framework for Multimodal Recommender Systems.,13.0,25,True,2021-09-26 07:01:44.000,1.14.1,45.0,cornac,conda-forge/cornac,,,,89.0,75.0,https://pypi.org/project/cornac,2021-09-26 07:12:34.000,14.0,9161.0,15220.0,https://anaconda.org/conda-forge/cornac,2021-11-15 19:24:15.089,199956.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
524,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,BSD-1-Clause,2013-08-02 14:31:46.000,2021-12-29 21:39:23.000000,2021-12-21 20:03:06,3575.0,57.0,65,47.0,318.0,32.0,365.0,527,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,36.0,25,False,2021-12-21 20:12:29.000,3.0,65.0,skll,conda-forge/skll,,,['sklearn'],53.0,35.0,https://pypi.org/project/skll,2021-12-21 20:08:55.000,18.0,619.0,671.0,https://anaconda.org/conda-forge/skll,2021-12-21 22:47:22.431,158.0,,,,,3.0,11.0,,,,,,,,,,,,,,,,,,,,
525,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2022-02-10 14:14:54.000000,2022-02-10 13:27:10,869.0,164.0,98,17.0,989.0,64.0,174.0,419,"This project provides responsible AI user interfaces for Fairlearn, interpret-community, and Error Analysis, as well..",24.0,25,True,2022-01-05 18:03:24.000,0.16.0,31.0,raiwidgets,,,,"['pytorch', 'tensorflow', 'jupyter']",22.0,20.0,https://pypi.org/project/raiwidgets,2022-01-05 15:23:45.000,2.0,5801.0,5801.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
526,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000,2021-10-27 17:57:56.000000,2019-12-05 08:17:22,46.0,,177,21.0,14.0,37.0,23.0,390,scikit-learn inspired API for CRFsuite.,6.0,25,False,2017-06-22 18:49:27.000,0.3.6,9.0,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,,['sklearn'],3760.0,3494.0,https://pypi.org/project/sklearn-crfsuite,2017-06-22 18:49:27.000,266.0,132424.0,133159.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2020-04-03 10:45:56.342,16190.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
527,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2021-12-30 09:47:00.631000,2021-12-15 10:05:34,411.0,5.0,37,7.0,34.0,102.0,164.0,387,python binding for libvips using cffi.,12.0,25,True,2021-11-20 11:46:55.000,2.1.16,22.0,pyvips,conda-forge/pyvips,,,,299.0,271.0,https://pypi.org/project/pyvips,2021-11-20 11:46:55.000,28.0,16774.0,17259.0,https://anaconda.org/conda-forge/pyvips,2021-12-30 09:47:00.631,14556.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
528,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2022-02-10 13:26:24.004000,2022-02-10 01:58:48,561.0,24.0,59,30.0,306.0,12.0,82.0,322,IPython/Jupyter notebook module for Vega and Vega-Lite.,11.0,25,True,2022-02-10 02:01:39.000,3.6.0,39.0,vega,conda-forge/vega,,,['jupyter'],84.0,,https://pypi.org/project/vega,2022-02-10 02:01:39.000,84.0,9603.0,16544.0,https://anaconda.org/conda-forge/vega,2022-02-10 13:26:24.004,472024.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
529,deep-daze,lucidrains/deep-daze,image,,https://github.com/lucidrains/deep-daze,https://github.com/lucidrains/deep-daze,MIT,2021-01-17 06:00:50.000,2022-01-26 17:14:40.000000,2022-01-26 17:13:56,230.0,1.0,290,73.0,37.0,86.0,72.0,4057,Simple command line tool for text to image generation using OpenAIs CLIP and Siren (Implicit neural representation..,13.0,24,True,2022-01-26 17:14:40.000,0.11.0,66.0,deep-daze,,,,,33.0,33.0,https://pypi.org/project/deep-daze,2022-01-26 17:14:40.000,,12809.0,12809.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
530,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2022-02-10 14:31:29.000000,2022-02-10 13:51:14,2347.0,118.0,464,83.0,2579.0,148.0,937.0,3698,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,69.0,24,True,2022-01-25 10:44:54.000,1.10.0,48.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
531,MatchZoo,NTMC-Community/MatchZoo,nlp,,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000,2021-06-03 02:58:49.000000,2021-06-02 17:38:16,1810.0,,908,178.0,385.0,30.0,429.0,3590,"Facilitating the design, comparison and sharing of deep text matching models.",36.0,24,True,2019-10-24 13:09:11.000,2.2.0,5.0,matchzoo,,,,['tensorflow'],10.0,10.0,https://pypi.org/project/matchzoo,2019-10-24 13:09:11.000,,91.0,91.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
532,Image Super-Resolution,idealo/image-super-resolution,image,,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000,2022-01-23 11:27:35.000000,2021-06-02 09:45:13,150.0,,598,95.0,32.0,83.0,108.0,3406,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,10.0,24,True,2020-01-08 15:37:35.000,2.2.0,11.0,ISR,,idealo/image-super-resolution-gpu,,['tensorflow'],76.0,71.0,https://pypi.org/project/ISR,2020-01-08 15:37:35.000,5.0,4892.0,4897.0,,,,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,,199.0,3.0,,,,,,,,,,,,,,,,,,,,,
