,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,new_addition,dnf_id,yay_id
536,deep-daze,lucidrains/deep-daze,image,,https://github.com/lucidrains/deep-daze,https://github.com/lucidrains/deep-daze,MIT,2021-01-17 06:00:50.000,2022-03-13 19:09:50.000000,2022-03-13 19:08:59,231,,314,75.0,37.0,92.0,73.0,4241,Simple command line tool for text to image generation using OpenAIs CLIP and Siren (Implicit neural representation..,14.0,23,True,2022-03-13 19:09:50.000,0.11.1,67.0,deep-daze,,,,,40.0,40.0,https://pypi.org/project/deep-daze,2022-03-13 19:09:50.000,,2043.0,2043.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
537,neon,NervanaSystems/neon,ml-frameworks,,https://github.com/NervanaSystems/neon,https://github.com/NervanaSystems/neon,Apache-2.0,2014-10-16 01:00:17.000,2022-05-02 20:25:45.287000,2019-05-22 18:27:54,1118,,832,334.0,89.0,90.0,306.0,3859,Intel Nervana reference deep learning framework committed to best performance on all hardware.,108.0,23,False,2018-01-05 23:25:04.000,2.6.0,32.0,nervananeon,anaconda/neon,,,,1.0,,https://pypi.org/project/nervananeon,2018-01-05 23:25:04.000,1.0,29.0,49.0,https://anaconda.org/anaconda/neon,2022-05-02 20:25:45.287,1192.0,,,,,3.0,335.0,,,,,,,,,,,,,,,,,,
538,Image Super-Resolution,idealo/image-super-resolution,image,,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000,2022-01-23 11:27:35.000000,2021-06-02 09:45:13,150,,623,101.0,32.0,89.0,109.0,3653,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,10.0,23,True,2020-01-08 15:37:35.000,2.2.0,11.0,ISR,,idealo/image-super-resolution-gpu,,['tensorflow'],93.0,88.0,https://pypi.org/project/ISR,2020-01-08 15:37:35.000,5.0,4882.0,4886.0,,,,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,,210.0,3.0,,,,,,,,,,,,,,,,,,,
539,gpt-2-simple,minimaxir/gpt-2-simple,nlp,,https://github.com/minimaxir/gpt-2-simple,https://github.com/minimaxir/gpt-2-simple,MIT,2019-04-13 20:00:52.000,2022-05-22 02:02:04.000000,2022-05-22 02:02:04,149,4.0,598,76.0,52.0,151.0,95.0,2961,Python package to easily retrain OpenAIs GPT-2 text-generating model on new texts.,21.0,23,True,2021-10-18 02:38:39.000,0.8.1,18.0,gpt-2-simple,,,,['tensorflow'],5.0,,https://pypi.org/project/gpt-2-simple,2021-10-18 01:47:20.000,5.0,6372.0,6380.0,,,,,,,,3.0,308.0,,,,,,,,,,,,,,,,,,
540,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2022-06-18 00:59:42.000000,2022-03-15 12:13:11,507,,304,72.0,651.0,63.0,66.0,2938,The Language Interpretability Tool: Interactively analyze NLP models for model understanding in an extensible and..,18.0,23,True,2021-12-21 14:29:03.000,0.4.1,7.0,lit-nlp,conda-forge/lit-nlp,,,,10.0,10.0,https://pypi.org/project/lit-nlp,2021-12-21 14:20:06.000,,1136.0,2912.0,https://anaconda.org/conda-forge/lit-nlp,2021-11-09 18:19:30.401,37302.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
541,vissl,facebookresearch/vissl,image,,https://github.com/facebookresearch/vissl,https://github.com/facebookresearch/vissl,MIT,2020-04-09 19:40:33.000,2022-06-10 23:07:00.000000,2022-06-10 23:04:56,387,24.0,272,54.0,405.0,51.0,98.0,2659,"VISSL is FAIRs library of extensible, modular and scalable components for SOTA Self-Supervised Learning with images.",32.0,23,True,2021-11-02 17:21:02.000,0.1.6,6.0,vissl,,,,['pytorch'],9.0,8.0,https://pypi.org/project/vissl,2021-11-02 15:36:07.000,1.0,502.0,502.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
542,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2022-06-09 12:22:31.000000,2022-04-04 20:19:03,753,4.0,338,89.0,526.0,131.0,90.0,2629,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,36.0,23,True,2021-12-03 22:33:39.000,2021.12.3,25.0,tensorflow-graphics,,,,['tensorflow'],4.0,,https://pypi.org/project/tensorflow-graphics,2021-12-03 22:33:39.000,4.0,3752.0,3752.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
543,Kashgari,BrikerMan/Kashgari,nlp,,https://github.com/BrikerMan/Kashgari,https://github.com/BrikerMan/Kashgari,Apache-2.0,2019-01-19 01:53:28.000,2021-07-09 03:57:16.000000,2021-07-09 03:57:16,955,,434,66.0,122.0,42.0,328.0,2302,Kashgari is a production-level NLP Transfer learning framework built on top of tf.keras for text-labeling and text-..,21.0,23,True,2021-07-04 10:44:36.000,2.0.2,24.0,kashgari-tf,,,,['tensorflow'],54.0,52.0,https://pypi.org/project/kashgari-tf,2019-10-18 07:57:55.000,2.0,87.0,87.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
544,Sweetviz,fbdesignpro/sweetviz,data-viz,,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000,2022-06-15 10:27:12.398000,2022-06-08 12:10:12,103,1.0,205,49.0,11.0,32.0,72.0,2066,"Visualize and compare datasets, target values and associations, with one line of code.",6.0,23,True,2022-06-14 21:52:54.000,2.1.4,32.0,sweetviz,conda-forge/sweetviz,,,,8.0,,https://pypi.org/project/sweetviz,2022-06-14 21:46:56.000,8.0,84837.0,85508.0,https://anaconda.org/conda-forge/sweetviz,2022-06-15 10:27:12.398,10747.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
545,SRU,asappresearch/sru,pytorch-utils,,https://github.com/asappresearch/sru,https://github.com/asappresearch/sru,MIT,2017-08-28 20:37:41.000,2022-01-04 21:17:53.000000,2021-05-19 15:52:48,400,,301,68.0,78.0,60.0,67.0,2048,Training RNNs as Fast as CNNs (https://arxiv.org/abs/1709.02755).,21.0,23,False,2021-05-18 16:13:10.000,2.6.0,32.0,sru,,,,['pytorch'],21.0,18.0,https://pypi.org/project/sru,2021-06-17 23:33:37.000,3.0,1160.0,1160.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
546,Torchmeta,tristandeleu/pytorch-meta,pytorch-utils,,https://github.com/tristandeleu/pytorch-meta,https://github.com/tristandeleu/pytorch-meta,MIT,2018-12-04 23:36:45.000,2022-01-10 12:07:24.000000,2021-09-20 16:03:46,382,,213,40.0,30.0,47.0,89.0,1639,A collection of extensions and data-loaders for few-shot learning & meta-learning in PyTorch.,12.0,23,True,2021-09-20 16:06:33.000,1.8.0,28.0,torchmeta,,,,['pytorch'],93.0,93.0,https://pypi.org/project/torchmeta,2021-09-20 16:06:33.000,,4424.0,4424.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
547,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2022-06-19 12:30:02.000000,2022-06-19 12:28:19,226,25.0,168,19.0,32.0,4.0,127.0,1601,An Open-Source Framework for Prompt-Learning.,16.0,23,True,2022-04-20 04:58:40.000,1.0.0,4.0,openprompt,,,,,12.0,12.0,https://pypi.org/project/openprompt,2022-04-15 10:01:11.000,,1034.0,1034.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
548,auto_ml,ClimbsRocks/auto_ml,hyperopt,,https://github.com/ClimbsRocks/auto_ml,https://github.com/ClimbsRocks/auto_ml,MIT,2016-08-07 21:35:08.000,2021-02-10 07:52:35.000000,2018-03-25 19:46:25,1149,,302,95.0,45.0,185.0,216.0,1573,[UNMAINTAINED] Automated machine learning for analytics & production.,13.0,23,False,2018-02-22 01:13:03.000,2.9.10,78.0,auto_ml,,,,,3.0,,https://pypi.org/project/auto_ml,2018-02-22 01:13:03.000,3.0,2525.0,2525.0,,,,,,,,3.0,38.0,,,,,,,,,,,,,,,,,,
549,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,BSD-3-Clause,2012-01-11 13:53:52.000,2022-01-30 01:28:10.000000,2022-01-30 01:22:30,743,,198,38.0,110.0,51.0,42.0,1558,"Large-scale linear classification, regression and ranking in Python.",17.0,23,True,2022-01-30 01:10:13.000,0.6.2.post0,12.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],108.0,102.0,https://pypi.org/project/sklearn-contrib-lightning,2022-01-30 00:43:43.000,6.0,1628.0,4002.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2021-11-13 15:37:21.493,167270.0,,,,,3.0,229.0,,,,,,,,,,,,,,,,,,
550,Magnitude,plasticityai/magnitude,nn-search,,https://github.com/plasticityai/magnitude,https://github.com/plasticityai/magnitude,MIT,2018-02-24 07:28:16.000,2021-02-23 18:10:43.000000,2020-07-17 20:19:46,350,,107,37.0,9.0,32.0,51.0,1521,"A fast, efficient universal vector embedding utility package.",4.0,23,False,2020-05-25 11:26:36.000,0.1.143,128.0,pymagnitude,,,,,241.0,230.0,https://pypi.org/project/pymagnitude,2020-05-25 11:26:36.000,11.0,3738.0,3738.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
551,EfficientNets,rwightman/gen-efficientnet-pytorch,pytorch-utils,,https://github.com/rwightman/gen-efficientnet-pytorch,https://github.com/rwightman/gen-efficientnet-pytorch,Apache-2.0,2019-05-11 19:35:56.000,2021-07-08 19:05:05.000000,2021-07-08 19:03:55,108,,192,44.0,11.0,2.0,51.0,1474,"Pretrained EfficientNet, EfficientNet-Lite, MixNet, MobileNetV3 / V2, MNASNet A1 and B1, FBNet, Single-Path NAS.",5.0,23,True,2021-07-08 19:05:05.000,1.0.2,10.0,geffnet,,,,['pytorch'],109.0,108.0,https://pypi.org/project/geffnet,2021-07-08 19:05:05.000,1.0,13857.0,13857.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
552,Classy Vision,facebookresearch/ClassyVision,image,,https://github.com/facebookresearch/ClassyVision,https://github.com/facebookresearch/ClassyVision,MIT,2019-09-13 22:54:44.000,2022-06-10 23:06:54.000000,2022-06-10 23:04:56,415,14.0,257,47.0,718.0,53.0,63.0,1470,An end-to-end PyTorch framework for image and video classification.,76.0,23,True,2021-07-19 20:08:51.000,0.6.0,17.0,classy_vision,conda-forge/classy_vision,,,['pytorch'],2.0,,https://pypi.org/project/classy_vision,2021-07-09 22:58:06.000,2.0,2193.0,2645.0,https://anaconda.org/conda-forge/classy_vision,2022-03-22 13:12:30.498,13115.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
553,kubric,google-research/kubric,image,,https://github.com/google-research/kubric,https://github.com/google-research/kubric,Apache-2.0,2020-07-22 19:56:38.000,2022-06-19 00:48:11.000000,2022-05-16 14:05:46,507,92.0,112,30.0,96.0,32.0,109.0,1458,A data generation pipeline for creating semi-realistic synthetic multi-object videos with rich annotations such as..,19.0,23,True,2022-06-17 00:46:47.000,2022.6.17,238.0,kubric-nightly,,,,,,,https://pypi.org/project/kubric-nightly,2022-06-19 00:48:11.000,,7113.0,7113.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
554,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2022-06-16 21:24:50.000000,2022-06-08 20:24:16,367,54.0,137,31.0,59.0,13.0,49.0,1453,Lightweight Python library for adding real-time object tracking to any detector.,14.0,23,True,2022-05-30 21:14:58.000,1.0.0,15.0,norfair,,,,,1.0,,https://pypi.org/project/norfair,2022-05-30 21:14:58.000,1.0,4954.0,4960.0,,,,,,,,3.0,132.0,,,,,,,,,,,,,,,,,,
555,fklearn,nubank/fklearn,ml-frameworks,,https://github.com/nubank/fklearn,https://github.com/nubank/fklearn,Apache-2.0,2019-02-27 14:32:57.000,2022-06-02 17:03:45.000000,2022-04-18 15:14:20,138,3.0,158,93.0,153.0,24.0,22.0,1406,fklearn: Functional Machine Learning.,43.0,23,True,2021-12-30 01:18:22.000,2.0.0,24.0,fklearn,,,,,12.0,12.0,https://pypi.org/project/fklearn,2021-12-30 01:18:22.000,,4754.0,4754.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
556,TNT,pytorch/tnt,ml-experiments,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000,2021-01-22 09:14:29.000000,2021-01-05 19:36:17,156,,192,45.0,79.0,30.0,35.0,1392,"Simple tools for logging and visualizing, loading and training.",35.0,23,False,2019-11-15 12:57:59.000,0.0.5.1,3.0,torchnet,,,,['pytorch'],36.0,,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000,36.0,9967.0,9967.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
557,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2021-08-16 11:44:51.000000,2021-08-16 11:44:51,454,,227,45.0,41.0,20.0,88.0,1379,Contextually-keyed word vectors.,17.0,23,True,2021-04-19 07:05:28.000,3.0.0,22.0,sense2vec,conda-forge/sense2vec,,,,159.0,151.0,https://pypi.org/project/sense2vec,2021-04-19 07:05:28.000,8.0,4207.0,5624.0,https://anaconda.org/conda-forge/sense2vec,2021-07-14 13:20:19.752,25959.0,,,,,3.0,31585.0,,,,,,,,,,,,,,,,,,
558,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2022-06-19 19:37:31.000000,2022-06-05 11:35:12,845,14.0,99,27.0,49.0,6.0,22.0,1251,PyTorch extensions for fast R&D prototyping and Kaggle farming.,7.0,23,True,2022-03-10 21:22:46.000,0.5.0,23.0,pytorch_toolbelt,,,,['pytorch'],6.0,,https://pypi.org/project/pytorch_toolbelt,2022-03-10 21:22:46.000,6.0,8024.0,8024.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
559,rubrix,recognai/rubrix,nlp,,https://github.com/recognai/rubrix,https://github.com/recognai/rubrix,Apache-2.0,2021-04-28 14:37:42.000,2022-06-17 14:10:30.000000,2022-06-17 12:43:19,1045,151.0,93,16.0,936.0,29.0,519.0,1130,"Rubrix, open-source framework for data-centric NLP. Data annotation and monitoring for enterprise NLP.",19.0,23,True,2022-06-08 20:57:08.000,0.15.0,64.0,rubrix,conda-forge/rubrix,,,,,,https://pypi.org/project/rubrix,2022-06-08 21:24:41.000,,1828.0,2259.0,https://anaconda.org/conda-forge/rubrix,2022-06-09 08:54:37.926,2591.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
560,CrypTen,facebookresearch/CrypTen,privacy-ml,,https://github.com/facebookresearch/CrypTen,https://github.com/facebookresearch/CrypTen,MIT,2019-08-15 00:00:31.000,2022-06-10 23:08:45.000000,2022-06-10 23:04:56,334,11.0,173,33.0,240.0,24.0,124.0,1084,A framework for Privacy Preserving Machine Learning.,29.0,23,True,2021-09-09 15:15:11.000,0.4.0,2.0,crypten,,,,['pytorch'],21.0,21.0,https://pypi.org/project/crypten,2021-09-09 15:15:11.000,,193.0,193.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
561,Sockeye,awslabs/sockeye,nlp,,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000,2022-06-18 14:23:37.000000,2022-06-14 09:39:35,808,13.0,310,50.0,762.0,7.0,276.0,1079,Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch.,57.0,23,True,2022-05-05 08:46:06.000,3.1.14,80.0,sockeye,,,,['mxnet'],2.0,,https://pypi.org/project/sockeye,2022-05-05 08:46:06.000,2.0,892.0,892.0,,,,,,,,3.0,14.0,,,,,,,,,,,,,,,,,,
562,advertorch,BorealisAI/advertorch,adversarial,,https://github.com/BorealisAI/advertorch,https://github.com/BorealisAI/advertorch,GPL-3.0,2018-11-29 22:17:33.000,2022-05-29 19:09:18.000000,2022-05-29 19:09:18,309,19.0,168,28.0,56.0,18.0,34.0,1070,A Toolbox for Adversarial Robustness Research.,21.0,23,False,2020-06-15 01:20:07.000,0.2.3,10.0,advertorch,,,,['pytorch'],85.0,81.0,https://pypi.org/project/advertorch,2020-06-15 01:20:07.000,4.0,521.0,521.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
563,ChainerRL,chainer/chainerrl,reinforcement-learning,,https://github.com/chainer/chainerrl,https://github.com/chainer/chainerrl,MIT,2017-01-30 04:58:15.000,2021-08-10 18:25:48.000000,2021-04-17 06:02:30,3471,,215,74.0,415.0,75.0,147.0,1058,ChainerRL is a deep reinforcement learning library built on top of Chainer.,29.0,23,False,2020-02-14 05:35:56.000,0.8.0,10.0,chainerrl,,,,,134.0,126.0,https://pypi.org/project/chainerrl,2020-02-14 05:35:56.000,8.0,612.0,612.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
564,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2022-05-19 13:11:19.000000,2022-05-19 13:10:12,200,16.0,267,42.0,39.0,67.0,106.0,1034,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,15.0,23,True,2022-05-19 13:11:05.000,0.9.1,31.0,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],2.0,,https://pypi.org/project/keras-ocr,2022-05-19 13:11:05.000,2.0,6481.0,19372.0,https://anaconda.org/anaconda/keras-ocr,2022-01-14 10:29:35.968,75.0,,,,,3.0,270664.0,,,,,,,,,,,,,,,,,,
565,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2022-06-18 08:59:21.000000,2022-06-18 08:59:20,505,15.0,65,45.0,365.0,42.0,85.0,1033,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,21.0,23,True,2022-02-07 10:06:24.000,1.0.1,15.0,hivemind,,,,,9.0,8.0,https://pypi.org/project/hivemind,2021-12-20 12:53:27.000,1.0,4378.0,4378.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
566,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2022-06-16 20:06:15.000000,2022-05-31 12:50:38,1005,3.0,118,14.0,40.0,23.0,241.0,1009,PyTorch Extension Library of Optimized Scatter Operations.,20.0,23,True,2021-10-22 11:01:13.000,2.0.9,29.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],43.0,,https://pypi.org/project/torch-scatter,2021-10-22 11:01:13.000,43.0,27756.0,31277.0,https://anaconda.org/conda-forge/pytorch_scatter,2022-03-21 15:08:01.652,84509.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
567,Node2Vec,eliorc/node2vec,graph,,https://github.com/eliorc/node2vec,https://github.com/eliorc/node2vec,MIT,2017-12-08 13:30:06.000,2022-04-30 05:55:45.000000,2022-04-30 05:52:16,69,4.0,208,18.0,14.0,1.0,75.0,920,Implementation of the node2vec algorithm.,11.0,23,True,2022-04-30 05:55:45.000,0.4.5,16.0,node2vec,conda-forge/node2vec,,,,15.0,,https://pypi.org/project/node2vec,2022-04-30 05:53:20.000,15.0,98678.0,99106.0,https://anaconda.org/conda-forge/node2vec,2020-04-25 22:41:13.714,20974.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
568,scikit-cuda,lebedov/scikit-cuda,gpu-utilities,,https://github.com/lebedov/scikit-cuda,https://github.com/lebedov/scikit-cuda,BSD-3-Clause,2010-09-27 02:02:07.000,2022-03-31 14:08:20.000000,2022-03-31 14:08:20,1034,2.0,171,46.0,111.0,50.0,169.0,897,Python interface to GPU-powered libraries.,46.0,23,True,2019-05-27 00:29:00.000,0.5.3,7.0,scikit-cuda,,,,,234.0,190.0,https://pypi.org/project/scikit-cuda,2019-05-27 00:29:00.000,44.0,547.0,547.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
569,Feature Engine,solegalli/feature_engine,others,,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2020-08-06 19:43:35.639,2022-06-14 07:05:45.491000,2021-08-06 12:03:40,126,,207,1.0,1.0,,,894,Feature engineering package with sklearn like functionality.,24.0,23,True,2022-06-13 15:03:56.000,1.4.1,32.0,feature_engine,conda-forge/feature_engine,,,,70.0,,https://pypi.org/project/feature_engine,2022-06-13 15:03:56.000,70.0,94627.0,95088.0,https://anaconda.org/conda-forge/feature_engine,2022-06-14 07:05:45.491,10151.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
570,kapre,keunwoochoi/kapre,audio,,https://github.com/keunwoochoi/kapre,https://github.com/keunwoochoi/kapre,MIT,2016-12-14 18:36:36.000,2022-01-21 20:10:47.000000,2022-01-21 20:08:28,194,,140,21.0,44.0,12.0,82.0,839,kapre: Keras Audio Preprocessors.,13.0,23,True,2022-01-21 20:10:47.000,Kapre-0.3.7,23.0,kapre,,,,['tensorflow'],1657.0,1643.0,https://pypi.org/project/kapre,2022-01-21 20:09:21.000,14.0,3653.0,3653.0,,,,,,,,3.0,22.0,,,,,,,,,,,,,,,,,,
571,RLax,deepmind/rlax,reinforcement-learning,,https://github.com/deepmind/rlax,https://github.com/deepmind/rlax,Apache-2.0,2020-02-18 07:14:59.000,2022-06-19 17:11:01.000000,2022-06-13 16:23:58,172,19.0,62,29.0,71.0,12.0,12.0,827,A library of reinforcement learning building blocks in JAX.,17.0,23,True,2022-02-24 15:27:59.000,0.1.2,7.0,rlax,,,,['jax'],54.0,53.0,https://pypi.org/project/rlax,2022-02-24 15:27:59.000,1.0,4298.0,4298.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
572,YouTokenToMe,vkcom/youtokentome,nlp,,https://github.com/VKCOM/YouTokenToMe,https://github.com/VKCOM/YouTokenToMe,MIT,2019-06-06 11:38:28.000,2022-04-18 21:14:28.476000,2021-01-28 19:04:09,79,,60,22.0,42.0,29.0,23.0,805,Unsupervised text tokenizer focused on computational efficiency.,6.0,23,False,2020-02-13 09:57:47.000,1.0.6,14.0,youtokentome,conda-forge/youtokentome,,,,281.0,266.0,https://pypi.org/project/youtokentome,2020-02-12 18:24:46.000,15.0,41223.0,42295.0,https://anaconda.org/conda-forge/youtokentome,2022-04-18 21:14:28.476,9648.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
573,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,MIT,2021-11-24 02:19:14.000,2022-06-19 01:02:52.000000,2022-06-15 18:37:24,310,134.0,45,12.0,71.0,20.0,28.0,708,Lightning fast forecasting with statistical and econometric models.,9.0,23,True,2022-05-09 19:52:31.000,0.5.5,10.0,statsforecast,conda-forge/statsforecast,,,,3.0,,https://pypi.org/project/statsforecast,2022-05-09 19:52:31.000,3.0,43424.0,45299.0,https://anaconda.org/conda-forge/statsforecast,2022-05-09 23:18:45.941,5626.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
574,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2022-06-16 23:31:29.000000,2022-06-16 23:31:29,278,62.0,33,11.0,63.0,7.0,48.0,612,Callable PyTrees and filtered transforms = neural networks in JAX. https://docs.kidger.site/equinox/.,7.0,23,True,2022-06-14 15:26:13.000,0.5.3,21.0,equinox,,,,['jax'],29.0,24.0,https://pypi.org/project/equinox,2022-06-14 15:26:13.000,5.0,1724.0,1724.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
575,Mapbox GL,mapbox/mapboxgl-jupyter,geospatial-data,,https://github.com/mapbox/mapboxgl-jupyter,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,221,,128,117.0,91.0,35.0,67.0,609,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,21.0,23,False,2019-06-03 21:24:10.000,0.10.2,20.0,mapboxgl,,,,['jupyter'],151.0,137.0,https://pypi.org/project/mapboxgl,2019-06-02 15:18:57.000,14.0,26118.0,26118.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
576,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2022-04-02 16:20:07.000000,2021-10-02 13:57:52,207,,99,27.0,1.0,11.0,3.0,581,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,1.0,23,True,2022-04-02 16:20:07.000,0.1.3,13.0,combo,,,,"['sklearn', 'xgboost']",470.0,467.0,https://pypi.org/project/combo,2022-04-02 16:20:07.000,3.0,40723.0,40723.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
