,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,updated_github_id,apt_id,yum_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,new_addition,bitbucket_id
418,pyopencl,inducer/pyopencl,,others,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000000,2021-11-04 14:31:26.133000,2021-10-20 16:51:52.000000,213,69.0,230.0,854.0,,"OpenCL integration for Python, plus shiny features.",88.0,24,True,2021-10-07 01:34:13.000000,2021.2.8,71.0,pyopencl,conda-forge/pyopencl,,,,817.0,579.0,https://pypi.org/project/pyopencl,2021-10-18 03:11:29.000000,238.0,14094.0,22775.0,https://anaconda.org/conda-forge/pyopencl,2021-11-04 14:31:26.133000,529564.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
419,PySwarms,ljvmiranda921/pyswarms,,others,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000000,2021-11-15 09:55:43.000000,2021-06-23 11:19:05.000000,273,16.0,181.0,853.0,409.0,A research toolkit for particle swarm optimization in Python.,43.0,24,True,2021-01-03 21:34:15.000000,1.3.0,20.0,pyswarms,,,,,142.0,142.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000000,0.0,35598.0,35598.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
420,arch,bashtage/arch,,financial-data,https://github.com/bashtage/arch,https://github.com/bashtage/arch,NCSA,2014-08-29 15:41:28.000000,2021-11-08 13:57:14.000000,2021-10-04 15:17:16.000000,186,13.0,145.0,826.0,,ARCH models in Python.,29.0,24,False,2021-07-22 22:40:03.000000,5.0.1,34.0,arch,,,,,441.0,399.0,https://pypi.org/project/arch,2021-07-22 22:40:03.000000,42.0,229253.0,229253.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
421,FiftyOne,voxel51/fiftyone,,data-viz,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000000,2021-11-16 23:51:25.000000,2021-11-16 04:29:57.000000,93,182.0,405.0,801.0,5467.0,"Visualize, create, and debug image and video datasets and model predictions.",19.0,24,True,2021-11-16 04:40:56.000000,0.14.1,64.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",53.0,53.0,https://pypi.org/project/fiftyone,2021-11-16 04:40:56.000000,0.0,11809.0,11809.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
422,GPUtil,anderskm/gputil,,gpu-utilities,https://github.com/anderskm/gputil,https://github.com/anderskm/gputil,MIT,2017-01-16 11:57:43.000000,2020-10-01 05:42:49.000000,2019-08-16 09:00:15.000000,86,11.0,14.0,788.0,140.0,A Python module for getting the GPU status from NVIDA GPUs using nvidia-smi programmically in Python.,13.0,24,False,2018-12-18 09:12:13.000000,1.4.0,8.0,gputil,,,,,1647.0,1545.0,https://pypi.org/project/gputil,2018-12-18 09:12:13.000000,102.0,468391.0,468391.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
423,kapre,keunwoochoi/kapre,,audio,https://github.com/keunwoochoi/kapre,https://github.com/keunwoochoi/kapre,MIT,2016-12-14 18:36:36.000000,2021-11-14 01:15:18.000000,2021-11-14 01:15:18.000000,138,11.0,80.0,787.0,193.0,kapre: Keras Audio Preprocessors.,13.0,24,True,2021-11-14 01:13:37.000000,0.3.6,22.0,kapre,,,,['tensorflow'],1192.0,1170.0,https://pypi.org/project/kapre,2021-11-14 01:13:37.000000,22.0,1820.0,1820.0,,,,,,,,3.0,19.0,,,,,,,,,,,,,,,,,,,,,
424,GPyOpt,SheffieldML/GPyOpt,,hyperopt,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000000,2020-11-17 10:32:02.000000,2020-11-05 15:16:04.000000,234,98.0,186.0,773.0,514.0,Gaussian Process Optimization using GPy.,49.0,24,True,2020-03-19 21:21:18.000000,1.2.6,11.0,gpyopt,,,,,266.0,230.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000000,36.0,14562.0,14562.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
425,TensorFlow I/O,tensorflow/io,,tensorflow-utils,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000000,2021-11-16 19:25:12.000000,2021-11-15 02:55:00.000000,197,157.0,319.0,513.0,1509.0,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",80.0,24,True,2021-11-10 18:53:06.000000,0.22.0,28.0,tensorflow-io,,,,['tensorflow'],0.0,,https://pypi.org/project/tensorflow-io,2021-11-10 18:47:31.000000,0.0,151925.0,151925.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
426,tinytag,devsnd/tinytag,,audio,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000000,2021-09-08 21:50:14.000000,2021-08-28 19:33:41.000000,84,14.0,68.0,493.0,329.0,"Read music meta data and length of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA and Wave files with python 2 or 3.",20.0,24,True,2021-08-28 19:37:31.000000,1.6.0,34.0,tinytag,,,,,530.0,434.0,https://pypi.org/project/tinytag,2021-08-28 19:37:31.000000,96.0,9884.0,9884.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
427,Cornac,PreferredAI/cornac,,recommender-systems,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000000,2021-11-15 19:24:15.089000,2021-09-30 10:13:24.000000,77,4.0,66.0,465.0,1230.0,A Comparative Framework for Multimodal Recommender Systems.,13.0,24,True,2021-09-26 07:01:44.000000,1.14.1,45.0,cornac,conda-forge/cornac,,,,70.0,68.0,https://pypi.org/project/cornac,2021-09-26 07:12:34.000000,2.0,6608.0,12827.0,https://anaconda.org/conda-forge/cornac,2021-11-15 19:24:15.089000,186598.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
428,pyvips,libvips/pyvips,,image,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000000,2021-11-16 14:20:00.000000,2021-11-16 14:19:31.000000,31,88.0,161.0,365.0,410.0,python binding for libvips using cffi.,12.0,24,True,2021-06-28 10:56:34.000000,2.1.15,21.0,pyvips,conda-forge/pyvips,,,,261.0,239.0,https://pypi.org/project/pyvips,2021-06-28 10:56:34.000000,22.0,13358.0,13824.0,https://anaconda.org/conda-forge/pyvips,2021-09-10 20:29:22.228000,12588.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
429,Orion,Epistimio/orion,,hyperopt,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000000,2021-11-17 16:55:32.000000,2021-11-16 19:19:05.000000,43,53.0,143.0,205.0,2962.0,Asynchronous Distributed Hyperparameter Optimization.,24.0,24,False,2021-09-14 19:34:23.000000,0.1.17,18.0,orion,,,,,52.0,44.0,https://pypi.org/project/orion,2021-09-14 19:34:23.000000,8.0,2245.0,2245.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
430,cortex,cortexlabs/cortex,,model-serialisation,https://github.com/cortexlabs/cortex,https://github.com/cortexlabs/cortex,Apache-2.0,2019-01-24 04:43:14.000000,2021-11-16 17:34:56.000000,2021-11-16 17:34:53.000000,582,107.0,971.0,7604.0,2275.0,Production infrastructure for machine learning at scale.,22.0,23,True,2021-08-05 04:33:35.000000,0.40.0,60.0,cortex,,,,,0.0,,https://pypi.org/project/cortex,2021-08-05 04:27:22.000000,0.0,1444.0,1444.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
431,Apex,NVIDIA/apex,,gpu-utilities,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000000,2021-11-16 05:52:53.000000,2021-11-10 06:49:21.000000,863,530.0,390.0,5874.0,893.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,87.0,23,True,,,1.0,,conda-forge/nvidia-apex,,,['pytorch'],787.0,787.0,,,,,2710.0,https://anaconda.org/conda-forge/nvidia-apex,2021-04-22 16:13:47.237000,67758.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
432,english-words,dwyl/english-words,,nlp,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000000,2021-11-10 15:08:38.000000,2021-10-20 08:05:51.000000,1206,45.0,26.0,5740.0,85.0,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,26.0,23,True,2021-08-02 04:02:28.000000,1.0.4,5.0,english-words,,,,,4.0,,https://pypi.org/project/english-words,2021-08-02 04:02:28.000000,4.0,7591.0,7591.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
433,flashtext,vi3k6i5/flashtext,,nlp,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000000,2021-07-26 20:38:52.000000,2020-05-03 07:13:22.000000,556,54.0,51.0,4992.0,108.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,23,False,,,18.0,flashtext,,,,,651.0,619.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000000,32.0,438356.0,438356.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
434,Lucid,tensorflow/lucid,,interpretability,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000000,2021-07-02 01:49:08.000000,2021-03-19 15:48:33.000000,592,68.0,100.0,4321.0,667.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,23,True,2021-03-19 16:01:00.000000,0.3.10,17.0,lucid,,,,['tensorflow'],593.0,587.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000000,6.0,1050.0,1050.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
435,PyAlgoTrade,gbeced/pyalgotrade,,financial-data,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000000,2021-09-11 18:56:19.000000,2018-08-21 02:42:52.000000,1216,45.0,84.0,3546.0,1156.0,Python Algorithmic Trading Library.,11.0,23,False,,,8.0,pyalgotrade,,,,,117.0,96.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000000,21.0,946.0,946.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
436,yellowbrick,DistrictDataLabs/yellowbrick,,interpretability,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000000,2021-11-10 14:17:21.000000,2021-11-10 14:17:20.000000,490,95.0,547.0,3410.0,,Visual analysis and diagnostic tools to facilitate machine learning model selection.,102.0,23,True,2021-02-13 20:31:18.000000,1.3.post1,22.0,yellowbrick,,,,['sklearn'],62.0,,https://pypi.org/project/yellowbrick,2021-02-13 20:42:26.000000,62.0,393397.0,393397.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
437,AdaNet,tensorflow/adanet,,hyperopt,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000000,2021-08-30 19:33:24.000000,2021-08-30 19:33:24.000000,518,65.0,47.0,3339.0,440.0,Fast and flexible AutoML with learning guarantees.,27.0,23,True,2020-07-09 21:03:28.000000,0.9.0,13.0,adanet,,,,['tensorflow'],43.0,41.0,https://pypi.org/project/adanet,2020-07-09 21:03:28.000000,2.0,1400.0,1400.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
438,speechbrain,speechbrain/speechbrain,,audio,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000000,2021-11-17 18:47:01.000000,2021-11-17 18:47:01.000000,568,110.0,405.0,3295.0,,A PyTorch-based Speech Toolkit.,139.0,23,True,2021-09-11 22:34:16.000000,0.5.10,9.0,speechbrain,,,,['pytorch'],88.0,88.0,https://pypi.org/project/speechbrain,2021-09-11 22:35:26.000000,0.0,6764.0,6764.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
439,Image Super-Resolution,idealo/image-super-resolution,,image,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000000,2021-11-02 15:48:01.000000,2021-06-02 09:45:13.000000,571,78.0,108.0,3225.0,150.0,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,10.0,23,True,2020-01-08 15:37:35.000000,2.2.0,11.0,ISR,,idealo/image-super-resolution-gpu,,['tensorflow'],73.0,65.0,https://pypi.org/project/ISR,2020-01-08 15:37:35.000000,8.0,6323.0,6328.0,,,,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,,186.0,3.0,,,,,,,,,,,,,,,,,,,,,,
440,PaddleSeg,PaddlePaddle/PaddleSeg,,image,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000000,2021-11-17 12:36:08.000000,2021-11-17 07:28:31.000000,674,371.0,394.0,3064.0,,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks..",58.0,23,True,2021-10-13 06:47:17.000000,2.3.0,13.0,paddleseg,,,,['paddle'],366.0,366.0,https://pypi.org/project/paddleseg,2021-10-13 06:47:17.000000,0.0,680.0,680.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
441,FinRL,AI4Finance-LLC/FinRL,,reinforcement-learning,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000000,2021-11-17 09:39:45.000000,2021-11-17 09:39:45.000000,760,75.0,138.0,2840.0,1136.0,Deep Reinforcement Learning Framework to Automate Trading in Quantitative Finance. NeurIPS 2020 & ICAIF 2021.,43.0,23,True,2021-09-05 12:46:17.000000,0.3.1,5.0,finrl,,,,,7.0,7.0,https://pypi.org/project/finrl,2021-09-05 12:46:17.000000,,266.0,266.0,,,,,,,,3.0,,,,,,,,,,,AI4Finance-Foundation/FinRL,,,,,,,,,,,
442,layout-parser,Layout-Parser/layout-parser,,image,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000000,2021-10-31 06:33:00.000000,2021-09-23 16:39:47.000000,235,33.0,31.0,2635.0,166.0,A Unified Toolkit for Deep Learning Based Document Image Analysis.,5.0,23,True,2021-09-23 17:37:22.000000,0.3.2,9.0,layoutparser,,,,,29.0,29.0,https://pypi.org/project/layoutparser,2021-09-23 17:37:22.000000,0.0,3910.0,3910.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
443,ART,Trusted-AI/adversarial-robustness-toolbox,,adversarial,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000000,2021-11-17 15:46:49.000000,2021-11-04 12:10:44.000000,712,67.0,535.0,2554.0,,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",87.0,23,True,2021-10-15 15:52:28.000000,1.8.1,36.0,adversarial-robustness-toolbox,,,,,167.0,167.0,https://pypi.org/project/adversarial-robustness-toolbox,2021-10-15 15:41:12.000000,0.0,6524.0,6524.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
444,tensorflow-graphics,tensorflow/graphics,,image,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000000,2021-11-15 21:18:46.000000,2021-11-15 21:18:42.000000,322,126.0,88.0,2548.0,735.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,34.0,23,True,2021-10-21 20:42:30.000000,2021.10.21,23.0,tensorflow-graphics,,,,['tensorflow'],6.0,,https://pypi.org/project/tensorflow-graphics,2021-10-21 20:42:30.000000,6.0,3277.0,3277.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
445,MMLSpark,Azure/mmlspark,,distributed-ml,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000000,2021-11-17 15:34:54.000000,2021-11-17 07:02:44.000000,580,185.0,266.0,2472.0,976.0,Simple and Distributed Machine Learning.,73.0,23,True,2021-11-16 05:19:37.000000,0.9.4,22.0,mmlspark,,,,['spark'],,,https://pypi.org/project/mmlspark,2020-03-18 01:27:31.000000,,38561.0,38561.0,,,,,,,,3.0,,,,,,,,,,,microsoft/SynapseML,,,,,,,,,,,
446,analytics-zoo,intel-analytics/analytics-zoo,,distributed-ml,https://github.com/intel-analytics/analytics-zoo,https://github.com/intel-analytics/analytics-zoo,Apache-2.0,2017-05-05 02:27:30.000000,2021-11-14 16:21:37.000000,2021-10-26 05:41:36.000000,696,575.0,820.0,2432.0,3396.0,"Distributed Tensorflow, Keras and PyTorch on Apache Spark/Flink & Ray.",105.0,23,True,2021-07-19 00:31:21.000000,0.11.0,163.0,analytics-zoo,,,,['spark'],2.0,2.0,https://pypi.org/project/analytics-zoo,2021-11-14 16:21:37.000000,,6924.0,6924.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
447,TF Ranking,tensorflow/ranking,,recommender-systems,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000000,2021-11-16 23:49:54.000000,2021-11-16 23:42:10.000000,406,42.0,231.0,2336.0,439.0,Learning to Rank in TensorFlow.,25.0,23,True,2021-11-16 23:49:54.000000,0.5.0,19.0,tensorflow_ranking,,,,['tensorflow'],2.0,,https://pypi.org/project/tensorflow_ranking,2021-11-16 01:31:58.000000,2.0,38411.0,38411.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
448,Enigma Catalyst,enigmampc/catalyst,,financial-data,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000000,2021-09-22 15:32:01.000000,2021-09-22 15:31:55.000000,666,123.0,358.0,2306.0,6364.0,An Algorithmic Trading Library for Crypto-Assets in Python.,146.0,23,True,2018-11-11 16:46:28.000000,0.5.21,52.0,enigma-catalyst,,,,,25.0,23.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000000,2.0,745.0,745.0,,,,,,,,3.0,,,,,,,,,,,scrtlabs/catalyst,,,,,,,,,,,
449,knockknock,huggingface/knockknock,,ml-experiments,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000000,2021-09-22 02:27:34.000000,2020-03-16 04:26:47.000000,189,14.0,23.0,2284.0,75.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,18.0,23,False,2020-03-04 04:15:47.000000,0.1.8,10.0,knockknock,conda-forge/knockknock,,,,225.0,222.0,https://pypi.org/project/knockknock,2020-03-16 14:30:23.000000,3.0,1042.0,1368.0,https://anaconda.org/conda-forge/knockknock,2020-03-17 01:52:16.317000,8157.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
450,PyFlux,RJT1990/pyflux,,time-series-data,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000000,2019-03-19 10:45:02.000000,2018-12-16 15:30:13.000000,216,81.0,65.0,1926.0,118.0,Open source time series library for Python.,6.0,23,False,2017-11-21 16:27:06.000000,0.4.16,35.0,pyflux,,,,,231.0,201.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000000,30.0,22493.0,22493.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
451,textacy,chartbeat-labs/textacy,,nlp,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,Apache-2.0,2016-02-03 16:52:45.000000,2021-11-17 15:02:00.000000,2021-11-14 17:15:43.000000,232,31.0,213.0,1811.0,,"NLP, before and after spaCy.",31.0,23,True,2021-04-12 15:49:48.000000,0.11.0,30.0,textacy,conda-forge/textacy,,,,154.0,,https://pypi.org/project/textacy,2021-04-12 15:49:48.000000,154.0,37177.0,39034.0,https://anaconda.org/conda-forge/textacy,2021-04-13 18:57:20.207000,100284.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
452,checklist,marcotcr/checklist,,interpretability,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000000,2021-09-28 21:55:38.000000,2021-09-28 21:55:38.000000,142,12.0,74.0,1520.0,247.0,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,12.0,23,True,2021-05-24 16:45:59.000000,0.0.11,10.0,checklist,,,,['jupyter'],49.0,45.0,https://pypi.org/project/checklist,2021-05-24 16:45:59.000000,4.0,15316.0,15316.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
453,TensorFlow Privacy,tensorflow/privacy,,privacy-ml,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000000,2021-11-11 10:17:02.000000,2021-11-11 10:17:00.000000,319,62.0,83.0,1504.0,552.0,Library for training machine learning models with privacy for training data.,43.0,23,True,2021-09-01 02:54:34.000000,0.7.3,17.0,tensorflow-privacy,,,,['tensorflow'],2.0,,https://pypi.org/project/tensorflow-privacy,2021-09-01 02:54:34.000000,2.0,20289.0,20291.0,,,,,,,,2.0,59.0,,,,,,,,,,,,,,,,,,,,,
454,pytorch-forecasting,jdb78/pytorch-forecasting,,time-series-data,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000000,2021-11-16 20:16:59.000000,2021-11-16 19:49:11.000000,208,129.0,219.0,1503.0,1026.0,Time series forecasting with PyTorch.,23.0,23,True,2021-09-26 11:16:27.000000,0.9.1,28.0,pytorch-forecasting,,,,,0.0,,https://pypi.org/project/pytorch-forecasting,2021-09-26 11:16:27.000000,0.0,22899.0,22899.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
455,FairScale,facebookresearch/fairscale,,distributed-ml,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000000,2021-11-17 18:48:50.000000,2021-11-17 18:48:44.000000,130,56.0,190.0,1498.0,,PyTorch extensions for high performance and large scale training.,48.0,23,True,2021-11-08 23:10:46.000000,0.4.2,24.0,fairscale,,,,['pytorch'],101.0,101.0,https://pypi.org/project/fairscale,2021-11-08 23:08:00.000000,0.0,54340.0,54340.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
456,Torchmeta,tristandeleu/pytorch-meta,,pytorch-utils,https://github.com/tristandeleu/pytorch-meta,https://github.com/tristandeleu/pytorch-meta,MIT,2018-12-04 23:36:45.000000,2021-09-20 16:06:33.000000,2021-09-20 16:03:46.000000,179,31.0,87.0,1489.0,382.0,A collection of extensions and data-loaders for few-shot learning & meta-learning in PyTorch.,12.0,23,True,2021-09-20 16:06:33.000000,1.8.0,28.0,torchmeta,,,,['pytorch'],74.0,74.0,https://pypi.org/project/torchmeta,2021-09-20 16:06:33.000000,,944.0,944.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
457,modAL,modAL-python/modAL,,others,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000000,2021-10-21 19:41:14.000000,2021-01-07 09:40:40.000000,223,62.0,53.0,1483.0,648.0,A modular active learning framework for Python.,14.0,23,True,2021-01-07 09:47:49.000000,0.4.1,12.0,modAL,,,,['sklearn'],115.0,107.0,https://pypi.org/project/modAL,2021-01-07 09:47:49.000000,8.0,2101.0,2101.0,,,,,,,,3.0,18.0,,,,,,,,,,,,,,,,,,,,,
458,bonobo,python-bonobo/bonobo,,data-pipelines,https://github.com/python-bonobo/bonobo,https://github.com/python-bonobo/bonobo,Apache-2.0,2016-12-09 04:03:23.000000,2021-11-10 16:43:45.000000,2021-03-10 15:44:00.000000,120,69.0,108.0,1472.0,978.0,Extract Transform Load for Python 3.5+.,37.0,23,True,2019-05-16 13:19:48.000000,0.6.4,38.0,bonobo,,,http://docs.bonobo-project.org/en/master/,,177.0,125.0,https://pypi.org/project/bonobo,2019-07-20 13:33:19.000000,52.0,4678.0,4678.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
459,streamparse,Parsely/streamparse,,data-pipelines,https://github.com/Parsely/streamparse,https://github.com/Parsely/streamparse,Apache-2.0,2014-05-02 20:33:50.000000,2021-06-21 22:49:33.000000,2020-12-18 18:43:59.000000,219,69.0,263.0,1444.0,1059.0,"Run Python in Apache Storm topologies. Pythonic API, CLI tooling, and a topology DSL.",41.0,23,True,2020-10-07 19:53:15.000000,4.0.0,47.0,streamparse,,,,,102.0,50.0,https://pypi.org/project/streamparse,2020-10-07 19:45:19.000000,52.0,2821.0,2821.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
