,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,updated_github_id,npm_id,npm_url,npm_monthly_downloads,npm_latest_release_published_at,npm_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
521,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2024-02-29 10:25:03.000000,2024-02-29 10:24:59,903.0,42.0,106.0,43.0,105.0,56.0,46.0,617.0,Bias Auditing & Fair ML Toolkit.,21.0,25,True,2024-01-30 12:03:19.000,1.0.0,18.0,aequitas,,,,,156.0,149.0,https://pypi.org/project/aequitas,2024-01-30 12:03:19.000,7.0,7445.0,7445.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
522,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2024-02-27 14:46:39.000000,2024-02-22 08:26:09,837.0,9.0,135.0,29.0,86.0,35.0,75.0,586.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,19.0,25,True,2023-08-10 00:37:12.000,1.14.0,42.0,ml-metadata,,,,,425.0,401.0,https://pypi.org/project/ml-metadata,2023-08-10 00:37:12.000,24.0,61051.0,61086.0,,,,,,,,3.0,2119.0,,,,,,,,,,,,,,,,,,
523,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,BSD-1-Clause,2013-08-02 14:31:46.000,2024-02-23 15:33:13.733000,2024-02-22 17:56:09,3744.0,41.0,69.0,47.0,354.0,21.0,394.0,552.0,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,37.0,25,False,2024-02-22 18:18:24.000,5.0.0,70.0,skll,conda-forge/skll,,,['sklearn'],59.0,41.0,https://pypi.org/project/skll,2024-02-22 17:58:26.000,18.0,597.0,1088.0,https://anaconda.org/conda-forge/skll,2024-02-23 15:33:13.733,13257.0,,,,,3.0,13.0,,,,,,,,,,,,,,,,,,
524,whoosh,mchaput/whoosh,nlp,,https://github.com/mchaput/whoosh,https://github.com/mchaput/whoosh,BSD-1-Clause,2015-04-17 19:34:47.000,2024-01-03 13:23:50.000000,2022-01-15 18:08:37,1718.0,,64.0,16.0,13.0,34.0,7.0,511.0,Pure-Python full-text search library.,42.0,25,False,2016-04-04 01:19:40.000,2.7.4,141.0,whoosh,conda-forge/whoosh,,,,3699.0,,https://pypi.org/project/whoosh,2016-04-04 01:19:40.000,3699.0,357640.0,364612.0,https://anaconda.org/conda-forge/whoosh,2023-09-23 13:28:08.196,230085.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
525,NIPY,nipy/nipy,medical-data,,https://github.com/nipy/nipy,https://github.com/nipy/nipy,,2010-05-02 10:00:33.000,2024-02-20 10:07:24.000000,2023-12-26 16:13:16,6706.0,25.0,143.0,36.0,394.0,37.0,135.0,367.0,Neuroimaging in Python FMRI analysis package.,69.0,25,False,2023-12-21 16:45:52.000,0.6.0,8.0,nipy,conda-forge/nipy,,,,274.0,223.0,https://pypi.org/project/nipy,2023-12-21 16:45:52.000,51.0,1626.0,2973.0,https://anaconda.org/conda-forge/nipy,2023-06-16 13:21:17.395,106483.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
526,pymap3d,geospace-code/pymap3d,geospatial-data,,https://github.com/geospace-code/pymap3d,https://github.com/geospace-code/pymap3d,BSD-2-Clause,2014-08-03 04:28:03.000,2024-02-11 07:50:28.337000,2024-02-11 00:53:13,766.0,9.0,85.0,13.0,30.0,7.0,47.0,360.0,pure-Python (Numpy optional) 3D coordinate conversions for geospace ecef enu eci.,18.0,25,True,2024-02-11 00:59:05.000,3.1.0,58.0,pymap3d,conda-forge/pymap3d,,,,392.0,367.0,https://pypi.org/project/pymap3d,2024-02-11 00:59:05.000,25.0,97139.0,98775.0,https://anaconda.org/conda-forge/pymap3d,2024-02-11 07:50:28.337,67091.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
527,gokart,m3dev/gokart,ml-experiments,,https://github.com/m3dev/gokart,https://github.com/m3dev/gokart,MIT,2018-12-23 07:40:27.000,2024-02-29 11:10:22.000000,2024-02-29 11:10:22,530.0,15.0,55.0,40.0,280.0,18.0,60.0,301.0,"Gokart solves reproducibility, task dependencies, constraints of good code, and ease of use for Machine Learning..",37.0,25,True,2024-01-16 10:19:37.000,1.2.6,73.0,gokart,,,,,79.0,74.0,https://pypi.org/project/gokart,2024-01-16 10:19:37.000,5.0,4132.0,4132.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
528,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2022-07-17 19:07:49.000000,2020-07-14 02:41:10,174.0,,749.0,138.0,43.0,141.0,98.0,4934.0,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,24,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],1123.0,1107.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,16.0,677.0,689.0,,,,,,,,3.0,899.0,,,,,,,,,,,,,,,,,,
529,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2024-02-17 08:10:07.000000,2023-11-19 13:26:15,334.0,,946.0,46.0,33.0,65.0,112.0,4764.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",20.0,24,True,2022-01-14 08:49:08.000,0.6.6,23.0,scikit-opt,,,,['sklearn'],188.0,179.0,https://pypi.org/project/scikit-opt,2022-01-14 08:49:08.000,9.0,2355.0,2355.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
530,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2023-11-13 07:16:00.000000,2023-03-05 22:07:59,1158.0,,1370.0,351.0,59.0,51.0,,4259.0,Python Algorithmic Trading Library.,11.0,24,True,,,8.0,pyalgotrade,,,,,203.0,182.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000,21.0,715.0,715.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
531,Stable Baselines,hill-a/stable-baselines,reinforcement-learning,,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000,2022-09-04 14:04:44.000000,2022-09-04 14:04:44,839.0,,718.0,64.0,247.0,129.0,824.0,3998.0,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",114.0,24,False,2021-04-06 12:38:10.521,2.10.2,31.0,stable-baselines,,,,,36.0,,https://pypi.org/project/stable-baselines,2021-04-06 12:38:10.521,36.0,4575.0,4575.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
532,MatchZoo,NTMC-Community/MatchZoo,nlp,,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000,2021-06-03 02:58:49.000000,2021-06-02 17:38:16,1810.0,,917.0,178.0,385.0,33.0,430.0,3810.0,"Facilitating the design, comparison and sharing of deep text matching models.",36.0,24,False,2019-10-24 13:09:11.000,2.2.0,5.0,matchzoo,,,,['tensorflow'],16.0,16.0,https://pypi.org/project/matchzoo,2019-10-24 13:09:11.000,,91.0,91.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
533,ReAgent,facebookresearch/ReAgent,reinforcement-learning,,https://github.com/facebookresearch/ReAgent,https://github.com/facebookresearch/ReAgent,BSD-3-Clause,2017-07-27 17:53:21.000,2024-01-29 16:27:55.000000,2024-01-29 16:24:42,1591.0,10.0,502.0,152.0,609.0,69.0,75.0,3507.0,"A platform for Reasoning systems (Reinforcement Learning, Contextual Bandits, etc.).",166.0,24,True,2020-01-27 22:06:00.000,0.0.0,2.0,reagent,,,,['pytorch'],,,https://pypi.org/project/reagent,2020-05-27 20:58:01.000,,34.0,34.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
534,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2023-09-22 09:55:14.000000,2023-05-19 17:52:25,508.0,,811.0,62.0,629.0,109.0,396.0,3151.0,A high-performance distributed training framework for Reinforcement Learning.,42.0,24,True,2023-03-14 02:03:08.557,2.2.1,29.0,parl,,,,['paddle'],123.0,122.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,664.0,664.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
535,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2023-08-28 05:14:10.000000,2022-06-05 10:44:18,1342.0,,509.0,110.0,73.0,183.0,117.0,3078.0,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,24,False,2019-04-25 02:10:05.000,0.4.4,15.0,xlearn,,,,,127.0,127.0,https://pypi.org/project/xlearn,,,872.0,935.0,,,,,,,,3.0,4504.0,,,,,,,,,,,,,,,,,,
536,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2024-01-26 20:28:01.000000,2023-12-09 00:22:24,2360.0,1.0,681.0,164.0,60.0,11.0,705.0,3032.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,28.0,24,True,2023-10-23 21:02:38.000,1.6.0,20.0,,bioconda/deepvariant,,,['tensorflow'],,,,,,,914.0,https://anaconda.org/bioconda/deepvariant,2023-06-16 16:08:50.013,62125.0,,,,,3.0,4701.0,,,,,,,,,,,,,,,,,,
537,fastNLP,fastnlp/fastNLP,nlp,,https://github.com/fastnlp/fastNLP,https://github.com/fastnlp/fastNLP,Apache-2.0,2018-03-07 13:30:20.000,2023-06-05 03:00:37.000000,2022-12-13 03:52:09,2484.0,,455.0,83.0,245.0,61.0,154.0,3022.0,fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.,61.0,24,False,2022-10-31 14:47:34.183,1.0.1,24.0,fastnlp,,,,,2.0,,https://pypi.org/project/fastnlp,2022-10-31 14:47:34.183,2.0,52989.0,52990.0,,,,,,,,3.0,75.0,,,,,,,,,,,,,,,,,,
538,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,679.0,73.0,25.0,117.0,101.0,2974.0,Neural network visualization toolkit for keras.,10.0,24,False,2017-07-06 05:11:22.255,0.4.1,11.0,keras-vis,,,,['tensorflow'],2914.0,2885.0,https://pypi.org/project/keras-vis,2017-07-06 05:11:22.255,29.0,929.0,929.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
539,analytics-zoo,intel-analytics/analytics-zoo,distributed-ml,,https://github.com/intel-analytics/analytics-zoo,https://github.com/intel-analytics/analytics-zoo,Apache-2.0,2017-05-05 02:27:30.000,2023-12-15 03:22:16.000000,2023-12-15 03:22:08,3454.0,1.0,732.0,108.0,3871.0,533.0,855.0,2597.0,"Distributed Tensorflow, Keras and PyTorch on Apache Spark/Flink & Ray.",108.0,24,True,2022-01-25 00:22:00.888,0.11.2,418.0,analytics-zoo,,,,['spark'],5.0,4.0,https://pypi.org/project/analytics-zoo,2022-08-22 20:19:01.213,1.0,2761.0,2761.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
540,promptsource,bigscience-workshop/promptsource,nlp,,https://github.com/bigscience-workshop/promptsource,https://github.com/bigscience-workshop/promptsource,Apache-2.0,2021-05-19 15:26:25.000,2023-10-23 17:59:41.000000,2023-10-23 17:59:40,755.0,,311.0,30.0,695.0,49.0,150.0,2391.0,"Toolkit for creating, sharing and using natural language prompts.",65.0,24,True,2022-07-02 17:57:17.000,0.2.3,5.0,promptsource,,,,,88.0,87.0,https://pypi.org/project/promptsource,2022-04-18 22:31:03.000,1.0,432.0,432.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
541,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,645.0,89.0,29.0,25.0,52.0,2310.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,24,False,2020-01-14 14:12:10.000,0.6.1,6.0,python_speech_features,,,,,701.0,521.0,https://pypi.org/project/python_speech_features,2017-08-16 01:46:13.000,180.0,26236.0,26236.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
542,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2023-07-04 21:11:26.000000,2023-07-04 21:11:26,451.0,,255.0,57.0,56.0,19.0,50.0,2202.0,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,24,True,2019-11-04 05:16:00.000,0.5.0,5.0,pytorch-nlp,,,,['pytorch'],650.0,650.0,https://pypi.org/project/pytorch-nlp,,,6044.0,6044.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
543,kubric,google-research/kubric,image,,https://github.com/google-research/kubric,https://github.com/google-research/kubric,Apache-2.0,2020-07-22 19:56:38.000,2024-01-11 20:56:38.000000,2023-10-16 16:49:59,532.0,,198.0,41.0,116.0,62.0,126.0,2126.0,A data generation pipeline for creating semi-realistic synthetic multi-object videos with rich annotations such as..,25.0,24,True,2023-12-27 00:46:01.000,2023.12.27,773.0,kubric-nightly,,,,,3.0,3.0,https://pypi.org/project/kubric-nightly,2023-12-27 00:46:01.000,,6059.0,6059.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
544,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2023-10-24 16:13:23.000000,2018-12-16 15:30:13,118.0,,244.0,69.0,21.0,93.0,66.0,2078.0,Open source time series library for Python.,6.0,24,False,2017-11-21 16:27:06.000,0.4.16,36.0,pyflux,,,,,279.0,262.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,17.0,28298.0,28298.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
545,Karate Club,benedekrozemberczki/karateclub,graph,,https://github.com/benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,GPL-3.0,2019-12-05 17:35:56.000,2024-02-22 17:48:29.000000,2024-02-22 17:48:28,2307.0,5.0,236.0,37.0,37.0,13.0,114.0,2053.0,Karate Club: An API Oriented Open-source Python Framework for Unsupervised Learning on Graphs (CIKM 2020).,19.0,24,False,2022-12-04 19:04:05.000,_10304,107.0,karateclub,conda-forge/karateclub,,,,230.0,224.0,https://pypi.org/project/karateclub,2022-10-22 16:17:27.886,6.0,4746.0,5262.0,https://anaconda.org/conda-forge/karateclub,2023-06-16 19:21:04.092,22222.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
546,Multicore-TSNE,DmitryUlyanov/Multicore-TSNE,data-viz,,https://github.com/DmitryUlyanov/Multicore-TSNE,https://github.com/DmitryUlyanov/Multicore-TSNE,BSD-3-Clause,2016-10-19 05:46:52.000,2024-02-06 10:59:55.000000,2024-02-06 10:59:47,125.0,7.0,228.0,43.0,36.0,45.0,24.0,1837.0,Parallel t-SNE implementation with Python and Torch wrappers.,18.0,24,True,2017-11-08 13:32:20.000,0.0.1,3.0,MulticoreTSNE,conda-forge/multicore-tsne,,,['pytorch'],452.0,430.0,https://pypi.org/project/MulticoreTSNE,2019-01-09 07:23:04.000,22.0,1764.0,2706.0,https://anaconda.org/conda-forge/multicore-tsne,2023-10-11 19:12:48.654,32054.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
547,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2023-09-22 07:25:32.800000,2023-04-20 14:53:46,460.0,,238.0,49.0,48.0,22.0,91.0,1584.0,Contextually-keyed word vectors.,19.0,24,True,2023-04-17 14:14:02.218,2.0.2,24.0,sense2vec,conda-forge/sense2vec,,,,343.0,329.0,https://pypi.org/project/sense2vec,2021-04-19 07:05:28.000,14.0,1935.0,3985.0,https://anaconda.org/conda-forge/sense2vec,2023-09-22 07:25:32.800,35946.0,,,,,3.0,62399.0,,,,,,,,,,,,,,,,,,
548,Higher,facebookresearch/higher,pytorch-utils,,https://github.com/facebookresearch/higher,https://github.com/facebookresearch/higher,Apache-2.0,2019-09-06 18:58:36.000,2022-03-25 15:56:51.000000,2021-10-26 07:08:33,31.0,,120.0,29.0,31.0,58.0,50.0,1564.0,higher is a pytorch library allowing users to obtain higher order gradients over losses spanning training loops rather..,9.0,24,False,2020-07-14 12:20:32.000,0.2.1,2.0,higher,,,,['pytorch'],397.0,392.0,https://pypi.org/project/higher,2020-07-14 12:20:32.000,5.0,62978.0,62978.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
549,Feature Engine,solegalli/feature_engine,others,,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2020-08-06 19:43:35.639,2023-09-19 07:41:06.631000,2022-12-07 10:32:49,237.0,,267.0,1.0,1.0,1.0,,1530.0,Feature engineering package with sklearn like functionality.,38.0,24,False,2023-09-18 14:50:58.000,1.6.2,38.0,feature_engine,conda-forge/feature_engine,,,,96.0,,https://pypi.org/project/feature_engine,2023-09-18 14:50:58.000,96.0,142229.0,143286.0,https://anaconda.org/conda-forge/feature_engine,2023-09-19 07:41:06.631,44432.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
550,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2023-09-20 03:33:51.000000,2023-08-22 14:21:42,580.0,,302.0,55.0,115.0,54.0,30.0,1488.0,Interpretability and explainability of data and machine learning models.,41.0,24,True,2023-07-31 18:54:38.000,0.3.0,5.0,aix360,,,,,87.0,86.0,https://pypi.org/project/aix360,2023-07-31 18:54:38.000,1.0,1456.0,1456.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
551,fklearn,nubank/fklearn,ml-frameworks,,https://github.com/nubank/fklearn,https://github.com/nubank/fklearn,Apache-2.0,2019-02-27 14:32:57.000,2023-12-07 16:22:32.000000,2023-11-08 21:41:55,157.0,,164.0,101.0,184.0,25.0,25.0,1475.0,fklearn: Functional Machine Learning.,54.0,24,True,2023-11-09 12:58:36.000,3.0.0,29.0,fklearn,,,,,13.0,13.0,https://pypi.org/project/fklearn,,,621.0,621.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
552,CrypTen,facebookresearch/CrypTen,privacy-ml,,https://github.com/facebookresearch/CrypTen,https://github.com/facebookresearch/CrypTen,MIT,2019-08-15 00:00:31.000,2024-02-27 17:15:40.000000,2024-02-27 17:10:19,345.0,5.0,292.0,40.0,253.0,69.0,193.0,1429.0,A framework for Privacy Preserving Machine Learning.,34.0,24,True,2022-12-08 22:11:59.883,0.4.1,3.0,crypten,,,,['pytorch'],34.0,33.0,https://pypi.org/project/crypten,2022-12-08 22:11:59.883,1.0,294.0,294.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
553,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000,2023-10-19 08:20:16.000000,2023-02-08 02:25:50,604.0,,203.0,54.0,460.0,143.0,293.0,1177.0,A Framework for Encrypted Machine Learning in TensorFlow.,29.0,24,True,2023-02-08 02:53:00.720,0.9.1,41.0,tf-encrypted,,,,['tensorflow'],74.0,65.0,https://pypi.org/project/tf-encrypted,2022-11-16 09:12:55.841,9.0,577.0,577.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
554,Node2Vec,eliorc/node2vec,graph,,https://github.com/eliorc/node2vec,https://github.com/eliorc/node2vec,MIT,2017-12-08 13:30:06.000,2024-02-06 13:53:10.000000,2023-12-24 06:07:13,78.0,2.0,226.0,20.0,18.0,5.0,87.0,1167.0,Implementation of the node2vec algorithm.,13.0,24,True,2022-08-01 11:35:00.616,0.4.6,18.0,node2vec,conda-forge/node2vec,,,,580.0,559.0,https://pypi.org/project/node2vec,2022-08-01 11:35:00.616,21.0,83334.0,83729.0,https://anaconda.org/conda-forge/node2vec,2023-06-16 16:13:35.056,27317.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
555,ChainerRL,chainer/chainerrl,reinforcement-learning,,https://github.com/chainer/chainerrl,https://github.com/chainer/chainerrl,MIT,2017-01-30 04:58:15.000,2021-08-10 18:25:48.000000,2021-04-17 06:02:30,3471.0,,223.0,73.0,415.0,75.0,147.0,1146.0,ChainerRL is a deep reinforcement learning library built on top of Chainer.,28.0,24,False,2020-02-14 05:35:56.000,0.8.0,10.0,chainerrl,,,,,170.0,160.0,https://pypi.org/project/chainerrl,2020-02-14 05:35:56.000,10.0,410.0,410.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
556,GPUtil,anderskm/gputil,gpu-utilities,,https://github.com/anderskm/gputil,https://github.com/anderskm/gputil,MIT,2017-01-16 11:57:43.000,2024-02-12 12:03:03.000000,2019-08-16 09:00:15,140.0,,107.0,12.0,21.0,17.0,15.0,1049.0,A Python module for getting the GPU status from NVIDA GPUs using nvidia-smi programmically in Python.,13.0,24,False,2018-12-18 09:12:13.000,1.4.0,8.0,gputil,,,,,5031.0,4728.0,https://pypi.org/project/gputil,2018-12-18 09:12:13.000,303.0,406372.0,406372.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
557,scikit-cuda,lebedov/scikit-cuda,gpu-utilities,,https://github.com/lebedov/scikit-cuda,https://github.com/lebedov/scikit-cuda,BSD-3-Clause,2010-09-27 02:02:07.000,2023-10-15 05:57:46.000000,2023-10-15 05:57:46,1036.0,,173.0,48.0,112.0,52.0,170.0,963.0,Python interface to GPU-powered libraries.,44.0,24,True,2019-05-27 00:29:00.000,0.5.3,7.0,scikit-cuda,,,,,336.0,286.0,https://pypi.org/project/scikit-cuda,2019-05-27 00:29:00.000,50.0,477.0,477.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
558,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2024-02-02 10:10:24.000000,2024-02-02 10:10:23,729.0,2.0,143.0,16.0,102.0,31.0,234.0,928.0,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,45.0,24,True,2023-10-06 08:51:55.000,0.6.18,31.0,torch-sparse,conda-forge/pytorch_sparse,,,['pytorch'],75.0,,https://pypi.org/project/torch-sparse,2023-10-06 08:51:55.000,75.0,23031.0,28731.0,https://anaconda.org/conda-forge/pytorch_sparse,2024-01-09 03:56:17.077,250811.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
559,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2023-06-16 13:16:30.947000,2023-02-20 00:24:10,1723.0,,177.0,40.0,173.0,60.0,174.0,919.0,A Jupyter - Three.js bridge.,30.0,24,False,2022-08-31 09:02:38.000,2.4.1,18.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],30.0,30.0,https://pypi.org/project/pythreejs,,,55662.0,64627.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,523099.0,,,,,3.0,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,3341.0,,,,,,,,,,,,
560,detoxify,unitaryai/detoxify,nlp,,https://github.com/unitaryai/detoxify,https://github.com/unitaryai/detoxify,Apache-2.0,2020-09-23 15:24:21.000,2024-02-01 14:51:21.000000,2024-02-01 14:45:49,245.0,8.0,106.0,15.0,41.0,35.0,27.0,805.0,Trained models & code to predict toxic comments on all 3 Jigsaw Toxic Comment Challenges. Built using Pytorch..,12.0,24,True,2024-02-01 14:51:21.000,0.5.2,13.0,detoxify,,,,,550.0,535.0,https://pypi.org/project/detoxify,2024-02-01 14:51:21.000,15.0,40891.0,51148.0,,,,,,,,3.0,400026.0,,,,,,,,,,,,,,,,,,
561,TF Compression,tensorflow/compression,tensorflow-utils,,https://github.com/tensorflow/compression,https://github.com/tensorflow/compression,Apache-2.0,2018-05-15 23:32:19.000,2024-02-29 08:19:55.000000,2024-02-29 08:19:09,289.0,13.0,248.0,46.0,18.0,9.0,91.0,803.0,Data compression in TensorFlow.,21.0,24,True,2024-02-02 01:53:52.000,2.15.0,24.0,tensorflow-compression,,,,['tensorflow'],2.0,,https://pypi.org/project/tensorflow-compression,2024-02-02 01:38:32.000,2.0,10371.0,10371.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
