,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,gitlab_id,gitlab_url,new_addition
423,TensorFlow Cloud,tensorflow/cloud,,tensorflow-utils,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000000,2021-05-13 15:32:45.000000,2021-05-12 00:29:54.000000,50,49.0,25.0,239,535.0,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,19.0,24,True,2021-05-04 20:29:17.000000,0.1.14,17.0,tensorflow-cloud,,,,['tensorflow'],53.0,53.0,https://pypi.org/project/tensorflow-cloud,2021-05-04 20:29:17.000000,0.0,246634.0,246634.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
424,pysparkling,svenkreiss/pysparkling,,data-pipelines,https://github.com/svenkreiss/pysparkling,https://github.com/svenkreiss/pysparkling,MIT,2015-05-09 19:23:20.000000,2021-03-05 14:35:43.000000,2021-02-22 17:29:11.000000,45,7.0,21.0,234,1527.0,A pure Python implementation of Apache Spark's RDD and DStream interfaces.,10.0,24,True,2021-01-10 21:15:26.000000,0.6.1,68.0,pysparkling,,,,,76.0,62.0,https://pypi.org/project/pysparkling,2021-01-10 21:15:26.000000,14.0,13244.0,13244.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
425,Orion,Epistimio/orion,,hyperopt,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000000,2021-05-13 02:33:28.000000,2021-05-12 13:48:48.000000,40,41.0,115.0,189,2716.0,Asynchronous Distributed Hyperparameter Optimization.,23.0,24,True,2021-04-08 01:19:08.000000,0.1.14,15.0,orion,,,,,48.0,40.0,https://pypi.org/project/orion,2021-04-08 01:19:08.000000,8.0,2375.0,2375.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
426,cortex,cortexlabs/cortex,,model-serialisation,https://github.com/cortexlabs/cortex,https://github.com/cortexlabs/cortex,Apache-2.0,2019-01-24 04:43:14.000000,2021-05-13 15:02:30.000000,2021-05-13 04:58:35.000000,573,121.0,884.0,7491,2109.0,Scale compute-intensive serverless workloads.,21.0,23,True,2021-05-11 21:36:23.000000,0.35.0,54.0,cortex,,,,,0.0,,https://pypi.org/project/cortex,2021-05-11 21:29:43.000000,0.0,1420.0,1420.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
427,Ciphey,Ciphey/Ciphey,,nlp,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000000,2021-05-13 05:35:05.000000,2021-05-13 05:35:04.000000,385,44.0,189.0,6813,1751.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",41.0,23,True,2021-02-28 10:55:16.000000,5.11.1,44.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,2021-02-28 10:54:10.000000,,4858.0,5288.0,,,,https://hub.docker.com/r/remnux/ciphey,2021-04-17 23:37:17.538200,3.0,9471.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
428,Apex,NVIDIA/apex,,gpu-utilities,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000000,2021-04-30 23:04:53.000000,2021-04-19 22:24:14.000000,727,467.0,372.0,5341,841.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,82.0,23,True,,,1.0,,conda-forge/nvidia-apex,,,['pytorch'],546.0,546.0,,,,,2349.0,https://anaconda.org/conda-forge/nvidia-apex,2021-04-22 16:13:47.237000,44634.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
429,PyAlgoTrade,gbeced/pyalgotrade,,financial-data,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000000,2021-04-19 00:39:07.000000,2018-08-21 02:42:52.000000,1187,45.0,81.0,3313,1156.0,Python Algorithmic Trading Library.,11.0,23,False,,,8.0,pyalgotrade,,,,,95.0,74.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000000,21.0,702.0,702.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
430,segmentation_models,qubvel/segmentation_models,,image,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000000,2021-04-02 06:02:48.000000,2020-04-17 09:51:20.000000,749,167.0,245.0,3170,204.0,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,23,False,2020-01-10 11:36:02.000000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],24.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000000,24.0,20871.0,20871.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
431,Camelot,atlanhq/camelot,,data-loading,https://github.com/atlanhq/camelot,https://github.com/atlanhq/camelot,MIT,2016-06-18 11:48:49.000000,2020-07-27 12:28:15.000000,2019-10-15 05:25:40.000000,312,68.0,275.0,3040,446.0,Camelot: PDF Table Extraction for Humans.,23.0,23,False,2020-07-27 12:28:15.000000,0.8.2,21.0,camelot-py,,,,,20.0,,https://pypi.org/project/camelot-py,2020-07-27 12:28:15.000000,20.0,28419.0,28419.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
432,SHOGUN,shogun-toolbox/shogun,,ml-frameworks,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000000,2021-03-05 12:19:13.000000,2020-12-08 16:56:38.000000,1049,467.0,1077.0,2819,16205.0,Unified and efficient Machine Learning.,248.0,23,True,2019-07-05 10:23:31.000000,shogun_6.1.4,10.0,,conda-forge/shogun,shogun/shogun,,,,,,,,,2161.0,https://anaconda.org/conda-forge/shogun,2018-06-25 20:49:17.070000,98863.0,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1453.0,3.0,,,,,,,,,,shogun,,,,,,,,,,,,,
433,Porcupine,Picovoice/Porcupine,,audio,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000000,2021-05-11 22:12:08.000000,2021-05-11 22:12:08.000000,353,6.0,301.0,2422,468.0,On-device wake word detection powered by deep learning.,27.0,23,True,2021-04-14 16:39:57.000000,1.9.5,19.0,pvporcupine,,,,,5.0,5.0,https://pypi.org/project/pvporcupine,2021-04-14 16:39:57.000000,0.0,1273.0,1273.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
434,analytics-zoo,intel-analytics/analytics-zoo,,distributed-ml,https://github.com/intel-analytics/analytics-zoo,https://github.com/intel-analytics/analytics-zoo,Apache-2.0,2017-05-05 02:27:30.000000,2021-05-13 09:08:51.000000,2021-05-13 01:55:49.000000,661,499.0,628.0,2298,2914.0,"Distributed Tensorflow, Keras and PyTorch on Apache Spark/Flink & Ray.",91.0,23,True,2021-04-28 09:00:31.000000,0.10.0,71.0,analytics-zoo,,,,['spark'],2.0,2.0,https://pypi.org/project/analytics-zoo,2021-05-12 07:36:15.000000,,1163.0,1163.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
435,neuralcoref,huggingface/neuralcoref,,nlp,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000000,2021-02-24 08:54:06.000000,2021-02-24 08:54:03.000000,399,51.0,219.0,2281,115.0,Fast Coreference Resolution in spaCy with Neural Networks.,20.0,23,True,2019-04-08 11:28:27.000000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,352.0,334.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000000,18.0,8441.0,8968.0,https://anaconda.org/conda-forge/neuralcoref,2020-02-21 22:10:40.453000,7850.0,,,,,3.0,201.0,,,,,,,,,,,,,,,,,,,,,,
436,ART,Trusted-AI/adversarial-robustness-toolbox,,adversarial,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000000,2021-05-13 12:41:40.000000,2021-05-12 16:52:07.000000,620,77.0,429.0,2219,,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",66.0,23,True,2021-04-16 23:43:51.000000,1.6.1,30.0,adversarial-robustness-toolbox,,,,,117.0,117.0,https://pypi.org/project/adversarial-robustness-toolbox,2021-03-16 14:39:19.000000,0.0,5223.0,5223.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
437,scikit-opt,guofei9987/scikit-opt,,sklearn-utils,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000000,2021-04-03 05:58:51.000000,2021-04-03 05:58:41.000000,515,23.0,75.0,2208,268.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",10.0,23,True,2021-03-27 15:31:11.000000,0.6.3,20.0,scikit-opt,,,,['sklearn'],35.0,32.0,https://pypi.org/project/scikit-opt,2021-03-27 15:27:39.000000,3.0,1319.0,1319.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
438,PandasGUI,adamerose/pandasgui,,data-viz,https://github.com/adamerose/PandasGUI,https://github.com/adamerose/PandasGUI,MIT,2019-06-12 02:19:42.000000,2021-05-13 08:06:18.000000,2021-05-13 08:06:13.000000,124,24.0,84.0,2189,403.0,A GUI for Pandas DataFrames.,8.0,23,True,2021-03-07 08:16:51.000000,0.2.10,40.0,pandasgui,,,,['pandas'],67.0,65.0,https://pypi.org/project/pandasgui,2021-03-07 08:16:51.000000,2.0,3865.0,3865.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
439,Enigma Catalyst,enigmampc/catalyst,,financial-data,https://github.com/enigmampc/catalyst,https://github.com/enigmampc/catalyst,Apache-2.0,2017-06-13 22:31:34.000000,2021-01-05 19:10:30.000000,2020-12-28 10:58:58.000000,617,135.0,356.0,2159,6362.0,An Algorithmic Trading Library for Crypto-Assets in Python.,144.0,23,True,2018-11-11 16:46:28.000000,0.5.21,52.0,enigma-catalyst,,,,,24.0,22.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000000,2.0,2992.0,2992.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
440,fastNLP,fastnlp/fastNLP,,nlp,https://github.com/fastnlp/fastNLP,https://github.com/fastnlp/fastNLP,Apache-2.0,2018-03-07 13:30:20.000000,2021-04-22 01:57:46.000000,2021-04-12 13:45:28.000000,363,21.0,131.0,2133,1742.0,fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.,50.0,23,True,2020-11-06 15:31:29.000000,0.6.0,10.0,fastnlp,,,,,32.0,31.0,https://pypi.org/project/fastnlp,2019-02-04 02:35:37.000000,1.0,923.0,924.0,,,,,,,,3.0,54.0,,,,,,,,-2.0,,,,,,,,,,,,,,
441,TF Ranking,tensorflow/ranking,,recommender-systems,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000000,2021-05-06 02:25:18.000000,2021-02-04 05:28:28.000000,375,26.0,205.0,2116,325.0,Learning to Rank in TensorFlow.,20.0,23,True,2021-02-02 16:58:47.000000,0.3.3,15.0,tensorflow_ranking,,,,['tensorflow'],2.0,,https://pypi.org/project/tensorflow_ranking,2021-01-30 02:05:46.000000,2.0,89218.0,89218.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
442,Acme,deepmind/acme,,reinforcement-learning,https://github.com/deepmind/acme,https://github.com/deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000000,2021-05-13 14:09:23.000000,2021-05-13 14:08:58.000000,218,43.0,54.0,2065,424.0,A library of reinforcement learning components and agents.,38.0,23,True,2020-10-23 16:00:01.000000,0.2.0,9.0,dm-acme,,,,['tensorflow'],27.0,27.0,https://pypi.org/project/dm-acme,2020-10-23 16:00:01.000000,,1700.0,1700.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
443,SRU,asappresearch/sru,,pytorch-utils,https://github.com/asappresearch/sru,https://github.com/asappresearch/sru,MIT,2017-08-28 20:37:41.000000,2021-05-13 15:29:14.000000,2021-03-19 22:29:41.000000,290,54.0,65.0,1944,383.0,Training RNNs as Fast as CNNs (https://arxiv.org/abs/1709.02755).,21.0,23,True,2021-05-12 15:08:20.000000,2.6.0.de,26.0,sru,,,,['pytorch'],17.0,15.0,https://pypi.org/project/sru,2021-05-12 15:08:49.000000,2.0,3454.0,3454.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
444,GluonTS,awslabs/gluon-ts,,time-series-data,https://github.com/awslabs/gluon-ts,https://github.com/awslabs/gluon-ts,Apache-2.0,2019-05-15 17:17:29.000000,2021-05-13 05:00:01.000000,2021-05-11 20:01:32.000000,392,208.0,378.0,1888,715.0,Probabilistic time series modeling in Python.,71.0,23,True,2021-05-11 09:27:09.000000,0.7.2,35.0,gluonts,,,,['mxnet'],0.0,,https://pypi.org/project/gluonts,2021-05-11 09:27:09.000000,0.0,35013.0,35013.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
445,PyFlux,RJT1990/pyflux,,time-series-data,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000000,2019-03-19 10:45:02.000000,2018-12-16 15:30:13.000000,210,79.0,65.0,1871,118.0,Open source time series library for Python.,6.0,23,False,2017-11-21 16:27:06.000000,0.4.16,35.0,pyflux,,,,,211.0,181.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000000,30.0,33639.0,33639.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
446,Pillow-SIMD,uploadcare/pillow-simd,,image,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000000,2021-05-10 11:18:09.000000,2020-06-02 14:50:14.000000,67,12.0,54.0,1594,,The friendly PIL fork.,310.0,23,False,2020-01-02 05:19:26.000000,7.0.0,35.0,pillow-simd,,,,,451.0,401.0,https://pypi.org/project/pillow-simd,2020-01-26 14:30:27.000000,50.0,34961.0,34961.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
447,Multicore-TSNE,DmitryUlyanov/Multicore-TSNE,,data-viz,https://github.com/DmitryUlyanov/Multicore-TSNE,https://github.com/DmitryUlyanov/Multicore-TSNE,BSD-3-Clause,2016-10-19 05:46:52.000000,2021-04-23 10:26:30.160000,2020-08-19 14:58:00.000000,200,37.0,20.0,1571,113.0,Parallel t-SNE implementation with Python and Torch wrappers.,15.0,23,True,2017-11-08 13:32:20.000000,0.0.1,3.0,MulticoreTSNE,conda-forge/multicore-tsne,,,['pytorch'],250.0,222.0,https://pypi.org/project/MulticoreTSNE,2019-01-09 07:23:04.000000,28.0,5292.0,5535.0,https://anaconda.org/conda-forge/multicore-tsne,2021-04-23 10:26:30.160000,7317.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
448,PyTextRank,DerwenAI/pytextrank,,nlp,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000000,2021-05-05 04:34:13.000000,2021-05-05 04:34:13.000000,300,17.0,51.0,1538,,Python implementation of TextRank for phrase extraction and summarization of text documents.,13.0,23,True,2021-03-25 19:46:28.000000,3.1.1,15.0,pytextrank,,,,,167.0,155.0,https://pypi.org/project/pytextrank,2021-03-25 19:46:28.000000,12.0,11321.0,11321.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
449,streamparse,Parsely/streamparse,,data-pipelines,https://github.com/Parsely/streamparse,https://github.com/Parsely/streamparse,Apache-2.0,2014-05-02 20:33:50.000000,2020-12-18 18:44:04.000000,2020-12-18 18:43:59.000000,219,69.0,263.0,1431,1059.0,"Run Python in Apache Storm topologies. Pythonic API, CLI tooling, and a topology DSL.",40.0,23,True,2020-10-07 19:53:15.000000,4.0.0,47.0,streamparse,,,,,100.0,48.0,https://pypi.org/project/streamparse,2020-10-07 19:45:19.000000,52.0,2864.0,2864.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
450,Magnitude,plasticityai/magnitude,,nn-search,https://github.com/plasticityai/magnitude,https://github.com/plasticityai/magnitude,MIT,2018-02-24 07:28:16.000000,2021-02-23 18:10:43.000000,2020-07-17 20:19:46.000000,100,27.0,50.0,1430,350.0,"A fast, efficient universal vector embedding utility package.",4.0,23,True,2020-05-25 11:26:36.000000,0.1.143,128.0,pymagnitude,,,,,203.0,189.0,https://pypi.org/project/pymagnitude,2020-05-25 11:26:36.000000,14.0,8362.0,8362.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
451,mljar-supervised,mljar/mljar-supervised,,hyperopt,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000000,2021-05-13 08:58:42.000000,2021-05-13 08:58:42.000000,157,32.0,331.0,1254,888.0,Automated Machine Learning Pipeline with Feature Engineering and Hyper-Parameters Tuning.,9.0,23,True,2021-04-01 15:02:32.000000,0.10.3,70.0,mljar-supervised,,,,,10.0,10.0,https://pypi.org/project/mljar-supervised,2021-04-01 14:13:12.000000,,5097.0,5097.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
452,Torch Points 3D,nicolas-chaulet/torch-points3d,,image,https://github.com/nicolas-chaulet/torch-points3d,https://github.com/nicolas-chaulet/torch-points3d,BSD-3-Clause,2019-12-06 11:33:34.000000,2021-05-13 08:42:19.000000,2021-05-07 08:15:48.000000,189,51.0,182.0,1242,1631.0,Pytorch framework for doing deep learning on point clouds.,23.0,23,True,2021-04-30 09:00:22.000000,1.3.0,14.0,torch-points3d,,,,['pytorch'],3.0,3.0,https://pypi.org/project/torch-points3d,2021-04-30 09:00:22.000000,,666.0,666.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
453,Pypeline,cgarciae/pypeln,,data-pipelines,https://github.com/cgarciae/pypeln,https://github.com/cgarciae/pypeln,MIT,2018-09-01 13:43:31.000000,2021-05-01 11:58:40.000000,2021-04-13 00:55:39.000000,70,14.0,36.0,1225,235.0,Concurrent data pipelines in Python .,10.0,23,True,2021-01-05 18:00:06.000000,0.4.7,34.0,pypeln,,,,,10.0,,https://pypi.org/project/pypeln,2021-01-05 18:00:06.000000,10.0,30805.0,30805.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
454,metric-learn,scikit-learn-contrib/metric-learn,,others,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000000,2021-04-28 08:46:22.000000,2021-04-26 08:27:27.000000,216,52.0,110.0,1145,266.0,Metric learning algorithms in Python.,19.0,23,True,2020-07-02 12:59:23.000000,0.6.2,10.0,metric-learn,,,,['sklearn'],156.0,138.0,https://pypi.org/project/metric-learn,2020-07-02 12:59:23.000000,18.0,7979.0,7979.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
455,livelossplot,stared/livelossplot,,ml-experiments,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000000,2021-02-07 23:25:37.000000,2021-02-07 23:24:31.000000,137,3.0,70.0,1074,323.0,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",16.0,23,True,2021-02-03 16:25:47.000000,0.5.4,24.0,livelossplot,,,,['jupyter'],531.0,521.0,https://pypi.org/project/livelossplot,2021-02-03 16:25:47.000000,10.0,32841.0,32841.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
456,TabPy,tableau/TabPy,,others,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000000,2021-02-04 23:28:56.000000,2021-02-04 23:28:56.000000,397,10.0,265.0,1073,828.0,Execute Python code on the fly and display results in Tableau visualizations:.,40.0,23,True,2020-11-11 19:06:41.000000,2.3.1,24.0,tabpy,,,,,61.0,61.0,https://pypi.org/project/tabpy,2020-11-11 19:06:41.000000,0.0,21839.0,21839.0,,,,,,,,3.0,,,,,,,,,-2.0,,,,,,,,,,,,,,
457,FairScale,facebookresearch/fairscale,,distributed-ml,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000000,2021-05-13 04:51:10.000000,2021-05-13 01:41:40.000000,77,42.0,131.0,1028,446.0,PyTorch extensions for high performance and large scale training.,30.0,23,True,2021-04-19 19:54:04.000000,0.3.5,18.0,fairscale,,,,['pytorch'],18.0,18.0,https://pypi.org/project/fairscale,2021-04-26 18:04:27.000000,0.0,11969.0,11969.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
458,tensorly,tensorly/tensorly,,others,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,BSD-2-Clause,2016-10-21 23:14:52.000000,2021-05-12 14:23:55.000000,2021-05-11 12:29:27.000000,205,34.0,107.0,1009,,TensorLy: Tensor Learning in Python.,43.0,23,True,2021-04-15 15:01:47.000000,0.5.1,17.0,tensorly,conda-forge/tensorly,,,,165.0,145.0,https://pypi.org/project/tensorly,2021-04-14 11:18:01.000000,20.0,8724.0,12454.0,https://anaconda.org/conda-forge/tensorly,2020-12-07 22:44:30.386000,134309.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
459,Optimus,ironmussa/Optimus,,data-pipelines,https://github.com/ironmussa/Optimus,https://github.com/ironmussa/Optimus,Apache-2.0,2017-07-13 02:31:18.000000,2021-05-11 04:20:44.000000,2021-05-11 04:20:38.000000,192,139.0,170.0,1007,3530.0,"Agile Data Preparation Workflows madeeasy with pandas, dask, cudf, dask_cudf and pyspark.",21.0,23,True,2020-07-19 03:05:40.000000,2.2.32,85.0,optimuspyspark,,,,['spark'],14.0,14.0,https://pypi.org/project/optimuspyspark,2019-05-30 02:22:54.000000,,7797.0,7797.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
460,Alibi,SeldonIO/alibi,,interpretability,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Apache-2.0,2019-02-26 10:10:56.000000,2021-05-12 15:36:58.000000,2021-05-12 15:36:18.000000,126,82.0,94.0,987,267.0,Algorithms for monitoring and explaining machine learning models.,13.0,23,True,2021-04-29 14:20:00.000000,0.5.8,18.0,alibi,,,,,97.0,79.0,https://pypi.org/project/alibi,2021-04-29 14:19:18.000000,18.0,10373.0,10373.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
461,ChainerRL,chainer/chainerrl,,reinforcement-learning,https://github.com/chainer/chainerrl,https://github.com/chainer/chainerrl,MIT,2017-01-30 04:58:15.000000,2021-04-17 06:02:31.000000,2021-04-17 06:02:30.000000,206,75.0,146.0,949,3471.0,ChainerRL is a deep reinforcement learning library built on top of Chainer.,29.0,23,True,2020-02-14 05:35:56.000000,0.8.0,10.0,chainerrl,,,,,112.0,98.0,https://pypi.org/project/chainerrl,2020-02-14 05:35:56.000000,14.0,596.0,596.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
462,ogb,snap-stanford/ogb,,graph,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000000,2021-05-13 09:05:43.000000,2021-05-13 09:05:40.000000,178,3.0,134.0,931,519.0,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",15.0,23,True,2021-04-07 08:44:37.000000,1.3.1,14.0,ogb,,,,,90.0,90.0,https://pypi.org/project/ogb,2021-04-07 08:44:37.000000,0.0,6442.0,6442.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
463,keract,philipperemy/keract,,interpretability,https://github.com/philipperemy/keract,https://github.com/philipperemy/keract,MIT,2017-05-17 04:50:57.000000,2021-05-02 00:52:25.000000,2021-04-30 05:11:38.000000,178,3.0,76.0,878,361.0,Layers Outputs and Gradients in Keras. Made easy.,15.0,23,True,2021-01-22 09:01:30.000000,4.4.0,37.0,keract,,,,['tensorflow'],84.0,79.0,https://pypi.org/project/keract,2021-01-22 09:01:30.000000,5.0,1986.0,1986.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
464,scikit-cuda,lebedov/scikit-cuda,,gpu-utilities,https://github.com/lebedov/scikit-cuda,https://github.com/lebedov/scikit-cuda,BSD-3-Clause,2010-09-27 02:02:07.000000,2021-03-30 14:24:47.000000,2021-03-30 14:24:27.000000,160,42.0,165.0,824,1029.0,Python interface to GPU-powered libraries.,44.0,23,True,2019-05-27 00:29:00.000000,0.5.3,7.0,scikit-cuda,,,,,197.0,127.0,https://pypi.org/project/scikit-cuda,2019-05-27 00:29:00.000000,70.0,909.0,909.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
