,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,new_addition
432,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2022-05-19 02:01:34.000000,2022-05-10 21:47:42,360,13.0,190,46.0,433.0,24.0,66.0,2095,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",13.0,26,True,2022-04-26 01:24:34.000,0.10.0,13.0,m2cgen,,,,,36.0,33.0,https://pypi.org/project/m2cgen,2022-04-26 01:24:34.000,3.0,42933.0,42933.0,,,,,,,,2.0,16.0,,,,,,,,,,,,,,,,,,,,
433,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2022-05-18 07:04:03.000000,2022-05-18 07:03:59,1063,21.0,285,44.0,46.0,43.0,182.0,2063,Graph Neural Networks with Keras and Tensorflow 2.,20.0,26,True,2022-04-09 13:44:22.000,1.1,32.0,spektral,,,,['tensorflow'],125.0,123.0,https://pypi.org/project/spektral,2022-04-09 13:00:34.000,2.0,6390.0,6390.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
434,PyFunctional,EntilZha/PyFunctional,data-pipelines,,https://github.com/EntilZha/PyFunctional,https://github.com/EntilZha/PyFunctional,MIT,2015-02-05 17:17:51.000,2021-11-26 14:50:52.000000,2021-11-05 18:58:53,520,,110,53.0,43.0,7.0,120.0,2012,Python library for creating data pipelines with chain functional programming.,25.0,26,True,2021-01-12 19:21:07.000,1.4.3,14.0,pyfunctional,,,,,447.0,435.0,https://pypi.org/project/pyfunctional,2021-01-12 19:14:48.000,12.0,97551.0,97551.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
435,polyglot,aboSamoor/polyglot,nlp,,https://github.com/aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,GPL-3.0,2014-06-30 02:07:45.000,2022-05-18 09:36:53.000000,2020-09-22 22:35:28,271,,310,80.0,50.0,147.0,66.0,1999,Multilingual text (NLP) processing toolkit.,26.0,26,False,2016-07-03 20:05:42.000,16.7.4,9.0,polyglot,,,,,794.0,710.0,https://pypi.org/project/polyglot,2016-07-03 20:05:42.000,84.0,50416.0,50416.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
436,zenml,zenml-io/zenml,data-pipelines,,https://github.com/zenml-io/zenml,https://github.com/zenml-io/zenml,Apache-2.0,2020-11-19 09:25:46.000,2022-05-19 08:01:02.000000,2022-05-18 19:46:59,4589,341.0,144,34.0,523.0,10.0,65.0,1983,ZenML : MLOps framework to create reproducible pipelines. https://zenml.io.,32.0,26,True,2022-05-19 06:28:35.000,0.8.0,53.0,zenml,,,,,,,https://pypi.org/project/zenml,2022-05-18 20:03:31.000,,1147.0,1147.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
437,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2022-01-14 10:29:02.172000,2021-07-16 09:03:20,66,,456,37.0,41.0,62.0,58.0,1970,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,26,True,2020-09-15 16:26:00.000,1.1.1,9.0,efficientnet,anaconda/efficientnet,,,['tensorflow'],1005.0,995.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000,10.0,108198.0,114726.0,https://anaconda.org/anaconda/efficientnet,2022-01-14 10:29:02.172,53.0,,,,,3.0,234960.0,,,,,,,,,,,,,,,,,,,,
438,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2022-03-02 10:05:52.000000,2021-07-09 11:06:18,56,,449,41.0,22.0,62.0,38.0,1775,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,26,True,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],2270.0,2227.0,https://pypi.org/project/mtcnn,2021-07-09 11:16:39.000,43.0,27734.0,27907.0,https://anaconda.org/conda-forge/mtcnn,2021-08-17 17:36:21.436,4697.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
439,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2022-05-16 16:26:31.000000,2022-05-16 16:26:25,495,17.0,201,63.0,27.0,42.0,77.0,1764,Fast and Easy Infinite Neural Networks in Python.,22.0,26,True,2022-02-23 16:58:57.000,0.5.0,25.0,neural-tangents,,,,,37.0,36.0,https://pypi.org/project/neural-tangents,2022-02-23 16:56:29.000,1.0,2568.0,2578.0,,,,,,,,3.0,233.0,,,,,,,,,,,,,,,,,,,,
440,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2022-05-05 17:04:02.000000,2022-05-05 17:04:01,348,3.0,548,87.0,171.0,75.0,61.0,1726,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",49.0,26,True,2021-03-04 18:11:34.000,0.4.0,9.0,aif360,conda-forge/aif360,,,,164.0,156.0,https://pypi.org/project/aif360,2021-03-04 18:11:34.000,8.0,8714.0,8815.0,https://anaconda.org/conda-forge/aif360,2021-09-29 17:08:47.878,2029.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
441,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2022-02-12 03:29:55.000000,2022-02-12 02:32:06,1636,,157,59.0,65.0,69.0,123.0,1724,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,26,True,2022-02-12 03:29:55.000,0.8.0,21.0,hypertools,,,,,196.0,186.0,https://pypi.org/project/hypertools,2022-02-12 02:43:24.000,10.0,818.0,818.0,,,,,,,,3.0,14.0,,,,,,,,,,,,,,,,,,,,
442,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2022-05-19 14:28:48.000000,2022-05-19 14:13:34,712,88.0,121,25.0,489.0,63.0,257.0,1596,A python library for self-supervised learning on images.,18.0,26,True,2022-05-17 14:50:13.000,1.2.16,52.0,lightly,,,,['pytorch'],37.0,36.0,https://pypi.org/project/lightly,2022-05-17 14:55:43.000,1.0,2878.0,2878.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
443,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,AGPL-3.0,2021-10-11 14:48:38.000,2022-05-19 13:19:14.000000,2022-05-19 11:03:07,885,293.0,97,9.0,973.0,123.0,376.0,1498,Test Suites for Validating ML Models & Data. Deepchecks is a Python package for comprehensively validating your..,24.0,26,False,2022-05-12 14:13:13.000,0.6.4,34.0,deepchecks,,,,,7.0,7.0,https://pypi.org/project/deepchecks,2022-05-12 14:12:49.000,,29556.0,29580.0,,,,,,,,2.0,169.0,,,,,,,,,,,,,,,,,,,,True
444,streamparse,Parsely/streamparse,data-pipelines,,https://github.com/Parsely/streamparse,https://github.com/Parsely/streamparse,Apache-2.0,2014-05-02 20:33:50.000,2022-01-10 21:46:17.000000,2022-01-10 21:42:18,1069,,217,102.0,167.0,70.0,263.0,1459,"Run Python in Apache Storm topologies. Pythonic API, CLI tooling, and a topology DSL.",42.0,26,True,2022-01-10 21:46:17.000,4.1.2,50.0,streamparse,,,,,81.0,54.0,https://pypi.org/project/streamparse,2022-01-10 21:43:49.000,27.0,3650.0,3650.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
445,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2022-04-03 02:11:08.000000,2022-04-03 02:11:08,459,6.0,311,78.0,78.0,55.0,227.0,1379,bt - flexible backtesting for Python.,25.0,26,True,2021-04-21 02:52:26.000,0.2.9,25.0,bt,conda-forge/bt,,,,133.0,112.0,https://pypi.org/project/bt,2021-04-21 02:52:26.000,21.0,4158.0,4474.0,https://anaconda.org/conda-forge/bt,2022-01-18 18:09:55.903,4116.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
446,Orbit,uber/orbit,probabilistics,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2022-05-18 23:55:55.000000,2022-05-11 20:53:53,827,46.0,100,29.0,388.0,61.0,305.0,1371,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,16.0,26,True,2022-04-28 21:45:14.000,1.1.2,19.0,orbit-ml,,,,,7.0,6.0,https://pypi.org/project/orbit-ml,2022-04-28 21:46:38.000,1.0,20835.0,20835.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
447,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2022-04-07 21:15:18.000000,2022-03-11 06:00:21,281,1.0,218,49.0,180.0,52.0,117.0,1237,Metric learning algorithms in Python.,22.0,26,True,2020-07-02 12:59:23.000,0.6.2,10.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],214.0,203.0,https://pypi.org/project/metric-learn,2020-07-02 12:59:23.000,11.0,14474.0,14691.0,https://anaconda.org/conda-forge/metric-learn,2020-07-02 13:51:25.681,5664.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
448,arq,samuelcolvin/arq,data-pipelines,,https://github.com/samuelcolvin/arq,https://github.com/samuelcolvin/arq,MIT,2016-07-21 18:24:42.000,2022-05-19 13:53:06.000000,2022-03-28 11:37:46,328,10.0,101,27.0,173.0,37.0,101.0,1196,Fast job queuing and RPC in python with asyncio and redis.,39.0,26,True,2021-09-02 12:45:02.000,0.22,56.0,arq,conda-forge/arq,,,,236.0,225.0,https://pypi.org/project/arq,2022-03-09 17:53:27.000,11.0,22487.0,22652.0,https://anaconda.org/conda-forge/arq,2021-09-03 10:08:17.446,2148.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
449,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2022-04-05 08:01:28.000000,2022-04-04 16:13:36,330,2.0,142,27.0,62.0,4.0,70.0,1179,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,26,True,2022-04-04 16:14:08.000,0.5.5,25.0,livelossplot,,,,['jupyter'],802.0,791.0,https://pypi.org/project/livelossplot,2022-04-04 16:14:08.000,11.0,67428.0,67428.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
450,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2022-03-18 13:53:43.000000,2022-03-18 13:03:22,603,25.0,119,25.0,107.0,4.0,100.0,994,"Extensible, parallel implementations of t-SNE.",10.0,26,True,2022-03-18 13:55:30.000,0.6.2,23.0,opentsne,conda-forge/opentsne,,,,343.0,334.0,https://pypi.org/project/opentsne,2022-03-18 13:53:43.000,9.0,17809.0,21140.0,https://anaconda.org/conda-forge/opentsne,2021-11-13 15:59:24.399,136606.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
451,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2020-10-14 13:28:13.625000,2020-10-14 13:22:39,167,,287,71.0,83.0,27.0,26.0,919,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,26,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,1008.0,874.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000,134.0,35621.0,35931.0,https://anaconda.org/conda-forge/empyrical,2020-10-14 13:28:13.625,15812.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
452,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2022-05-17 18:44:24.000000,2022-05-09 17:53:21,513,4.0,168,44.0,53.0,3.0,59.0,919,Training neural models with structured signals.,33.0,26,True,2020-08-18 00:35:35.000,1.3.1,7.0,neural-structured-learning,,,,['tensorflow'],226.0,224.0,https://pypi.org/project/neural-structured-learning,2020-08-18 00:35:35.000,2.0,15535.0,15535.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
453,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2022-05-19 14:44:24.000000,2022-05-19 14:41:12,2616,227.0,146,27.0,378.0,72.0,436.0,919,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,56.0,26,True,2021-12-16 14:35:52.000,0.1.0,2.0,avalanche-lib,,,,,9.0,9.0,https://pypi.org/project/avalanche-lib,2021-12-16 14:35:52.000,,660.0,660.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
454,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2022-05-19 14:18:23.000000,2022-05-19 13:56:40,2662,90.0,119,24.0,524.0,122.0,279.0,850,A Python library for learning and evaluating knowledge graph embeddings.,26.0,26,True,2022-04-20 12:02:16.000,1.8.1,40.0,pykeen,,,,,3.0,,https://pypi.org/project/pykeen,2022-04-20 11:58:58.000,3.0,1379.0,1385.0,,,,,,,,2.0,142.0,,,,,,,,,,,,,,,,,,,,
455,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2022-04-21 23:39:08.000000,2021-12-06 21:48:19,1667,,175,41.0,164.0,73.0,144.0,812,A Jupyter - Three.js bridge.,29.0,26,True,2021-02-26 14:01:21.000,2.3.0,43.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],64.0,19.0,https://pypi.org/project/pythreejs,2021-02-26 14:01:21.000,38.0,48114.0,58933.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505,381925.0,,,,,3.0,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2021-02-26 13:59:06.062,7.0,5515.0,,,,,,,,,,,,,
456,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2020-11-17 10:32:02.000000,2020-11-05 15:16:04,514,,245,42.0,72.0,100.0,186.0,812,Gaussian Process Optimization using GPy.,49.0,26,False,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,,313.0,281.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000,32.0,11437.0,11437.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
457,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,MIT,2010-01-31 00:13:06.000,2021-12-07 00:42:53.000000,2021-12-07 00:42:43,1286,,141,46.0,53.0,17.0,61.0,747,Computer Vision in Python.,32.0,26,True,2021-10-14 12:53:24.000,1.4.12,58.0,mahotas,conda-forge/mahotas,,,,926.0,815.0,https://pypi.org/project/mahotas,2021-10-14 12:53:24.000,111.0,11153.0,15433.0,https://anaconda.org/conda-forge/mahotas,2021-11-17 20:03:30.117,316759.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
458,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2022-05-19 12:16:47.000000,2022-05-19 11:04:25,2513,131.0,33,132.0,298.0,72.0,173.0,742,An open-source plotting library for statistical data.,16.0,26,True,2022-03-21 18:58:35.000,2.3.0,48.0,lets-plot,,,,,17.0,16.0,https://pypi.org/project/lets-plot,2022-03-21 18:18:47.000,1.0,1824.0,1832.0,,,,,,,,3.0,263.0,,,,,,,,,,,,,,,,,,,,
459,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,BSD-1-Clause,2016-08-17 10:58:05.000,2022-05-19 09:47:56.000000,2022-05-05 08:40:54,2052,3.0,170,41.0,471.0,80.0,297.0,699,Sequential Model-based Algorithm Configuration.,38.0,26,False,2022-05-05 08:44:54.000,1.3.2,37.0,smac,conda-forge/smac,,,,35.0,,https://pypi.org/project/smac,2022-04-22 09:42:22.000,35.0,46835.0,47038.0,https://anaconda.org/conda-forge/smac,2022-05-05 13:04:35.083,2843.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
460,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2022-04-29 17:24:26.000000,2022-04-29 17:24:25,1233,3.0,94,23.0,382.0,4.0,88.0,577,A Comparative Framework for Multimodal Recommender Systems.,13.0,26,True,2022-02-19 03:37:13.000,1.14.2,46.0,cornac,conda-forge/cornac,,,,123.0,108.0,https://pypi.org/project/cornac,2022-02-19 03:50:02.000,15.0,118881.0,124881.0,https://anaconda.org/conda-forge/cornac,2022-02-19 07:51:09.542,216016.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
461,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2022-05-18 23:35:10.000000,2022-05-18 17:29:16,1045,157.0,118,16.0,1179.0,50.0,207.0,486,"This project provides responsible AI user interfaces for Fairlearn, interpret-community, and Error Analysis, as well..",24.0,26,True,2022-05-18 21:34:02.000,0.18.2,35.0,raiwidgets,,,,"['pytorch', 'tensorflow', 'jupyter']",32.0,29.0,https://pypi.org/project/raiwidgets,2022-05-18 21:27:34.000,3.0,11232.0,11232.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
462,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2022-04-18 19:06:05.882000,2022-04-18 14:16:57,430,19.0,39,7.0,43.0,108.0,177.0,405,python binding for libvips using cffi.,13.0,26,True,2022-04-18 14:18:17.000,2.2.0,23.0,pyvips,conda-forge/pyvips,,,,360.0,321.0,https://pypi.org/project/pyvips,2022-04-18 14:18:17.000,39.0,19461.0,20014.0,https://anaconda.org/conda-forge/pyvips,2022-04-18 19:06:05.882,18279.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
463,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000,2021-10-27 17:57:56.000000,2019-12-05 08:17:22,46,,183,21.0,14.0,37.0,23.0,405,scikit-learn inspired API for CRFsuite.,6.0,26,False,2017-06-22 18:49:27.000,0.3.6,9.0,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,,['sklearn'],4043.0,3777.0,https://pypi.org/project/sklearn-crfsuite,2017-06-22 18:49:27.000,266.0,127887.0,128666.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2020-04-03 10:45:56.342,19487.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
464,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2022-05-09 00:05:34.000000,2021-12-20 23:24:01,1186,,135,21.0,545.0,18.0,207.0,358,A package built to support working with spatial data using open source python.,40.0,26,True,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,,150.0,143.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000,7.0,8098.0,9264.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510,43156.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
465,dbnd,databand-ai/dbnd,data-pipelines,,https://github.com/databand-ai/dbnd,https://github.com/databand-ai/dbnd,Apache-2.0,2020-01-02 10:42:47.000,2022-05-19 13:54:53.000000,2022-05-18 11:01:11,2989,119.0,25,19.0,51.0,3.0,2.0,224,DBND is an agile pipeline framework that helps data engineering teams track and orchestrate their data processes.,59.0,26,False,2022-05-19 12:01:14.000,0.74.4,346.0,dbnd,,,,,48.0,26.0,https://pypi.org/project/dbnd,2022-05-19 13:52:40.000,22.0,145131.0,145131.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
466,cortex,cortexlabs/cortex,model-serialisation,,https://github.com/cortexlabs/cortex,https://github.com/cortexlabs/cortex,Apache-2.0,2019-01-24 04:43:14.000,2022-04-24 20:38:41.000000,2022-04-23 04:02:53,2321,7.0,588,148.0,1345.0,106.0,983.0,7749,Production infrastructure for machine learning at scale.,24.0,25,True,2022-01-10 17:48:15.000,0.42.0,62.0,cortex,,,,,1.0,,https://pypi.org/project/cortex,2022-01-10 17:37:01.000,1.0,1965.0,1965.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
467,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2021-03-01 14:17:24.000000,2020-08-14 02:32:30,1083,,964,185.0,323.0,327.0,289.0,5579,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,85.0,25,False,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,,,80.0,77.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,3.0,771.0,836.0,,,,,,,,3.0,3555.0,,,,,,,,,,,,,,,,,,,,
468,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2021-07-26 20:38:52.000000,2020-05-03 07:13:22,108,,568,140.0,30.0,54.0,51.0,5176,Extract Keywords from sentence or Replace keywords in sentences.,7.0,25,False,,,18.0,flashtext,conda-forge/flashtext,,,,795.0,764.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000,31.0,627131.0,627549.0,https://anaconda.org/conda-forge/flashtext,2020-07-16 16:37:59.996,9200.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
469,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2022-05-19 06:44:28.000000,2022-05-19 06:43:23,1052,22.0,824,110.0,633.0,189.0,429.0,4908,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,102.0,25,True,2019-08-26 19:04:21.000,0.3.1,12.0,mmf,,,,['pytorch'],13.0,12.0,https://pypi.org/project/mmf,2020-06-12 22:15:02.000,1.0,476.0,476.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
470,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2022-04-22 15:22:18.000000,2022-04-22 15:21:09,226,1.0,730,127.0,33.0,40.0,135.0,4073,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,20.0,25,True,2022-04-22 15:21:47.000,0.2.3,7.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],269.0,249.0,https://pypi.org/project/torchdiffeq,2022-04-22 15:21:47.000,20.0,6660.0,6869.0,https://anaconda.org/conda-forge/torchdiffeq,2021-06-03 13:23:15.112,5039.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
471,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2022-05-08 08:26:21.000000,2020-04-17 09:51:20,204,,891,96.0,57.0,215.0,256.0,3855,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,25,False,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],24.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,24.0,58055.0,58055.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
472,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2022-05-14 07:22:56.000000,2018-08-21 02:42:52,1156,,1220,346.0,53.0,45.0,84.0,3677,Python Algorithmic Trading Library.,11.0,25,False,,,8.0,pyalgotrade,,,,,131.0,110.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000,21.0,527.0,527.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
