,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,helm_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,dnf_id,yay_id,snap_id,new_addition
455,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2022-08-19 13:16:19.000000,2022-06-21 11:53:05,286.0,,233,50.0,183.0,53.0,119.0,1332,Metric learning algorithms in Python.,22.0,26,True,2020-07-02 12:59:23.000,0.6.2,10.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],288.0,276.0,https://pypi.org/project/metric-learn,21352.0,21593.0,https://anaconda.org/conda-forge/metric-learn,2020-07-02 13:51:25.681,9433.0,,,,,3.0,,2020-07-02 12:59:23.000,12.0,,,,,,,,,,,,,,,,,,
456,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2023-05-24 19:53:54.000000,2023-05-19 20:34:02,2794.0,10.0,161,26.0,642.0,83.0,409.0,1245,A Python library for learning and evaluating knowledge graph embeddings.,35.0,26,True,2023-02-22 18:28:28.000,1.10.1,19.0,pykeen,,,,,,,https://pypi.org/project/pykeen,2380.0,2384.0,,,,,,,,2.0,158.0,,,,,,,,,,,,,,,,,,,,
457,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2023-03-02 15:10:38.000000,2023-03-02 15:04:42,512.0,,383,31.0,43.0,12.0,114.0,1244,MiniSom is a minimalistic implementation of the Self Organizing Maps.,26.0,26,False,2023-03-02 15:10:38.000,2.3.1,24.0,minisom,,,,,410.0,394.0,https://pypi.org/project/minisom,14752.0,14752.0,,,,,,,,3.0,,2022-02-25 07:49:30.000,16.0,,,,,,,,,,,,,,,,,,
458,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2021-10-21 17:50:40.000000,2021-10-21 17:45:17,202.0,,172,25.0,35.0,1.0,114.0,1168,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,26,False,2021-10-21 17:50:40.000,0.7.0,29.0,fancyimpute,,,,['sklearn'],1421.0,1390.0,https://pypi.org/project/fancyimpute,10361.0,10361.0,,,,,,,,2.0,,2021-10-21 17:50:40.000,31.0,,,,,,,,,,,,,,,,,,
459,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2022-12-22 14:52:10.000000,2022-12-22 14:52:10,805.0,,144,37.0,214.0,108.0,152.0,1166,Real-time stream processing for python.,48.0,26,True,2022-07-27 18:09:03.803,0.6.4,17.0,streamz,conda-forge/streamz,,,,435.0,398.0,https://pypi.org/project/streamz,14041.0,23821.0,https://anaconda.org/conda-forge/streamz,2022-07-28 13:12:55.935,674883.0,,,,,3.0,,2022-07-27 18:09:03.803,37.0,,,,,,,,,,,,,,,,,,
460,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2023-05-31 22:29:28.000000,2023-05-28 06:48:34,632.0,133.0,71,19.0,198.0,44.0,135.0,1159,Elegant easy-to-use neural networks in JAX. https://docs.kidger.site/equinox/.,28.0,26,True,2023-05-22 05:31:51.000,0.10.4,26.0,equinox,,,,['jax'],150.0,150.0,https://pypi.org/project/equinox,6036.0,6036.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
461,underthesea,undertheseanlp/underthesea,nlp,,https://github.com/undertheseanlp/underthesea,https://github.com/undertheseanlp/underthesea,GPL-3.0,2017-03-01 10:24:26.000,2023-05-09 22:46:50.000000,2023-03-06 22:06:25,831.0,4.0,254,73.0,455.0,36.0,184.0,1158,Underthesea - Vietnamese NLP Toolkit.,17.0,26,False,2023-03-04 06:44:00.754,6.2.0,119.0,underthesea,,,,,693.0,668.0,https://pypi.org/project/underthesea,6295.0,6352.0,,,,,,,,3.0,4174.0,2023-01-25 02:54:00.562,25.0,,,,,,,,,,,,,,,,,,
462,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2023-02-10 17:37:45.000000,2023-02-10 17:34:25,45.0,,274,56.0,40.0,16.0,81.0,1135,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,9.0,26,True,2023-02-10 17:39:01.461,0.5.2,19.0,stockstats,,,,,883.0,853.0,https://pypi.org/project/stockstats,9662.0,9662.0,,,,,,,,3.0,,2022-11-19 14:23:00.863,30.0,,,,,,,,,,,,,,,,,,
463,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2023-05-25 19:06:58.000000,2023-05-05 17:20:52,1099.0,6.0,230,38.0,66.0,49.0,202.0,1124,A toolbox to iNNvestigate neural networks predictions!.,20.0,26,True,2023-05-05 17:25:40.000,2.1.0,4.0,innvestigate,,,,['tensorflow'],103.0,103.0,https://pypi.org/project/innvestigate,836.0,842.0,,,,,,,,2.0,63.0,,,,,,,,,,,,,,,,,,,,
464,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2023-05-28 23:53:47.000000,2023-05-28 20:45:55,922.0,21.0,98,26.0,106.0,22.0,43.0,1110,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",20.0,26,True,2023-03-12 22:51:16.000,1.3.17,41.0,imodels,,,,,52.0,48.0,https://pypi.org/project/imodels,31784.0,31784.0,,,,,,,,2.0,,2022-07-03 02:47:15.000,4.0,,,,,,,,,,,,,,,,,,
465,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2023-03-01 01:21:38.000000,2022-07-03 12:07:58,412.0,,319,38.0,295.0,20.0,198.0,1098,A research toolkit for particle swarm optimization in Python.,44.0,26,True,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,,278.0,264.0,https://pypi.org/project/pyswarms,7674.0,7674.0,,,,,,,,3.0,,2021-01-03 21:34:15.000,14.0,,,,,,,,,,,,,,,,,,
466,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2023-04-26 22:41:14.000000,2023-04-26 22:41:12,563.0,8.0,191,48.0,61.0,1.0,67.0,969,Training neural models with structured signals.,37.0,26,True,2022-07-29 21:05:16.715,1.4.0,8.0,neural-structured-learning,,,,['tensorflow'],357.0,354.0,https://pypi.org/project/neural-structured-learning,15049.0,15049.0,,,,,,,,3.0,,2022-07-29 21:05:16.715,3.0,,,,,,,,,,,,,,,,,,
467,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2023-05-27 08:25:49.243000,2022-09-28 08:58:38,127.0,,101,22.0,91.0,28.0,71.0,856,Python 3.6+ toolbox for submitting jobs to Slurm.,23.0,26,True,2022-07-20 17:19:06.753,1.4.5,20.0,submitit,conda-forge/submitit,,,,1253.0,1242.0,https://pypi.org/project/submitit,128324.0,128943.0,https://anaconda.org/conda-forge/submitit,2023-05-27 08:25:49.243,21064.0,,,,,3.0,,2022-07-20 17:19:06.753,11.0,,,,,,,,,,,,,,,,,,
468,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,BSD-1-Clause,2016-08-17 10:58:05.000,2023-06-01 13:45:34.000000,2023-05-22 13:38:28,2068.0,9.0,192,41.0,556.0,72.0,411.0,848,SMAC3: A Versatile Bayesian Optimization Package for Hyperparameter Optimization.,41.0,26,False,2023-05-23 12:56:52.000,2.0.1,46.0,smac,conda-forge/smac,,,,41.0,,https://pypi.org/project/smac,32184.0,32689.0,https://anaconda.org/conda-forge/smac,2023-05-23 14:48:18.444,13643.0,,,,,2.0,,2023-01-07 10:49:12.675,41.0,,,,,,,,,,,,,,,,,,
469,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2023-05-30 14:42:23.000000,2023-05-30 14:41:01,735.0,60.0,48,11.0,95.0,34.0,81.0,733,Visualize large time series data with plotly.py.,10.0,26,True,2023-03-08 16:15:16.000,0.8.3.2,17.0,plotly-resampler,conda-forge/plotly-resampler,,,,309.0,309.0,https://pypi.org/project/plotly-resampler,293481.0,294593.0,https://anaconda.org/conda-forge/plotly-resampler,2023-04-10 14:51:47.234,18907.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
470,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2023-05-28 20:30:43.000000,2023-05-28 20:30:43,494.0,16.0,147,31.0,152.0,6.0,88.0,495,Machine learning for multivariate data analysis through the Riemannian geometry of symmetric or Hermitian positive..,25.0,26,True,2023-02-15 09:30:13.000,0.4,5.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],250.0,250.0,https://pypi.org/project/pyriemann,44326.0,44573.0,https://anaconda.org/conda-forge/pyriemann,2023-02-15 15:13:35.128,2971.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
471,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2023-05-15 20:54:09.000000,2023-05-08 16:18:21,133.0,15.0,65,22.0,48.0,30.0,30.0,462,pyspark methods to enhance developer productivity.,16.0,26,True,2023-02-17 21:55:30.000,0.10.0,13.0,quinn,,,,['spark'],68.0,62.0,https://pypi.org/project/quinn,911171.0,911171.0,,,,,,,,3.0,6.0,2023-02-17 21:54:00.812,6.0,,,,,,,,,,,,,,,,,,
472,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2023-05-28 03:53:06.000000,2021-12-20 23:24:01,1186.0,,149,20.0,645.0,23.0,207.0,443,A package built to support working with spatial data using open source python.,43.0,26,False,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,,238.0,221.0,https://pypi.org/project/earthpy,6043.0,7308.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510,63277.0,,,,,3.0,,2021-10-01 22:51:04.000,17.0,,,,,,,,,,,,,,,,,,
473,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000,2022-06-30 18:26:21.000000,2019-12-05 08:17:22,46.0,,209,23.0,16.0,45.0,23.0,420,scikit-learn inspired API for CRFsuite.,6.0,26,False,2017-06-22 18:49:27.000,0.3.6,9.0,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,,['sklearn'],7108.0,6826.0,https://pypi.org/project/sklearn-crfsuite,281365.0,282373.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2020-04-03 10:45:56.342,38328.0,,,,,2.0,,2017-06-22 18:49:27.000,282.0,,,,,,,,,,,,,,,,,,
474,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2023-05-03 06:31:14.000000,2022-12-22 21:34:29,574.0,,75,28.0,313.0,60.0,27.0,350,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,27.0,26,True,2021-06-17 01:15:10.000,0.1.16,19.0,tensorflow-cloud,,,,['tensorflow'],271.0,264.0,https://pypi.org/project/tensorflow-cloud,69803.0,69803.0,,,,,,,,3.0,,2021-06-17 01:15:10.000,7.0,,,,,,,,,,,,,,,,,,
475,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2023-06-01 10:49:37.000000,2023-04-23 19:36:56,216.0,1.0,50,14.0,194.0,9.0,182.0,264,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",12.0,26,False,2023-04-23 19:42:01.507,3.7.0,69.0,pystan,conda-forge/pystan,,,,260.0,,https://pypi.org/project/pystan,2046482.0,2077363.0,https://anaconda.org/conda-forge/pystan,2023-04-28 09:54:50.121,2316123.0,,,,,3.0,,2022-11-26 14:15:01.276,260.0,,,,,,,,,,,,,,,,,,
476,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000,2023-05-24 14:49:04.000000,2023-05-24 14:40:24,4023.0,21.0,48,15.0,695.0,215.0,198.0,261,Asynchronous Distributed Hyperparameter Optimization.,31.0,26,False,2023-03-02 22:26:01.035,0.2.7,26.0,orion,,,,,98.0,90.0,https://pypi.org/project/orion,2433.0,2433.0,,,,,,,,2.0,,2022-08-22 17:10:40.826,8.0,,,,,,,,,,,,,,,,,,
477,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2023-05-31 11:38:06.000000,,,,685,,,504.0,,6936,NumPy & SciPy for GPU.,257.0,25,True,2023-05-25 03:00:41.080,12.1.0,134.0,cupy,conda-forge/cupy,cupy/cupy,,,189.0,,https://pypi.org/project/cupy,23123.0,86090.0,https://anaconda.org/conda-forge/cupy,2023-04-18 05:11:58.408,2738838.0,https://hub.docker.com/r/cupy/cupy,2023-05-25 08:17:11.472525,11.0,57016.0,3.0,,2023-01-19 07:50:52.374,189.0,,,,,,,,,,,,,,,,,,
478,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2022-09-22 23:59:19.000000,2022-09-22 23:59:07,1084.0,,979,185.0,325.0,334.0,291.0,5725,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,86.0,25,True,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,,,112.0,109.0,https://pypi.org/project/mmdnn,473.0,527.0,,,,,,,,3.0,3643.0,2020-07-24 06:34:39.000,3.0,,,,,,,,,,,,,,,,,,
479,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2023-05-28 02:16:35.000000,2023-03-29 07:02:37,553.0,5.0,840,124.0,62.0,119.0,74.0,4920,Image augmentation library in Python for machine learning.,23.0,25,True,,,,Augmentor,,,,,597.0,597.0,https://pypi.org/project/Augmentor,10811.0,10811.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
480,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2023-05-24 03:36:00.000000,2023-05-24 03:29:54,206.0,4.0,281,63.0,176.0,19.0,54.0,4742,"A data augmentations library for audio, image, text, and video.",29.0,25,True,2022-03-29 11:42:50.000,1.0.0,17.0,augly,,,,,66.0,63.0,https://pypi.org/project/augly,1856.0,1856.0,,,,,,,,3.0,,2022-03-28 13:29:26.000,3.0,,,,,,,,,,,,,,,,,,
481,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2023-04-28 17:26:08.000000,2023-04-28 16:55:30,521.0,7.0,411,62.0,86.0,48.0,81.0,4547,Finding duplicate images made easy!.,15.0,25,True,2023-04-28 17:26:08.000,0.3.2,12.0,imagededup,,,,['tensorflow'],49.0,45.0,https://pypi.org/project/imagededup,1505.0,1505.0,,,,,,,,3.0,,2023-01-16 15:52:04.241,4.0,,,,,,,,,,,,,,,,,,
482,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2023-02-06 16:41:16.000000,2021-03-19 15:48:33,667.0,,613,162.0,130.0,74.0,101.0,4547,A collection of infrastructure and tools for research in neural network interpretability.,40.0,25,False,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,,,['tensorflow'],728.0,722.0,https://pypi.org/project/lucid,630.0,630.0,,,,,,,,3.0,,2021-03-19 16:01:00.000,6.0,,,,,,,,,,,,,,,,,,
483,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2023-06-01 13:18:58.000000,2023-06-01 13:12:54,3133.0,118.0,573,88.0,3460.0,262.0,1192.0,4432,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,82.0,25,True,2023-05-23 15:25:00.000,1.26.0,66.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
484,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2023-05-08 22:33:33.000000,2022-07-29 10:37:24,205.0,,973,98.0,61.0,243.0,265.0,4327,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,25,True,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],28.0,,https://pypi.org/project/segmentation_models,25398.0,25398.0,,,,,,,,3.0,,2020-01-10 11:36:02.000,28.0,,,,,,,,,,,,,,,,,,
485,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2023-01-11 07:30:37.000000,2022-08-23 22:54:23,1046.0,,982,239.0,214.0,51.0,198.0,4183,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,25,True,2021-05-10 18:04:30.000,1.0.3,27.0,tensortrade,conda-forge/tensortrade,,,,47.0,46.0,https://pypi.org/project/tensortrade,778.0,879.0,https://anaconda.org/conda-forge/tensortrade,2021-05-10 20:10:14.115,2628.0,,,,,3.0,,2021-05-10 18:00:35.000,1.0,,,,,,,,,,,,,,,,,,
486,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2022-08-23 09:45:09.000000,2022-06-05 10:44:18,1342.0,,528,109.0,71.0,193.0,115.0,3047,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,True,2019-04-25 02:10:05.000,0.4.4,15.0,xlearn,,,,,131.0,119.0,https://pypi.org/project/xlearn,3197.0,3259.0,,,,,,,,3.0,3932.0,2018-12-04 11:05:06.000,12.0,,,,,,,,,,,,,,,,,,
487,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2023-05-30 21:20:06.000000,2023-02-28 07:05:02,2087.0,,668,165.0,56.0,3.0,595.0,2821,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,26.0,25,True,2023-02-28 18:11:51.000,1.5.0,19.0,,bioconda/deepvariant,,,['tensorflow'],,,,,884.0,https://anaconda.org/bioconda/deepvariant,2023-04-10 11:32:04.424,52930.0,,,,,3.0,4642.0,,,,,,,,,,,,,,,,,,,,
488,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2023-05-19 07:27:25.000000,2023-05-19 07:27:25,4223.0,26.0,500,43.0,967.0,104.0,618.0,2659,"A unified, comprehensive and efficient recommendation library.",63.0,25,True,2022-10-05 02:45:00.000,1.1.1,9.0,recbole,aibox/recbole,,,['pytorch'],2.0,,https://pypi.org/project/recbole,3846.0,3954.0,https://anaconda.org/aibox/recbole,2022-10-05 02:30:11.592,3354.0,,,,,3.0,,2022-10-05 02:00:00.642,2.0,,,,,,,,,,,,,,,,,,
489,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2023-04-24 23:59:07.000000,2023-03-03 12:36:36,204.0,,121,29.0,193.0,13.0,71.0,2483,HiPlot makes understanding high dimensional data easy.,8.0,25,True,2021-11-04 14:24:43.000,0.1.32,35.0,hiplot,conda-forge/hiplot,,,,283.0,283.0,https://pypi.org/project/hiplot,33693.0,37164.0,https://anaconda.org/conda-forge/hiplot,2022-05-31 21:21:53.546,138867.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
490,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2022-07-16 23:44:23.000000,2021-07-10 15:56:42,447.0,,253,56.0,56.0,19.0,50.0,2174,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,25,False,2019-11-04 05:16:00.000,0.5.0,5.0,pytorch-nlp,,,,['pytorch'],537.0,537.0,https://pypi.org/project/pytorch-nlp,9712.0,9712.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
491,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2019-03-19 10:45:02.000000,2018-12-16 15:30:13,118.0,,234,69.0,20.0,92.0,66.0,2035,Open source time series library for Python.,6.0,25,False,2017-11-21 16:27:06.000,0.4.16,35.0,pyflux,,,,,259.0,243.0,https://pypi.org/project/pyflux,81909.0,81909.0,,,,,,,,3.0,,2017-11-21 16:27:06.000,16.0,,,,,,,,,,,,,,,,,,
492,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2023-03-14 17:59:54.000000,2022-09-28 17:12:28,249.0,,227,25.0,315.0,68.0,37.0,2023,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,25,True,2022-09-28 08:51:19.531,0.2.12,12.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],552.0,551.0,https://pypi.org/project/lazypredict,21597.0,21687.0,https://anaconda.org/conda-forge/lazypredict,2022-09-29 02:32:55.756,1992.0,,,,,2.0,,2022-09-28 08:51:19.531,1.0,,,,,,,,,,,,,,,,,,
493,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2023-05-15 21:22:36.000000,2023-05-15 21:21:45,660.0,2.0,182,34.0,131.0,3.0,120.0,1843,Lightweight Python library for adding real-time multi-object tracking to any detector.,24.0,25,True,2023-01-04 21:42:02.301,2.2.0,19.0,norfair,,,,,117.0,115.0,https://pypi.org/project/norfair,7023.0,7031.0,,,,,,,,3.0,274.0,2023-01-04 21:42:02.301,2.0,,,,,,,,,,,,,,,,,,
494,Multicore-TSNE,DmitryUlyanov/Multicore-TSNE,data-viz,,https://github.com/DmitryUlyanov/Multicore-TSNE,https://github.com/DmitryUlyanov/Multicore-TSNE,BSD-3-Clause,2016-10-19 05:46:52.000,2023-05-26 18:23:38.000000,2023-05-26 18:23:37,117.0,3.0,200,44.0,36.0,38.0,21.0,1782,Parallel t-SNE implementation with Python and Torch wrappers.,17.0,25,True,2017-11-08 13:32:20.000,0.0.1,3.0,MulticoreTSNE,conda-forge/multicore-tsne,,,['pytorch'],400.0,377.0,https://pypi.org/project/MulticoreTSNE,11764.0,12215.0,https://anaconda.org/conda-forge/multicore-tsne,2021-11-09 17:22:51.512,24850.0,,,,,3.0,,2019-01-09 07:23:04.000,23.0,,,,,,,,,,,,,,,,,,
495,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2022-02-12 03:29:55.000000,2022-02-12 02:32:06,1636.0,,160,60.0,65.0,65.0,129.0,1778,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,25,False,2022-02-12 03:29:55.000,0.8.0,21.0,hypertools,,,,,298.0,288.0,https://pypi.org/project/hypertools,900.0,900.0,,,,,,,,3.0,27.0,2022-02-12 02:43:24.000,10.0,,,,,,,,,,,,,,,,,,
