,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
383,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2024-01-06 17:57:28.000000,2024-01-06 17:57:28,619.0,,330.0,46.0,120.0,66.0,136.0,2857.0,A python library for decision tree visualization and model interpretation.,26.0,28,True,2023-07-13 17:23:01.507,2.2.2,41.0,dtreeviz,conda-forge/dtreeviz,,,,1204.0,1180.0,https://pypi.org/project/dtreeviz,2022-07-07 17:18:00.886,24.0,139099.0,140782.0,https://anaconda.org/conda-forge/dtreeviz,2023-07-13 20:18:43.899,70704.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
384,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2024-03-20 16:55:01.000000,2024-03-20 16:53:52,2297.0,1.0,722.0,79.0,205.0,191.0,466.0,2745.0,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",151.0,28,True,2023-12-14 04:07:38.000,0.19.0,51.0,tf-agents,,,,['tensorflow'],12.0,,https://pypi.org/project/tf-agents,2023-12-14 04:07:38.000,12.0,42781.0,42781.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
385,Essentia,MTG/essentia,audio,,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000,2024-05-29 16:28:21.000000,2024-05-29 16:28:21,3543.0,38.0,522.0,109.0,352.0,388.0,686.0,2720.0,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",81.0,28,False,2015-03-31 16:33:30.000,2.0,21.0,essentia,,,,,683.0,663.0,https://pypi.org/project/essentia,2024-04-29 15:12:27.000,20.0,19665.0,19665.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
386,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2024-03-18 21:00:38.000000,2024-03-18 20:31:55,556.0,8.0,473.0,96.0,43.0,89.0,240.0,2718.0,Learning to Rank in TensorFlow.,34.0,28,True,2024-03-18 21:00:38.000,0.5.5,23.0,tensorflow_ranking,,,,['tensorflow'],15.0,,https://pypi.org/project/tensorflow_ranking,2024-03-18 21:00:38.000,15.0,128003.0,128003.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
387,EvaDB,georgia-tech-db/eva,ml-frameworks,,https://github.com/georgia-tech-db/evadb,https://github.com/georgia-tech-db/evadb,Apache-2.0,2018-09-10 02:26:03.000,2024-05-17 16:33:06.000000,2023-12-03 09:09:14,2415.0,,255.0,27.0,1132.0,77.0,224.0,2594.0,Database system for AI-powered apps.,73.0,28,True,2023-11-19 16:35:30.000,0.3.9,45.0,evadb,,,,['pytorch'],143.0,143.0,https://pypi.org/project/evadb,2023-11-19 16:35:24.000,,1029.0,19780.0,,,,,,,,3.0,412534.0,,georgia-tech-db/evadb,,,,,,,,,,,,,,,,,
388,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapters,https://github.com/adapter-hub/adapters,Apache-2.0,2020-04-21 16:21:43.000,2024-05-28 20:50:25.000000,2024-05-21 19:11:35,111.0,21.0,321.0,28.0,305.0,40.0,332.0,2433.0,A Unified Library for Parameter-Efficient and Modular Transfer Learning.,8.0,28,True,2024-05-21 19:16:35.000,0.2.1,19.0,adapter-transformers,,,,['huggingface'],66.0,59.0,https://pypi.org/project/adapter-transformers,2023-12-16 14:14:02.000,7.0,99398.0,99398.0,,,,,,,,2.0,,,adapter-hub/adapters,,,,,,,,,,,,,,,,,
389,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2024-05-26 21:07:37.000000,2024-04-08 19:42:17,436.0,5.0,809.0,90.0,285.0,188.0,102.0,2334.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",73.0,28,True,2024-04-08 20:03:12.000,0.6.1,12.0,aif360,conda-forge/aif360,,,,440.0,414.0,https://pypi.org/project/aif360,2024-04-08 20:03:12.000,26.0,43637.0,43877.0,https://anaconda.org/conda-forge/aif360,2024-04-09 06:44:48.814,10602.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
390,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,BSD-3-Clause,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242.0,,313.0,64.0,14.0,29.0,47.0,2255.0,Stand-alone language identification system.,9.0,28,False,2016-04-05 22:34:15.000,1.1.6,8.0,langid,,,,,11337.0,11193.0,https://pypi.org/project/langid,2016-04-05 22:34:15.000,144.0,415980.0,415980.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
391,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2024-04-26 00:01:37.000000,2021-07-09 11:06:18,56.0,,497.0,42.0,25.0,66.0,38.0,2136.0,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,28,False,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],5323.0,5272.0,https://pypi.org/project/mtcnn,2021-07-09 11:16:39.000,51.0,80685.0,80919.0,https://anaconda.org/conda-forge/mtcnn,2023-06-16 19:18:00.316,11982.0,,,,,3.0,,,,,,,,,3.0,,,,,,,,,,,
392,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2024-04-25 09:54:03.000000,2024-02-28 15:45:58,1631.0,,250.0,66.0,63.0,34.0,186.0,2101.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,21.0,28,True,2024-02-28 15:44:03.000,2.1.0,15.0,ampligraph,,,,['tensorflow'],50.0,49.0,https://pypi.org/project/ampligraph,2024-02-26 17:12:26.000,1.0,1401.0,1401.0,,,,,,,,2.0,,,,,,,,,-2.0,,,,,,,,,,,
393,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2024-05-28 18:51:20.000000,2024-05-28 18:51:20,2068.0,205.0,127.0,28.0,201.0,17.0,22.0,1887.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,28,True,2024-05-23 20:28:44.000,0.5.2,146.0,labml,,,,,161.0,149.0,https://pypi.org/project/labml,2024-05-23 20:28:44.000,12.0,3010.0,3010.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
394,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2024-02-13 19:24:57.000000,2024-02-01 18:50:30,675.0,,400.0,41.0,62.0,19.0,270.0,1880.0,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",32.0,28,True,2023-04-07 06:00:55.135,1.3.6,19.0,ogb,conda-forge/ogb,,,,1670.0,1648.0,https://pypi.org/project/ogb,2022-11-02 22:00:56.960,22.0,35022.0,35750.0,https://anaconda.org/conda-forge/ogb,2023-06-16 19:21:31.692,32051.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
395,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2024-05-30 09:46:32.000000,2024-05-28 13:52:12,3901.0,36.0,280.0,27.0,576.0,91.0,712.0,1699.0,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,78.0,28,True,2024-02-27 17:02:40.000,0.5.0,8.0,avalanche-lib,,,,,86.0,83.0,https://pypi.org/project/avalanche-lib,2024-02-27 16:52:08.000,3.0,971.0,971.0,,,,,,,,2.0,21.0,,,,,,,,,,,,,,,,,,,
396,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/Farama-Foundation/ViZDoom,https://github.com/Farama-Foundation/ViZDoom,MIT,2015-06-26 18:38:23.000,2024-02-13 11:22:02.000000,2024-02-13 11:18:32,1805.0,,376.0,50.0,125.0,41.0,422.0,1677.0,Reinforcement Learning environments based on the 1993 game Doom.,54.0,28,True,2023-12-16 01:55:15.000,1.2.3,29.0,vizdoom,,,,,250.0,237.0,https://pypi.org/project/vizdoom,2023-12-16 01:55:15.000,13.0,2423.0,2543.0,,,,,,,,2.0,11855.0,,Farama-Foundation/ViZDoom,,,,,,,,,,,,,,,,,
397,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2024-04-29 18:33:44.000000,2024-04-29 18:20:59,222.0,29.0,197.0,32.0,20.0,1.0,90.0,1648.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",17.0,28,True,2024-04-29 18:33:44.000,0.1.904,89.0,autoviz,conda-forge/autoviz,,,,692.0,685.0,https://pypi.org/project/autoviz,2024-04-29 18:33:44.000,7.0,41493.0,43055.0,https://anaconda.org/conda-forge/autoviz,2024-04-26 17:50:17.078,51571.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
398,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2024-05-29 11:59:39.000000,2024-05-29 11:59:39,592.0,23.0,415.0,30.0,51.0,14.0,125.0,1397.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,30.0,28,False,2024-02-16 09:48:48.000,2.3.2,25.0,minisom,,,,,618.0,594.0,https://pypi.org/project/minisom,2024-02-16 09:47:58.000,24.0,23698.0,23698.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
399,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2024-05-26 01:26:12.000000,2024-05-26 01:26:12,1054.0,32.0,115.0,23.0,116.0,32.0,53.0,1319.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",24.0,28,True,2024-05-23 16:06:48.000,1.4.5,48.0,imodels,,,,,81.0,72.0,https://pypi.org/project/imodels,2024-05-23 15:06:31.000,9.0,70273.0,70273.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
400,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2024-03-02 16:58:45.000000,2023-06-06 09:46:40,415.0,,328.0,39.0,301.0,27.0,200.0,1236.0,A research toolkit for particle swarm optimization in Python.,45.0,28,True,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,,408.0,386.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000,22.0,22458.0,22458.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
401,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2024-05-27 20:32:15.000000,2024-05-26 20:21:46,518.0,28.0,113.0,24.0,367.0,34.0,274.0,1166.0,Extra blocks for scikit-learn pipelines.,67.0,28,True,2024-05-26 20:16:14.000,0.9.0,51.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],157.0,146.0,https://pypi.org/project/scikit-lego,2024-05-25 11:01:56.000,11.0,22083.0,23098.0,https://anaconda.org/conda-forge/scikit-lego,2024-04-17 13:14:18.003,48749.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
402,dstack,dstackai/dstack,others,,https://github.com/dstackai/dstack,https://github.com/dstackai/dstack,MPL-2.0,2022-01-04 10:29:46.000,2024-05-30 14:42:47.000000,2024-05-30 06:05:20,1836.0,269.0,79.0,10.0,570.0,49.0,656.0,1138.0,An open-source container orchestration engine for running AI workloads in any cloud or data center...,25.0,28,True,2024-05-23 11:42:03.000,0.18.2,204.0,dstack,,,,,14.0,14.0,https://pypi.org/project/dstack,2024-05-23 11:42:03.000,,2137.0,2137.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
403,Keras-Preprocessing,keras-team/keras-preprocessing,tensorflow-utils,,https://github.com/keras-team/keras-preprocessing,https://github.com/keras-team/keras-preprocessing,MIT,2018-05-30 22:43:36.000,2023-06-16 16:10:42.597000,2022-02-17 22:38:15,288.0,,445.0,42.0,176.0,93.0,102.0,1025.0,"Utilities for working with image data, text data, and sequence data.",52.0,28,False,2020-05-14 03:55:22.223,1.1.2,12.0,keras-preprocessing,conda-forge/keras-preprocessing,,,['tensorflow'],304.0,,https://pypi.org/project/keras-preprocessing,2020-05-14 03:55:22.223,304.0,5016637.0,5048029.0,https://anaconda.org/conda-forge/keras-preprocessing,2023-06-16 16:10:42.597,2228902.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
404,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/JoaquinAmatRodrigo/skforecast,https://github.com/JoaquinAmatRodrigo/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2024-05-30 09:35:45.000000,2024-05-30 09:35:45,3195.0,298.0,110.0,11.0,556.0,23.0,108.0,973.0,Time series forecasting with scikit-learn models.,13.0,28,True,2024-05-20 17:06:17.000,0.12.1,27.0,skforecast,,,,['sklearn'],277.0,265.0,https://pypi.org/project/skforecast,2024-05-20 17:02:30.000,12.0,47779.0,47779.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
405,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2024-05-24 19:05:44.859000,2024-05-24 09:53:21,1356.0,23.0,131.0,25.0,474.0,14.0,134.0,833.0,A Comparative Framework for Multimodal Recommender Systems.,21.0,28,True,2024-05-24 10:07:10.000,2.2.1,58.0,cornac,conda-forge/cornac,,,,232.0,214.0,https://pypi.org/project/cornac,2024-05-24 10:21:42.000,18.0,36103.0,44380.0,https://anaconda.org/conda-forge/cornac,2024-05-24 19:05:44.859,389062.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
406,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2024-05-12 23:17:26.000000,2024-05-12 22:59:32,3715.0,8.0,324.0,65.0,687.0,37.0,531.0,822.0,The Classical Language Toolkit.,121.0,28,True,2024-05-13 16:48:36.000,1.2.6,217.0,cltk,,,,,277.0,262.0,https://pypi.org/project/cltk,2024-05-12 23:09:13.000,15.0,1734.0,1734.0,,,,,,,,2.0,64.0,,,,,,,,,,,,,,,,,,,
407,Cython BLIS,explosion/cython-blis,others,,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16.000,2024-05-28 10:12:23.000000,2024-05-28 10:12:22,570.0,1.0,36.0,11.0,71.0,7.0,26.0,213.0,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,13.0,28,False,2023-09-22 06:31:01.000,0.7.11,46.0,blis,conda-forge/cython-blis,,,,43790.0,43696.0,https://pypi.org/project/blis,2023-09-22 06:27:17.000,94.0,9544102.0,9592189.0,https://anaconda.org/conda-forge/cython-blis,2023-10-01 08:59:57.840,2115834.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
408,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2024-03-26 06:01:50.000000,2023-10-12 07:20:40,1894.0,,1076.0,235.0,455.0,67.0,265.0,17279.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",48.0,27,True,2021-06-06 17:15:00.281,5.14.0,50.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,2021-06-06 17:15:00.281,,40855.0,41269.0,,,,https://hub.docker.com/r/remnux/ciphey,2023-10-14 18:53:31.974373,17.0,24024.0,3.0,,,,,,,,,,,,,,,,,,,,
409,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2024-05-29 08:38:46.000000,2024-05-22 05:05:34,2225.0,1.0,2813.0,196.0,3674.0,1200.0,4137.0,12217.0,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",159.0,27,True,2023-10-19 03:47:18.000,2.7.0,9.0,paddledet,,,,['paddle'],2.0,,https://pypi.org/project/paddledet,2022-09-19 20:42:09.271,2.0,671.0,671.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
410,pandas-ai,gventuri/pandas-ai,others,,https://github.com/Sinaptik-AI/pandas-ai,https://github.com/Sinaptik-AI/pandas-ai,,2023-04-22 12:58:01.000,2024-05-30 15:20:41.000000,2024-05-30 15:20:41,961.0,160.0,1014.0,97.0,446.0,247.0,340.0,11347.0,"Chat with your database (SQL, CSV, pandas, polars, mongodb, noSQL, etc). PandasAI makes data analysis conversational..",80.0,27,False,2024-05-29 09:02:36.000,2.0.44,100.0,pandas-ai,,,,,3074.0,3074.0,https://pypi.org/project/pandas-ai,,,,,,,,,,,,3.0,,,Sinaptik-AI/pandas-ai,,,,,,,,,,,,,,,,,
411,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,pytorch-utils,,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000,2022-04-08 12:30:25.000000,2021-04-15 15:16:36,162.0,,1500.0,130.0,51.0,155.0,141.0,7781.0,A PyTorch implementation of EfficientNet.,24.0,27,False,2021-04-15 15:17:23.000,0.7.1,13.0,efficientnet-pytorch,,,,['pytorch'],44.0,1.0,https://pypi.org/project/efficientnet-pytorch,2021-04-15 15:17:23.000,43.0,138944.0,217351.0,,,,,,,,2.0,3920377.0,,,,,,,,,,,,,,,,,,,
412,TensorLayer,tensorlayer/tensorlayer,reinforcement-learning,,https://github.com/tensorlayer/TensorLayer,https://github.com/tensorlayer/TensorLayer,Apache-2.0,2016-06-07 15:55:16.000,2023-12-02 01:27:38.759000,2023-02-18 07:58:21,3353.0,,1639.0,459.0,698.0,33.0,441.0,7301.0,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,134.0,27,False,2022-02-15 02:05:47.000,2.2.5,84.0,tensorlayer,,,,['tensorflow'],11.0,,https://pypi.org/project/tensorlayer,2022-02-15 02:05:47.000,11.0,2264.0,2287.0,,,,,,,,2.0,2191.0,,,,,,,,,,,,,,,,,,,
413,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57.0,,1351.0,348.0,14.0,42.0,66.0,6350.0,Python library for processing Chinese text.,8.0,27,False,2015-09-27 16:35:23.000,0.12.3,17.0,snownlp,,,,,1343.0,1336.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000,7.0,41072.0,41072.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
414,NuPIC,numenta/nupic,ml-frameworks,,https://github.com/numenta/nupic-legacy,https://github.com/numenta/nupic-legacy,AGPL-3.0,2013-04-05 23:14:27.000,2023-09-01 15:42:16.000000,2023-08-31 21:49:25,6626.0,,1586.0,624.0,2111.0,453.0,1338.0,6334.0,"Numenta Platform for Intelligent Computing is an implementation of Hierarchical Temporal Memory (HTM), a theory of..",122.0,27,False,2018-06-01 15:39:25.550,1.0.5,53.0,nupic,,,,,21.0,21.0,https://pypi.org/project/nupic,2016-09-01 21:30:21.000,,1412.0,1412.0,,,,,,,,3.0,8.0,,numenta/nupic-legacy,,,,,,,,,,,,,,,,,
415,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2024-03-21 14:27:34.000000,2023-03-29 07:02:37,553.0,,867.0,125.0,64.0,136.0,74.0,5037.0,Image augmentation library in Python for machine learning.,23.0,27,False,2023-03-29 07:06:01.465,0.2.12,24.0,Augmentor,,,,,771.0,759.0,https://pypi.org/project/Augmentor,2022-04-27 09:29:23.000,12.0,9539.0,9539.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
416,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2024-05-24 22:28:37.000000,2024-04-04 13:02:44,6153.0,1.0,527.0,150.0,1906.0,338.0,1332.0,4439.0,ArrayFire: a general purpose GPU library.,90.0,27,True,2023-08-29 19:49:26.000,3.9.0,34.0,arrayfire,,,,,10.0,,https://pypi.org/project/arrayfire,2022-02-22 21:42:15.000,10.0,1748.0,1805.0,,,,,,,,2.0,6141.0,,,,,,,,,,,,,,,,,,,
417,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2024-05-27 11:51:33.000000,2024-05-27 11:51:32,1060.0,14.0,982.0,239.0,217.0,51.0,203.0,4405.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,27,True,2021-05-10 18:04:30.000,1.0.3,27.0,tensortrade,conda-forge/tensortrade,,,,57.0,56.0,https://pypi.org/project/tensortrade,2021-05-10 18:00:35.000,1.0,828.0,922.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,3493.0,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,
418,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000,2023-07-29 21:28:21.000000,2023-07-05 18:14:28,901.0,,553.0,105.0,617.0,95.0,606.0,4218.0,Visual analysis and diagnostic tools to facilitate machine learning model selection.,113.0,27,True,2022-08-21 12:49:43.000,1.5,24.0,yellowbrick,conda-forge/yellowbrick,,,['sklearn'],93.0,,https://pypi.org/project/yellowbrick,2022-08-21 16:11:55.287,93.0,541297.0,543045.0,https://anaconda.org/conda-forge/yellowbrick,2023-06-16 19:21:13.554,78701.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
419,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,964.0,283.0,226.0,12.0,356.0,3870.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,27,False,2022-04-21 20:41:22.000,2.2.5,32.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",5.0,,https://pypi.org/project/tensorflowonspark,2022-04-21 20:05:56.000,5.0,695002.0,695416.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,21956.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
420,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2024-05-30 01:59:54.000000,2024-04-17 02:40:53,1439.0,31.0,343.0,69.0,1339.0,96.0,84.0,3415.0,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,36.0,27,True,2024-04-09 23:12:45.000,1.1.1,16.0,lit-nlp,conda-forge/lit-nlp,,,,37.0,34.0,https://pypi.org/project/lit-nlp,2024-04-09 23:12:45.000,3.0,3632.0,5288.0,https://anaconda.org/conda-forge/lit-nlp,2023-06-16 19:21:41.530,72901.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
421,TensorForce,tensorforce/tensorforce,reinforcement-learning,,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000,2024-04-09 15:08:12.000000,2024-04-09 15:08:11,2114.0,6.0,538.0,144.0,239.0,39.0,634.0,3286.0,Tensorforce: a TensorFlow library for applied reinforcement learning.,85.0,27,True,2021-08-30 20:20:58.000,0.6.5,24.0,tensorforce,,,,['tensorflow'],451.0,447.0,https://pypi.org/project/tensorforce,2021-08-30 20:13:45.000,4.0,734.0,734.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
422,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2024-05-20 17:20:08.000000,2023-09-10 15:15:16,1059.0,,239.0,62.0,114.0,8.0,275.0,3238.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,14.0,27,True,2023-09-10 19:39:46.000,0.3.2,22.0,vidgear,,,,,561.0,548.0,https://pypi.org/project/vidgear,2023-09-10 19:39:46.000,13.0,16261.0,16282.0,,,,,,,,3.0,1336.0,,,,,,,,,,,,,,,,,,,
