,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
477,TNT,pytorch/tnt,ml-experiments,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000,2024-10-10 06:09:56.000000,2024-10-10 06:03:46,1007.0,53.0,267.0,43.0,849.0,79.0,66.0,1659.0,A lightweight library for PyTorch training tools and utilities.,133.0,26,True,2018-07-29 23:16:03.000,0.0.4,3.0,torchnet,,,['pytorch'],,5748.0,24.0,,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000,24.0,5748.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
478,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2023-11-29 15:04:03.000000,2023-08-12 06:34:27,161.0,,275.0,51.0,87.0,22.0,191.0,1593.0,"Genetic Programming in Python, with a scikit-learn inspired API.",11.0,26,False,2022-05-03 10:56:08.000,0.4.2,7.0,gplearn,conda-forge/gplearn,,['sklearn'],,37268.0,677.0,658.0,https://pypi.org/project/gplearn,2022-05-03 10:47:30.000,19.0,37117.0,https://anaconda.org/conda-forge/gplearn,2023-06-16 19:20:25.471,7857.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
479,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-12-11 05:15:14.000000,2023-09-26 07:34:28,1378.0,,309.0,28.0,380.0,56.0,155.0,1570.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,26,False,2023-09-26 07:49:38.000,2.2.6,21.0,pgl,,,['paddle'],,4680.0,62.0,61.0,https://pypi.org/project/pgl,2023-09-26 07:49:38.000,1.0,4680.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
480,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2024-10-08 09:03:57.000000,2023-06-07 07:35:59,3033.0,,123.0,36.0,361.0,12.0,187.0,1447.0,Multi-class confusion matrix library in Python.,17.0,26,False,2023-06-07 14:06:28.000,4.0,44.0,pycm,,,,,40173.0,365.0,341.0,https://pypi.org/project/pycm,2023-06-07 14:08:01.991,24.0,40173.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
481,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2024-08-09 14:16:22.000000,2024-08-07 01:34:48,1970.0,1.0,344.0,31.0,2280.0,86.0,231.0,1356.0,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,43.0,26,True,2024-07-08 18:03:34.000,0.36.0,57.0,raiwidgets,,,"['pytorch', 'tensorflow', 'jupyter']",,10651.0,6.0,,https://pypi.org/project/raiwidgets,2024-07-08 16:42:42.000,6.0,10651.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
482,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2024-10-10 14:14:53.000000,2024-10-02 15:12:44,2134.0,89.0,388.0,58.0,543.0,176.0,257.0,1246.0,Machine learning on FPGAs using HLS.,62.0,26,True,2023-12-19 21:00:58.000,0.8.1,16.0,hls4ml,conda-forge/hls4ml,,"['tensorflow', 'pytorch']",,1595.0,,,https://pypi.org/project/hls4ml,2023-12-19 21:00:58.000,,1417.0,https://anaconda.org/conda-forge/hls4ml,2023-06-16 19:22:51.232,8748.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
483,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2024-10-10 15:24:48.000000,2024-10-10 00:31:40,2542.0,92.0,94.0,19.0,1134.0,74.0,235.0,1135.0,"MetricFlow allows you to define, build, and maintain metrics in code.",45.0,26,False,2024-06-11 22:06:04.000,0.206.0,88.0,metricflow,,,,,24610.0,29.0,25.0,https://pypi.org/project/metricflow,2024-07-09 00:14:45.000,4.0,24610.0,,,,3.0,,,,,,dbt-labs/metricflow,,,,,,,,,,,,,,,,,,
484,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2024-09-26 19:00:31.000000,2024-09-26 18:59:07,823.0,9.0,121.0,31.0,425.0,80.0,334.0,1067.0,BAyesian Model-Building Interface (Bambi) in Python.,40.0,26,True,2024-07-10 09:48:04.000,0.14.0,29.0,bambi,conda-forge/bambi,,,,32170.0,160.0,150.0,https://pypi.org/project/bambi,2024-07-10 09:48:04.000,10.0,31351.0,https://anaconda.org/conda-forge/bambi,2024-07-10 16:37:21.380,37683.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
485,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2023-01-17 18:04:41.000000,2023-01-17 18:04:41,515.0,,261.0,44.0,72.0,104.0,188.0,927.0,Gaussian Process Optimization using GPy.,50.0,26,False,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,,33145.0,571.0,534.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000,37.0,33145.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
486,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2024-02-01 04:40:03.000000,2023-04-19 21:43:19,547.0,,174.0,33.0,86.0,88.0,123.0,921.0,A scikit-learn based module for multi-label et. al. classification.,28.0,26,False,2018-12-10 16:24:47.000,0.2.0,7.0,scikit-multilearn,,,['sklearn'],,55518.0,1803.0,1778.0,https://pypi.org/project/scikit-multilearn,2018-12-10 16:24:47.000,25.0,55518.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
487,data-validation,tensorflow/data-validation,data-viz,,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000,2024-10-03 01:29:04.000000,2024-10-03 00:42:09,971.0,6.0,170.0,47.0,88.0,37.0,144.0,759.0,Library for exploring and validating machine learning data.,27.0,26,True,2024-10-03 00:57:52.000,1.16.0,47.0,tensorflow-data-validation,,,"['tensorflow', 'jupyter']",867.0,188823.0,31.0,,https://pypi.org/project/tensorflow-data-validation,2024-10-03 01:29:04.000,31.0,188812.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
488,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2024-09-21 16:06:04.000000,2024-09-21 16:05:44,484.0,7.0,49.0,9.0,65.0,190.0,253.0,638.0,python binding for libvips using cffi.,16.0,26,True,2024-04-28 11:19:58.000,2.2.3,26.0,pyvips,conda-forge/pyvips,,,,75397.0,884.0,807.0,https://pypi.org/project/pyvips,2024-04-28 11:19:58.000,77.0,72655.0,https://anaconda.org/conda-forge/pyvips,2024-09-06 03:01:34.001,131643.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
489,quinn,MrPowers/quinn,ml-experiments,,https://github.com/mrpowers-io/quinn,https://github.com/mrpowers-io/quinn,Apache-2.0,2017-09-15 13:02:42.000,2024-10-10 11:42:00.000000,2024-10-10 11:40:47,365.0,17.0,97.0,20.0,147.0,36.0,98.0,628.0,pyspark methods to enhance developer productivity.,32.0,26,True,2024-02-13 12:31:37.000,0.10.3,16.0,quinn,,,['spark'],40.0,650845.0,92.0,85.0,https://pypi.org/project/quinn,2024-02-13 12:31:37.000,7.0,650845.0,,,,3.0,,,,,,mrpowers-io/quinn,,,,,,,,,,,,,,,,,,
490,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2024-10-09 18:57:29.000000,2024-10-09 18:57:29,854.0,9.0,145.0,29.0,96.0,49.0,75.0,618.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,20.0,26,True,2024-10-01 23:08:54.000,1.16.0,44.0,ml-metadata,,,,2670.0,77372.0,600.0,569.0,https://pypi.org/project/ml-metadata,2024-10-01 23:08:54.000,31.0,77333.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
491,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2024-06-05 18:36:28.000000,2023-08-23 17:20:54,1241.0,,154.0,18.0,717.0,27.0,208.0,501.0,A package built to support working with spatial data using open source python.,44.0,26,False,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,,11362.0,388.0,371.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000,17.0,10113.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,82459.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
492,miceforest,AnotherSamWilson/miceforest,tabular,,https://github.com/AnotherSamWilson/miceforest,https://github.com/AnotherSamWilson/miceforest,MIT,2020-08-22 00:00:22.000,2024-08-02 00:43:48.000000,2024-08-02 00:21:15,339.0,79.0,30.0,9.0,7.0,7.0,78.0,343.0,Multiple Imputation with LightGBM in Python.,8.0,26,True,2024-08-02 00:43:48.000,6.0.3,48.0,miceforest,conda-forge/miceforest,,,,65379.0,174.0,165.0,https://pypi.org/project/miceforest,2024-08-02 00:43:48.000,9.0,64989.0,https://anaconda.org/conda-forge/miceforest,2023-06-16 19:26:58.237,15237.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
493,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2024-10-10 11:04:43.478000,2024-10-09 09:55:44,538.0,3.0,40.0,5.0,16.0,6.0,52.0,341.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,15.0,26,True,2024-10-09 10:34:12.000,0.9.1,26.0,scikit-posthocs,conda-forge/scikit-posthocs,,['sklearn'],64.0,100605.0,897.0,843.0,https://pypi.org/project/scikit-posthocs,2024-10-09 10:34:12.000,54.0,80363.0,https://anaconda.org/conda-forge/scikit-posthocs,2024-10-10 11:04:43.478,971621.0,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
494,PyText,facebookresearch/pytext,nlp,,https://github.com/facebookresearch/pytext,https://github.com/facebookresearch/pytext,BSD-3-Clause,2018-07-31 23:40:46.000,2022-10-17 19:55:31.000000,2022-10-17 19:51:05,1735.0,,801.0,168.0,1588.0,145.0,74.0,6339.0,A natural language modeling framework based on PyTorch.,234.0,25,False,2020-06-08 23:30:58.000,0.3.3,13.0,pytext-nlp,,,['pytorch'],404.0,409.0,21.0,21.0,https://pypi.org/project/pytext-nlp,2020-06-08 22:49:33.000,,404.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
495,T5,google-research/text-to-text-transfer-transformer,nlp,,https://github.com/google-research/text-to-text-transfer-transformer,https://github.com/google-research/text-to-text-transfer-transformer,Apache-2.0,2019-10-17 21:45:14.000,2024-09-20 17:59:42.000000,2024-06-28 18:04:28,599.0,,748.0,107.0,590.0,107.0,345.0,6137.0,Code for the paper Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.,59.0,25,True,2023-03-30 16:55:07.154,0.9.4,29.0,t5,,,['tensorflow'],,60212.0,2.0,,https://pypi.org/project/t5,2021-10-18 13:55:26.000,2.0,60212.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
496,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2024-05-29 15:42:28.000000,2022-09-22 23:59:07,1084.0,,966.0,181.0,328.0,338.0,294.0,5792.0,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,86.0,25,False,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,,3833.0,683.0,136.0,136.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,,637.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
497,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2024-06-23 12:28:48.000000,2024-06-23 12:28:48,343.0,,988.0,46.0,34.0,66.0,112.0,5222.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",24.0,25,True,2022-01-14 08:49:08.000,0.6.6,23.0,scikit-opt,,,['sklearn'],,6658.0,243.0,228.0,https://pypi.org/project/scikit-opt,2022-01-14 08:49:08.000,15.0,6658.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
498,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2024-10-10 07:07:55.000000,2024-10-10 07:07:55,3696.0,79.0,615.0,92.0,4059.0,241.0,1404.0,5099.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,93.0,25,True,2024-09-30 16:53:23.000,1.42.0,83.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
499,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2024-10-09 22:24:15.000000,2024-10-09 22:17:48,223.0,5.0,298.0,78.0,179.0,24.0,54.0,4954.0,"A data augmentations library for audio, image, text, and video.",37.0,25,True,2023-12-05 20:52:12.000,1.0.1,18.0,augly,,,,,3010.0,146.0,142.0,https://pypi.org/project/augly,2023-12-05 20:52:12.000,4.0,3010.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
500,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2023-02-06 16:41:16.000000,2021-03-19 15:48:33,667.0,,658.0,158.0,130.0,83.0,101.0,4655.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,25,False,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,,['tensorflow'],,1077.0,790.0,784.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000,6.0,1077.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
501,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2023-05-22 16:10:15.000000,2021-05-03 12:18:31,2154.0,,511.0,133.0,649.0,65.0,198.0,3889.0,Snips Python library to extract meaning from text.,22.0,25,False,2020-01-15 10:13:17.000,0.20.2,58.0,snips-nlu,,,,,4324.0,13.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000,13.0,4324.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
502,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2024-10-09 23:39:47.000000,2024-06-26 19:01:50,1492.0,,353.0,68.0,1440.0,109.0,85.0,3474.0,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,38.0,25,True,2024-06-26 16:33:42.000,1.2,17.0,lit-nlp,conda-forge/lit-nlp,,,,5565.0,42.0,39.0,https://pypi.org/project/lit-nlp,2024-06-26 16:32:34.000,3.0,3721.0,https://anaconda.org/conda-forge/lit-nlp,2023-06-16 19:21:41.530,90359.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
503,AdaNet,tensorflow/adanet,hyperopt,,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000,2023-11-30 16:30:21.000000,2021-08-30 19:33:24,440.0,,527.0,173.0,50.0,67.0,49.0,3470.0,Fast and flexible AutoML with learning guarantees.,27.0,25,False,2020-07-09 21:03:28.000,0.9.0,13.0,adanet,,,['tensorflow'],,1856.0,62.0,60.0,https://pypi.org/project/adanet,2020-07-09 21:03:28.000,2.0,1856.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
504,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2024-09-05 04:03:54.000000,2024-09-05 04:03:53,4353.0,8.0,603.0,41.0,1012.0,283.0,708.0,3383.0,"A unified, comprehensive and efficient recommendation library.",74.0,25,True,2023-11-04 11:23:19.000,1.2.0,10.0,recbole,aibox/recbole,,['pytorch'],,45624.0,2.0,,https://pypi.org/project/recbole,2023-10-31 12:52:34.000,2.0,45493.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,6175.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
505,Apache Singa,apache/singa,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000,2024-09-17 13:21:51.000000,2024-08-17 14:22:50,2847.0,45.0,1239.0,134.0,1114.0,50.0,83.0,3359.0,a distributed deep learning platform.,91.0,25,True,2020-04-21 08:01:08.000,3.0.0,3.0,,nusdbsystem/singa,,,,71.0,5.0,5.0,,,,,https://anaconda.org/nusdbsystem/singa,,,3.0,apache/singa,https://hub.docker.com/r/apache/singa,2022-05-31 15:24:19.649658,4.0,8095.0,,,,,,,,,,,,,,,,,,,
506,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2024-10-10 01:26:47.000000,2024-09-27 21:49:19,477.0,7.0,276.0,51.0,475.0,70.0,260.0,3338.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,40.0,25,True,2024-03-08 20:24:53.000,0.4.11,24.0,hummingbird-ml,conda-forge/hummingbird-ml,,,695.0,8934.0,7.0,,https://pypi.org/project/hummingbird-ml,2024-03-08 20:21:40.000,7.0,7784.0,https://anaconda.org/conda-forge/hummingbird-ml,2024-03-08 22:15:29.532,48904.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
507,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2024-08-13 17:52:35.000000,2024-08-13 17:16:53,181.0,1.0,410.0,156.0,85.0,105.0,101.0,3294.0,A deep learning library for video understanding research.,56.0,25,True,2022-01-20 00:16:35.000,0.1.5,9.0,pytorchvideo,,,['pytorch'],,19175.0,24.0,,https://pypi.org/project/pytorchvideo,2022-01-20 00:16:35.000,24.0,19175.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
508,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2024-07-30 10:50:08.000000,2024-07-09 09:34:16,515.0,,815.0,62.0,642.0,133.0,404.0,3255.0,A high-performance distributed training framework for Reinforcement Learning.,45.0,25,True,2023-03-14 02:03:08.557,2.2.1,29.0,parl,,,['paddle'],,1293.0,131.0,130.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,1293.0,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
509,Towhee,towhee-io/towhee,ml-frameworks,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2024-10-10 08:29:16.000000,2024-10-10 08:29:16,1580.0,4.0,246.0,29.0,2017.0,5.0,659.0,3185.0,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,37.0,25,True,2023-12-05 02:33:36.000,1.1.3,26.0,towhee,,,,2710.0,14667.0,,,https://pypi.org/project/towhee,2023-12-04 07:25:10.000,,14588.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
510,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2023-08-28 05:14:10.000000,2022-06-05 10:44:18,1342.0,,528.0,111.0,73.0,193.0,118.0,3086.0,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,False,2019-04-25 02:10:05.000,0.4.4,15.0,xlearn,,,,4705.0,1114.0,164.0,152.0,https://pypi.org/project/xlearn,2018-12-04 11:05:06.000,12.0,1055.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
511,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,664.0,71.0,25.0,117.0,101.0,2979.0,Neural network visualization toolkit for keras.,10.0,25,False,2017-07-06 05:11:22.255,0.4.1,11.0,keras-vis,,,['tensorflow'],,1390.0,2975.0,2974.0,https://pypi.org/project/keras-vis,2017-07-06 05:11:22.255,1.0,1390.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
512,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2023-06-16 19:17:56.088000,2021-06-22 10:51:48,116.0,,475.0,97.0,49.0,65.0,254.0,2853.0,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,25,False,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,1077.0,3843.0,748.0,727.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,21.0,3499.0,https://anaconda.org/conda-forge/neuralcoref,2023-06-16 19:17:56.088,18599.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
513,Kashgari,BrikerMan/Kashgari,nlp,,https://github.com/BrikerMan/Kashgari,https://github.com/BrikerMan/Kashgari,Apache-2.0,2019-01-19 01:53:28.000,2024-09-03 21:05:29.000000,2021-07-09 03:57:16,955.0,,440.0,64.0,123.0,32.0,350.0,2389.0,Kashgari is a production-level NLP Transfer learning framework built on top of tf.keras for text-labeling and text-..,21.0,25,False,2021-07-04 10:44:36.000,2.0.2,24.0,kashgari-tf,,,['tensorflow'],,466.0,72.0,70.0,https://pypi.org/project/kashgari-tf,2019-10-18 07:57:55.000,2.0,466.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
514,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2024-07-27 16:14:52.000000,2024-07-27 16:14:15,696.0,1.0,243.0,35.0,147.0,24.0,145.0,2389.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,31.0,25,True,2023-01-04 21:42:02.301,2.2.0,19.0,norfair,,,,333.0,23081.0,237.0,228.0,https://pypi.org/project/norfair,2022-05-30 21:14:58.000,9.0,23075.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
515,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/mckinsey/causalnex,https://github.com/mckinsey/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2024-06-26 08:22:56.000000,2024-02-10 10:17:50,226.0,,255.0,50.0,98.0,23.0,116.0,2226.0,A Python library that helps data scientists to infer causation rather than observing correlation.,40.0,25,True,2023-06-22 13:11:59.629,0.12.1,20.0,causalnex,,,"['pytorch', 'sklearn']",,10324.0,134.0,130.0,https://pypi.org/project/causalnex,2023-06-22 13:11:59.629,4.0,10324.0,,,,3.0,,,,,,mckinsey/causalnex,,,,,,,,,,,,,,,,,,
516,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2023-07-04 21:11:26.000000,2023-07-04 21:11:26,451.0,,251.0,56.0,56.0,19.0,50.0,2212.0,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,25,False,2019-11-04 05:16:00.000,0.5.0,19.0,pytorch-nlp,,,['pytorch'],,9377.0,745.0,726.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000,19.0,9377.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
517,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2023-10-24 16:13:23.000000,2018-12-16 15:30:13,118.0,,240.0,70.0,21.0,93.0,66.0,2109.0,Open source time series library for Python.,6.0,25,False,2017-11-21 16:27:06.000,0.4.16,36.0,pyflux,,,,,238332.0,278.0,274.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,4.0,238332.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
